Id	Type	Title	Desc	Time	PrefabPath	SecondDesc	PositionX	PositionY	Args
11150609	1		选择强制破解\n<color=#fffff><size=27>带有敌意的记忆碎片出现了</size></color>	2.0					
11150610	1		模拟全部完成	2.0					
11150611	2		模拟成功！	2.0					
11150612	2		模拟失败！	2.0					
11150640	1		“你想活下去，对不对？”						
11150641	1		“那你就得变得【有用】。这是亚特兰蒂斯的规矩，这里不养闲人。”						
11150644	1		医疗部来了很多人						
11150645	1		她看了一眼手术台，表情并没有任何波动						
11150646	1		“提醒你一句，过程会很痛，一旦开始就不能后悔了。”						
11150648	1		再度醒来时，终于意识到这不是梦境一般						
11150649	1		大脑开始逐渐活跃，从麻醉后的浑浑噩噩的状态中复苏						
11150650	1		我――在哪里？						
11150652	1		“毕竟是第一例，也不能苛求太多”						
11150653	1		行动，很艰难						
11150654	1		“不要磨蹭了，现在走过来，我们得让你立刻适应你的躯干。”						
11150655	1		胸腔收紧，心脏仿佛要被什么东西碾碎。						
11150656	1		“感觉如何？”						
11150657	1		我、我好多了。						
11150660	1		过了许久						
11150661	1		拉弥亚的身体终于跟上了水压带来的超重效应，放松下来。						
11150664	1		“加压情况如何？”						
11150665	1		“四百倍大气压，约等于四千米深海环境。”						
11150666	1		“她的情况呢？”						
11150667	1		“虽然花了点时间，但她已经适应这个新的身体了。”						
11120302	1		击败智能机械\n<color=#fffff><size=27>打破罗塞塔的封锁</size></color>	2.0					
11120303	2		<color=#ff5656>接近罗塞塔</color>						
11120304	2		<color=#ff5656>击败罗塞塔</color>						
11120305	1		击败罗塞塔\n<color=#fffff><size=27>无论她在盘算着什么</size></color>	2.0					
905006	1		异聚终端在使用能量块远程攻击，迅速接近一击解决！	2.0					
301502212	1		前方仍有大量感染体反应\n<size=27>继续击退残余的感染体</size>	2.0					
301502213	1		完成最终作战\n<size=27>蝾螈会不停呼唤裂变原虫，请小心应对</size>	2.0					
301502221	1		队友的阵亡让敌人的潜能被激发，机体性能大幅提升	2.0					
301502222	1		敌人增援已经抵达！	2.0					
301502223	2		后方感染体将在90秒后抵达战场						
301502224	1		位于后侧的感染体正在支援的路上\n<size=27>速战速决方为上策</size>	2.0					
301502225	1		位于最后的感染体也越来越近了\n<size=27>速战速决方为上策</size>	2.0					
301502226	2		击退最后的感染体						
301502231	1		你惊扰了它们！\n<size=27>周围的感染体已经发现了你！</size>	2.0					
301502232	1		这是最后的感染体信号了\n击退它们，完成作战！	2.0					
301502233	1		保持警惕\n<size=27>四周似乎还有其他感染体的信号反应</size>	2.0					
301502241	1		新手村‘指导’再次来袭！	2.0					
301502242	1		你以为只有我阿枪吗？\n难度降低<color=#ff0000>×</color> \n双子猎人<color=#ff0000>√</color>	3.0					
301502243	1		谨慎行事！\n<size=27>精彩的布道会招来更多的信徒！</size>	2.0					
301502251	1		罗塞塔，再临！	2.0					
301502252	1		前方似乎有熟悉的身影\n<size=27>击退徘徊的大量感染机械，继续前进</size>	2.0					
80020001	8	获得的记忆之钥	{0}						
80020002	2		击败α						
80020003	2		作出你的选择						
80020004	2		击败怪物						
80020005	2		解开谜题						
80020006	2		不被发现找到阿呆蛙玩偶						
80020007	1		α的攻击力下降了	2.0					
80020008	1		获得了记忆之钥1，α的攻击力下降，区域4怪物强度提升	2.0					
80020009	1		获得了黎明的力量	2.0					
80020010	1		获得了记忆之钥1	2.0					
80020011	1		获得了记忆之钥2，α的攻击力下降，你成为了灰鸦的队长	2.0					
80020012	1		获得了记忆之钥3	2.0					
80020013	1		玩家死亡，α生命值提升	2.0					
80020014	1		解密成功，α会受到雷电攻击，前往传送点传送到挑战3	2.0					
80020015	1		挑战自己，变得更强	2.0					
80020016	1		在同伴的鼓励下成为了灰鸦的队长	2.0					
80020017	1		击败同伴，获得他们的认可	2.0					
80020018	1		每个npc是每个入口						
80020019	1		你成为了灰鸦的队长						
80020020	1		一个补给箱，需要两把记忆之钥打开	2.0					
80020021	1		无法使用的滑索装置，似乎另一端的装置发生了故障	2.0					
301501961	2		防守此区域						
301501962	1		第一波怪物已经抵达，请做好准备。\n<color=#fffff><size=27></size></color>	2.0					
301501963	1		第二波怪物已经抵达，请做好准备。\n<color=#fffff><size=27></size></color>	2.0					
301501964	1		第三波怪物已经抵达，请做好准备。\n<color=#fffff><size=27></size></color>	2.0					
14033401	2		保护我方受伤构造体						
14033402	1		保护构造体！\n<size=27>阻止感染体攻击构造体！</size>	3.0					
14041301	8	石栏周围的地砖似乎有点异常	尚未发现						
14041302	8	已发现的神秘地砖	{0}/4	1.0					
14041303	1		周围出现了什么东西	3.0					
14042401	8	周围还有不为人知的秘密	尚未发现						
14041201	8	为什么不后退呢？一次就好了	尚未发现						
14042201	8	周围还有不为人知的秘密	尚未发现						
14043201	8	周围还有不为人知的秘密	尚未发现						
14043401	8	周围还有不为人知的秘密	尚未发现						
301501371	2		回收区域补给物资						
301501372	8	已收集的补给物资	{0}/3	1.0					
301501373	8	已收集的补给物资	完成	1.0					
301501374	2		击退最后的感染体						
301501421	2		保护我方信号发送器						
301501422	1		保护信号发送器！\n<size=27>阻止感染体攻击构造体！</size>	3.0					
14043202	2		击败正在逃跑的自律警卫						
99200201	8	自身进入一级感电状态	{0}%						
99200202	8	自身进入二级感电状态	{0}%						
99200203	8	自身进入三级感电状态	{0}%						
99200204	8	自身即将到达电死状态	<color=#ff3030>{0}%</color>						
14043402	8	自律警卫好像落下了什么东西	尚未发现						
14062101	1		小蜘蛛在战斗中学习到了奇怪的知识	2.0					
14062102	1		新上场的小蜘蛛继承了奇怪的知识	2.0					
1012010201	2		击败所有石像						
1012010202	2		往前方撤退						
1012010203	1		周围的石像动了起来	2.0					
1012010901	2		救助队友						
1012010902	2		和倒下队友说话						
1012010903	1		需要特殊权限以打开区域内的灭火设备	2.0					
1012010904	1		捡到了遗漏于此的权限钥	2.0					
1012010905	1		火势渐渐熄灭	2.0					
1012010906	1		获得了<color=#ffff00>治疗装置</color>	2.0					
1012010907	1		对队友使用了<color=#ffff00>治疗装置</color>	2.0					
1012010908	2		前往目标点						
1012010909	2		击败感染体						
1012010910	8	花盆后似乎有什么	尚未发现						
1012010911	1		队友力竭而倒下	2.0					
1012010912	1		灭火装置被耗尽了	2.0					
1012011601	2		救助正在被感染的队友						
1012011602	2		前往目标方向						
1012011603	2		击败至尊						
1012011604	1		医疗机正在发挥作用	2.0					
1012011801	2		击败感染体						
1012011802	2		收集炸药 {0}/3						
1012011803	2		把炸药交给神威						
1012011804	2		击败感染体						
1012011805	1		得到了区域的权限钥	2.0					
1012011806	1		收集炸药交给神威	2.0					
1112010101	2		击破敌人防御						
1112010102	2		撞开目标点处的障碍						
1112010103	1		使用<color=#ff0000>红色信号</color>撞开障碍	2.0					
1112010104	8	障碍剩余爆炸时间	{0}秒						
1015010401	2		消灭所有敌人						
1015010402	2		探索周围						
1015010403	1		敌人来袭，消灭它们	2.0					
1015010501	2		消灭所有试图登船的敌人						
1015010502	1		移动靠近感染体，按特殊按钮把感染体踢下船	2.0					
1015010503	1		把感染体踢飞可以撞翻敌人	2.0					
1015010504	1		大量敌人袭来	2.0					
1015010701	2		调查这个区域						
1015010702	2		消灭面前的敌人						
1015010703	1		感染体出现，消灭敌人	2.0					
1015010704	1		消灭周围的感染体再进行检查	2.0					
1015010901	2		清理拦路的感染体						
1015010902	2		靠近运输车，驱动运输车前进						
1015010903	2		消灭运输车附近的敌人						
1015010904	2		继续前进						
1015010905	1		消灭袭来的感染体。	2.0					
1015010906	1		感染体袭来。阻止他们靠近运输车。	2.0					
1015010907	2		跟随运输车穿越隔断装置						
1015010908	1		清理身边最后的感染体	2.0					
1015010909	2		消灭剩余的感染体						
1015010910	1		突破屏障，进入中心城区	2.0					
1015010911	2		等待屏障开启						
1015010912	2		一旁的运输车似乎能够利用						
30190101	1		任务开始	3.0					
30190102	2		击败区域内守护者						
30190103	8	已肃清区域	{0}/2						
303090201	1		3	0.8999					
303090202	1		2	0.8999					
303090203	1		1	0.8999					
303090204	1		开始！！！	0.5					
303090205	1		准备	3.0					
303090206	1		有玩家完成了比赛						
303090207	2		第{0}/3圈						
303090208	1		最后一圈！	2.0					
303090209	1		逆行中！\n即将为您恢复正确方向	3.0					
30190104	2		前往擂台传送点						
30190105	1		支援传送点已开启	3.0					
30190106	1		修女吞噬了遗留的怪物	3.0					
30190107	1		岔口：前往传送点	3.0					
30190201	1		治疗模组装置掉落	3.0					
30190202	1		区域二即将开启	2.0					
30190203	1		战斗开始	3.0					
30190204	1		辐射力场装置掉落	3.0					
30190205	1		精英怪物来袭	3.0					
30190206	2		击败精英怪物						
30190207	1		增幅装置掉落	3.0					
30190208	1		领主区域即将开启	3.0					
30190209	1		战斗开始	3.0					
30190301	1		出现了携带衰弱核心的小怪	3.0					
30190401	1		请破坏补给箱拾取补给模块	3.0					
30190402	1		火力模块对感染体造成了伤害打击	2.0					
30190403	1		控制模块对感染体造成了眩晕打击	2.0					
30190404	1		增幅模块已对玩家开始生效	2.0					
99921101	1		烈焰工厂	3.0					
99921102	1		九龙众的试炼	3.0					
99921103	1		火焰至尊	3.0					
99921104	1		悲鸣之主	3.0					
99921105	1		最终考验	3.0					
99921201	1		生死时速	3.0					
99921206	1		支援部队来袭！	2.0					
99921207	1		支援部队抵达区域已开启！	2.0					
99921208	2		肃清敌人						
99921001	1		机械工厂	3.0					
99921002	1		出现<color=#00FFFF>【ID卡】</color>	3.0					
99921003	8	已获得高阶权限	提示						
300309010	1		一寸长一寸强！存活到最后！	3.0					
300309011	2		剩余存活玩家数：{0}						
300309012	8	点击攻击按键释放强力攻击	提示						
300309013	1		30秒后场景中央出现巨大西瓜补给能量	3.0					
300309014	1		西瓜出现！	3.0					
300309015	1		游戏结束！	3.0					
300309016	1		一名玩家阵亡！	3.0					
99921004	2		击败感染体						
99921005	2		击败精英怪						
99921006	1		<color=#00FFFF>炮火打击已锁定</color>	3.0					
99921007	1		战斗区域10秒后进行封锁	3.0					
1501010201	1		登陆沙滩	3.0					
1501010202	2		登陆沙滩						
1501010203	1		击败全部敌人	3.0					
1501010204	2		击败全部敌人						
1501010205	2		检查损坏的机器人						
1501010206	2		从周围敌人身上获取零件						
1501010207	2		获取更多零件						
1501010208	1		获取第2个零件	3.0					
1501010209	2		回去修理机器人						
1501010210	1		进入游乐园	3.0					
1501010211	2		跟上凯西6337						
1501010401	1		击败敌人	3.0					
1501010402	2		击败敌人						
1501010403	1		在瓦砾堆里找到员工通行证	3.0					
1501010404	2		<color=#FF0000>攻击</color>破坏瓦砾堆，找到员工通行证						
1501010405	2		击败出现的敌人						
1501010406	2		<color=#FF0000>攻击</color>破坏最后一处瓦砾堆，找到员工通行证						
1501010407	1		获得员工通行证	3.0					
1501010408	2		将员工通行证交还给凯西						
99921008	2		前往深处						
99921009	1		破坏路障！	3.0					
1501010501	1		完成第一项挑战	3.0					
1501010502	2		击败敌人，完成第一项挑战						
1501010503	1		完成第二项挑战	3.0					
1501010504	2		在三次机会内找出不一样的凯西，完成第二项挑战						
1501010505	2		再试试！找出不一样的凯西，完成第二项挑战						
1501010506	2		最后一次机会！找出不一样的凯西，完成第二项挑战						
1501010507	1		完成第三项挑战	3.0					
1501010508	2		击败罗兰，完成第三项挑战						
1501010509	2		移动到指定位置						
1113010201	2		击败渡边的护卫小队						
1113010202	2		追击渡边						
1113010203	1		击败渡边	3.0					
1113010204	2		击败渡边						
1113010205	1		继续追击渡边	3.0					
99921010	2		利用空间躲避滚筒						
99921011	1		滚筒来袭！！！	3.0					
99921012	2		前往烈焰工厂						
1113010301	1		在指定位置放置路障	3.0					
1113010302	2		在指定位置放置路障						
1113010303	2		在另一处位置放置路障						
1113010304	2		击败游乐园守卫						
1113010305	2		击败剩余的守卫						
1113010306	2		改造游乐园守卫						
1113010307	1		改造游乐园守卫	3.0					
99921013	2		击败暴动						
99920020	11		第1次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 100w伤害</size>						
99920021	11		第2次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 200w伤害</size>						
99920022	11		第3次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 300w伤害</size>						
99920023	11		第4次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 400w伤害</size>						
99920024	11		第5次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 500w伤害</size>						
99920025	11		第6次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 600w伤害</size>						
99920026	11		第7次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 700w伤害</size>						
99920027	11		第8次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 800w伤害</size>						
99920028	11		第9次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 900w伤害</size>						
99920029	11		第10次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 1000w伤害</size>						
99920030	1		奖励达成――延长时间	2.0					
99920031	11		第11次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 1100w伤害</size>						
99920032	11		第12次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 1200w伤害</size>						
99920033	11		第13次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 1300w伤害</size>						
99920034	11		第14次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 1400w伤害</size>						
99920035	11		第15次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 1500w伤害</size>						
99920036	11		第16次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 1600w伤害</size>						
99920037	11		第17次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 1700w伤害</size>						
99920038	11		第18次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 1800w伤害</size>						
99920039	11		第19次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 1900w伤害</size>						
99920042	11		第20次伤害值奖励：                          <size=27><color=#ff0000>{0}</color>/ 2000w伤害</size>						
99920053	1		酷热的夏天，让感染体变得烦躁	3.0					
99920054	1		烦躁的感染体又冲了出来	3.0					
99920073	2		打败被吸引过来的魔族						
99920078	1		卡列尼娜在偷偷注视着你	3.0					
99920040	1		领主正在复活中	2.0					
99920041	1		领主复活，血量提升！\n<size=27>领主记录了场内怪物的词缀</size>	2.0					
1501010601	2		击败感染体						
1501010602	2		前往目标点						
1501010603	2		乘坐热气球						
1501010604	2		乘坐过山车						
1501010605	2		找到打开大门的方法						
1501010606	2		前往游乐园深处						
1501010607	2		在吧台处取得合成酒						
1501010608	2		打开通往大门口的小门						
1501010609	2		把合成酒交给马天尼2442						
1501010610	1		获得了小门钥匙	2.0					
1501010611	1		马天尼身上似乎掉了什么	2.0					
1501010612	2		沿着指示的方向追踪						
1501010613	2		查看掉落的东西						
1501010701	2		击败感染体						
1501010702	2		前往目标点						
1501010703	2		捡起钥匙						
1501010704	2		启动控制台						
1501010705	2		乘坐电梯前往高层						
1501010706	2		乘坐电梯下楼						
1501010707	2		前往熔炉						
1501010708	2		启动中央控制台						
1501011001	2		击败感染体						
1501011002	2		前往目标点						
1501011003	2		乘坐电梯下楼						
1501011004	2		操作控制台						
1501011201	2		击败感染体						
1501011202	2		前往目标点						
1501011203	2		乘坐热气球						
1501011204	2		乘坐摩天轮						
1501011205	1		凯西999准备开始初次登场Live！	2.0					
1501011206	1		失去了偶像的白先生们心情沮丧	2.0					
1501011207	1		没有粉丝的凯西999感觉自己过气了…	2.0					
1501011208	1		怀抱着微小的希望，凯西999开始准备复出Live!	2.0					
1501011209	2		沿着指示的方向追踪						
1501011401	2		击败感染体						
1501011402	2		前往目标点						
1501011403	2		乘坐过山车						
1501011404	2		乘坐电梯前往高层						
1501011405	2		追上可疑的机械体						
1501011406	2		离开酒吧						
1501040201	2		探索这片区域						
1501040202	1		引诱裂变原虫来破坏这道障碍吧。	2.0					
1501040203	2		靠近裂变原虫以吸引它注意力。						
1501040204	2		诱导裂变原虫炸开大门						
1501040205	1		大门被炸开了。\n<size=27>继续探索</size>	2.0					
1501040206	2		向前继续探索						
1501040207	2		消灭所有敌人						
1501040208	1		敌人出现\n<size=27>消灭所有敌人</size>	2.0					
1501040210	1		诱导裂变原虫炸开大门，或指示丽芙设置诱饵	2.0					
1501040211	2		靠近裂变原虫以吸引它注意力，或者和丽芙互动						
1501040212	2		将裂变原虫引到障碍处让它爆炸，或者和丽芙互动						
1501040213	1		跟随被诱导的裂变原虫向障碍前进	2.0					
1501040214	2		跟随被诱导的裂变原虫						
1501040301	1		前进并进行探索	2.0					
1501040302	2		前进并进行探索						
1501040303	1		敌人袭击过来了\n<size=27>消灭所有敌人</size>	2.0					
1501040304	2		消灭所有敌人						
1501040305	2		前进并进行探索						
1501040306	1		继续前进并进行探索	2.0					
1501040307	1		消灭敌人，并解救被围攻的机器人	2.0					
1501040308	2		解救被围攻的机器人						
1501040309	2		消灭敌人						
1501040310	1		敌人来袭，保护机器人	2.0					
1501040311	2		保护机器人						
15021101	1		Straight Flush!	2.0					
15021102	1		Four of a Kind!	2.0					
15021103	1		Full House!	2.0					
15021104	1		Three of a Kind!	2.0					
15021105	1		Two Pairs!	2.0					
15021106	1		是否确认？\n<color=#ff7f00>【A】是</color>    【B】否						
15021107	1		是否确认？\n【A】是<color=#ff7f00>    【B】否</color>						
15021108	1		密钥个数最大为5个！	2.0					
15021109	1		解锁成功！\n<color=#fffff><size=27> 成功开启电力控制枢纽</size></color>	2.0					
15021110	1		解锁成功！\n<color=#fffff><size=27> 成功开启制冷控制枢纽</size></color>	2.0					
15021111	1		解锁成功！\n<color=#fffff><size=27> 成功开启能量控制枢纽</size></color>	2.0					
15021112	1		解锁失败！\n<color=#fffff><size=27> 好像有什么警报被触发了</size></color>	2.0					
15021113	1		<color=#ff7f00>【A】查看备忘录</color>\n【B】输入密钥\n【C】暂时不使用终端						
15021114	1		【A】查看备忘录\n<color=#ff7f00>【B】输入密钥</color>\n【C】暂时不使用终端						
15021115	1		【A】查看备忘录\n【B】输入密钥\n<color=#ff7f00>【C】暂时不使用终端</color>						
15021116	1		<color=#ff7f00>【A】查看备忘录</color>\n【B】使用认证卡片解锁\n【C】暂时不使用终端						
15021117	1		【A】查看备忘录\n<color=#ff7f00>【B】使用认证卡片解锁</color>\n【C】暂时不使用终端						
15021118	1		【A】查看备忘录\n【B】使用认证卡片解锁\n<color=#ff7f00>【C】暂时不使用终端</color>						
15021119	1		检测到使用者携带认证卡片！	1.0					
15021120	1		<color=#ff7f00>【A】查看备忘录</color>\n<color=#545454>【B】输入密钥</color>\n<color=#545454>【C】暂时不使用终端</color>						
15021121	2		参照备忘录所提到的<color=#ff5656>“两兄弟”</color>，尝试解开密钥						
15021122	2		参照备忘录所提到的<color=#ff5656>“三个拿手菜”</color>，尝试解开密钥						
15021123	2		参照备忘录所提到的<color=#ff5656>“全家福”</color>，尝试解开密钥						
15021124	2		参照备忘录所提到的<color=#ff5656>“四项定理”</color>，尝试解开密钥						
15021125	2		参照备忘录所提到的<color=#ff5656>“直道”</color>，尝试解开密钥						
15021126	1		使用必杀技键，确认输入的密钥\n通过消球整理获得的密钥						
15021127	1		使用闪避键，获取密钥\n通过消球整理获得的密钥\n使用攻击键返回菜单						
15021128	1		重新整理密钥	2.0					
15021129	8	“两兄弟”	关键词						
15021130	8	“三个拿手菜”	关键词						
15021131	8	“全家福”	关键词						
15021132	8	“四项定理”	关键词						
15021133	8	“直道”	关键词						
15021141	1		在雪地靴子里发现了认证卡片！	2.0					
15021142	1		在书本的夹层发现了认证卡片！	2.0					
15021143	1		在相框后面发现了认证卡片！	2.0					
15021144	1		在手持终端的后面贴着认证卡片！	2.0					
15021145	1		在汽车模型底部发现了认证卡片！	2.0					
15021146	1		解锁失败！\n<color=#fffff><size=27> 或许可以寻找别的方法？</size></color>	2.0					
15021147	2		与终端互动打开前进的路						
15021148	2		击败仿生机械						
15021149	8	设法解锁全部终端	剩余{0}个						
15021150	2		探索此处						
15021151	2		继续探索						
15021152	1		<color=#ff7f00>【A】（解谜向，慎选）设法破解实验室的机关</color>\n【B】（战斗向）在守林人破解期间守卫实验室\n【C】继续搜索外部通道区域						
15021153	1		【A】（解谜向，慎选）设法破解实验室的机关\n<color=#ff7f00>【B】（战斗向）在守林人破解期间守卫实验室</color>\n【C】继续搜索外部通道区域						
15021154	1		选择了解谜向（慎选）是否确认？\n<color=#ff7f00>【A】是</color>    【B】否						
15021155	1		选择了解谜向（慎选）是否确认？\n【A】是    <color=#ff7f00>【B】否</color>						
15021156	1		选择了战斗向是否确认？\n<color=#ff7f00>【A】是</color>    【B】否						
15021157	1		选择了战斗向是否确认？\n【A】是    <color=#ff7f00>【B】否</color>						
15021158	1		你选择了隐秘行动！	2.0					
15021159	1		你选择了暴力破解！	2.0					
15021160	1		<color=#545454>【A】设法破解实验室的机关（找到相关物件可解锁此项）</color>\n<color=#ff7f00>【B】（战斗向）在守林人破解期间守卫实验室</color>\n【C】继续搜索外部通道区域						
15021161	1		<color=#545454>【A】设法破解实验室的机关（找到相关物件可解锁此项）</color>\n【B】（战斗向）在守林人破解期间守卫实验室\n<color=#ff7f00>【C】继续搜索外部通道区域</color>						
15021162	1		【A】（解谜向，慎选）设法破解实验室的机关\n【B】（战斗向）在守林人破解期间守卫实验室\n<color=#ff7f00>【C】继续搜索外部通道区域</color>						
15021163	1		已收集全部线索\n<color=#fffff><size=27>解锁了新的可选项</size></color>	2.0					
15021164	2		击败来犯的仿生机械						
15021165	2		探索外围通道或进入实验室						
15021166	8	已获取外围线索	({0}/5)						
15021167	8	外围线索全部获取！	提示	2.0					
15021168	2		进入实验室						
15021201	2		寻找方法离开原生层						
15021202	2		击败仿生机械						
15021203	2		前往通往上层的通道						
15021204	2		打开控制器						
15021301	2		继续前进						
15021302	2		击败遗弃的仿生机械						
15021303	2		前往舱门						
15021401	2		与污染意识体战斗						
15021402	2		清除意识海中的污染区块						
15021403	2		清除意识海中的污染区块						
15021404	8	意识海污染清理进度	{0}%						
15021501	2		破坏正在传输能量的能量罐体						
15021502	2		击败强化的仿生机械						
15021503	8	已破坏的能量罐体	({0}/4)						
15021504	1		击败仿生机械\n<color=#fffff><size=27>能量罐体中的仿生机械发动了攻击</size></color>	2.0					
15021505	1		能量罐体还在持续输送能量\n<color=#fffff><size=27>按照指示破坏下一个能量罐体</size></color>	2.0					
15021506	1		东区域的能量输送已经停止\n<color=#fffff><size=27>按照指示破坏下一个能量罐体</size></color>	2.0					
15021507	1		罐体的能量输送已经停止	2.0					
15021508	1		能量罐体在安博莉亚的机体输送能量\n<color=#fffff><size=27>按照指示破坏正在运作的能量罐体</size></color>	2.0					
15021601	2		击败安博莉亚融合体						
15021602	2		击败安博莉亚意识核心						
99920043	1		关卡即将结束！	2.0					
99920085	2		协助魔王击败敌人						
99920086	1		卡列尼娜拿走了秘宝	2.0					
30171018	2		撑住！						
30190001	1		怪物已被清理，请向着更深处前进	2.0					
969908051	2		罗塞塔的失去了力量，会受到额外的伤害！	5.0					
969908052	2		罗塞塔的力量恢复，会减免受到的大部分伤害！	10.0					
300003060	1		时间增加！	2.0					
300003061	2		假装有伤害显示：{0}						
30193101	1		拟真作战开始！	1.0					
30193102	1		拟真作战难度提升！	1.0					
30193301	1		阶段提升！	2.0					
30193201	1		阶段1：喷涂机械毫无压力 \n<size=27>弱攻</size>	2.0					
30193202	1		阶段2：喷涂机械感受到了压力 \n<size=27>弱攻</size>	2.0					
30193203	1		阶段3：喷涂机械开始认真了 \n<size=27>强攻</size>	2.0					
30193204	1		阶段4：喷涂机械被破甲 \n<size=27>破甲</size>	2.0					
30193205	1		阶段5：喷涂机械开始躁动了 \n<size=27>暴走</size>	2.0					
30193206	1		阶段6：喷涂机械开始虚弱了\n<size=27>虚弱</size>	2.0					
30193207	1		阶段7：喷涂机械怒气燃起 \n<size=27>暴走</size>	2.0					
30193208	1		阶段8：喷涂机械躯体受损 \n<size=27>破甲</size>	2.0					
30193209	1		阶段9：喷涂机械的利爪变得更加锋利了 \n<size=27>贯穿</size>	2.0					
30193210	1		阶段10：喷涂机械的装甲严重损伤 \n<size=27>破甲</size>	2.0					
30193211	1		阶段11：喷涂机械开始暴走 \n<size=27>暴走</size>	2.0					
30193212	1		阶段12：喷涂机械耗尽了体力 \n<size=27>虚弱</size>	2.0					
30193213	1		阶段13：喷涂机械已经失去了理智 \n<size=27>狂暴</size>	2.0					
30193214	1		阶段14：喷涂机械失去了装甲 \n<size=27>弱点</size>	2.0					
30193215	1		阶段15：喷涂机械最后的狂暴 \n<size=27>GOD</size>	2.0					
30193216	1		阶段16：喷涂机械正在原地等死放弃了抵抗	2.0					
30193217	8	伤害获得极大提升	提示						
30193401	1		阶段1：鲨士碧儿活蹦乱跳 \n<size=27>迅捷</size>	2.0					
30193402	1		阶段2：鲨士碧儿有点小紧张 \n<size=27>弱攻</size>	2.0					
30193403	1		阶段3：鲨士碧儿认真对待了 \n<size=27>强攻</size>	2.0					
30193404	1		阶段4：鲨士碧儿不小心弄伤了 \n<size=27>破甲</size>	2.0					
30193405	1		阶段5：鲨士碧儿开始生气了 \n<size=27>暴走</size>	2.0					
30193406	1		阶段6：鲨士碧儿开始哭泣了\n<size=27>虚弱</size>	2.0					
30193407	1		阶段7：鲨士碧儿已经火冒三丈了\n<size=27>暴走</size>	2.0					
30193408	1		阶段8：鲨士碧儿躯体受损 \n<size=27>破甲</size>	2.0					
30193409	1		阶段9：鲨士碧儿强化了自己的武器\n<size=27>贯穿</size>	2.0					
30193410	1		阶段10：鲨士碧儿的伤势严重 \n<size=27>破甲</size>	2.0					
30193411	1		阶段11：鲨士碧儿开始暴走了 \n<size=27>暴走</size>	2.0					
30193412	1		阶段12：鲨士碧儿耗尽了体力 \n<size=27>虚弱</size>	2.0					
30193413	1		阶段13：鲨士碧儿已经失去了理智 \n<size=27>狂暴</size>	2.0					
30193414	1		阶段14：鲨士碧儿已经伤痕累累 \n<size=27>弱点</size>	2.0					
30193415	1		阶段15：鲨士碧儿最后的狂暴 \n<size=27>GOD</size>	2.0					
30193416	1		阶段16：鲨士碧儿正在原地等死放弃了抵抗	2.0					
30193501	1		阶段1：瓦沙克觉得你很弱小 \n<size=27>弱攻</size>	2.0					
30193502	1		阶段2：瓦沙克感受到了威胁 \n<size=27>弱攻</size>	2.0					
30193503	1		阶段3：瓦沙克开始觅食了 \n<size=27>强攻</size>	2.0					
30193504	1		阶段4：瓦沙克的外壳坚固了起来\n<size=27>闭环</size>	2.0					
30193505	1		阶段5：瓦沙克开始躁动了 \n<size=27>暴走</size>	2.0					
30193506	1		阶段6：瓦沙克开始虚弱了\n<size=27>虚弱</size>	2.0					
30193507	1		阶段7：瓦沙克怒气燃起 \n<size=27>暴走</size>	2.0					
30193508	1		阶段8：瓦沙克躯壳受损 \n<size=27>破甲</size>	2.0					
30193509	1		阶段9：瓦沙克露出了锋利的獠牙 \n<size=27>贯穿</size>	2.0					
30193510	1		阶段10：瓦沙克的外壳严重损伤 \n<size=27>破甲</size>	2.0					
30193511	1		阶段11：瓦沙克开始暴走 \n<size=27>暴走</size>	2.0					
30193512	1		阶段12：瓦沙克耗尽了体力 \n<size=27>虚弱</size>	2.0					
30193513	1		阶段13：瓦沙克已经失去了理智 \n<size=27>狂暴</size>	2.0					
30193514	1		阶段14：瓦沙克失去了防御的外壳 \n<size=27>弱点</size>	2.0					
30193515	1		阶段15：瓦沙克最后的狂暴 \n<size=27>GOD</size>	2.0					
30193516	1		阶段16：瓦沙克正在原地等死放弃了抵抗	2.0					
30193499	2		总伤害：{0}						
750567	8	增幅持续时间：	{0}秒						
750568	1		增幅结束	2.0					
300313011	1		拾取西瓜可以防止血量下降\n撞击对手会把他的西瓜撞掉	3.0					
300313012	1		在西瓜的作用下，速度变慢了	2.0					
