StoryId	Title	SummaryContent
ZX05713BA	覆海离声·第十三节	惑砂找到了逃跑的千子，带着千子通过海洋馆底层隧道进入小岛，把千子安置在小岛中央的祭坛上，继续孵化。
ZX05714BA	覆海离声·第十四节	指挥官和比安卡汇合，但返回的路在冯·内古特的操控下彻底塌陷。比安卡和指挥官只能顺着海洋馆底层的隧道继续向前。
ZX05714EA	覆海离声·第十四节	千子“孵化”成功，但由于千子的意识海更加完整，她的意识占据了身体的主导。在失控的状态下，千子杀死惑砂。
ZX05715BA	覆海离声·第十五节	顺着海岛底部的隧道一路向前，比安卡和指挥官看到了在海岛中诞生的千子。
ZX05715EA	覆海离声·第十五节	比安卡击败了被惑砂重新“孵化”的千子，“净化”了这一处红潮。从千子的躯壳中，凝结出了“异聚碎片”。
ZX05716BA	覆海离声·第十六节	带着异聚碎片返回空中花园，指挥官在碰触到异聚碎片的时候，意外看到了未来的七实……
ZX05717BA	覆海离声·第十七节	人类从异聚碎片中拆解出了惊人的信息量，一切或许真的能够向最好的那个方向发展。\n真的会是这样吗？
ZX05718EX	覆海离声·第十八节	比安卡意识海偏移严重，在红潮中，千子为她钩织了一个梦境，在梦中，她们像普通的孩子，普通地生活在空中花园。
ZX05719EX	覆海离声·第十九节	千子从来没有认同过比安卡的想法，但她又总是想看一看，假如这个天真的蠢货这样继续下去，能够得到什么样的结果。
ZX05720EX	覆海离声·第二十节	千子离开了，她尽力将比安卡推出红潮。她将选择的权利留给了比安卡——如果能够选择，比安卡会想要成为魔女，还是圣女？
ZX05721EX	覆海离声·第二十一节	物资不够了，又在下大雨，格蕾丝不知道应该如何带领这些赤音神启的信徒们走下去。\n在不知道如何前进的时候，他们发现了“试炼”的邀约。
ZX05722EX	覆海离声·第二十二节	“试炼”会是真的吗？格蕾丝带着赤音神启的小团队来到海边，但她始终抱有怀疑态度。\n信徒们焦躁不安，等待着进入永生，格蕾丝最终决定分兵两路，璐璐留守在营地，她自己带人进入海洋馆，接受“试炼”……
ZX05801BA	溯梦归途·第一节	慈悲者看着这一切。因已然种下，果即将结出，她看着灰鸦指挥官度过这条时间的长河。
ZX05802BA	溯梦归途·第二节	凡妮莎进行关于黑野孤儿院的报告。科学理事会将获取到的技术应用于超刻机体，在灰鸦指挥官的陪伴下，里进行了超刻机体更换。
ZX05803EA	溯梦归途·第三节	更换过超刻机体的里在意外中，看到了意识海深层的“自己”。
ZX05804BA	溯梦归途·第四节	艾拉更换万华机体，她的任务是利用“万华”机体，组建一个“拥有指挥官的特殊小队”执行考古小队需要深入险境的任务——第一个任务已经下发。在任务中，虹莺小队发现了康斯塔雷耶的存在……
ZX05805BA	溯梦归途·第五节	露娜“看”到阿尔法站在禁锢露娜的晶簇前，“看”到阿尔法和露西亚进入凛冬堡，“看”到阿尔法抱着露西亚从凛冬堡离开。她感受到了帕弥什病毒的躁动。\n重灾区内，薇拉和21号于这个保育区执行任务时失踪……
ZX05806BA	溯梦归途·第六节	冯·内古特正在观察摇篮的生长。惑砂在门口瑟缩一下，进来汇报，说黑野苦川已经死了，被他的养女，那个叫亚里莎的女孩杀死，乌托邦分支的意识融合实验宣告失败。\n冯·内古特现在只在乎两件事情，即将孵化出卡俄斯的克希拉、和未知的，仍然没有降临的“塔”。
ZX05807BA	溯梦归途·第七节	遗忘者正式作为“绿洲”势力，和空中花园达成交易条件，空中花园协助绿洲升级一部分遗忘者方向的过滤塔塔芯，绿洲向空中花园提供一部分缺少的物资作为“交换”。\n九龙在获知空中花园获得新技术后，也向空中花园提出交易，期望达成一致，共同建立针对帕弥什病毒的海上防线。
ZX05808BA	溯梦归途·第八节	曲“死去”，而后复生。她在万世铭中，经历了无数的“故事”。
ZX05808EA	溯梦归途·第八节	驱赶走万世铭内的电子幽灵，空中花园开始派人协助九龙升级防御光壁，完成收尾工作后，指挥官记录下了“邀请函”的关键字。
ZX05809BA	溯梦归途·第九节	科学理事会，布偶熊获取了格式塔内部数据墙的位置，议会最终决定打开数据墙。\n在布偶熊和阿西莫夫的帮助下，指挥官借助“邀请函”，见到了“格式塔中存在的多米尼克”。
ZX05810BA	溯梦归途·第十节	数据墙被打开，“黑星”已然诞生，塞勒涅从空中花园坠入地面，第一优先目标是击杀露娜，彻底夺取升格网络赋予的代行权限。升格网络只会扶持1个代行者，如果塞勒涅真正成型，那露娜就会死去，她必须赶在塞勒涅真正成型之前做出“对策”——阿尔法和拉弥亚引红潮进入露娜所处的位置，露娜大量吸收红潮，自我突破，准备借此挣脱升格网络的束缚。
ZX05810EA	溯梦归途·第十节	在露娜对峙塞勒涅的最后时刻，罗兰带着灰鸦指挥官和灰鸦小队赶到。灰鸦指挥官协助露娜稳定了尚且未成形的意识海，露娜击溃塞勒涅，彻底掌控了升格网络。
ZX05811BA	溯梦归途·第十一节	露西亚适配誓焰机体，原本模糊的记忆隐约变得清晰，但她无法确认究竟是意识海波动产生的幻觉还是别的，因为“记忆”中的事情，和“现实”的事情，很多都不甚相同。她没有看到过猩红的塔，也没有看到过“纯净区”……
ZX05812BA	溯梦归途·第十二节	任务途中，露西亚和其它三人失散。她看到了白雾，进入一个十分奇怪的空间，在那里，她看到了许多奇怪的虚影，看到了很多“死去的人”——
ZX05813BA	溯梦归途·第十三节	在1号零点能反应堆附近，灰鸦小队遇到了准备重启1号零点能反应堆的冯·内古特。
ZX05813EA	溯梦归途·第十三节	冯·内古特临死前逃进零点能反应堆的深处，露西亚追进去，发现他倒在帕弥什病毒爆发的地方，已经了无声息。\n冯·内古特被击溃后，红潮涌动，露西亚站在原地，无数记忆突然涌进她的脑海——
ZX05814BA	溯梦归途·第十四节	慈悲者合上书页，这一切的改变都是因为你，灰鸦。\n指挥官询问七实和异聚塔相关的事情，慈悲者一一给出了答案。\n但真正的未来，仍然需要灰鸦指挥官亲自去经历，去探索。
ZX05901BA	织奏序言·第一节	洛普拉多斯郊外的垃圾堆埋场里，两个无人关心的流浪汉正在翻捡食物，突然听到了哭声。
ZX05902BA	织奏序言·第二节	当年女孩在老裁缝的精心呵护下长大，但温馨的裁缝工坊此刻正面临重大变故。
ZX05903BA	织奏序言·第三节	阴谋酿成，女孩从睡梦中惊醒，深夜的一场大火中，她被迫逃离了工坊。
ZX05905BA	织奏序言·第五节	斜奏进入了旨在培养早期构造体人体实验候选人的波拉德孤儿院，与名为埃莉诺的少女相遇。
ZX05907BA	织奏序言·第七节	尘封多年的真相披露，女仆面对真凶时却意志动摇，重伤之下向埃莉诺小姐祈求命令。
ZX05908EA	织奏序言·第八节	看不见风景的房间中，斜奏在“埃莉诺”的陪伴下深陷虚幻，逐渐迷失。
ZX05909BA	织奏序言·第九节	斜奏身为蒙扎诺家的一名女仆，排除异己，为蒙扎诺夫人服务。她曾经渴望过自由，但最终服从新的命令，被派回黑野改造成构造体。
ZX05910BA	织奏序言·第十节	进入清理部队后的斜奏处境艰难，甚至记不起自己在乎的东西是什么。恍惚间，似乎想起有人问过她同样的问题。
ZX05911BA	织奏序言·第十一节	圣甲虫小队的任务中，斜奏被八咫从过去的梦境中拉起。已经成为队长的八咫下定决心继承修特罗尔的意志，无论如何都会救下同伴。
ZX05912BA	织奏序言·第十二节	圣甲虫指挥官瓦莱莉亚为斜奏申请了新机体。代替缝补意识海精神透支的她，灰鸦指挥官与圣甲虫小队前往洛普拉多斯执行潜入任务。
ZX05913BA	织奏序言·第十三节	灰鸦指挥官为斜奏稳定意识海。在之后与升格者的对峙中，斜奏被帕弥什感染，陷入深度昏迷。
ZX05914BA	织奏序言·第十四节	在自我箱庭中梳理完记忆，裁剪掉过去的她，决定举起剪刀——
ZX05915BA	织奏序言·第十五节	圣甲虫带回了新的实验资料，苏醒后的斜奏将与同伴踏上新的道路，编织新的乐章。
ZX06001BA	理想笼·第一节	在黄金时代末期，众多观众期待着激烈的“机械体角斗”尽快开始，而名为“维罗妮卡”的机械角斗士，即将迎来她的首次登台。
ZX06002BA	理想笼·第二节	这座机械角斗场不仅禁锢着机械体试图逃离的步伐，也束缚着某些可怜的人类。
ZX06003BA	理想笼·第三节	名为塞拉的少女机械师，与维罗妮卡在火药味十足的氛围下，开启了她们的第一次并不愉快的见面。
ZX06004BA	理想笼·第四节	塞拉与维罗妮卡的友情逐渐萌芽，而在角斗场最隐秘的角落，“主人”的视线开始盯上了与众不同的维罗妮卡。
ZX06005BA	理想笼·第五节	心怀“自由”愿景的塞拉，绝不会让角斗场束缚自己的脚步，在层层伪装下，她的“秘密计划”开始启动。
ZX06006BA	理想笼·第六节	在模拟星空下，塞拉和维罗妮卡之间定下了“逃离此地”的约定，但另一双来自“人类同伴”的窥探的眼睛，也在幕后伺机而动。
ZX06007EA	理想笼·第七节	背叛来源于昔日的信任，人类的私欲会吞噬一切无私的友谊，不论是维罗妮卡还是塞拉，都是这个圈套中的牺牲品。\n居于幕后的角斗场“主人”德洛丽丝，则微笑着坐收渔利。
ZX06008BA	理想笼·第八节	在“主人”德洛丽丝的胁迫下，塞拉被迫为她执行一项邪恶的计划：替身体残疾的德洛丽丝掠夺维罗妮卡强大的机械躯体。\n面对昔日朋友的怒意，绝望的人类少女什么也没有为自己辩解。
ZX06008EA	理想笼·第八节	在危机之中，维罗妮卡终于明白了塞拉的心意。她再度举起骑枪，要为她和她的朋友搏杀出一条自由的血路。
ZX06009BA	理想笼·第九节	在辽阔的雪原之上，维罗妮卡和塞拉第一次感到了真正的“自由”，但片刻之后，维罗妮卡就意识到这只是自己的一个虚妄的“梦境”。\n她依旧身处这个囚笼般的角斗场中，从未离开。
ZX06010BA	理想笼·第十节	在帕弥什病毒爆发后，昔日盛况空前的角斗场如今只剩一片废墟，德洛丽丝却依旧从容地等待着维罗妮卡的前来。\n心智已经扭曲的她，会祭出自己的“终极武器”，完成自己的计划。
ZX06010EA	理想笼·第十节	一切都已结束，曾经角斗场上的暴虐和欢呼都已掩埋在烟尘之下，重获自由的维罗妮卡展开双翼，飞进了自由的天幕中。
ZX06011BA	理想笼·第十一节	在自由广阔的天地间，维罗妮卡无言地行走着，在一切的终局，她对自己的人类朋友塞拉做了道别。
ZX06012EX	理想笼·第十二节	华美的庄园中，幼年的德洛丽丝在父母的呵护下享受着无忧的幸福，但这短暂的一切都因为母亲的重病而戛然而止。
ZX06013EX	理想笼·第十三节	母亲的离世令父亲将自己锁闭在实验室里多年闭门不出，关于此事的谣言四起，终于，德洛丽丝意识到了父亲正在进行一项令人无法接受的实验——将母亲的意识转移到机械体中。
ZX06014EX	理想笼·第十四节	常年的病痛和孤独终于令德洛丽丝变得古怪多疑，在她清理掉一切阻碍在自己面前的人和事后，一个关于“机械角斗场”的邪恶计划开始渐渐在她脑中萌生。
ZX06101BA	眠于厄寐之境·第一节	在黑暗之中，有人正在窥探着丽芙的意识海……\n所以，什么是意识海？
ZX06102BA	眠于厄寐之境·第二节	指挥官在368保育区中醒来，这次二人肩负着特殊任务——寻找提及“生命树”线索的人类。
ZX06103BA	眠于厄寐之境·第三节	“生命树”的线索，源于一个偷渡到空中花园的368保育区居民？
ZX06104BA	眠于厄寐之境·第四节	丽芙圈出了可能拥有线索的可疑人员名单，很短，只有7个人。
ZX06104EA	眠于厄寐之境·第四节	意外战斗后，载具却被异合生物“意外”破坏，两人只能先行返回保育区。
ZX06105BA	眠于厄寐之境·第五节	368保育区内意外的平静，同样在名单上的保育区医生似乎不是人类？她潜伏在这里有什么目的？两人决定趁着夜色，去探寻医生的情况。
ZX06106BA	眠于厄寐之境·第六节	名为墨利诺厄的医生早有准备，她似乎预知了二人的到访，她坦诚自己曾是矿区中的“心理医生”……
ZX06107BA	眠于厄寐之境·第七节	两人在保育区内没有发现其他线索，权衡之下，决定再次进入矿区冒险，但意外在路上发现了其他痕迹……
ZX06108BA	眠于厄寐之境·第八节	矿洞内部漆黑，只有星星点点的光源。刚刚发现痕迹变得明显，其中一处脚印看起来像是孩子的脚印，为什么会带着小孩来这里？
ZX06109BA	眠于厄寐之境·第九节	简单检查了孩子的状况，两人决定暂时离开矿洞，送孩子回保育区，矿洞内发生了微型地动，但似乎并没有什么大碍。
ZX06110BA	眠于厄寐之境·第十节	丽芙恍然间察觉到了这处保育区的异常，她陷入了这个被织造出来的幻境。另一边，指挥官仍然带着孩子艰难前行。
ZX06111BA	眠于厄寐之境·第十一节	墨利诺厄进入矿洞，丢失的孩子原来是她曾经救下的小孩，但机械体无法抚养人类，她忍痛将孩子送养给了保育区的这户人家。
ZX06112BA	眠于厄寐之境·第十二节	丽芙想方设法联络上指挥官，矿洞内信号太差，可为什么安全区也出现了异合生物？
ZX06112EA	眠于厄寐之境·第十二节	矿洞内通讯终端，丽芙冒险触及意识海中的伤疤，尝试以此来重新呼唤和指挥官的思维链接。
ZX06113BA	眠于厄寐之境·第十三节	指挥官带着孩子在矿洞中躲避异合生物，“丽芙”突然出现……是谁在操控这里的“幻境”？
ZX06114BA	眠于厄寐之境·第十四节	幻影频繁出现，操控幻境的人甚至读取到了丽芙的意识海。与此同时，丽芙终于抵达了和指挥官约定好的安全区……
ZX06115BA	眠于厄寐之境·第十五节	丽芙亲眼目睹了指挥官的“死亡”，她摩挲着那枚子弹，思考着这里发生的一切……
ZX06116BA	眠于厄寐之境·第十六节	这里是一个“家”……一个由指挥官和丽芙组成的家。
ZX06117BA	眠于厄寐之境·第十七节	墨利诺厄观察着“幻境”中的一切。尽管她也有些“沉浸”在这样的生活里，但她一定会带给孩子它想要的——
ZX06118BA	眠于厄寐之境·第十八节	深夜，“孩子”睁开了亮金色的眼睛。她看着丽芙，“贪婪”的欲望在她小小的躯体中涌现。
ZX06119BA	眠于厄寐之境·第十九节	丽芙和指挥官破除幻境，墨利诺厄借助“孩子”的力量，飞快编织着新的幻境，“孩子”想要吞噬丽芙和指挥官，她就一定会如它所愿……
ZX06120BA	眠于厄寐之境·第二十节	被丽芙反噬，墨利诺厄停止编织幻境。两人意识逐渐清醒——这里仍然是矿洞中。
ZX06121EA	眠于厄寐之境·第二十一节	墨利诺厄的诊疗记录，无数的负面情绪组成了她的存在。
ZX06122EA	眠于厄寐之境·第二十二节	血肉在不应当生长的地方肆意发芽，她没有资格做一名母亲，但她又成为了一名“人类”的母亲。
ZX06123BA	眠于厄寐之境·第二十三节	不管怎么样都必须阻止墨利诺厄，在那个孩子酿出更大的灾难之前。
ZX06123EA	眠于厄寐之境·第二十三节	墨利诺厄给“孩子”织就一张巨大的网，同时也把她自己包裹在了里面。
ZX06124BA	眠于厄寐之境·第二十四节	返回保育区，仍然存在于保育区的人们似乎都完全忘记了墨利诺厄和那个小孩。似乎所有人都普通地继续生活着……真的是这样吗？
ZX06125BA	眠于厄寐之境·第二十五节	哈桑睁开眼睛，从漫长的回忆中清醒过来。
ZX06201EA	推想视限·第一节	夜晚的伊利希恩发生了两起案件。弧光大道的公寓里，名为克里斯蒂娜的构造体少女死亡。城市另一边的下水道内，探员穆尔正在调查杰克的失踪案。
ZX06202BA	推想视限·第二节	探员布偶熊与搭档莫瓦诺走访调查克里斯蒂娜案件，线索指向码头的下水道中。在这里，两人遇到了正在战斗的穆尔。
ZX06202EA	推想视限·第二节	探员布偶熊与搭档莫瓦诺走访调查克里斯蒂娜案件，线索指向码头的下水道中。在这里，两人遇到了正在战斗的穆尔。
ZX06203BA	推想视限·第三节	布偶熊、莫瓦诺、穆尔回到犯罪调查局，他们都经历了糟糕的一天。
ZX06204BA	推想视限·第四节	第二日，犯罪调查局局长召见布偶熊、莫瓦诺、穆尔，宣布克里斯蒂娜案与杰克案合并在一起。
ZX06205BA	推想视限·第五节	穆尔邀请布偶熊与莫瓦诺到家中一起进行晚宴，期间从电视节目中认识到心理医生约翰。
ZX06206BA	推想视限·第六节	第三日，布偶熊、莫瓦诺与穆尔分头调查杰克案。布偶熊、莫瓦诺走访杰克的餐厅，穆尔前往心理医生约翰的诊所。三人得到另一位少女诺曼的线索。
ZX06207BA	推想视限·第七节	布偶熊、莫瓦诺与穆尔前去调查少女诺曼，诺曼发现三人到来后，开始逃跑。
ZX06207EA	推想视限·第七节	布偶熊、莫瓦诺与穆尔前去调查少女诺曼，诺曼发现三人到来后，开始逃跑。
ZX06208BA	推想视限·第八节	夜晚，莫瓦诺找到了在楼顶的布偶熊。诺曼不同寻常的死因让布偶熊开始怀疑莫瓦诺。
ZX06209BA	推想视限·第九节	与莫瓦诺分别后，布偶熊来到办公室，通过解谜克里斯蒂娜留下的存储片，布偶熊得知了真相。
ZX06209EA	推想视限·第九节	与莫瓦诺分别后，布偶熊来到办公室，通过解谜克里斯蒂娜留下的存储片，布偶熊得知了真相。
ZX06210BA	推想视限·第十节	两个月前的空中花园，哈桑正与尼科拉进行私密会议，两人对话间提到，哈桑正对现在的空中花园忧心忡忡。
ZX06211BA	推想视限·第十一节	过去的回忆翻涌不息，两人的命运在某一刻交织。
ZX06211EA	推想视限·第十一节	过去的回忆翻涌不息，两人的命运在某一刻交织。
ZX06212BA	推想视限·第十二节	两个月前的空中花园，哈桑结束与尼科拉的会议后，向布偶熊发起通讯。
ZX06213BA	推想视限·第十三节	伴随布偶熊的讲述，穆尔也回忆起真相。
ZX06214BA	推想视限·第十四节	现如今的空中花园，世界政府议员言真望着地球回忆起过去，不久之后，他与哈桑还有一场会议。
ZX06215BA	推想视限·第十五节	怀着复杂的心情，言真前往哈桑的办公室。
ZX06216BA	推想视限·第十六节	彻底抛弃人类身份的言真成为升格者，他使用帕弥什污染伊利希恩，打算夺取伊利希恩的核心。
ZX06217BA	推想视限·第十七节	重伤的布偶熊选择链接伊利希恩的核心超算，却在核心中发现了其它东西。
ZX06218EA	推想视限·第十八节	重获新生的布偶熊再次与升格者战斗。
ZX06219BA	推想视限·第十九节	空中花园正在坠落，哈桑昏迷不醒，尼科拉指挥各部队构造体前往手动关停引擎。
ZX06220BA	推想视限·第二十节	帕弥什尚未清除，格式塔无法重启，布偶熊选择使用伊利希恩的核心量子超算作为备用方案，阻止空中花园坠落。
ZX06221BA	推想视限·第二十一节	空中花园坠落事件被阻止，新的篇章此刻开始书写。
ZX06301BA	冬冕的凋亡·第一节	极地冰川开裂，从其中走出的感染体袭击了北极航线联合。为击退感染体，指挥官与罗塞塔准备空投至最前线。
ZX06301EA	冬冕的凋亡·第一节	曾统治北极航线联合的冰心皇，与其手下三公一同出现在众人面前——他的目的，是再度统合这个世界。
ZX06302BA	冬冕的凋亡·第二节	在大本营中，指挥官见到了寒羊小队，以及“公社”的熟面孔；众人也告知了他关于旧苏菲亚城、冰心皇与冰心三公的相关信息。在得出结论后，一声爆炸响起，一只熊人随之闯入。
ZX06303BA	冬冕的凋亡·第三节	冰心皇的机体似乎与“质点”有关，为完成机体，他决定将战局交由“三公”负责。而联军帐中，名为蜜纳的技师正为罗塞塔新机体无法完整启动而发愁。
ZX06304BA	冬冕的凋亡·第四节	为支援前线，后方新苏菲亚城的众人全员行动起来；但在此过程中，有些人开始思考：为何要与冰心皇战斗？
ZX06305BA	冬冕的凋亡·第五节	为战胜冰心皇，空中花园与北极航线联合组成联军，身为统帅的罗塞塔则提出了自己的主张——主动出击。
ZX06306BA	冬冕的凋亡·第六节	寒羊小队带领联军，在城内与冰心三公中的鲁缅采夫、费多尔展开战斗。西蒙决定采用“且战且退”的战术，逐步削弱对手；与此同时，阿西莫夫联络上了蜜纳。
ZX06307BA	冬冕的凋亡·第七节	罗塞塔击败冰心三公之一的杜洛娃，占领了港口一带，并得知杜洛娃拥有一种能将仿生鲸召回极地的能力。西蒙见罗塞塔行动成功，便按原定战术后撤，让另外两位三公的攻击落了空。
ZX06308BA	冬冕的凋亡·第八节	尽管联军在城内站稳了阵地，但眼下的局势依旧不容乐观。在与参与战争的众人、以及远方驰援其他港口的狄安娜交换完情报后，罗塞塔请指挥官为大家鼓舞士气。
ZX06309BA	冬冕的凋亡·第九节	新苏菲亚城内，人们围绕前线战况、感染体生产线的威胁，以及“是否投降”展开争论；最终，前线传来的声响打断了众人的思绪。
ZX06310BA	冬冕的凋亡·第十节	冰心皇一方也在梳理战场形势，距离机体调整完成还差一些时间。见状，暗处的升格者向冰心皇询问其“统合”世界的目的。
ZX06311BA	冬冕的凋亡·第十一节	下一场战斗即将打响，罗塞塔也邀请指挥官一同进行战前整备。
ZX06312BA	冬冕的凋亡·第十二节	战争突然爆发，费多尔趁混乱之际，借助仿生鲸突入到联军大本营附近——但联军对此早有防备。一番交战后，帕露玛击败了费多尔，可局势却愈发糟糕。
ZX06313BA	冬冕的凋亡·第十三节	大本营早已转移至海边，此时阿西莫夫、蜜纳与熊博士再次探讨，该如何解决罗塞塔新机体“马尔库特”的意识海问题。在接连的讨论中，阿西莫夫似乎看到了某个突破口。
ZX06314BA	冬冕的凋亡·第十四节	异合生物突然出现在本应安全的后方，与此同时，空中花园后勤人员的求援信息也传至新苏菲亚城内。就在这片混乱中，伊凡大声道出了自己的主张。
ZX06315BA	冬冕的凋亡·第十五节	在幕后协助冰心皇的升格者，其名为难敌。她乱入战场后，便驱使异合生物不断压缩联军的生存空间；而要战胜难敌，眼下唯一的办法便是成功权限启动“马尔库特”—— 但事与愿违。
ZX06316BA	冬冕的凋亡·第十六节	率先完成机体、成为“最终统合机”的并非罗塞塔，而是冰心皇。红色的极光照耀大地，就连异合生物也化作了他意志的延伸。
ZX06317BA	冬冕的凋亡·第十七节	尽管先机已失，但希望仍在：只要让德雷克冲至指定地点，罗塞塔就能借助其力量，完整启动自己的机体。
ZX06318BA	冬冕的凋亡·第十八节	坚持化作了转机。在持续的战斗之后，“幸运”如希望的那般降临。
ZX06319BA	冬冕的凋亡·第十九节	在众人的努力下，德雷克成功抵达预定地点。于是，众人的祈愿凝聚成力量，罗塞塔的机体成为了新的“最终统合机”。
ZX06320BA	冬冕的凋亡·第二十节	以无双之姿，出击！
ZX06320EA	冬冕的凋亡·第二十节	罗塞塔冲破敌人前线，打通了通往皇宫的道路；另一方面，阿西莫夫向蜜纳解释了自己解锁“马尔库特”的计划。听罢，蜜纳当即抄起自己的装备，冲向感染体。
ZX06321BA	冬冕的凋亡·第二十一节	新苏菲亚城的众人与空中花园的后勤人员一同搭建线路，为“马尔库特”的启动贡献力量——但战斗远未结束，孩子们清楚这一点，大人们也同样清楚。
ZX06322BA	冬冕的凋亡·第二十二节	冰心皇扎克的目的，是用“统合的世界”抗击帕弥什，让人类、让祖国度过这场天灾；可在罗塞塔眼中，这种方式只会招来“不幸”。为证明各自的正义，两人展开了最终决战。
ZX06322EA	冬冕的凋亡·第二十二节	扎克败给了罗塞塔，却没有过多辩解。他将能托付的事物一一托付后，重新返回殿内，与难敌提起最初的交易：“为了人类，为了我所爱的祖国。”
ZX06323BA	冬冕的凋亡·第二十三节	战争落幕，世界仍要继续。罗塞塔向指挥官坦露了自己的心意，而升格者们也在为接下来的行动做着准备。
ZX06401BA	更美好的明天·第一节	时隔多年，涅缇娅重新回到了自己覆灭的家园——卡赫季。
ZX06402BA	更美好的明天·第二节	阿西莫夫要求涅缇娅变更任务目标，优先协助被困在辐射区的灰鸦指挥官。
ZX06403BA	更美好的明天·第三节	灰鸦指挥官和涅缇娅成功会合后，辐射区中央突然生长起了一棵金色的巨树。
ZX06404BA	更美好的明天·第四节	免疫时代，涅缇娅转学到卡赫季实验中学，在这里结识了脾气火爆的雅金卡，以及温柔善良的玛格丽特。
ZX06405BA	更美好的明天·第五节	为了在玛格丽特面前跟涅缇娅争风头，雅金卡违反课堂纪律，导致三人被教官李少校处罚长跑。
ZX06406BA	更美好的明天·第六节	涅缇娅旧病复发，指挥官帮助她注射了药物。与此同时，雅金卡带着一封署名涅缇娅的信件来到了辐射区的边缘，见到了童年好友小张。
ZX06407BA	更美好的明天·第七节	涅缇娅给雅金卡解围，二人的关系略有缓和。在那之后，三名少女一同参与了卡赫季童子军的政治动员大会，每个人都对未来充满了热情。
ZX06408BA	更美好的明天·第八节	雅金卡和玛格丽特给涅缇娅过了生日，当天夜里感染体袭击卡赫季，三人紧急出击，最终被授予了“多米尼克小组”的头衔。
ZX06409BA	更美好的明天·第九节	雅金卡来到卡赫季副城，见到了李长官，在后者的劝诱下，她决定帮助副城人对抗感染体，脱离险境。
ZX06410BA	更美好的明天·第十节	辐射区中的涅缇娅和指挥官稍作休息，远方的巨木突然生长，地面发生震动，涅缇娅感受到了生命体的迹象。
ZX06410EA	更美好的明天·第十节	涅缇娅和指挥官击败玛格丽特的幻影，解救了被升格者约翰·杜劫持的难民。众人决定先行撤退，前往河对岸的副城。
ZX06411BA	更美好的明天·第十一节	卡赫季保卫战后，玛格丽特经常突然失踪，每次返校都会身心俱疲。为了得知玛格丽特的去向，涅缇娅和雅金卡绑架了李少校。
ZX06412BA	更美好的明天·第十二节	涅缇娅在卡赫季研究所深处见到了玛格丽特，她竟然是一名构造体。就在这时，研究所突发爆炸，为了保护涅缇娅，玛格丽特滞留在了爆炸的中心。
ZX06413BA	更美好的明天·第十三节	升格者约翰·杜围攻卡赫季副城，涅缇娅和灰鸦指挥官刚好赶到，与雅金卡联手将其击杀。
ZX06414BA	更美好的明天·第十四节	阿迪莱大爆炸事件发生后，幸存者迁移到了河对岸的副城中。涅缇娅为了能够前往空中花园欺骗了雅金卡，被卡赫季人视作叛徒。
ZX06415BA	更美好的明天·第十五节	空中花园的涅缇娅在直播中死亡威胁政府，要求公开卡赫季的真相，与此同时雅金卡在地面试图刺杀空中花园高官，二人在失败后，分别遇到了阿西莫夫与阿诺德两位导师。
ZX06416BA	更美好的明天·第十六节	李长官与雅金卡决定带着副城人民突出重围，而涅缇娅则选择和灰鸦指挥官一同返回辐射区，折断“金橡树”。
ZX06417BA	更美好的明天·第十七节	雅金卡成功夺取“坟场”后遭到了突袭，身负重伤，原来病床上的小张一直是约翰·杜假扮的。
ZX06417EA	更美好的明天·第十七节	辐射区中的指挥官与涅缇娅深陷红雾之围，关键时刻，涅缇娅将指挥官推入电梯井，自己单独断后。
ZX06418BA	更美好的明天·第十八节	红雾很快便追上了撤离队伍，李长官与难民们都陷入了帕弥什编织的幻境之中。
ZX06419BA	更美好的明天·第十九节	指挥官和涅缇娅破坏“金橡树”时发出震天巨响，将雅金卡与李长官拉回现实，深知无路可退的二人决定回身逆行，帮助灰鸦指挥官。
ZX06420BA	更美好的明天·第二十节	雅金卡驾驶战机，李长官操纵巡洋舰，在他们的配合攻击之下，“金橡树”轰然倒塌。
ZX06421BA	更美好的明天·第二十一节	重伤的涅缇娅脱离围困，正朝着“金橡树”的核心蹒跚而去。
ZX06421EA	更美好的明天·第二十一节	短暂恢复意识的玛格丽特再度陷入癫狂，在她伤害涅缇娅的瞬间，雅金卡及时赶到，她的手链似乎唤醒了玛格丽特的理智。
ZX06422BA	更美好的明天·第二十二节	恢复意识的玛格丽特为了拯救自己的友人，将“枝芽”从自己的身体中取出。与此同时，潜藏在黑暗中的升格者约翰·杜朝众人发起了突袭。
ZX06423BA	更美好的明天·第二十三节	众人合力击退约翰·杜，后者带着玛格丽特的尸体撤离。事件结束后，指挥官与涅缇娅共同隐瞒了“枝芽”的存在，拉斯蒂背后的神秘组织也似乎开始了行动。
