Id	Type	Name	Description	WorldDesc	BigIcon	Icon	Quality	Priority
24000069	2	“刹那与永恒”	里的启动日来信附件	一颗普通制式的子弹，历经无数时间，已然生了锈，尾部被黑曜石包裹，坚固守护着这份心意。	Assets/Product/Texture/Image/IconTools/ItCharBirthday60.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday60Sp.png	5	99932
24000070	2	漆器餐具套装	含英的启动日来信附件	整齐码放在手工木质礼盒中的一套餐具，包括瓷碗、小瓷碟、漆筷、竹勺和筷枕。形制并不豪华，但做工尚算精致。若是想要让味蕾忆起九龙料理的鲜醇，这套餐具便是最合适的伴侣。用餐时是否会想到，另一只瓷碗的主人，又在品味着怎样的光景呢？	Assets/Product/Texture/Image/IconTools/ItCharBirthday61.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday61Sp.png	5	99931
24000071	2	绅士手杖伞	库洛姆的启动日来信附件	库洛姆爱用的手杖伞，做工考究，用料精美，处处细节透露着与他本人相同的一丝不苟和认真严谨。他将这把象征着日常生活碎片的爱用品转赠予你，希望你从今以后每次拿起这把伞的时候，都能想起他的心意。	Assets/Product/Texture/Image/IconTools/ItCharBirthday62.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday62Sp.png	5	99930
24000072	2	隐藏黑暗力量的钥匙？	诺安的启动日来信附件	诺安的钥匙，似乎被起了一个奇怪的名字，可以用来打开据点地下室的隐藏入口门，将所有负担暂时抛开，躲进安全的角落休息一晚吧。	Assets/Product/Texture/Image/IconTools/ItCharBirthday63.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday63Sp.png	5	99929
24000073	2	“爱意”	丽芙的启动日来信附件	康斯塔雷耶上空掠过纯白飞鸟，它轻轻留下一片来过的证明。这支书签被指挥官安放在桌上，每每抬头，都能看到这份洁白的爱意。	Assets/Product/Texture/Image/IconTools/ItCharBirthday64.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday64Sp.png	5	99928
24000074	2	手编竹铃	蒲牢的启动日来信附件	竹编工艺精巧，心意藏在缠绕的竹片之中。既可以随身佩戴，拿来当房间挂饰也不错。	Assets/Product/Texture/Image/IconTools/ItCharBirthday65.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday65Sp.png	5	99927
24000075	2	“鲸歌”解码器	赛琳娜的启动日来信附件	“这是只属于我们的语言。”她在遥远的天空与洋流之间，静穆而悠长地诉说。	Assets/Product/Texture/Image/IconTools/ItCharBirthday66.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday66Sp.png	5	99926
24000076	2	沙瓶画	苏菲亚的启动日来信附件	苏菲亚收集了五颜六色的沙砾，亲手在瓶中绘制出绚丽多姿的沙漠景象。最近她正专注提升技艺，期待早日能将心里身影融入画中。	Assets/Product/Texture/Image/IconTools/ItCharBirthday67.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday67Sp.png	5	99925
24000077	2	鬼脸薯片	卡穆的启动日来信附件	做成鬼脸形状的薯片，一口能塞下好几片。努力装作凶狠的表情看起来似乎......反而更可爱了怎么办？	Assets/Product/Texture/Image/IconTools/ItCharBirthday68.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday68Sp.png	5	99924
24000078	2	篮球小夜灯	神威的启动日来信附件	用桌面篮球改造的小夜灯，在夜深无人的时候试试用手指投篮，也不失为一种打发时间的好办法。	Assets/Product/Texture/Image/IconTools/ItCharBirthday69.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday69Sp.png	5	99923
24000079	2	“一杯月色”	露娜的启动日来信附件	月亮主题的生态造景装饰，由露娜亲手制作。“抬起一杯月色，饮下对你的思念。”无法相见的时候，就用它来代替彼此的存在吧。	Assets/Product/Texture/Image/IconTools/ItCharBirthday70.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday70Sp.png	5	99922
24000080	2	军哨	薇拉的启动日来信附件	薇拉亲手制作的一对哨子，这是专门赠予给灰鸦小队指挥官的其中一只。特殊的制作工艺使得它在任何环境下都不会轻易折损变形，并可以稳定地吹出特殊的音色，确保二人在无论如何严苟的战场上都能迅速定位到彼此。	Assets/Product/Texture/Image/IconTools/ItCharBirthday71.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday71Sp.png	5	99921
24000081	2	“Brownie Plus”	布偶熊的启动日来信附件	升级后的布朗尼，除安全性能得到提升外，还增添了些新的搜索功能——期待这些功能可以派上真正的用场~	Assets/Product/Texture/Image/IconTools/ItCharBirthday72.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday72Sp.png	5	99920
24000082	2	新运蹄铁	比安卡的启动日来信附件	黄金时代知名珠宝公司设计的马蹄铁形状的护身符，时过境迁，如今只有极少数在收藏家手中流通。	Assets/Product/Texture/Image/IconTools/ItCharBirthday73.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday73Sp.png	5	99919
24000083	2	八音水晶球	邦比娜塔的启动日来信附件	手工拼装的水晶球，背后装有发条，轻轻转动，便能看到小马随着八音盒的旋律缓缓旋转。简单的韵律，玲珑的小马，承载着邦比娜塔与你不愿忘却的回忆。	Assets/Product/Texture/Image/IconTools/ItCharBirthday74.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday74Sp.png	5	99918
24000084	2	树叶画	艾拉的启动日来信附件	艾拉以树叶为材料制作的画作，其内容灵感源自意外登场的小动物们。这些活泼好动的小生灵满载欢乐，仿佛为她庆祝启动日的伙伴。而现在，她将这份欢笑与祝福分享于你。	Assets/Product/Texture/Image/IconTools/ItCharBirthday75.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday75Sp.png	5	99917
24000085	2	锯刃餐刀	莉莉丝的启动日来信附件	莉莉丝享用牛排时的专用牛排刀。握柄选用珍稀实木制作，刀刃部分则由高碳钢制成，能像切下黄油般分解任何熟度的牛排。	Assets/Product/Texture/Image/IconTools/ItCharBirthday76.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday76Sp.png	5	99916
24000086	2	猎人手弩	罗塞塔的启动日来信附件	罗塞塔亲手制作的手弩，采用了合适的材料，重量与手感都恰到好处。包含着她对过去年幼时与爷爷一起狩猎时的回忆。	Assets/Product/Texture/Image/IconTools/ItCharBirthday77.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday77Sp.png	5	99915
24000087	2	七实望远镜	七实的启动日来信附件	七实牌天文望远镜，上面粘贴着她心爱的贴纸。据说与七实一起观星时会与她产生联动，进而观测到某些奇妙的天象。	Assets/Product/Texture/Image/IconTools/ItCharBirthday78.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday78Sp.png	5	99914
24000088	2	《证明：所谓灵魂》	哈卡玛的启动日来信附件	一本黄金时代的书籍，因为其讲述内容较为深奥，销量并不高，发行量也很低。哈卡玛在地面发现了这本书。书本的内容是用哲学理论论证人工智能是否能产生灵魂，或者说，机械是否能思考。	Assets/Product/Texture/Image/IconTools/ItCharBirthday79.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday79Sp.png	5	99913
24000089	2	“世界”	伊什梅尔的启动日来信附件	伊什梅尔偶尔会将观测过有趣的东西用这种神秘的方式记录下来……猜猜看，她封存的究竟是雕刻出的模型，抑或是真实的“世界”？	Assets/Product/Texture/Image/IconTools/ItCharBirthday80.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday80Sp.png	5	99912
24000090	2	纸鸢	曲的启动日来信附件	传说青鸢总是携祥瑞而来，这种神秘而优雅的鸟类，自古便象征着好运与福泽。曲以此为灵感，精心制成这款纸鸢，寄寓美好祝愿。	Assets/Product/Texture/Image/IconTools/ItCharBirthday81.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday81Sp.png	5	99911
24000091	2	“毛家伙”	21号的启动日来信附件	21号用平衡装置掉落的毛发制作而成的毛球玩具。“‘毛家伙’上面有21号的气味，记住这个味道，以后不论21号去了哪里，指挥官都不会找丢了。”	Assets/Product/Texture/Image/IconTools/ItCharBirthday82.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday82Sp.png	5	99910
24000092	2	晴天娃娃	八咫的启动日来信附件	八咫亲手制作的晴天娃娃，虽然手艺有些粗糙，但如果对它诚心祈祷明天不要下雨，或许真的会有奇效	Assets/Product/Texture/Image/IconTools/ItCharBirthday83.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday83Sp.png	5	99909
24000093	2	黏土玩偶	拉弥亚的启动日来信附件	从海妖的秘密房间里搜出来的小物件，据说只要掌控这枚小小的手指玩偶，就能随意操纵那个人的灵魂。	Assets/Product/Texture/Image/IconTools/ItCharBirthday84.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday84Sp.png	5	99908
24000094	2	航星乐絮	卡列尼娜的启动日来信附件	生产于黄金时代被寄送于空间站的四类磁带，内置多首摇滚乐曲，它仍空白的B面被重新发现它的少女录下新的旋律，历经漂流的乐句在她的声音里又一次化作宇宙间的思念。	Assets/Product/Texture/Image/IconTools/ItCharBirthday85.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday85Sp.png	5	99907
24000095	2	逆瓣膜阻垢拢散剂	薇拉的愚人节来信附件	一瓶能拯救濒死之人的万能药剂，因为获得条件苛刻，被视为空中花园最高机密……以上都是薇拉随口编造的故事。但这确实是一瓶由她亲手调配，口感奇苦，但能迅速见效的提神药。	Assets/Product/Texture/Image/IconTools/ItCharAprilFoolsDay04.png	Assets/Product/Texture/Image/IconToolsSp/ItCharAprilFoolsDay04SP.png	5	99906
24000096	2	爆爆企鹅	比安卡的愚人节来信附件	有一只企鹅玩偶，只要看到人，就会高叫着“要抱抱”并冲过来，并在接触到人类的那瞬间爆炸……比安卡在苦恼了几天之后，写下了这个愚人节笑话。	Assets/Product/Texture/Image/IconTools/ItCharAprilFoolsDay05.png	Assets/Product/Texture/Image/IconToolsSp/ItCharAprilFoolsDay05SP.png	5	99905
24000097	2	超好运清洁水	斜奏的愚人节来信附件	由圣甲虫小队的斜奏协助研发的愚人节限定商品，一瓶能消除任何顽固污迹的清洁剂。斜奏强调包装上的宣传台词与她完全没有关系，都是希瓦的主意。	Assets/Product/Texture/Image/IconTools/ItCharAprilFoolsDay06.png	Assets/Product/Texture/Image/IconToolsSp/ItCharAprilFoolsDay06SP.png	5	99904
24000098	2	家用电钻套组	布丽姬特的启动日来信附件	布丽姬特的检修台上不可或缺的最佳拍档，曾为她摆平了无数居家小麻烦。只要把手握在电钻的把手上，就忍不住想钻开点什么。	Assets/Product/Texture/Image/IconTools/ItCharBirthday88.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday88Sp.png	5	99903
24000099	2	翻糖饼干	回音的启动日来信附件	回音亲手制作的翻糖饼干，上面的翻糖是回音的模样，虽然手艺并不精湛，但还是能够感受到制作者的心意。	Assets/Product/Texture/Image/IconTools/ItCharBirthday86.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday86Sp.png	5	99902
24000100	2	超级热血邀请函	诺克提的启动日来信附件	一个激情四射的手势，搭配一封散发自由气息的邀请函，这份热切的邀请令人难以招架。	Assets/Product/Texture/Image/IconTools/ItCharBirthday87.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday87Sp.png	5	99901
24000101	2	《如来神掌》	常羽的启动日来信附件	九龙畅销武侠漫画书，曾创下一年增印十八次的发行纪录。常羽把这本书“热情推荐”给了指挥官，并反复强调，自己绝没有崇拜敬仰里面的大侠主角。	Assets/Product/Texture/Image/IconTools/ItCharBirthday89.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday89Sp.png	5	99900
24000102	2	拇指琴	渡边的启动日来信附件	一把略显陈旧的小巧拇指琴，琴身有几道浅浅的划痕。音色清亮柔和，琴弦拨动时仿佛能驱散黑暗，带来些许温暖与慰藉。	Assets/Product/Texture/Image/IconTools/ItCharBirthday90.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday90Sp.png	5	99899
24000103	2	魔术邀请函	罗兰的启动日来信附件	一封设计精巧的邀请函，封口处系着一枚装饰精致的徽章。不知为何，看着它时，总让人觉得，那位“魔术师”正在不远处，带着一贯的笑意，静静等候着回应。	Assets/Product/Texture/Image/IconTools/ItCharBirthday91.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday91Sp.png	5	99898
24000104	2	“巢”	万事的启动日来信附件	由万事亲手编织的鸟巢，枝条与棉花组成巢身，手感松软。几颗蛋状的水晶静静地躺于其中，在黑暗中能看到令人心安的暖色荧光。	Assets/Product/Texture/Image/IconTools/ItCharBirthday92.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday92Sp.png	5	99897
24000105	2	阿呆蛙甜点	露西亚的启动日来信附件	露西亚亲手制做的甜品，快乐的阿呆蛙主题搭配来自生命之星的健康配方，值得尝试。以后的日子里，一起创造更多这样平凡的甜意吧。	Assets/Product/Texture/Image/IconTools/ItCharBirthday93.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday93Sp.png	5	99896
24000106	2	“枯山水”	阿尔法的启动日来信附件	虚拟实境中建造的枯山水庭院。仔细观察，会发现砂面和石头的排列能组成坐标。她在等你。	Assets/Product/Texture/Image/IconTools/ItCharBirthday94.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday94Sp.png	5	99895
24000107	2	柠檬海盐冰饮	里的启动日来信附件	里仔细研究了这份解暑冰饮的配方：200ml特调海盐水，加冰块至500ml，30ml果糖，3片柠檬，加冰块至500ml——不太健康。减少果糖至20ml……再少一点，19.55ml……会不会有点酸了？	Assets/Product/Texture/Image/IconTools/ItCharBirthday98.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday98Sp.png	5	99894
24000108	2	《暮山初霁图》	含英的启动日来信附件	含英亲手绘制的九龙风格山水画。尺素之间，雨后新霁，暮色浸染群峰，无数青霭浮动于断云之间，山崖老松以渴笔皴出苍润，一脉清流自山隙间流出，驻足于山间小亭。而亭中，含英与指挥官正一同共览此景。“暮色凝烟自成韵，远山如黛染苍溟。”	Assets/Product/Texture/Image/IconTools/ItCharBirthday97.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday97Sp.png	5	99893
24000109	2	无火香薰套装	库洛姆的启动日来信附件	库洛姆宅中的的私用物，曾在他的衣物上无数次闻到这种清新而典雅的气息。	Assets/Product/Texture/Image/IconTools/ItCharBirthday95.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday95Sp.png	5	99892
24000110	2	太阳风车	诺安的启动日来信附件	中古屋的太阳风车孤品，依靠光源维持转动。在风无法托举自由的时刻，就交给光明来解释吧。	Assets/Product/Texture/Image/IconTools/ItCharBirthday99.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday99Sp.png	5	99891
24000111	2	“养分”	丽芙的启动日来信附件	丽芙亲手调制的提神露，不仅每份都洋溢着别致的水果芬芳，更在瓶身侧面以手书悄然寄寓了她真挚的祝福与深藏的心意。	Assets/Product/Texture/Image/IconTools/ItCharBirthday96.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday96Sp.png	5	99890
24000112	2	莲花蜡烛	蒲牢的启动日来信附件	九龙传统诞辰礼物，点燃之后会一边播放传统祝寿曲目一边在桌上旋转。放置的时候需要破坏内部机关，否则会从某个角落里源源不断地传来歌声。	Assets/Product/Texture/Image/IconTools/ItCharBirthday100.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday100Sp.png	5	99889
24000113	2	糖果终端	洁塔薇的启动日来信附件	据说生活太忙太苦会染上“幽灵症”。为了治好你，洁塔薇用糖果制成了这个小型计算机。将它与你自己的终端相连，可以借助洁塔薇的算力辅助你处理任务。按键上的糖果用于补充糖分，只是甜度或许有些随机……	Assets/Product/Texture/Image/IconTools/ItCharBirthday101.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday101Sp.png	5	99888
24000116	2	鸢尾信笺	赛琳娜的启动日来信附件	赛琳娜亲手写下的一封短笺，皇室蓝的墨水泅出娟秀的笔迹，却无法承载她的所有思绪。纸短情长，信中未说完之事，不妨与她当面诉说吧。	Assets/Product/Texture/Image/IconTools/ItCharBirthday102.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday102Sp.png	5	99887
24000117	2	香料胸针	苏菲亚的启动日来信附件	苏菲亚用收集的香料亲手制作的胸针。沉香木雕刻的花朵盛放在肉桂枝干上，氤氲香气中保存下不会凋谢的约定。	Assets/Product/Texture/Image/IconTools/ItCharBirthday103.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday103Sp.png	5	99886
24000118	2	洁齿套装	卡穆的启动日来信附件	似乎是特别定制的萌物主题洁齿套装，要在牙刷小狗的监督下认真清洁口腔哦。	Assets/Product/Texture/Image/IconTools/ItCharBirthday104.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday104Sp.png	5	99885
24000119	2	“霞光与影”	神威的启动日来信附件	占卜屋为神威定制的水晶工艺制品，据说凝聚着神奇的魔力。“它记录着你的过去，亦昭示着未来——与它对视，你将看见所爱，看见自己。”	Assets/Product/Texture/Image/IconTools/ItCharBirthday105.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday105Sp.png	5	99884
24000120	2	“月兔”	露娜的启动日来信附件	露娜送来的兔子型拍拍灯，不知道使用的是什么能源，只要拍一拍就能一直亮下去。或许有些过于可爱，不过这样就好	Assets/Product/Texture/Image/IconTools/ItCharBirthday106.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday106Sp.png	5	99883
24000121	2	有趣的果篮	薇拉的启动日来信附件	一篮科学理事会的试吃苹果，派发它们的重任就交给灰鸦指挥官了。不过请留心那个看起来像苹果皮的雕刻摆件哦，这是个别扭的小礼物。	Assets/Product/Texture/Image/IconTools/ItCharBirthday107.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday107Sp.png	5	99882
24000122	2	小熊茶具套组	布偶熊的启动日来信附件	曾经风靡一时的“布偶熊”系列茶具周边，采用客户预约生产的模式，存世量稀少，极为珍稀。克里斯蒂娜为了收集这一套全新的茶具花费了很多时间，最后在竞拍网站高价获得。	Assets/Product/Texture/Image/IconTools/ItCharBirthday108.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday108Sp.png	5	99881
24000123	2	翼龙拼装模型	维罗妮卡的启动日来信附件	由于零件众多，拼装过程花费了颇多时间和精力，造型气势十足，是房间中引人注目的装饰。	Assets/Product/Texture/Image/IconTools/ItCharBirthday109.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday109Sp.png	5	99880
24000124	2	“家园”	比安卡的启动日来信附件	由比安卡精心搭建的袖珍小屋。木屋做工细致精巧，百合花瓣银白优雅，似乎无言地寄托着一个遥远而柔软的梦。	Assets/Product/Texture/Image/IconTools/ItCharBirthday110.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday110Sp.png	5	99879
24000125	2	灰鸦鸦	斜奏的启动日来信附件	「以灰鸦之名」手作主题玩偶——一针一线皆含心意，裁缝细腻显巧思，玩偶服饰可灵活脱卸，每处细节都是手工打磨的温度，愿这份专属手作，承载心意传递。	Assets/Product/Texture/Image/IconTools/ItCharBirthday111.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday111Sp.png	5	99878
24000126	2	“关于起舞的回忆”	邦比娜塔的启动日来信附件	外观会令人联想到“天鹅”的投影仪，里面存储了那天和邦比娜塔一起起舞的数据。虽然她共舞的舞步有些不够流畅，但每个动作都非常认真。	Assets/Product/Texture/Image/IconTools/ItCharBirthday112.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday112Sp.png	5	99877
24000127	2	正像胶卷底片	艾拉的启动日来信附件	采用复古曝光成像技术摄制而成的一格胶卷底片，由艾拉亲手拍下。把它放到幻灯机内，随时重温那个和她共度的午后吧。	Assets/Product/Texture/Image/IconTools/ItCharBirthday113.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday113Sp.png	5	99876
24000128	2	“瓶中城”	莉莉丝的启动日来信附件	一座仅只能存在在玻璃穹壁庇护下的瓶中城，不分日夜和四季，城中每时每刻都在下着纷纷扬扬的雪花。在这个窄小的街道之间，你会找到她留下的那串足印吗？	Assets/Product/Texture/Image/IconTools/ItCharBirthday114.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday114Sp.png	5	99875
24000129	2	幸运之星（已融化）	罗塞塔的启动日来信附件	金属框体来自新苏菲亚城建设时剩下的边角料，打磨出了五角星形状；内部镶嵌着极地产的万年冰晶，本来是要和其他圣诞礼物一起装饰圣诞树，却因冰海漂流的意外，成了唯一完好的 “纪念”。\n注：经由罗塞塔包装后送到了空中花园，因为没做好保温措施，内部万年冰现已融化。	Assets/Product/Texture/Image/IconTools/ItCharBirthday115.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday115Sp.png	5	99874
24000130	2	成形的“想象”	伊什梅尔的启动日来信附件	伊什梅尔凭借对数千年前某个神秘文明的“想象”，亲手制作的拟似布偶。当然，在真正的历史上应该不存在一个居民都是小鸟的梦幻国度，但是她愿意相信这样的童话确实存在过。	Assets/Product/Texture/Image/IconTools/ItCharBirthday121.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday121Sp.png	5	99873
24000131	2	猎人之铠	七实的启动日来信附件	七实送给指挥官的铠甲，充满奇幻夸张的风格，让人不禁思考穿上去之后能否自由活动。据七实本人所说，穿上后防御力可以增加百分之七十。	Assets/Product/Texture/Image/IconTools/ItCharBirthday117.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday117Sp.png	5	99872
24000132	2	书签画	哈卡玛的启动日来信附件	哈卡玛赠送的书签画，由哈卡玛亲手绘制。上面的内容是充满花卉的山谷黄昏，传达出静谧与孤独感。	Assets/Product/Texture/Image/IconTools/ItCharBirthday118.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday118Sp.png	5	99871
24000133	2	祈天灯	曲的启动日来信附件	九龙的一种祈愿古物。点燃芯烛，便会冉冉飞向天空。灯罩表面绘有精美的孔雀花饰，散发着油蜡味与一股淡淡的幽香。	Assets/Product/Texture/Image/IconTools/ItCharBirthday119.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday119Sp.png	5	99870
24000134	2	草坪开孔器	21号的启动日来信附件	其实只是把坏掉的草皮挖出来，换上新的草皮而已，并不能修复坏掉的部分。但视频剪辑中往往忽略了这中间的无聊过程，毕竟，大家其实都是来看草方块的。	Assets/Product/Texture/Image/IconTools/ItCharBirthday120.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday120Sp.png	5	99869
24000135	2	七音盒	八咫的启动日来信附件	由指挥官和八咫亲手制作的八音盒，因为操作失误，只能发出七个音节。虽然只能嗤嗤拉拉的奏响不完美的曲调，但并不阻碍祝福的传递。\n收录曲目：《致爱丽丝》、《欢乐颂》、《美好的下午茶》、《八咫版-摇篮曲》	Assets/Product/Texture/Image/IconTools/ItCharBirthday122.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday122Sp.png	5	99868
24000136	2	夜见海	拉弥亚的启动日来信附件	当海水坠落在深沉的晚空。耳旁会不会响起潮汐的低吟？当沉默的藻贝间微光莹亮，瞳孔会不会再度映出那双朦胧的眉眼？她不清楚那个人喜欢什么，但她希望对方喜欢上自己这里。	Assets/Product/Texture/Image/IconTools/ItCharBirthday123.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday123Sp.png	5	99867
24000137	2	球形双点定位终端	卡列尼娜的启动日来信附件	虽然现实中相距千里，这个装置中的地球却把空中花园拥抱怀中，闪烁的光点也被航迹线紧密联结。听说只是工程部队在研的定位原型机，造型却精巧得像艺术品……工程部队队长的心思，好难猜呀。	Assets/Product/Texture/Image/IconTools/ItCharBirthday124.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday124Sp.png	5	99866
24000138	2	废弃配置	废弃配置	废弃配置	Assets/Product/Texture/Image/IconTools/ItCharBirthday101.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday101Sp.png	5	99865
24000139	2	“来自大地”	布丽姬特的启动日来信附件	踏过春，踏过秋，踏过万千星河与山峰，将这大地上所生长的一切，都赠予你手心上。	Assets/Product/Texture/Image/IconTools/ItCharBirthday101.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday101Sp.png	5	99864
24000140	2	“未来”的计划	回音的启动日来信附件	亚里莎赠送的日历本。在可以预见的日子里，她在日历上记满了各类细心的信息提示。除去这些内容，在一些日子上，亚里莎用红笔画了许多个，代表意图明显的圆圈，也包括今天——你有空吗？指挥官，方便的话，要不要一起度过呢？。	Assets/Product/Texture/Image/IconTools/ItCharBirthday101.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday101Sp.png	5	99863
24000141	2	霹雳舞！展示！	诺克提的启动日来信附件	新奥克蕾小镇收获节的珍贵影像资料，不知名舞者进行了精彩的霹雳舞展示。经诺克提本人认证，此份资料已无其他副本，建议妥善保管。	Assets/Product/Texture/Image/IconTools/ItCharBirthday101.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday101Sp.png	5	99862
24000142	2	求签问卜自动机	常羽的启动日来信附件	珍藏在常羽秘密基地里的求签机。在做大事前给自己求得一签，这似乎是九龙的习惯。不过，似乎无论从中抽多少次签，上面都只有上上签。	Assets/Product/Texture/Image/IconTools/ItCharBirthday101.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday101Sp.png	5	99861
24000143	2	礼刀与刀架	渡边的启动日来信附件	一把极其精致的文物匕首与放置它的刀架，刀面没有开刃，只能做装饰物使用。\n曾作为休战的礼器使用，刀柄雕刻了象征和平的橄榄枝，寄托了美好的希冀。	Assets/Product/Texture/Image/IconTools/ItCharBirthday101.png	Assets/Product/Texture/Image/IconToolsSp/ItCharBirthday101Sp.png	5	99860
