Id	ActivityId	StageId	TagId	OrderId	OrderName	Difficulty	StageBuffDesc	MonsterId	RecommendLevel	NpcAffixId	IsShowScore
203	5	30162323	1	23	23	2	敌人会持续<color=#0F70BC>对附近的我方单位造成伤害</color>	[58, 57, 89]	6	[760293, 760303]	
204	5	30162324	1	24	24	2	敌人拥有<color=#0F70BC>刚体</color>或<color=#0F70BC>护盾</color>	[66, 62, 71]	6	[760273, 760243, 780201]	
205	5	30162325	1	25	25	3	敌我双方均会随时间降低<color=#0F70BC>额外伤害减免</color>，最多降低50%	[45]	7	[760232]	
206	5	30162326	1	26	26	2	敌人造成伤害时<color=#0F70BC>降低我方治疗效果</color>	[76, 90, 91]	7	[760632, 760650, 778091]	
207	5	30162327	1	27	27	2	敌人受到某种伤害超过5%最大生命值时，获得对应的<color=#0F70BC>属性伤害抗性</color>；同时拥有2种抗性时，<color=#0F70BC>清除所有抗性并降低额外伤害减免</color>，持续一定时间	[92, 69]	7	[760670, 760453, 760473]	
208	5	30162328	1	28	28	2	我方每击杀一个敌人，<color=#0F70BC>额外伤害减免极大幅度降低</color>	[70]	7	[760401, 760263, 772608]	
209	5	30162329	1	29	29	2	敌人<color=#0F70BC>数量较多</color>	[95, 93, 94]	7	[760233, 760293, 760670]	
210	5	30162330	1	30	30	3	我方<color=#0F70BC>信号球造成所有的伤害大幅降低</color>	[72]	8	[760652, 760642]	
211	5	30162331	1	31	31	2	敌人受到的所有<color=#0F70BC>低于15000</color>的单次伤害会被降低至<color=#0F70BC>1</color>点；更高的伤害则不受影响	[34]	8	[712002, 760431]	
212	5	30162332	1	32	32	2	敌人会<color=#0F70BC>召唤随从</color>，随从存活期间，敌人<color=#0F70BC>免疫伤害</color>，<color=#0F70BC>击杀随从</color>敌人解除免疫并易伤，<color=#0F70BC>随从未被击杀则在15秒后被敌人吞噬</color>恢复敌人50%已损失生命值	[96]	8	[760313, 760333]	
213	5	30162333	1	33	33	2	敌人<color=#0F70BC>每过10秒</color>会获得<color=#0F70BC>3秒内持续衰减的巨额护盾</color>	[98]	8	[760642]	
214	5	30162334	1	34	34	2	敌人受到的所有我方伤害<color=#0F70BC>降低50%</color>	[97]	8	[760303]	
215	5	30162335	1	35	35	3	敌方每次对我方造成伤害时，获得自身<color=#0F70BC>最大生命值10%</color>的护盾，护盾无法叠加，但持续时间无限	[37]	9	[780253, 760221]	
216	5	30162336	1	36	36	2	敌人受到的所有<color=#0F70BC>低于30000</color>的单次伤害会被降低至<color=#0F70BC>1</color>点；更高的伤害则不受影响	[34]	9	[712002, 760431]	
217	5	30162337	1	37	37	2	敌人会<color=#0F70BC>召唤随从</color>，随从存活期间，敌人<color=#0F70BC>免疫伤害</color>，<color=#0F70BC>击杀随从</color>敌人解除免疫并易伤，<color=#0F70BC>随从未被击杀则在15秒后被敌人吞噬</color>恢复敌人50%已损失生命值	[96]	9	[760313, 760333]	
218	5	30162338	1	38	38	2	敌人<color=#0F70BC>每过10秒</color>会获得<color=#0F70BC>3秒内持续衰减的巨额护盾</color>	[98]	9	[760642]	
219	5	30162339	1	39	39	2	敌人受到的所有我方伤害<color=#0F70BC>降低50%</color>	[97]	9	[760303]	
220	5	30162340	1	40	40	3	敌方每次对我方造成伤害时，获得自身<color=#0F70BC>最大生命值10%</color>的护盾，护盾无法叠加，但持续时间无限	[37]	9	[780253, 760221]	
221	5	30162341	1	41	41	3	敌人受到的所有<color=#0F70BC>低于50000</color>的单次伤害会被降低至<color=#0F70BC>1</color>点；更高的伤害则不受影响	[34]	9	[712002, 760431]	
222	5	30162342	1	42	42	3	敌人会<color=#0F70BC>召唤随从</color>，随从存活期间，敌人<color=#0F70BC>免疫伤害</color>，<color=#0F70BC>击杀随从</color>敌人解除免疫并易伤，<color=#0F70BC>随从未被击杀则在12秒后被敌人吞噬</color>恢复敌人50%已损失生命值	[96]	9	[760313, 760333]	
223	5	30162343	1	43	43	3	敌人<color=#0F70BC>每过10秒</color>会获得<color=#0F70BC>4秒内持续衰减的巨额护盾</color>	[98]	9	[760642]	
224	5	30162344	1	44	44	3	敌人受到的所有我方伤害<color=#0F70BC>降低65%</color>	[97]	9	[760303]	
225	5	30162345	1	45	45	3	敌方每次对我方造成伤害时，获得自身<color=#0F70BC>最大生命值15%</color>的护盾，护盾无法叠加，但持续时间无限	[37]	9	[780253, 760221]	
226	5	30162346	1	46	46	3	敌人受到的所有<color=#0F70BC>低于60000</color>的单次伤害会被降低至<color=#0F70BC>1</color>点；更高的伤害则不受影响	[34]	9	[712002, 760431]	
227	5	30162347	1	47	47	3	敌人会<color=#0F70BC>召唤随从</color>，随从存活期间，敌人<color=#0F70BC>免疫伤害</color>，<color=#0F70BC>击杀随从</color>敌人解除免疫并易伤，<color=#0F70BC>随从未被击杀则在10秒后被敌人吞噬</color>恢复敌人50%已损失生命值	[96]	9	[760313, 760333]	
228	5	30162348	1	48	48	3	敌人<color=#0F70BC>每过10秒</color>会获得<color=#0F70BC>5秒内持续衰减的巨额护盾</color>	[98]	9	[760642]	
229	5	30162349	1	49	49	3	敌人受到的所有我方伤害<color=#0F70BC>降低80%</color>	[97]	9	[760303]	
230	5	30162350	1	50	50	3	敌方每次对我方造成伤害时，获得自身<color=#0F70BC>最大生命值20%</color>的护盾，护盾无法叠加，但持续时间无限	[37]	9	[780253, 760221]	
231	6	30062500	1	1	追忆-01	1	【无战斗】那是支新手小队的首个任务——	[90, 90, 90]	1		
232	6	30062501	1	2	游园-02	2	“沙滩清扫”	[95, 94, 16]	2		
233	6	30062502	1	3	游园-03	2	“谁丢的西瓜皮？”	[15, 94, 93]	2		
234	6	30062503	1	4	游园-04	2	码头“偶遇”	[58, 89, 102]	3		
235	6	30062504	1	5	追忆-05	1	【无战斗】那是不再延续的传说——	[86, 90, 90]	1		
236	6	30062505	1	6	游园-06	2	“帮还是不帮?”	[47, 63, 14]	3		
237	6	30062506	1	7	游园-07	2	“仅仅顺路”	[100, 14, 101]	4		
238	6	30062507	1	8	游园-08	2	“那扇门后——”	[99, 11, 95]	4		
239	6	30062508	1	9	游园-09	2	“长腿的诱惑”	[33, 103, 102]	4		
240	6	30062509	2	10	缘起-01	1	【无战斗】那是个拙劣的模仿者——	[84, 90, 90]	1		
241	6	30062510	2	11	传说-02	2	“事已至此”	[101, 100, 104]	5		
242	6	30062511	2	12	传说-03	2	“漫漫长路”	[52, 104, 71]	5		
243	6	30062512	2	13	传说-04	2	“只要能到那个地方！”	[76, 71, 31]	6		
244	6	30062513	2	14	缘起-05	1	【无战斗】那是燥热的午后——	[84, 90, 90]	1		
245	6	30062514	2	15	传说-06	2	“坦白”	[51, 31, 64]	6		
246	6	30062515	2	16	传说-07	2	“前行”	[56, 55, 81]	7		
247	6	30062516	2	17	传说-08	2	“重获新生”	[67, 13, 56]	7		
248	6	30062517	2	18	传说-09	2	“下一站”	[18, 28, 56]	7		
249	6	30062518	3	19	奇遇-01	1	【无战斗】那是迷雾环绕之地——	[84, 90, 90]	1		
250	6	30062519	3	20	迷林-02	2	“山林野兽”	[74, 60]	8		
251	6	30062520	3	21	迷林-03	2	“蚁窝”	[49]	8		
252	6	30062521	3	22	迷林-04	2	“碰到花花草草怎么办”	[92, 88, 88]	9		
253	6	30062522	3	23	迷林-05	2	“谨防蚊虫叮咬”	[38, 57, 57]	9		
254	6	30062523	3	24	迷林-06	2	“雌雄双双煞”	[3, 105, 4]	9		
255	6	30062524	3	25	迷林-07	2	“大师兄”	[40, 39, 17]	10		
256	6	30062525	3	26	迷林-08	2	“误入贼窝”	[106, 12, 40]	10		
257	6	30062526	3	27	奇遇-09	1	【无战斗】那是藏在迷雾中的扳手——	[84, 90, 90]	1		
258	6	30062527	4	28	辗转-01	2	“扳手归来”	[29, 30, 80]	10		
259	6	30062528	4	29	辗转-02	2	“城下”	[1, 80, 68]	10		
260	6	30062529	4	30	辗转-03	2	“劳烦转告”	[46, 68, 26]	10		
261	6	30062530	4	31	辗转-04	2	“没有后门”	[78, 46, 68]	10		
262	6	30062531	4	32	辗转-05	2	“十二宫”	[9, 48, 5]	10		
263	6	30062532	4	33	辗转-06	2	“守门人”	[21]	10		
264	6	30062533	4	34	辗转-07	2	“擅闯民宅”	[25, 26, 35]	10		
265	6	30062534	4	35	辗转-08	3	“答案”	[36, 36, 36]	10		
266	6	30062535	4	36	旧梦-09	1	【无战斗】那是埋藏心中的——	[25, 84, 107]	1		
267	7	30062701	1	1	踱步 <color=#FFFFFF>01</color>	1	敌人<color=#0F70BC>数量较多</color>	[84, 50]	1		
268	7	30062702	1	2	踱步 <color=#FFFFFF>02</color>	1	前有<color=#0F70BC>西瓜守卫</color>	[11]	1		
269	7	30062703	1	3	踱步 <color=#FFFFFF>03</color>	1	<color=#0F70BC>普攻不再回复信号球</color>；每次<color=#0F70BC>闪避</color>获得一个随机球	[59, 55]	1	[780353]	
270	7	30062704	1	4	踱步 <color=#FFFFFF>04</color>	1	敌人<color=#0F70BC>拥有护盾</color>	[103, 100]	1	[780241]	
271	7	30062705	1	5	踱步 <color=#FFFFFF>05</color>	1	我方每隔一定时间获得<color=#0F70BC>信号球与额外能量回复</color>	[66, 76]	2	[780242, 780282]	
272	7	30062706	1	6	踱步 <color=#FFFFFF>06</color>	1	敌人<color=#0F70BC>攻击概率冻结</color>	[68, 7]	2	[780343, 780451]	
273	7	30062707	1	7	踱步 <color=#FFFFFF>07</color>	2	敌人<color=#0F70BC>每隔3秒获得巨额护盾</color>	[36]	2	[780323, 780361]	
274	7	30062708	1	8	踱步 <color=#FFFFFF>08</color>	1	敌人<color=#0F70BC>拥有回复能力</color>	[78]	2	[780231, 780391, 780383]	
275	7	30062709	1	9	踱步 <color=#FFFFFF>09</color>	3	敌人<color=#0F70BC>拥有巨额护盾</color>；造成<color=#0F70BC>2000</color>以上的单次伤害时，将对敌人造成无视护盾的等量真实伤害	[34]	3		
276	7	30062710	2	10	浮生 <color=#FFFFFF>01</color>	2	初始换人冷却缩短为<color=#0F70BC>9秒</color>；但每次切换角色，换人冷却都将增加<color=#0F70BC>3秒</color>，上限30秒	[40, 39]	3	[780601, 780303]	
277	7	30062711	2	11	浮生 <color=#FFFFFF>02</color>	1	敌人拥有多种<color=#0F70BC>伤害抵抗词缀</color>	[67]	3	[780283, 780271]	
278	7	30062712	2	12	浮生 <color=#FFFFFF>03</color>	3	闪避需要<color=#0F70BC>消耗一个信号球</color>，3消时<color=#0F70BC>获得一个信号球</color>	[56, 19]	3	[772583]	
279	7	30062713	2	13	浮生 <color=#FFFFFF>04</color>	1	敌人<color=#0F70BC>数目极多</color>	[89, 69, 58]	3	[780332, 780401]	
280	7	30062714	2	14	浮生 <color=#FFFFFF>05</color>	1	普攻<color=#0F70BC>回球效率-50%</color>，但普攻<color=#0F70BC>造成伤害+100%</color>	[5]	4	[780133, 780411]	
281	7	30062715	2	15	浮生 <color=#FFFFFF>06</color>	2	敌人<color=#0F70BC>随机闪现</color>	[52, 74]	4	[780393, 780396]	
282	7	30062716	2	16	浮生 <color=#FFFFFF>07</color>	3	每次击杀敌人，<color=#0F70BC>我方受到伤害大幅提升</color>	[116, 117, 105]	4	[780263, 772608]	
283	7	30062717	2	17	浮生 <color=#FFFFFF>08</color>	2	敌人会持续<color=#0F70BC>对周围造成伤害</color>；	[10, 1]	4	[780232, 780291]	
284	7	30062718	2	18	浮生 <color=#FFFFFF>09</color>	3	每损失1/3最大生命值，随机<color=#0F70BC>免疫一种信号球伤害</color>；死亡时复活，只会被<color=#0F70BC>必杀</color>或<color=#0F70BC>普攻</color>致死；第二次死亡时再次复活，并免疫上次致死的伤害类型	[37]	5		
285	7	30062719	3	19	邃想 <color=#FFFFFF>01</color>	2	每隔10秒，我方将<color=#0F70BC>被牵引并逐渐损失闪避值</color>	[3, 4]	5	[780603, 712004, 778091]	
286	7	30062720	3	20	邃想 <color=#FFFFFF>02</color>	2	敌人拥有<color=#0F70BC>禁疗</color>	[41]	5	[780642, 780302]	
287	7	30062721	3	21	邃想 <color=#FFFFFF>03</color>	1	使用信号球将<color=#0F70BC>损失5%</color>最大生命值；使用必杀将回复<color=#0F70BC>20%</color>最大生命值	[14, 47, 63]	5	[780493, 780351]	
288	7	30062722	3	22	邃想 <color=#FFFFFF>04</color>	2	敌人拥有<color=#0F70BC>影盾</color>	[35]	6	[712006, 780473]	
289	7	30062723	3	23	邃想 <color=#FFFFFF>05</color>	3	我方角色生命值未满时，每秒损失<color=#0F70BC>2%最大生命值</color>	[49, 13]	6	[780253, 780421]	
290	7	30062724	3	24	邃想 <color=#FFFFFF>06</color>	2	<color=#0F70BC>POWER！</color>	[27]	6	[712002, 780672, 780491, 780213]	
291	7	30062725	3	25	邃想 <color=#FFFFFF>07</color>	3	我方<color=#0F70BC>只有首发角色进行作战</color>	[36, 46]	6	[780630, 780253]	
292	7	30062726	3	26	邃想 <color=#FFFFFF>08</color>	2	敌人会<color=#0F70BC>叠加护盾</color>	[29, 30, 80]	6	[772595, 780433, 780241]	
293	7	30062727	3	27	邃想 <color=#FFFFFF>09</color>	3	boss低于一半生命值会<color=#0F70BC>召唤护卫</color>；击杀护卫后，boss会<color=#0F70BC>召唤新的护卫并合力进攻</color>	[45]	7		
294	7	30062728	4	28	往昔  <color=#FFFFFF>01</color>	2	敌人在超算外<color=#0F70BC>获得高额伤害减免</color>	[95]	7	[780453, 780670, 780411]	
295	7	30062729	4	29	往昔  <color=#FFFFFF>02</color>	2	敌人拥有<color=#0F70BC>辐射与复苏</color>	[92, 108, 102]	7	[780291, 780231]	
296	7	30062730	4	30	往昔  <color=#FFFFFF>03</color>	3	敌人对我方造成伤害时，获得<color=#0F70BC>不可叠加的高额护盾</color>	[28]	7	[780253, 780394]	
297	7	30062731	4	31	往昔  <color=#FFFFFF>04</color>	3	每隔一段时间，敌人会<color=#0F70BC>反弹自身所受的伤害</color>	[72]	8	[780690, 712005]	
298	7	30062732	4	32	往昔  <color=#FFFFFF>05</color>	2	每次敌人对我方造成伤害：立即回复<color=#0F70BC>10%最大生命值</color>，并且依次获得<color=#0F70BC>暴走</color>、<color=#0F70BC>劣化</color>、<color=#0F70BC>闪现</color>、<color=#0F70BC>辐射</color>、<color=#0F70BC>壁垒</color>词缀，冷却10秒	[90]	8		
299	7	30062733	4	33	往昔  <color=#FFFFFF>06</color>	2	第二波敌人<color=#0F70BC>更加强大</color>	[109, 110, 111]	8	[778078, 780323, 780303]	
300	7	30062734	4	34	往昔  <color=#FFFFFF>07</color>	3	每隔20秒，敌人将降低我方行动速度<color=#0F70BC>5秒</color>，减速幅度逐渐提升	[75, 112]	8	[780393, 780202]	
301	7	30062735	4	35	往昔  <color=#FFFFFF>08</color>	3	侵略如火，不动如山	[53]	9	[780253, 780221]	
302	7	30062736	4	36	往昔  <color=#FFFFFF>09</color>	3	每隔10秒，从3项玩家增益和3项boss增益中随机选择一项生效	[33]	9		
303	7	30062737	5	37	梦醒  <color=#FFFFFF>01</color>	3	60s内对敌人造成<color=#0F70BC>200w伤害</color>即可过关。	[114]	9		2000000
304	7	30062738	5	38	梦醒  <color=#FFFFFF>02</color>	3	60s内对敌人造成<color=#0F70BC>200w伤害</color>即可过关。	[38]	9		2000000
305	7	30062739	5	39	梦醒  <color=#FFFFFF>03</color>	3	60s内对敌人造成<color=#0F70BC>200w伤害</color>即可过关。	[115]	9		2000000
