Id	Cvs	CvContent
100001114	[100001114, 200001114, 300001114, 400001114]	['你或许将它视为义务，但疲惫也是可以的！我们其实知道，在过去的日子里，指挥官总是在一些艰难的时刻勉强着自己……', '你或许将它视为义务，但疲惫也是可以的！我们其实知道，在过去的日子里，指挥官总是在一些艰难的时刻勉强着自己……', '你或许将它视为义务，但疲惫也是可以的！我们其实知道，在过去的日子里，指挥官总是在一些艰难的时刻勉强着自己……', '你或许将它视为义务，但疲惫也是可以的！我们其实知道，在过去的日子里，指挥官总是在一些艰难的时刻勉强着自己……']
100001115	[100001115, 200001115, 300001115, 400001115]	['所以无论你在什么时候需要调整自己，灰鸦……不，大家都会在这里等待你！', '所以无论你在什么时候需要调整自己，灰鸦……不，大家都会在这里等待你！', '所以无论你在什么时候需要调整自己，灰鸦……不，大家都会在这里等待你！', '所以无论你在什么时候需要调整自己，灰鸦……不，大家都会在这里等待你！']
100001116	[100001116, 200001116, 300001116, 400001116]	['不要感到抱歉，也不要背负压力，接下来的日子，我们接着一起前进就好。', '不要感到抱歉，也不要背负压力，接下来的日子，我们接着一起前进就好。', '不要感到抱歉，也不要背负压力，接下来的日子，我们接着一起前进就好。', '不要感到抱歉，也不要背负压力，接下来的日子，我们接着一起前进就好。']
100001117	[100001117, 200001117, 300001117, 400001117]	['指挥官——', '指挥官——', '指挥官——', '指挥官——']
100001118	[100001118, 200001118, 300001118, 400001118]	['欢迎回来！', '欢迎回来！', '欢迎回来！', '欢迎回来！']
100001119	[100001119, 200001119, 300001119, 400001119]	['……指挥官？', '……指挥官？', '……指挥官？', '……指挥官？']
100001120	[100001120, 200001120, 300001120, 400001120]	['真的是你，指挥官！', '真的是你，指挥官！', '真的是你，指挥官！', '真的是你，指挥官！']
100001121	[100001121, 200001121, 300001121, 400001121]	['我一直在等待指挥官回来的这一天。不，大家都坚信着这一点，所以指挥官不在的时候，我们才能继续朝着目标前进。', '我一直在等待指挥官回来的这一天。不，大家都坚信着这一点，所以指挥官不在的时候，我们才能继续朝着目标前进。', '我一直在等待指挥官回来的这一天。不，大家都坚信着这一点，所以指挥官不在的时候，我们才能继续朝着目标前进。', '我一直在等待指挥官回来的这一天。不，大家都坚信着这一点，所以指挥官不在的时候，我们才能继续朝着目标前进。']
100001122	[100001122, 200001122, 300001122, 400001122]	['等等，得立刻把这个好消息告诉丽芙和里。', '等等，得立刻把这个好消息告诉丽芙和里。', '等等，得立刻把这个好消息告诉丽芙和里。', '等等，得立刻把这个好消息告诉丽芙和里。']
100001123	[100001123, 200001123, 300001123, 400001123]	['指挥官果然还记得大家的事情。是的，这是丽芙安置在这里的。', '指挥官果然还记得大家的事情。是的，这是丽芙安置在这里的。', '指挥官果然还记得大家的事情。是的，这是丽芙安置在这里的。', '指挥官果然还记得大家的事情。是的，这是丽芙安置在这里的。']
100001124	[100001124, 200001124, 300001124, 400001124]	['指挥官还记得我的喜好……确实，这是丽芙安置在这里的。', '指挥官还记得我的喜好……确实，这是丽芙安置在这里的。', '指挥官还记得我的喜好……确实，这是丽芙安置在这里的。', '指挥官还记得我的喜好……确实，这是丽芙安置在这里的。']
100001125	[100001125, 200001125, 300001125, 400001125]	['前段时间因为一个任务在地面停留了太久，回来之后发现之前的盆栽已经枯了。', '前段时间因为一个任务在地面停留了太久，回来之后发现之前的盆栽已经枯了。', '前段时间因为一个任务在地面停留了太久，回来之后发现之前的盆栽已经枯了。', '前段时间因为一个任务在地面停留了太久，回来之后发现之前的盆栽已经枯了。']
100001126	[100001126, 200001126, 300001126, 400001126]	['丽芙第二天又申领了一盆新的植物过来，还说得加倍仔细地照顾。今天我只是代替丽芙过来浇浇水。', '丽芙第二天又申领了一盆新的植物过来，还说得加倍仔细地照顾。今天我只是代替丽芙过来浇浇水。', '丽芙第二天又申领了一盆新的植物过来，还说得加倍仔细地照顾。今天我只是代替丽芙过来浇浇水。', '丽芙第二天又申领了一盆新的植物过来，还说得加倍仔细地照顾。今天我只是代替丽芙过来浇浇水。']
100001127	[100001127, 200001127, 300001127, 400001127]	['欢迎回来！', '欢迎回来！', '欢迎回来！', '欢迎回来！']
100001128	[100001128, 200001128, 300001128, 400001128]	['指——挥——官——！！', '指——挥——官——！！', '指——挥——官——！！', '指——挥——官——！！']
100001129	[100001129, 200001129, 300001129, 400001129]	['抓住你了！指挥官！伟大的侦探七实终于亲手拿下了犯下无故消失罪的家伙！', '抓住你了！指挥官！伟大的侦探七实终于亲手拿下了犯下无故消失罪的家伙！', '抓住你了！指挥官！伟大的侦探七实终于亲手拿下了犯下无故消失罪的家伙！', '抓住你了！指挥官！伟大的侦探七实终于亲手拿下了犯下无故消失罪的家伙！']
100001130	[100001130, 200001130, 300001130, 400001130]	['指挥官不可以耍赖偷跑哦，如果要玩躲猫猫的话，也要七实先说‘开始’才行！', '指挥官不可以耍赖偷跑哦，如果要玩躲猫猫的话，也要七实先说‘开始’才行！', '指挥官不可以耍赖偷跑哦，如果要玩躲猫猫的话，也要七实先说‘开始’才行！', '指挥官不可以耍赖偷跑哦，如果要玩躲猫猫的话，也要七实先说‘开始’才行！']
100001131	[100001131, 200001131, 300001131, 400001131]	['欢迎回来！', '欢迎回来！', '欢迎回来！', '欢迎回来！']
100001132	[100001132, 200001132, 300001132, 400001132]	['是你啊！指挥官！怪不得里哥急着暂停会议，原来是因为你回来了！', '是你啊！指挥官！怪不得里哥急着暂停会议，原来是因为你回来了！', '是你啊！指挥官！怪不得里哥急着暂停会议，原来是因为你回来了！', '是你啊！指挥官！怪不得里哥急着暂停会议，原来是因为你回来了！']
100001133	[100001133, 200001133, 300001133, 400001133]	['嗯！身体很健康，看来有好好休息一番！库洛姆队长和万事肯定也很想见到你，不过他们现在应该还在地面执行任务。', '嗯！身体很健康，看来有好好休息一番！库洛姆队长和万事肯定也很想见到你，不过他们现在应该还在地面执行任务。', '嗯！身体很健康，看来有好好休息一番！库洛姆队长和万事肯定也很想见到你，不过他们现在应该还在地面执行任务。', '嗯！身体很健康，看来有好好休息一番！库洛姆队长和万事肯定也很想见到你，不过他们现在应该还在地面执行任务。']
100001134	[100001134, 200001134, 300001134, 400001134]	['让我把这个喜讯告诉他们……收件人选择——干脆发给所有人好了！', '让我把这个喜讯告诉他们……收件人选择——干脆发给所有人好了！', '让我把这个喜讯告诉他们……收件人选择——干脆发给所有人好了！', '让我把这个喜讯告诉他们……收件人选择——干脆发给所有人好了！']
100001135	[100001135, 200001135, 300001135, 400001135]	['欢迎回来！', '欢迎回来！', '欢迎回来！', '欢迎回来！']
100001136	[100001136, 200001136, 300001136, 400001136]	['我说这儿今天怎么这么热闹，原来是出现了某个玩失踪的人。怎么？是在外面消遣够了吗？', '我说这儿今天怎么这么热闹，原来是出现了某个玩失踪的人。怎么？是在外面消遣够了吗？', '我说这儿今天怎么这么热闹，原来是出现了某个玩失踪的人。怎么？是在外面消遣够了吗？', '我说这儿今天怎么这么热闹，原来是出现了某个玩失踪的人。怎么？是在外面消遣够了吗？']
100001137	[100001137, 200001137, 300001137, 400001137]	['这样玩失踪的小队指挥官，要我说，提着刀追到天涯海角也不过分吧？灰鸦真是好脾气。', '这样玩失踪的小队指挥官，要我说，提着刀追到天涯海角也不过分吧？灰鸦真是好脾气。', '这样玩失踪的小队指挥官，要我说，提着刀追到天涯海角也不过分吧？灰鸦真是好脾气。', '这样玩失踪的小队指挥官，要我说，提着刀追到天涯海角也不过分吧？灰鸦真是好脾气。']
100001138	[100001138, 200001138, 300001138, 400001138]	['欢迎回来！', '欢迎回来！', '欢迎回来！', '欢迎回来！']
100001139	[100001139, 200001139, 300001139, 400001139]	['欢迎回来！', '欢迎回来！', '欢迎回来！', '欢迎回来！']
100001140	[100001140, 200001140, 300001140, 400001140]	['以誓言质问，以正理衡量，让决意的锋芒——', '以誓言质问，以正理衡量，让决意的锋芒——', '以誓言质问，以正理衡量，让决意的锋芒——', '以誓言质问，以正理衡量，让决意的锋芒——']
100001141	[100001141, 200001141, 300001141, 400001141]	['刻除朽暗！', '刻除朽暗！', '刻除朽暗！', '刻除朽暗！']
100001142	[100001142, 200001142, 300001142, 400001142]	['那么，请允许我这位‘旁观者’，也加入这次的演出。', '那么，请允许我这位‘旁观者’，也加入这次的演出。', '那么，请允许我这位‘旁观者’，也加入这次的演出。', '那么，请允许我这位‘旁观者’，也加入这次的演出。']
100001143	[100001143, 200001143, 300001143, 400001143]	['属于你们的故事，还没有结束。', '属于你们的故事，还没有结束。', '属于你们的故事，还没有结束。', '属于你们的故事，还没有结束。']
100001144	[100001144, 200001144, 300001144, 400001144]	['骑士被风车击倒了无数次，也不曾气馁。', '骑士被风车击倒了无数次，也不曾气馁。', '骑士被风车击倒了无数次，也不曾气馁。', '骑士被风车击倒了无数次，也不曾气馁。']
100001145	[100001145, 200001145, 300001145, 400001145]	['骑士并非认不清现实，即便背负着残酷的真相，也依旧要以骑士之身前行。', '骑士并非认不清现实，即便背负着残酷的真相，也依旧要以骑士之身前行。', '骑士并非认不清现实，即便背负着残酷的真相，也依旧要以骑士之身前行。', '骑士并非认不清现实，即便背负着残酷的真相，也依旧要以骑士之身前行。']
100001146	[100001146, 200001146, 300001146, 400001146]	['我只是情不自禁地想站在那位骑士的身旁，想在她的诗篇里留下一笔。', '我只是情不自禁地想站在那位骑士的身旁，想在她的诗篇里留下一笔。', '我只是情不自禁地想站在那位骑士的身旁，想在她的诗篇里留下一笔。', '我只是情不自禁地想站在那位骑士的身旁，想在她的诗篇里留下一笔。']
100001147	[100001147, 200001147, 300001147, 400001147]	['旅行者自出发之日起，就已经选好了自己的归宿。', '旅行者自出发之日起，就已经选好了自己的归宿。', '旅行者自出发之日起，就已经选好了自己的归宿。', '旅行者自出发之日起，就已经选好了自己的归宿。']
100001148	[100001148, 200001148, 300001148, 400001148]	['或遭遇彻夜的暴雨，或受困于惊天的浪啸。', '或遭遇彻夜的暴雨，或受困于惊天的浪啸。', '或遭遇彻夜的暴雨，或受困于惊天的浪啸。', '或遭遇彻夜的暴雨，或受困于惊天的浪啸。']
100001149	[100001149, 200001149, 300001149, 400001149]	['有时亦会茫然，自己是为何而前行。', '有时亦会茫然，自己是为何而前行。', '有时亦会茫然，自己是为何而前行。', '有时亦会茫然，自己是为何而前行。']
100001150	[100001150, 200001150, 300001150, 400001150]	['她只是个无名的行者，只会在这片大地上孤独地走下去。', '她只是个无名的行者，只会在这片大地上孤独地走下去。', '她只是个无名的行者，只会在这片大地上孤独地走下去。', '她只是个无名的行者，只会在这片大地上孤独地走下去。']
100001151	[100001151, 200001151, 300001151, 400001151]	['可她……应该是错了', '可她……应该是错了', '可她……应该是错了', '可她……应该是错了']
100001152	[100001152, 200001152, 300001152, 400001152]	['你叫……艾拉是吗？', '你叫……艾拉是吗？', '你叫……艾拉是吗？', '你叫……艾拉是吗？']
100001153	[100001153, 200001153, 300001153, 400001153]	['我叫……', '我叫……', '我叫……', '我叫……']
100001154	[100001154, 200001154, 300001154, 400001154]	['不……等我真正地取回那个名字所代表的意义之后……', '不……等我真正地取回那个名字所代表的意义之后……', '不……等我真正地取回那个名字所代表的意义之后……', '不……等我真正地取回那个名字所代表的意义之后……']
100001155	[100001155, 200001155, 300001155, 400001155]	['届时，我们再相见吧。', '届时，我们再相见吧。', '届时，我们再相见吧。', '届时，我们再相见吧。']
100001156	[100001156, 200001156, 300001156, 400001156]	['我不知道，但即使是悲剧，也值得一场盛大的落幕。', '我不知道，但即使是悲剧，也值得一场盛大的落幕。', '我不知道，但即使是悲剧，也值得一场盛大的落幕。', '我不知道，但即使是悲剧，也值得一场盛大的落幕。']
100001157	[100001157, 200001157, 300001157, 400001157]	['这样一来，乐章即将进入尾声……', '这样一来，乐章即将进入尾声……', '这样一来，乐章即将进入尾声……', '这样一来，乐章即将进入尾声……']
100001158	[100001158, 200001158, 300001158, 400001158]	['请让我聆听……你所奏响的终曲。', '请让我聆听……你所奏响的终曲。', '请让我聆听……你所奏响的终曲。', '请让我聆听……你所奏响的终曲。']
100001159	[100001159, 200001159, 300001159, 400001159]	['……是什么让你站到了这里？', '……是什么让你站到了这里？', '……是什么让你站到了这里？', '……是什么让你站到了这里？']
100001160	[100001160, 200001160, 300001160, 400001160]	['因为你相信她能成功，所以想要助她一臂之力？', '因为你相信她能成功，所以想要助她一臂之力？', '因为你相信她能成功，所以想要助她一臂之力？', '因为你相信她能成功，所以想要助她一臂之力？']
100001161	[100001161, 200001161, 300001161, 400001161]	['还是说……即使她注定迈向失败……', '还是说……即使她注定迈向失败……', '还是说……即使她注定迈向失败……', '还是说……即使她注定迈向失败……']
100001162	[100001162, 200001162, 300001162, 400001162]	['你也要声援她毫无意义的努力？', '你也要声援她毫无意义的努力？', '你也要声援她毫无意义的努力？', '你也要声援她毫无意义的努力？']
100001163	[100001163, 200001163, 300001163, 400001163]	['你认为……你的出现能改变她的结局吗？', '你认为……你的出现能改变她的结局吗？', '你认为……你的出现能改变她的结局吗？', '你认为……你的出现能改变她的结局吗？']
100001164	[100001164, 200001164, 300001164, 400001164]	['是么……那么就让我见证……不，参与到最后吧！', '是么……那么就让我见证……不，参与到最后吧！', '是么……那么就让我见证……不，参与到最后吧！', '是么……那么就让我见证……不，参与到最后吧！']
100001165	[100001165, 200001165, 300001165, 400001165]	['我做了一个清醒的“梦”，身为旁观者，注视着自己一生的“梦”。', '我做了一个清醒的“梦”，身为旁观者，注视着自己一生的“梦”。', '我做了一个清醒的“梦”，身为旁观者，注视着自己一生的“梦”。', '我做了一个清醒的“梦”，身为旁观者，注视着自己一生的“梦”。']
100001166	[100001166, 200001166, 300001166, 400001166]	['最初，我被孤苦的人类遗弃在雪原上，在教堂中成为了一名修女。', '最初，我被孤苦的人类遗弃在雪原上，在教堂中成为了一名修女。', '最初，我被孤苦的人类遗弃在雪原上，在教堂中成为了一名修女。', '最初，我被孤苦的人类遗弃在雪原上，在教堂中成为了一名修女。']
100001167	[100001167, 200001167, 300001167, 400001167]	['最终，我又作为违背信条的魔女回到了这里，化为了仿徨的感染体。', '最终，我又作为违背信条的魔女回到了这里，化为了仿徨的感染体。', '最终，我又作为违背信条的魔女回到了这里，化为了仿徨的感染体。', '最终，我又作为违背信条的魔女回到了这里，化为了仿徨的感染体。']
100001168	[100001168, 200001168, 300001168, 400001168]	['“魔女”……没错，身为修女的时候，就有人用“魔女”来称呼我。', '“魔女”……没错，身为修女的时候，就有人用“魔女”来称呼我。', '“魔女”……没错，身为修女的时候，就有人用“魔女”来称呼我。', '“魔女”……没错，身为修女的时候，就有人用“魔女”来称呼我。']
100001169	[100001169, 200001169, 300001169, 400001169]	['他们说，我在的地方总有人死亡或失踪，还有人看见我蓄意谋杀了大家尊敬的人。', '他们说，我在的地方总有人死亡或失踪，还有人看见我蓄意谋杀了大家尊敬的人。', '他们说，我在的地方总有人死亡或失踪，还有人看见我蓄意谋杀了大家尊敬的人。', '他们说，我在的地方总有人死亡或失踪，还有人看见我蓄意谋杀了大家尊敬的人。']
100001170	[100001170, 200001170, 300001170, 400001170]	['虽然这些都不是事实，那时，我却没有为此做出过解释。', '虽然这些都不是事实，那时，我却没有为此做出过解释。', '虽然这些都不是事实，那时，我却没有为此做出过解释。', '虽然这些都不是事实，那时，我却没有为此做出过解释。']
100001171	[100001171, 200001171, 300001171, 400001171]	['“魔女”是不是比安卡并不重要，重要的是一定要有一个“魔女”。', '“魔女”是不是比安卡并不重要，重要的是一定要有一个“魔女”。', '“魔女”是不是比安卡并不重要，重要的是一定要有一个“魔女”。', '“魔女”是不是比安卡并不重要，重要的是一定要有一个“魔女”。']
100001172	[100001172, 200001172, 300001172, 400001172]	['因为这个“魔女”，神的庇护才没有降临，因为这个“魔女”，人们才可以不去憎恨自己。', '因为这个“魔女”，神的庇护才没有降临，因为这个“魔女”，人们才可以不去憎恨自己。', '因为这个“魔女”，神的庇护才没有降临，因为这个“魔女”，人们才可以不去憎恨自己。', '因为这个“魔女”，神的庇护才没有降临，因为这个“魔女”，人们才可以不去憎恨自己。']
100001173	[100001173, 200001173, 300001173, 400001173]	['他们想知道应该指责谁，才能忘记奇迹不会降临的绝望，应该驱逐谁，才能发泄被末日践踏的恐惧。', '他们想知道应该指责谁，才能忘记奇迹不会降临的绝望，应该驱逐谁，才能发泄被末日践踏的恐惧。', '他们想知道应该指责谁，才能忘记奇迹不会降临的绝望，应该驱逐谁，才能发泄被末日践踏的恐惧。', '他们想知道应该指责谁，才能忘记奇迹不会降临的绝望，应该驱逐谁，才能发泄被末日践踏的恐惧。']
100001174	[100001174, 200001174, 300001174, 400001174]	['对现在的我来说，这个称呼意味着罪恶还是冤罪都无所谓，因为我早已下定了决心——', '对现在的我来说，这个称呼意味着罪恶还是冤罪都无所谓，因为我早已下定了决心——', '对现在的我来说，这个称呼意味着罪恶还是冤罪都无所谓，因为我早已下定了决心——', '对现在的我来说，这个称呼意味着罪恶还是冤罪都无所谓，因为我早已下定了决心——']
100001175	[100001175, 200001175, 300001175, 400001175]	['即使要违背信条，即使那永远沉默的神要信徒们原谅带来伤害的仇敌，我也绝对不会原谅仇敌。', '即使要违背信条，即使那永远沉默的神要信徒们原谅带来伤害的仇敌，我也绝对不会原谅仇敌。', '即使要违背信条，即使那永远沉默的神要信徒们原谅带来伤害的仇敌，我也绝对不会原谅仇敌。', '即使要违背信条，即使那永远沉默的神要信徒们原谅带来伤害的仇敌，我也绝对不会原谅仇敌。']
100001176	[100001176, 200001176, 300001176, 400001176]	['可我的孩子，世人皆是戴罪之身，如你或我。', '可我的孩子，世人皆是戴罪之身，如你或我。', '可我的孩子，世人皆是戴罪之身，如你或我。', '可我的孩子，世人皆是戴罪之身，如你或我。']
100001177	[100001177, 200001177, 300001177, 400001177]	['那我便盼着，如果我越过了伤害他人的线，也有一个人永远不要原谅我。', '那我便盼着，如果我越过了伤害他人的线，也有一个人永远不要原谅我。', '那我便盼着，如果我越过了伤害他人的线，也有一个人永远不要原谅我。', '那我便盼着，如果我越过了伤害他人的线，也有一个人永远不要原谅我。']
100001178	[100001178, 200001178, 300001178, 400001178]	['……若是如此，你又为何而祈祷呢？', '……若是如此，你又为何而祈祷呢？', '……若是如此，你又为何而祈祷呢？', '……若是如此，你又为何而祈祷呢？']
100001179	[100001179, 200001179, 300001179, 400001179]	['机体更换完毕，起来吧。', '机体更换完毕，起来吧。', '机体更换完毕，起来吧。', '机体更换完毕，起来吧。']
100001180	[100001180, 200001180, 300001180, 400001180]	['更换机体的时候，我监测到你的意识海出现了不稳定，又是那个关于雪原的梦？', '更换机体的时候，我监测到你的意识海出现了不稳定，又是那个关于雪原的梦？', '更换机体的时候，我监测到你的意识海出现了不稳定，又是那个关于雪原的梦？', '更换机体的时候，我监测到你的意识海出现了不稳定，又是那个关于雪原的梦？']
100001181	[100001181, 200001181, 300001181, 400001181]	['数据居然还有残留……对了，你申请的涂装已经制作好了，机体维护时就顺便换上了。', '数据居然还有残留……对了，你申请的涂装已经制作好了，机体维护时就顺便换上了。', '数据居然还有残留……对了，你申请的涂装已经制作好了，机体维护时就顺便换上了。', '数据居然还有残留……对了，你申请的涂装已经制作好了，机体维护时就顺便换上了。']
100001182	[100001182, 200001182, 300001182, 400001182]	['深痕机体记录下来的数据有不少和极昼相似的内容，只是没有极昼那么清晰和全面。', '深痕机体记录下来的数据有不少和极昼相似的内容，只是没有极昼那么清晰和全面。', '深痕机体记录下来的数据有不少和极昼相似的内容，只是没有极昼那么清晰和全面。', '深痕机体记录下来的数据有不少和极昼相似的内容，只是没有极昼那么清晰和全面。']
100001183	[100001183, 200001183, 300001183, 400001183]	['我应该已经清除过那些记录了，你不该再梦到，莫非是你偷偷留了备份，让阿西莫夫帮你继续‘查阅’？', '我应该已经清除过那些记录了，你不该再梦到，莫非是你偷偷留了备份，让阿西莫夫帮你继续‘查阅’？', '我应该已经清除过那些记录了，你不该再梦到，莫非是你偷偷留了备份，让阿西莫夫帮你继续‘查阅’？', '我应该已经清除过那些记录了，你不该再梦到，莫非是你偷偷留了备份，让阿西莫夫帮你继续‘查阅’？']
100001184	[100001184, 200001184, 300001184, 400001184]	['我没有这样做的理由。', '我没有这样做的理由。', '我没有这样做的理由。', '我没有这样做的理由。']
100001185	[100001185, 200001185, 300001185, 400001185]	['没有吗？那可是被升格网络推演出来的未来，就算你观测到的信息很模糊，也能抓住一些有用的碎片。', '没有吗？那可是被升格网络推演出来的未来，就算你观测到的信息很模糊，也能抓住一些有用的碎片。', '没有吗？那可是被升格网络推演出来的未来，就算你观测到的信息很模糊，也能抓住一些有用的碎片。', '没有吗？那可是被升格网络推演出来的未来，就算你观测到的信息很模糊，也能抓住一些有用的碎片。']
100001186	[100001186, 200001186, 300001186, 400001186]	['清理部队最近在调查叛逃者事件吧？', '清理部队最近在调查叛逃者事件吧？', '清理部队最近在调查叛逃者事件吧？', '清理部队最近在调查叛逃者事件吧？']
100001187	[100001187, 200001187, 300001187, 400001187]	['我看到那些复原出来的片段里，记录着你的数种死法，且大多是被同伴背叛而死，不趁机查一查吗？', '我看到那些复原出来的片段里，记录着你的数种死法，且大多是被同伴背叛而死，不趁机查一查吗？', '我看到那些复原出来的片段里，记录着你的数种死法，且大多是被同伴背叛而死，不趁机查一查吗？', '我看到那些复原出来的片段里，记录着你的数种死法，且大多是被同伴背叛而死，不趁机查一查吗？']
100001188	[100001188, 200001188, 300001188, 400001188]	['没有证据表明那些残留数据记载的内容就是未来。', '没有证据表明那些残留数据记载的内容就是未来。', '没有证据表明那些残留数据记载的内容就是未来。', '没有证据表明那些残留数据记载的内容就是未来。']
100001189	[100001189, 200001189, 300001189, 400001189]	['如果你不相信推演的记录，又是什么才导致了意识海不稳定？', '如果你不相信推演的记录，又是什么才导致了意识海不稳定？', '如果你不相信推演的记录，又是什么才导致了意识海不稳定？', '如果你不相信推演的记录，又是什么才导致了意识海不稳定？']
100001190	[100001190, 200001190, 300001190, 400001190]	['…………', '…………', '…………', '…………']
100001191	[100001191, 200001191, 300001191, 400001191]	['在那个‘梦’中，我看到我伤害了最不想伤害的人。', '在那个‘梦’中，我看到我伤害了最不想伤害的人。', '在那个‘梦’中，我看到我伤害了最不想伤害的人。', '在那个‘梦’中，我看到我伤害了最不想伤害的人。']
100001192	[100001192, 200001192, 300001192, 400001192]	['居然只是因为这种事？清理部队的队长也有倾注感情的对象？', '居然只是因为这种事？清理部队的队长也有倾注感情的对象？', '居然只是因为这种事？清理部队的队长也有倾注感情的对象？', '居然只是因为这种事？清理部队的队长也有倾注感情的对象？']
100001193	[100001193, 200001193, 300001193, 400001193]	['当然，正因为有想要保护的人们，我才会成为清理部队的队长。', '当然，正因为有想要保护的人们，我才会成为清理部队的队长。', '当然，正因为有想要保护的人们，我才会成为清理部队的队长。', '当然，正因为有想要保护的人们，我才会成为清理部队的队长。']
100001194	[100001194, 200001194, 300001194, 400001194]	['呵，随你吧，如果你在背后偷偷调查些什么又不想告诉我，记得让帮你的那个人把这些烂摊子也一并收拾了。', '呵，随你吧，如果你在背后偷偷调查些什么又不想告诉我，记得让帮你的那个人把这些烂摊子也一并收拾了。', '呵，随你吧，如果你在背后偷偷调查些什么又不想告诉我，记得让帮你的那个人把这些烂摊子也一并收拾了。', '呵，随你吧，如果你在背后偷偷调查些什么又不想告诉我，记得让帮你的那个人把这些烂摊子也一并收拾了。']
100001195	[100001195, 200001195, 300001195, 400001195]	['指挥官阁下，早上好。', '指挥官阁下，早上好。', '指挥官阁下，早上好。', '指挥官阁下，早上好。']
100001196	[100001196, 200001196, 300001196, 400001196]	['维萨里小姐申请了额外的涂装名额，因为深痕机体准备得很匆忙，最初的涂装也是为了稳定意识海才添加的。', '维萨里小姐申请了额外的涂装名额，因为深痕机体准备得很匆忙，最初的涂装也是为了稳定意识海才添加的。', '维萨里小姐申请了额外的涂装名额，因为深痕机体准备得很匆忙，最初的涂装也是为了稳定意识海才添加的。', '维萨里小姐申请了额外的涂装名额，因为深痕机体准备得很匆忙，最初的涂装也是为了稳定意识海才添加的。']
100001197	[100001197, 200001197, 300001197, 400001197]	['她说，这算是她的一点心意。', '她说，这算是她的一点心意。', '她说，这算是她的一点心意。', '她说，这算是她的一点心意。']
100001198	[100001198, 200001198, 300001198, 400001198]	['不，她只申请了名额，具体的样式是我自己挑选的。', '不，她只申请了名额，具体的样式是我自己挑选的。', '不，她只申请了名额，具体的样式是我自己挑选的。', '不，她只申请了名额，具体的样式是我自己挑选的。']
100001199	[100001199, 200001199, 300001199, 400001199]	['……您觉得怎么样？', '……您觉得怎么样？', '……您觉得怎么样？', '……您觉得怎么样？']
100001200	[100001200, 200001200, 300001200, 400001200]	['嗯，我也很喜欢这套涂装的设计师留下的主题。', '嗯，我也很喜欢这套涂装的设计师留下的主题。', '嗯，我也很喜欢这套涂装的设计师留下的主题。', '嗯，我也很喜欢这套涂装的设计师留下的主题。']
100001201	[100001201, 200001201, 300001201, 400001201]	['不好看吗……艺术协会的人也说‘纯白色的涂装在制作时效果会有些欠缺’……我却还是坚持挑选了这样的设计。', '不好看吗……艺术协会的人也说‘纯白色的涂装在制作时效果会有些欠缺’……我却还是坚持挑选了这样的设计。', '不好看吗……艺术协会的人也说‘纯白色的涂装在制作时效果会有些欠缺’……我却还是坚持挑选了这样的设计。', '不好看吗……艺术协会的人也说‘纯白色的涂装在制作时效果会有些欠缺’……我却还是坚持挑选了这样的设计。']
100001202	[100001202, 200001202, 300001202, 400001202]	['选定的时候，艺术协会的人还开玩笑说，这套涂装很像是婚礼时穿的婚纱。', '选定的时候，艺术协会的人还开玩笑说，这套涂装很像是婚礼时穿的婚纱。', '选定的时候，艺术协会的人还开玩笑说，这套涂装很像是婚礼时穿的婚纱。', '选定的时候，艺术协会的人还开玩笑说，这套涂装很像是婚礼时穿的婚纱。']
100001203	[100001203, 200001203, 300001203, 400001203]	['它的主题是‘雪原’，寒冷的雪原又怎么会有花呢？', '它的主题是‘雪原’，寒冷的雪原又怎么会有花呢？', '它的主题是‘雪原’，寒冷的雪原又怎么会有花呢？', '它的主题是‘雪原’，寒冷的雪原又怎么会有花呢？']
100001204	[100001204, 200001204, 300001204, 400001204]	['嗯，也是因为我最近总是在做一个有关于雪的梦。', '嗯，也是因为我最近总是在做一个有关于雪的梦。', '嗯，也是因为我最近总是在做一个有关于雪的梦。', '嗯，也是因为我最近总是在做一个有关于雪的梦。']
100001205	[100001205, 200001205, 300001205, 400001205]	['这是个秘密。', '这是个秘密。', '这是个秘密。', '这是个秘密。']
100001206	[100001206, 200001206, 300001206, 400001206]	['没错，叛逃者带来的事件还没有结束。', '没错，叛逃者带来的事件还没有结束。', '没错，叛逃者带来的事件还没有结束。', '没错，叛逃者带来的事件还没有结束。']
100001207	[100001207, 200001207, 300001207, 400001207]	['这个任务有很多未知风险，在查清叛逃者具体在何处前，我不能把您卷进危险中。', '这个任务有很多未知风险，在查清叛逃者具体在何处前，我不能把您卷进危险中。', '这个任务有很多未知风险，在查清叛逃者具体在何处前，我不能把您卷进危险中。', '这个任务有很多未知风险，在查清叛逃者具体在何处前，我不能把您卷进危险中。']
100001208	[100001208, 200001208, 300001208, 400001208]	['嗯，这次的任务地点帕弥什浓度不高，溯源装置也经过了改良，远程链接就足够了。', '嗯，这次的任务地点帕弥什浓度不高，溯源装置也经过了改良，远程链接就足够了。', '嗯，这次的任务地点帕弥什浓度不高，溯源装置也经过了改良，远程链接就足够了。', '嗯，这次的任务地点帕弥什浓度不高，溯源装置也经过了改良，远程链接就足够了。']
