Id	Name	Icon	Desc	Type	Step	Time	TargetColors	TargetBallIds	Duration	DurationTime	DamagePercent	AddEnergy	AddEnergyLimit	ChangeColorCount
40002	随机消除1个球	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png	消球结束会随机消除1个球	7					1	1				
5001	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	增加红球200%伤害	3			[1]		1	5	2000			
5002	黄球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	增加黄球200%伤害	3			[2]		1	5	2000			
5003	蓝球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	增加蓝球200%伤害	3			[3]		1	5	2000			
5004	普攻强化	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	增加普攻球200%伤害	3			[4]		1	5	2000			
5005	增加步数	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian2.png	增加步数1步	1	1	5								
5101	未来下落为为指定球	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	未来下落20个球均为红蓝球	11				[7, 9]	1	1				20
5201	随机消除1个球	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png	消球结束会随机消除1个球	7					1	1				
5311	蓝球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	增加蓝球20%伤害	3			[3]		3	18	200			
5312	黄球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	增加黄球50%伤害	3			[2]		4	24	500			
5313	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	增加红球50%伤害	3			[1]		5	30	500			
5321	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	增加红球20%伤害	3			[1]		3	18	200			
5322	蓝球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	增加蓝球50%伤害	3			[3]		5	30	500			
5323	黄球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	增加黄球50%伤害	3			[2]		5	30	500			
5324	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	增加红球50%伤害	3			[1]		5	30	500			
5325	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	增加红球50%伤害	3			[1]		5	30	500			
5331	红球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconhong.png	削减红球20%伤害	4			[1]		3	18	200			
5332	黄球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconhuang.png	削减黄球30%伤害	4			[2]		4	24	300			
5333	蓝球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconlan.png	削减蓝球30%伤害	4			[3]		4	24	300			
5334	红球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconhong.png	削减红球50%伤害	4			[1]		5	30	500			
5335	黄球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconhuang.png	削减黄球50%伤害	4			[2]		5	30	500			
5336	蓝球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconlan.png	削减蓝球50%伤害	4			[3]		5	30	500			
5351	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	增加红球30%伤害	3			[1]		3	18	300			
5352	蓝球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	增加蓝球30%伤害	3			[3]		3	18	300			
5353	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	增加红球50%伤害	3			[1]		4	24	500			
5354	蓝球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	增加蓝球50%伤害	3			[3]		4	24	500			
5355	黄球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	增加黄球50%伤害	3			[2]		4	24	500			
5356	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	增加红球50%伤害	3			[1]		4	24	500			
5357	蓝球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	增加蓝球50%伤害	3			[3]		4	24	500			
5358	黄球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	增加黄球50%伤害	3			[2]		4	24	500			
5359	普攻强化	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	增加普攻球50%伤害	3			[4]		4	24	500			
5361	蓝球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconlan.png	削减蓝球20%伤害	4			[3]		3	18	200			
5362	红球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconhong.png	削减红球30%伤害	4			[1]		4	24	300			
5363	免疫蓝球	Assets/Product/Texture/Image/IconAffix/AffixIconMianlan.png	免疫蓝球伤害	5			[3]		3	18				
6001	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	增加红球50%伤害	3			[1]		3	24	500			
6002	蓝球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	增加蓝球50%伤害	3			[3]		3	24	500			
6003	黄球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	增加黄球50%伤害	3			[2]		3	24	500			
6004	普攻强化	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	增加普攻球50%伤害	3			[4]		3	24	500			
6011	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	增加红球50%伤害	3			[1]		3	24	500			
6012	蓝球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	增加蓝球50%伤害	3			[3]		3	24	500			
6013	黄球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	增加黄球50%伤害	3			[2]		3	24	500			
6014	普攻强化	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	增加普攻球50%伤害	3			[4]		3	24	500			
6021	红球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconhong.png	削减红球20%伤害，击破杀神可以清除	4			[1]		2	24	200			
6022	黄球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconhuang.png	削减黄球30%伤害，击破诛魔可以清除	4			[2]		2	24	300			
6023	蓝球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconlan.png	削减蓝球30%伤害，击破斩仙可以清除	4			[3]		2	24	300			
6031	红球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconhong.png	永久抗红球5%，击破一张红桃牌可以清除1层	4			[1]			24	50			
6032	黄球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconhuang.png	永久抗黄球7.5%，击破一张黑桃牌可以清除1层	4			[2]			24	75			
6033	蓝球抗性	Assets/Product/Texture/Image/IconAffix/AffixIconlan.png	永久抗蓝球7.5%，击破一张方块牌可以清除1层	4			[3]			24	75			
6034	普攻抗性	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	永久抗普攻球7.5%，击破一张梅花牌可以清除1层	4			[4]			24	75			
6041	红球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	永久增加红球5%伤害	3			[1]			24	50			
6042	黄球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	永久增加黄球5%伤害	3			[2]			24	50			
6043	蓝球强化	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	永久增加蓝球5%伤害	3			[3]			24	50			
6044	普攻强化	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	永久增加普攻球5%伤害	3			[4]			24	50			
6101	下落的10个球变为红球	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	下落的10个球变为红球	8			[1]			2				10
6102	下落的10个球变为黄球	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	下落的10个球变为黄球	8			[2]			2				10
6103	下落的10个球变为蓝球	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	下落的10个球变为蓝球	8			[3]			2				10
6104	下落的10个球变为普攻球	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	下落的10个球变为普攻球	8			[4]			2				10
6111	遗忘X色	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	未来10个球不出现颜色球	9										10
6201	随机颜色强化	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	随机增加球20%伤害	3							200			
6202	随机消除1个球	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan2.png	消球结束会随机消除1个球	7					1	1				
