Id	Name	Level	Icon	Description	ShowType	Priority	ShowNumType	ShowTimeType	Tag	AssetUrl	ShowNameType	TranslateId	Effect	FadeEffect
761236	腐蚀	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPoweran.png	过度积累的放射能会腐蚀内部结构，基于此特性受到的暗属性伤害会显著提升。	1	1								
783819	冰覆深蚀	1	Assets/Product/Texture/Image/UiFubenBossSingle/BossSingleIconPowerfubing.png	凝结的冰晶会深度侵蚀目标，基于此特性受到的覆冰效应伤害会显著提升	1	1								
762401	碎甲	1	Assets/Product/Texture/Image/IconAffix/AffixIconSuijia.png	物理抗性减少20%	1	1								
762402	碎甲	2	Assets/Product/Texture/Image/IconAffix/AffixIconSuijia.png	物理抗性减少35%	1	1								
762403	碎甲	3	Assets/Product/Texture/Image/IconAffix/AffixIconSuijia.png	物理抗性减少50%	1	1								
762404	惧火	1	Assets/Product/Texture/Image/IconAffix/AffixIconYiran.png	火属性抗性减少20%	1	1								
762405	惧火	2	Assets/Product/Texture/Image/IconAffix/AffixIconYiran.png	火属性抗性减少35%	1	1								
762406	惧火	3	Assets/Product/Texture/Image/IconAffix/AffixIconYiran.png	火属性抗性减少50%	1	1								
762407	惧雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconDaoti.png	雷属性抗性减少20%	1	1								
762408	惧雷	2	Assets/Product/Texture/Image/IconAffix/AffixIconDaoti.png	雷属性抗性减少35%	1	1								
762409	惧雷	3	Assets/Product/Texture/Image/IconAffix/AffixIconDaoti.png	雷属性抗性减少50%	1	1								
762410	惧冰	1	Assets/Product/Texture/Image/IconAffix/AffixIconDongshang.png	冰属性抗性减少20%	1	1								
762411	惧冰	2	Assets/Product/Texture/Image/IconAffix/AffixIconDongshang.png	冰属性抗性减少35%	1	1								
762412	惧冰	3	Assets/Product/Texture/Image/IconAffix/AffixIconDongshang.png	冰属性抗性减少50%	1	1								
762413	惧暗	1	Assets/Product/Texture/Image/IconAffix/AffixIconAnruo.png	暗属性抗性减少20%	1	1								
762414	惧暗	2	Assets/Product/Texture/Image/IconAffix/AffixIconAnruo.png	暗属性抗性减少35%	1	1								
762415	惧暗	3	Assets/Product/Texture/Image/IconAffix/AffixIconAnruo.png	暗属性抗性减少50%	1	1								
762416	坚固	1	Assets/Product/Texture/Image/IconAffix/AffixIconJiangu.png	物理抗性增加20%	1	1								
762417	坚固	2	Assets/Product/Texture/Image/IconAffix/AffixIconJiangu.png	物理抗性增加35%	1	1								
762418	坚固	3	Assets/Product/Texture/Image/IconAffix/AffixIconJiangu.png	物理抗性增加50%	1	1								
762419	防火	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuhuo.png	火属性抗性增加20%	1	1								
762420	防火	2	Assets/Product/Texture/Image/IconAffix/AffixIconYuhuo.png	火属性抗性增加35%	1	1								
762421	防火	3	Assets/Product/Texture/Image/IconAffix/AffixIconYuhuo.png	火属性抗性增加50%	1	1								
762422	防雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconYulei.png	雷属性抗性增加20%	1	1								
762423	防雷	2	Assets/Product/Texture/Image/IconAffix/AffixIconYulei.png	雷属性抗性增加35%	1	1								
762424	防雷	3	Assets/Product/Texture/Image/IconAffix/AffixIconYulei.png	雷属性抗性增加50%	1	1								
762425	防冰	1	Assets/Product/Texture/Image/IconAffix/AffixIconYubing.png	冰属性抗性增加20%	1	1								
762426	防冰	2	Assets/Product/Texture/Image/IconAffix/AffixIconYubing.png	冰属性抗性增加35%	1	1								
762427	防冰	3	Assets/Product/Texture/Image/IconAffix/AffixIconYubing.png	冰属性抗性增加50%	1	1								
762428	防暗	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuan.png	暗属性抗性增加20%	1	1								
762429	防暗	2	Assets/Product/Texture/Image/IconAffix/AffixIconYuan.png	暗属性抗性增加35%	1	1								
762430	防暗	3	Assets/Product/Texture/Image/IconAffix/AffixIconYuan.png	暗属性抗性增加50%	1	1								
770061	坚固	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	物理抗性增加	1	1								
770062	防火	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuhuo.png	火属性抗性增加	1	1								
770063	防雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconYulei.png	雷属性抗性增加	1	1								
770064	防冰	1	Assets/Product/Texture/Image/IconAffix/AffixIconYubing.png	冰属性抗性增加	1	1								
770065	防暗	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuan.png	暗属性抗性增加	1	1								
770556	碎甲	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	物理抗性减少	1	1								
770557	惧火	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	火属性抗性减少	1	1								
770558	惧雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	雷属性抗性减少	1	1								
770559	惧冰	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	冰属性抗性减少	1	1								
770560	惧暗	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	暗属性抗性减少	1	1								
780001	畏火	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	火属性抗性减少30%	1	1								
780002	畏火	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	火属性抗性减少45%	1	1								
780003	畏火	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	火属性抗性减少60%	1	1								
780011	畏雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	雷属性抗性减少30%	1	1								
780012	畏雷	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	雷属性抗性减少45%	1	1								
780013	畏雷	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	雷属性抗性减少60%	1	1								
780021	畏冰	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	冰属性抗性减少30%	1	1								
780022	畏冰	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	冰属性抗性减少45%	1	1								
780023	畏冰	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	冰属性抗性减少60%	1	1								
780031	畏暗	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	暗属性抗性减少30%	1	1								
780032	畏暗	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	暗属性抗性减少45%	1	1								
780033	畏暗	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	暗属性抗性减少60%	1	1								
780041	畏物理	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	物理抗性减少30%	1	1								
780042	畏物理	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	物理抗性减少45%	1	1								
780043	畏物理	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	物理抗性减少60%	1	1								
780051	畏元素	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeiyuansu.png	所有元素属性抗性减少30%	1	1								
780052	畏元素	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeiyuansu.png	所有元素属性抗性减少45%	1	1								
780053	畏元素	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeiyuansu.png	所有元素属性抗性减少60%	1	1								
780061	弱攻	1	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	额外伤害加成降低30%	1	1								
780062	弱攻	2	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	额外伤害加成降低45%	1	1								
780063	弱攻	3	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	额外伤害加成降低60%	1	1								
780071	破甲	1	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	额外伤害减免降低30%	1	1								
780072	破甲	2	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	额外伤害减免降低45%	1	1								
780073	破甲	3	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	额外伤害减免降低60%	1	1								
780081	弱点	1	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	对来自暴击的伤害，额外伤害减免降低30%	1	1								
780082	弱点	2	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	对来自暴击的伤害，额外伤害减免降低45%	1	1								
780083	弱点	3	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	对来自暴击的伤害，额外伤害减免降低60%	1	1								
780091	虚弱	1	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	额外伤害加成、移动速度、攻击频率和额外伤害减免降低20%	1	1								
780092	虚弱	2	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	额外伤害加成、移动速度、攻击频率和额外伤害减免降低35%	1	1								
780093	虚弱	3	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	额外伤害加成、移动速度、攻击频率和额外伤害减免降低50%	1	1								
780101	畏红	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	对来自红色信号球的技能伤害，额外伤害减免降低30%	1	1								
780102	畏红	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	对来自红色信号球的技能伤害，额外伤害减免降低45%	1	1								
780103	畏红	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	对来自红色信号球的技能伤害，额外伤害减免降低60%	1	1								
780111	畏黄	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	对来自黄色信号球的技能伤害，额外伤害减免降低30%	1	1								
780112	畏黄	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	对来自黄色信号球的技能伤害，额外伤害减免降低45%	1	1								
780113	畏黄	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	对来自黄色信号球的技能伤害，额外伤害减免降低60%	1	1								
780121	畏蓝	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	对来自蓝色信号球的技能伤害，额外伤害减免降低30%	1	1								
780122	畏蓝	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	对来自蓝色信号球的技能伤害，额外伤害减免降低45%	1	1								
780123	畏蓝	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	对来自蓝色信号球的技能伤害，额外伤害减免降低60%	1	1								
780131	强攻	1	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	额外伤害加成提升30%	1	1								
780132	强攻	2	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	额外伤害加成提升45%	1	1								
780133	强攻	3	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	额外伤害加成提升60%	1	1								
780141	抗火	1	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	火属性抗性增加30%	1	1								
780142	抗火	2	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	火属性抗性增加45%	1	1								
780143	抗火	3	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	火属性抗性增加60%	1	1								
780151	抗雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	雷属性抗性增加30%	1	1								
780152	抗雷	2	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	雷属性抗性增加45%	1	1								
780153	抗雷	3	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	雷属性抗性增加60%	1	1								
780161	抗冰	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	冰属性抗性增加30%	1	1								
780162	抗冰	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	冰属性抗性增加45%	1	1								
780163	抗冰	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	冰属性抗性增加60%	1	1								
780171	抗暗	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	暗属性抗性增加30%	1	1								
780172	抗暗	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	暗属性抗性增加45%	1	1								
780173	抗暗	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	暗属性抗性增加60%	1	1								
780181	抗物理	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	物理抗性增加30%	1	1								
780182	抗物理	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	物理抗性增加45%	1	1								
780183	抗物理	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	物理抗性增加60%	1	1								
780191	抗元素	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	元素属性抗性增加30%	1	1								
780192	抗元素	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	元素属性抗性增加45%	1	1								
780193	抗元素	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	元素属性抗性增加60%	1	1								
780201	免伤	1	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	额外伤害减免提升30%	1	1								
780202	免伤	2	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	额外伤害减免提升45%	1	1								
780203	免伤	3	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	额外伤害减免提升60%	1	1								
780211	迅捷	1	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	增加5%~40%移动速度，与目标距离越远，移动速度越快	1	1								
780212	迅捷	2	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	增加20%-35%移动速度，与目标距离越远，移动速度越快	1	1								
780213	迅捷	3	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	增加25%-40%移动速度，与目标距离越远，移动速度越快	1	1								
780221	不动	1	Assets/Product/Texture/Image/IconAffix/AffixIconBudong.png	免疫受击状态、控制效果	1	1								
780231	复苏	1	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	每秒恢复1%最大生命值	1	1								
780232	复苏	2	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	每秒恢复2%最大生命值	1	1								
780233	复苏	3	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	每秒恢复3%最大生命值	1	1								
780241	护盾	1	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	每隔10秒获得当前生命值5%的护盾，持续10秒	1	1								
780242	护盾	2	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	每隔10秒获得当前生命值10%的护盾，持续10秒	1	1								
780243	护盾	3	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	每隔10秒获得当前生命值15%的护盾，持续10秒	1	1								
780251	暴走	1	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	增加33%攻击频率，造成伤害时，有20%几率额外造成33%的物理伤害	1	1								
780252	暴走	2	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	增加66%攻击频率，造成伤害时，有40%几率额外造成33%的物理伤害	1	1								
780253	暴走	3	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	增加100%攻击频率，造成伤害时，有60%几率额外造成33%的物理伤害	1	1								
780261	炸弹	1	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	死亡后留下能造成45%的物理伤害的炸弹	1	1								
780262	炸弹	2	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	死亡后留下能造成45%的物理伤害的炸弹	1	1								
780263	炸弹	3	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	死亡后留下能造成45%的物理伤害的炸弹	1	1								
780271	刚体	1	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	受到的伤害变为1点，受到6次伤害时移除效果，8秒后效果恢复	1	1								
780272	刚体	2	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	受到的伤害变为1点，受到9次伤害时移除效果，8秒后效果恢复	1	1								
780273	刚体	3	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	受到的伤害变为1点，受到12次伤害时移除效果，8秒后效果恢复	1	1								
780281	壁垒	1	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	获得当前生命值15%的永久护盾。护盾存在时免疫受击状态，承受足够伤害时移除护盾	1	1								
780282	壁垒	2	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	获得当前生命值25%的永久护盾。护盾存在时免疫受击状态，承受足够伤害时移除护盾	1	1								
780283	壁垒	3	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	获得当前生命值35%的永久护盾。护盾存在时免疫受击状态，承受足够伤害时移除护盾	1	1								
780291	辐射	1	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	持续对附近敌人造成1%的物理伤害	1	1								
780292	辐射	2	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	持续对附近敌人造成2%的物理伤害	1	1								
780293	辐射	3	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	持续对附近敌人造成3%的物理伤害	1	1								
780301	闭环	1	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	对来自远程敌人的伤害，额外伤害减免提升30%	1	1								
780302	闭环	2	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	对来自远程敌人的伤害，额外伤害减免提升45%	1	1								
780303	闭环	3	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	对来自远程敌人的伤害，额外伤害减免提升60%	1	1								
780311	祝福	1	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	附近友方单位的额外伤害加成提升20%	1	1								
780312	祝福	2	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	附近友方单位的额外伤害加成提升20%	1	1								
780313	祝福	3	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	附近友方单位的额外伤害加成提升20%	1	1								
780321	独狼	1	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	额外伤害加成提升10%，可叠加3层，附近友方单位数量低于3时，数量越少，叠加层数越高	1	1								
780322	独狼	2	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	额外伤害加成提升4.5%，可叠加10层，附近友方单位越少，叠加层数越高	1	1								
780323	独狼	3	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	额外伤害加成提升6%，可叠加10层，附近友方单位越少，叠加层数越高	1	1								
780331	统领	1	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	额外伤害加成提升5%，附近友方单位越多，叠加层数越高	1	1								
780332	统领	2	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	额外伤害加成提升10%，附近友方单位越多，叠加层数越高	1	1								
780333	统领	3	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	额外伤害加成提升15%，附近友方单位越多，叠加层数越高	1	1								
780341	贯穿	1	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	造成伤害时，减少目标3%的防御，可叠加10层，每层效果持续10秒	1	1								
780342	贯穿	2	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	造成伤害时，减少目标4%的防御，可叠加10层，每层效果持续10秒	1	1								
780343	贯穿	3	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	造成伤害时，减少目标5%的防御，可叠加10层，每层效果持续10秒	1	1								
780351	电盾	1	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	受击时，有10%的几率在攻击者的位置释放雷电，造成20%的雷属性伤害，冷却时间5秒。	1	1								
780352	电盾	2	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	受击时，有15%-25%的几率在攻击者的位置释放雷电，造成25%的雷属性伤害，冷却时间2.5秒，与目标越远，概率越高。	1	1								
780353	电盾	3	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	受击时，有15%-25%的几率在攻击者的位置释放雷电，造成30%的雷属性伤害，冷却时间2秒，与目标越远，概率越高。	1	1								
780361	波动	1	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	倒地起身时产生击退附近敌人的冲击波，冷却时间18秒	1	1								
780362	波动	2	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	倒地起身时产生击退附近敌人的冲击波，冷却时间14秒	1	1								
780363	波动	3	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	倒地起身时产生击退附近敌人的冲击波，冷却时间10秒	1	1								
780371	埋雷	1	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	攻击时在目标身上留下能造成15%的物理伤害的炸弹	1	1								
780372	埋雷	2	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	攻击时在目标身上留下能造成15%的物理伤害的炸弹	1	1								
780373	埋雷	3	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	攻击时在目标身上留下能造成15%的物理伤害的炸弹	1	1								
780381	隐身	1	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	非隐身状态时，3秒后进入隐身状态，受到伤害会显形	1	1								
780382	隐身	2	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	非隐身状态时，3秒后进入隐身状态，受到伤害时会显形，并在3秒内无法进入隐身状态	1	1								
780383	隐身	3	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	非隐身状态时，1秒进入隐身状态，受到伤害时会显形，并在3秒内无法进入隐身状态	1	1								
780391	闪现	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较远时，会传送到目标附近，冷却时间10秒	1	1								
780392	闪现	2	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较远时，会传送到目标附近，冷却时间7-9秒，传送距离越远，冷却时间越短	1	1								
780393	闪现	3	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较远时，会传送到目标附近，冷却时间6-8秒，传送距离越远，冷却时间越短	1	1								
780394	转移	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较近时，会传送到远离目标的位置，冷却时间8秒，受到伤害时有30%概率触发相同效果，冷却时间相互独立	1	1								
780395	转移	2	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较近时，会传送到远离目标的位置，冷却时间7秒，受到伤害时有30%概率触发相同效果，冷却时间相互独立	1	1								
780396	转移	3	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	与目标距离较近时，会传送到远离目标的位置，冷却时间6秒，受到伤害时有30%概率触发相同效果，冷却时间相互独立	1	1								
780401	裂解	1	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	死亡时召唤两个继承亡者30%攻击和防御的同类型复制体	1	1								
780402	裂解	2	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	死亡时召唤两个继承亡者60%攻击和防御的同类型复制体	1	1								
780403	裂解	3	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	死亡时召唤两个继承亡者100%攻击和防御的同类型复制体	1	1								
780411	黑洞	1	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	每隔16秒，在自身位置释放吸力较弱的黑洞	1	1								
780412	黑洞	2	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	每隔12秒，在自身位置释放吸力一般的黑洞	1	1								
780413	黑洞	3	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	每隔8秒，在自身位置释放吸力较强的黑洞	1	1								
780421	射线	1	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	每隔一段时间向八个主要方向释放造成3%持续物理伤害的激光	1	1								
780422	射线	2	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	每隔一段时间向八个主要方向释放造成4%持续物理伤害的激光	1	1								
780423	射线	3	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	每隔一段时间向八个主要方向释放造成5%持续物理伤害的激光	1	1								
780431	火焰	1	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	攻击附带10%的火属性伤害，有10%几率造成燃烧状态，每秒造成10%的火属性伤害，持续3秒	1	1								
780432	火焰	2	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	攻击附带15%的火属性伤害，有15%几率造成燃烧状态，每秒造成15%的火属性伤害，持续3秒	1	1								
780433	火焰	3	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	攻击附带20%的火属性伤害，有20%几率造成燃烧状态，每秒造成20%的火属性伤害，持续3秒	1	1								
780451	冻结	1	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	攻击有30%概率附加10%的冰属性伤害并冻结目标，持续1秒	1	1								
780452	冻结	2	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	攻击有60%概率附加10%的冰属性伤害并冻结目标，持续1秒	1	1								
780453	冻结	3	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	攻击有100%概率附加10%的冰属性伤害并冻结目标，持续1秒	1	1								
780471	暗影	1	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	攻击附带10%的暗属性伤害，有10%几率造成眩晕状态，持续0.5秒，并额外受到10%暗属性伤害	1	1								
780472	暗影	2	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	攻击附带15%的暗属性伤害，有15%几率造成眩晕状态，持续0.7秒，并额外受到15%暗属性伤害	1	1								
780473	暗影	3	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	攻击附带20%的暗属性伤害，有20%几率造成眩晕状态，持续0.9秒，并额外受到20%暗属性伤害	1	1								
780491	雷鸣	1	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	攻击附带10%的雷属性伤害，有10%几率造成引雷状态，每1.5秒在目标处释放一次雷击，持续1.5秒	1	1								
780492	雷鸣	2	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	攻击附带15%的雷属性伤害，有15%几率造成引雷状态，每1.5秒在目标处释放一次雷击，持续3秒	1	1								
780493	雷鸣	3	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	攻击附带20%的雷属性伤害，有20%几率造成引雷状态，每1.5秒在目标处释放一次雷击，持续4.5秒	1	1								
780601	冰径	1	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	释放一个持续追踪目标的冰冻体，冰冻体接触目标时造成250点冰属性伤害，与目标距离越远，移动速度越快	1	1								
780602	冰径	2	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	释放一个持续追踪目标的冰冻体，冰冻体接触目标时造成10%的冰属性伤害，与目标距离越远，移动速度越快	1	1								
780603	冰径	3	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	释放一个持续追踪目标的冰冻体，冰冻体接触目标时造成15%的冰属性伤害，与目标距离越远，移动速度越快	1	1								
780630	劣化	1	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	造成伤害时，使目标受到的治疗量减少50%，持续3秒	1	1								
780631	劣化	2	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	造成伤害时，使目标受到的治疗量减少60%，持续4秒	1	1								
780632	劣化	3	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	造成伤害时，使目标受到的治疗量减少70%，持续5秒	1	1								
780640	禁疗	1	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	每隔一段时间对目标释放无法受到任何治疗效果的状态，持续3秒	1	1								
780641	禁疗	2	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	每隔一段时间对目标释放无法受到任何治疗效果的状态，持续4秒	1	1								
780642	禁疗	3	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	每隔一段时间对目标释放无法受到任何治疗效果的状态，持续5秒	1	1								
780650	禁锢	1	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	在目标位置生成屏障，阻挡离开或者进入屏障区域的目标，持续3秒，冷却时间15秒	1	1								
780651	禁锢	2	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	在目标位置生成屏障，阻挡离开或者进入屏障区域的目标，持续4秒，冷却时间16秒	1	1								
780652	禁锢	3	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	在目标位置生成屏障，阻挡离开或者进入屏障区域的目标，持续5秒，冷却时间17秒	1	1								
780670	入侵	1	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	造成伤害时，每秒对目标造成2%的物理伤害，并引发其它伤害型词缀的效果，持续3秒	1	1								
