Id	ModelId	DisplayRootName	DisplayEffectPath	DisplayDelayTime
92	15860131	{1: 'ShearsBone05', 2: 'ShearsBone05', 3: 'ShearsBone05'}	{1: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab'}	{1: 0, 2: 0, 3: 0}
93	15860141	{1: 'ShearsBone03', 2: 'ShearsBone03', 3: 'ShearsBone03'}	{1: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears01.prefab'}	{1: 0, 2: 0, 3: 0}
94	15860141	{1: 'ShearsBone05', 2: 'ShearsBone05', 3: 'ShearsBone05'}	{1: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxE3Shears02.prefab'}	{1: 0, 2: 0, 3: 0}
95	15960121	{1: 'WeaponBone', 2: 'WeaponBone', 3: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance01.prefab'}	{1: 0, 2: 0, 3: 0}
96	15960131	{1: 'WeaponBone', 2: 'WeaponBone', 3: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance01.prefab'}	{1: 0, 2: 0, 3: 0}
97	15960131	{1: 'WeaponBone', 2: 'WeaponBone', 3: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance02.prefab'}	{1: 0, 2: 0, 3: 0}
98	15960141	{1: 'WeaponBone', 2: 'WeaponBone', 3: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance01.prefab'}	{1: 0, 2: 0, 3: 0}
99	15960141	{1: 'WeaponBone', 2: 'WeaponBone', 3: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance02.prefab'}	{1: 0, 2: 0, 3: 0}
100	15960141	{1: 'WeaponBone', 2: 'WeaponBone', 3: 'WeaponBone'}	{1: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance03.prefab'}	{1: 0, 2: 0, 3: 0}
101	15960141	{1: 'SpearBone13', 2: 'SpearBone13', 3: 'SpearBone13'}	{1: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance04.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxE3Dragonlance04.prefab'}	{1: 0, 2: 0, 3: 0}
102	16060111	{3: 'LotusBone00'}	{3: 'Assets/Product/Effect/Prefab/FxR5LifuPrefab/Common/FxE3LotusbladeMd01.prefab'}	{3: 0}
103	16060121	{3: 'LotusBone00'}	{3: 'Assets/Product/Effect/Prefab/FxR5LifuPrefab/Common/FxE3LotusbladeMd02.prefab'}	{3: 0}
104	16060131	{3: 'LotusBone00'}	{3: 'Assets/Product/Effect/Prefab/FxR5LifuPrefab/Common/FxE3LotusbladeMd03.prefab'}	{3: 0}
105	16060141	{3: 'LotusBone00'}	{3: 'Assets/Product/Effect/Prefab/FxR5LifuPrefab/Common/FxE3LotusbladeMd04.prefab'}	{3: 0}
106	16160121	{1: 'GravityBoneR12W', 2: 'GravityBoneR12W', 3: 'GravityBoneR12W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR01.prefab'}	{1: 0, 2: 0, 3: 0}
107	16160121	{3: 'GravityBoneL12W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL01.prefab'}	{3: 0}
108	16160122	{1: 'GravityBoneL12W', 2: 'GravityBoneL12W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL01.prefab'}	{1: 0, 2: 0}
109	16160131	{1: 'GravityBoneR12W', 2: 'GravityBoneR12W', 3: 'GravityBoneR12W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR01.prefab'}	{1: 0, 2: 0, 3: 0}
110	16160131	{1: 'GravityBoneR02W', 2: 'GravityBoneR02W', 3: 'GravityBoneR02W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR02.prefab'}	{1: 0, 2: 0, 3: 0}
111	16160131	{1: 'GravityBoneR03W', 2: 'GravityBoneR03W', 3: 'GravityBoneR03W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR03.prefab'}	{1: 0, 2: 0, 3: 0}
112	16160131	{1: 'GravityBoneR01W', 2: 'GravityBoneR01W', 3: 'GravityBoneR01W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR04.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR04.prefab'}	{1: 0, 2: 0, 3: 0}
113	16160131	{3: 'GravityBoneL12W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL01.prefab'}	{3: 0}
114	16160131	{3: 'GravityBoneL02W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL02.prefab'}	{3: 0}
115	16160131	{3: 'GravityBoneL03W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL03.prefab'}	{3: 0}
116	16160131	{3: 'GravityBoneL01W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL04.prefab'}	{3: 0}
117	16160132	{1: 'GravityBoneL12W', 2: 'GravityBoneL12W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL01.prefab'}	{1: 0, 2: 0}
118	16160132	{1: 'GravityBoneL02W', 2: 'GravityBoneL02W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL02.prefab'}	{1: 0, 2: 0}
119	16160132	{1: 'GravityBoneL03W', 2: 'GravityBoneL03W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL03.prefab'}	{1: 0, 2: 0}
120	16160132	{1: 'GravityBoneL01W', 2: 'GravityBoneL01W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL04.prefab'}	{1: 0, 2: 0}
121	16160141	{1: 'GravityBoneR12W', 2: 'GravityBoneR12W', 3: 'GravityBoneR12W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR01.prefab'}	{1: 0, 2: 0, 3: 0}
122	16160141	{1: 'GravityBoneR02W', 2: 'GravityBoneR02W', 3: 'GravityBoneR02W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR02.prefab'}	{1: 0, 2: 0, 3: 0}
123	16160141	{1: 'GravityBoneR03W', 2: 'GravityBoneR03W', 3: 'GravityBoneR03W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR03.prefab'}	{1: 0, 2: 0, 3: 0}
124	16160141	{1: 'GravityBoneR01W', 2: 'GravityBoneR01W', 3: 'GravityBoneR01W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR04.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR04.prefab'}	{1: 0, 2: 0, 3: 0}
125	16160141	{3: 'GravityBoneR01W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR05.prefab'}	{3: 0}
126	16160141	{3: 'GravityBoneR01W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesR06.prefab'}	{3: 0}
127	16160141	{3: 'GravityBoneL12W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL01.prefab'}	{3: 0}
128	16160141	{3: 'GravityBoneL02W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL02.prefab'}	{3: 0}
129	16160141	{3: 'GravityBoneL03W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL03.prefab'}	{3: 0}
130	16160141	{3: 'GravityBoneL01W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL04.prefab'}	{3: 0}
131	16160141	{3: 'GravityBoneL01W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL05.prefab'}	{3: 0}
132	16160141	{3: 'GravityBoneL01W'}	{3: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL06.prefab'}	{3: 0}
133	16160142	{1: 'GravityBoneL12W', 2: 'GravityBoneL12W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL01.prefab'}	{1: 0, 2: 0}
134	16160142	{1: 'GravityBoneL02W', 2: 'GravityBoneL02W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL02.prefab'}	{1: 0, 2: 0}
135	16160142	{1: 'GravityBoneL03W', 2: 'GravityBoneL03W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL03.prefab'}	{1: 0, 2: 0}
136	16160142	{1: 'GravityBoneL01W', 2: 'GravityBoneL01W'}	{1: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxE3ShoesL04.prefab'}	{1: 0, 2: 0}
137	16260121		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd01.prefab'}	{1: 0, 2: 0, 3: 0}
138	16260121		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd02.prefab'}	{1: 0, 2: 0, 3: 0}
139	16260121		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd03.prefab'}	{1: 0, 2: 0, 3: 0}
140	16260131		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd01.prefab'}	{1: 0, 2: 0, 3: 0}
141	16260131		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd02.prefab'}	{1: 0, 2: 0, 3: 0}
142	16260131		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd03.prefab'}	{1: 0, 2: 0, 3: 0}
143	16260131		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd04.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd04.prefab'}	{1: 0, 2: 0, 3: 0}
144	16260131		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd05.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd05.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd05.prefab'}	{1: 0, 2: 0, 3: 0}
145	16260141		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd01.prefab'}	{1: 0, 2: 0, 3: 0}
146	16260141		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd02.prefab'}	{1: 0, 2: 0, 3: 0}
147	16260141		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd03.prefab'}	{1: 0, 2: 0, 3: 0}
148	16260141		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd04.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd04.prefab'}	{1: 0, 2: 0, 3: 0}
149	16260141		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd05.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd05.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd05.prefab'}	{1: 0, 2: 0, 3: 0}
150	16260141		{1: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd06.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd06.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxE3Halberd06.prefab'}	{1: 0, 2: 0, 3: 0}
151	16360121		{1: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle01.prefab'}	{1: 0, 2: 0, 3: 0}
152	16360131		{1: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle01.prefab'}	{1: 0, 2: 0, 3: 0}
153	16360141		{1: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle01.prefab'}	{1: 0, 2: 0, 3: 0}
154	16360141		{1: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR3NietiyaPrefab/Common/FxE3Sickle02.prefab'}	{1: 0, 2: 0, 3: 0}
155	16460111		{1: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab'}	{1: 0, 2: 0, 3: 0}
156	16460121		{1: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab'}	{1: 0, 2: 0, 3: 0}
157	16460121		{1: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword02.prefab'}	{1: 0, 2: 0, 3: 0}
158	16460131		{1: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab'}	{1: 0, 2: 0, 3: 0}
159	16460131		{1: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword02.prefab'}	{1: 0, 2: 0, 3: 0}
160	16460131		{1: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword03.prefab'}	{1: 0, 2: 0, 3: 0}
161	16460141		{1: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword01.prefab'}	{1: 0, 2: 0, 3: 0}
162	16460141		{1: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword02.prefab'}	{1: 0, 2: 0, 3: 0}
163	16460141		{1: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword03.prefab'}	{1: 0, 2: 0, 3: 0}
164	16460141		{1: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword04.prefab', 3: 'Assets/Product/Effect/Prefab/FxR4ShenweiPrefab/Common/FxE3Greatsword04.prefab'}	{1: 0, 2: 0, 3: 0}
165	16560111		{3: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP01.prefab'}	{3: 0}
166	16560121		{3: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP02.prefab'}	{3: 0}
167	16560131		{3: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP03.prefab'}	{3: 0}
168	16560141		{3: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP04.prefab'}	{3: 0}
169	16560141	{3: 'TriggerBone05'}	{3: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP04TriggerBone05.prefab'}	{3: 0}
170	16560112		{1: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP01.prefab', 2: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP01.prefab', 3: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP01.prefab'}	{1: 0, 2: 0, 3: 0}
171	16560122		{1: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP02.prefab', 2: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP02.prefab', 3: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP02.prefab'}	{1: 0, 2: 0, 3: 0}
172	16560132		{1: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP03.prefab', 2: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP03.prefab', 3: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP03.prefab'}	{1: 0, 2: 0, 3: 0}
173	16560142		{1: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP04.prefab', 2: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP04.prefab', 3: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP04.prefab'}	{1: 0, 2: 0, 3: 0}
174	16560142	{1: 'TriggerBone05', 2: 'TriggerBone05', 3: 'TriggerBone05'}	{1: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP04TriggerBone05.prefab', 2: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP04TriggerBone05.prefab', 3: 'Assets/Product/Effect/Prefab/FxR7LuxiyaPrefab/Common/FxE3SsalphaP04TriggerBone05.prefab'}	{1: 0, 2: 0, 3: 0}
