CharacterId	MainSkillIcon	MainSkillName	MainSkillType
1131004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1351003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1361003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1041005	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1371002	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1381003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1031005	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1291003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1141004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1391003	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
1061004	['Assets/Product/Texture/Image/IconSkill/hongse.png', 'Assets/Product/Texture/Image/IconSkill/huangse.png', 'Assets/Product/Texture/Image/IconSkill/lanse.png', 'Assets/Product/Texture/Image/IconSkill/jichu.png', 'Assets/Product/Texture/Image/IconSkill/beidong.png']	['红色信号', '黄色信号', '蓝色信号', '主动技能', '被动技能']	['伤害', '伤害', '伤害', '大招', '被动']
