Id	Type	IsInit	Name	ImgSrc	LockDesc	ConvertItemId	ConvertItemCount	Description	WorldDesc	Effect	Priority	LimitType	TimeId	ShowTimeStr	Duration	IsRepetition	GroupId	Quality	Expire
9010241	1		余暇沐日	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Kuluomu9.png	购买限时礼包【余暇沐日涂装组合包】获得	1	10000	玩家头像	虽然并非出行的提议者，但他仍然安排了一场称得上完美的行程。夜色渐临，路灯之下他挥手致意，微笑伴以晚风将为约定画上句号。在告别之前，轻轻将他快要滑落的围巾拢紧——做好了一切准备的周密者，未曾料想过自己会因为你的随手之举而短暂失措。		231			2022/9/30 10:00				4	
9010242	1		苍空炽月	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Luna7.png	购买限时礼包【苍空炽月涂装组合包】获得	1	10000	玩家头像	苍月的幻想封缄伪神的恩典，只因其蔑视腐朽的生命，无需白昼为她加冕，破碎倒塌的神殿遗迹在她的挥手间重新筑起，重回世间的旅人啊，是否看到了她眼中转瞬即逝的光明？		232			2022/11/18 10:00				4	
9010243	1		晴喻天音	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Sailinna7.png	购买限时礼包【晴喻天音涂装组合包】获得	1	10000	玩家头像	昼观朝露，夜望繁星，春涉江雪，秋抚落英。 无人知晓的深山神殿，静候日出的少女于雨幕之中独自演奏。 与天穹相伴，与四季为伍，将残存的碎片紧握手中。 即使距离愈加遥远，即使被世界待以沉默，少女也会为她所思念之人虔诚祈福。 笛声起，雨渐隐，初晓至，铃音鸣。 晴天之后，又会是百花盛开的季节。		233			2022/11/18 10:00				4	
9010244	1		蚩龙渊渺	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Luxiya5.png	购买限时礼包【蚩龙渊渺涂装组合包】获得	1	10000	玩家头像	“霹雳昼射蛟螭渊,妖星夜落蚩尤躔。 同行、牺牲、背叛……即使舍弃了诸多过往，旅人仍将一路行来的记忆錾刻于身，繁复的纹样述说着上古之战的历史，于她而言，这是“他们”存在过的证明。 历史变为传说，神话被传承讲述，如今独自流浪的她，眼中映出的又会是怎样的世界？”		234			2022/12/30 10:00				4	
9010245	1		拾梦白菀	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Bianka8.png	参与限时活动【拾梦白菀】获得	1	10000	玩家头像	拾梦游弋，寒雪生花。  叹息声拾起了沉睡的碎片，指引着梦的旅人步入覆雪的教堂。 圣者在此献上祈祷—— 即使神会永远沉默，有你在聆听，便好。  当那些曾被遗落的爱与花种再次盛开时，她定会回到这里，在微笑中守候着誓约者的到来。		235			2023/1/6 10:00				4	
9010246	1		晓兔阗春	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Kalienina6.png	购买限时礼包【晓兔阗春涂装组合包】获得	1	10000	玩家头像	新晓辞旧岁，卯兔携春归。 遗落了发射装置的少女将“弹药”填入武器当中，指向夜空，扣动扳机，宣告新春的到来。寄托愿望的弧光划过天际，传递祝福的轰鸣响彻大地。 百花齐放，绚烂的夜景之下，刹那的辉光照亮了窗沿。沉思的兔子，又在悄悄编织着怎样的愿景呢？		236			2023/1/20 10:00				4	
9010247	1		冥夜日冕	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weila8.png	购买限时礼包【冥夜日冕涂装组合包】获得	1	10000	玩家头像	她如煌煌烈阳，逐光展旗，照亮幽邃深沉的天幕。她如冥域之风，呼啸苍穹，宣示生死界限的真谕。她是众神的先锋，是英灵的终点，是静候长夜的神祇。当太阳落下，圣鹮展翼之时，面对她的邀请，你是否愿意同行，去见证那永无止境的远征，守护你们共同铭刻的誓言？		237			2023/2/10 10:00				4	
9010248	1		罪誓茜羽	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luxiya9.png	购买限时礼包【罪誓茜羽涂装组合包】获得	1	10000	玩家头像	在深沉的黑夜背向神明，以生命咏唱禁忌的咒语，燃烧的烛影间摇曳着熟悉的少女的面庞，即使曾历经长久的别离，彼此的契约与誓言终将点亮失落的记忆，遗失之物也会被尽数寻回。 “……谨遵黯红之契，前来履约。”		238			2023/3/24 10:00				4	
9010249	1		长夜瞭望	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Yalisha5.png	购买限时礼包【长夜瞭望涂装组合包】获得	1	10000	玩家头像	少女追逐着午夜与罪恶的踪迹，在钢铁的丛林中，独自守候着城市的长夜。 尽管真正的零时已经过去，她习惯性地压了压帽檐，淡紫色的剪影在身后的盔甲上若隐若现，敲响下一道隐秘的门。		239			2023/6/8 10:00				4	
9010250	1		海渊殊色	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lamiya5.png	购买限时礼包【海渊殊色涂装组合包】获得	1	10000	玩家头像	伴随水手们返航的不止货物，还有传说。 有人说她是海妖，以美丽的相貌为陷阱捕获人类；有人说她是守护神，为迷航的船只指明方向；有人说她跃出海面时，彩虹伴随着她的身躯；有人说饮下她的眼泪不仅可以治愈一切疾病，还能获得悠久的生命。 无数探险者为了她的眼泪踏上旅途。 可是，她为什么会流泪呢？		240			2023/7/20 18:00				4	
9010251	1		梦隙流形	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Sailinna8.png	购买限时礼包【梦隙流形涂装组合包】获得	1	10000	玩家头像	明明从来没有尝试过穿上类似的服装，但这套涂装却似乎如同为赛琳娜量身订造一般合身。和模糊记忆中自己所习惯的穿着不一样，相当便于运动和奔跑，仿佛心情也能变得轻快了起来。涂装的制作者是不是也想有一天能够看到稍微有点不一样的赛琳娜，希望她能够在海岸之上面露微笑，唱着轻松愉快的歌曲呢？		241			2023/7/20 18:00				4	
9010252	1		浮光潜影	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Li5.png	购买限时礼包【浮光潜影涂装组合包】获得	1	10000	玩家头像	潜入水面之下，一切的喧嚣烦恼便瞬间消融，化成了宁静的粼光。无论何处都能前往，无论什么风景都能捕捉——这些绚烂美丽的光景，让人不禁想要记录下来，分享给那些最重要的人们，或者就在此刻约定，与之一起在这片海中同游吧。毕竟在这浪花与浮光之间，心愿不再只是心愿，它已触手可及。		242			2023/7/20 18:00				4	
9010253	1		炸裂霓虹☆	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Kalienina7.png	参与限时活动【炸裂霓虹】获得	1	10000	玩家头像	让一切的梦想都在这聚光灯下暴露； 竖起尖尖的耳朵，索引着的是你的处所。 一点小动作都能成为引线，让拼命隐藏的心意爆破； 但此刻就让躁动的心稍微平复，就算多少有点不适合自己，刘海也必须保持完美； 准备好了吗？踏前一步，梦想的舞台就近在咫尺。		243			2023/7/28 10:00				4	
9010254	1		破夜极星	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Luxiya6.png	购买限时礼包【破夜极星涂装组合包】获得	1	10000	玩家头像	午夜、暴雨、雷鸣、火光……待一切归于平静，少女翻转手腕，收刀入鞘，在鸣响的警笛到来前，消失在街道尽头。 无人知晓少女的身份，犯罪者称她为白色噩梦，执法者称她为独断的私刑者，强者称她为麻烦，弱者称她为救星……但无论外界如何评价，只要罪恶还在光照不进的阴暗中滋生，少女斩破黑夜的脚步就从未犹豫与停歇。		244			2023/8/31 10:00				4	
9010255	1		竞跃纷斓	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Aila5.png	购买限时礼包【竞跃纷斓涂装组合包】获得	1	10000	玩家头像	“战场的基调绝不是黑白灰！”少女的每一次跃动，都将是这场战斗游戏中的最强指令。 艾拉根据自己的喜好在新涂装上做了特殊设计，不仅拥有超强机动性，斑斓亮色更是吸引着战场上每一个人的目光。		245			2023/9/28 18:00				4	
9010256	1		灰翎飞翩	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Qu5.png	购买限时礼包【灰翎飞翩涂装组合包】获得	1	10000	玩家头像	在黑棘包围的塔顶上，少女发动了禁忌的秘仪，将自己化为永生的造物，只为了守护皇座下的子民。 如今百年过去，来犯的敌人都化为了枯骨。而不死身的女皇，依然端坐在破败城池的皇座上，等待着下一位挑战者，让她从漫长的使命中解脱。 而你，有勇气接下她的试炼吗？		246			2023/11/9 10:00				4	
9010257	1		绮影凛然	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weila9.png	参与限时活动【绮影凛然】获得	1	10000	玩家头像	秀鸾枪破天门阵，桃花马踏西夏川。 “相传从前有一位骁勇善战的女将，巾帼须眉，建功无数，从皇城退下之后，成了空都里的女锦卫。自从空都有了这位女锦卫，寇盗鼠辈们都倒了大霉，百姓们的安稳终于有了保障，大伙儿都喜溢眉梢……” ——出自评书《空都话本》		247			2023/11/16 10:00				4	
9010258	1		朽骨回生	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Twentyone5.png	购买限时礼包【朽骨回生涂装组合包】获得	1	10000	玩家头像	白衣胜雪，青衫湿露。神医手到病立除，谁言人间无圣迹。 “空都还有个神医，别看小小年纪，医术却是十分了得。连续哭了三天的婴孩，只消这神医来看上一眼，就立马停泣止啼，众人都夸她真是华佗转世……” ——出自评书《空都话本》		248			2023/11/16 10:00				4	
9010259	1		茕心溯愿	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lamiya6.png	参与限时活动【茕心溯愿】获得	1	10000	玩家头像	游鱼藏身梦境，窥视岸边停泊的明光。风雨赴岸，深浪沦没，罅隙间的妄念化作泡影，伪饰的愿景终将被海渊埋葬。 如果，如果一切都能停留在这个片刻……能否为她留住，那海面遥不可及的光？		249			2024/2/8 10:00				4	
9010260	1		弥月寒调	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luna5.png	购买限时礼包【弥月寒调涂装组合包】获得	1	10000	玩家头像	月色弥连，尽染成霜。		250			2024/2/1 18:00				4	
9010261	1		绛龙佑岁	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Luxiya7.png	购买限时礼包【绛龙佑岁涂装组合包】获得	1	10000	玩家头像	龙升鱼跃，绛气萦薄。		251			2024/2/1 18:00				4	
9010262	1		赤红璨焰	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Bianka9.png	购买限时礼包【赤红璨焰涂装组合包】获得	1	10000	玩家头像	葬魔以焚，安魂以祷。		252			2024/3/14 18:00				4	
9010263	1		暮色黯星	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Yalisha6.png	购买限时礼包【暮色黯星涂装组合包】获得	1	10000	玩家头像	暮色深沉，愿微光为你指引归途。		253			2024/4/18 10:00				4	
9010264	1		瑶云流华	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Hanying5.png	购买限时礼包【瑶云流华涂装组合包】获得	1	10000	玩家头像	瑶云绘梦，华舞千秋。		254			2024/4/18 10:00				4	
9010265	1		稚眠绒狼	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Twentyone6.png	购买限时礼包【稚眠绒狼涂装组合包】获得	1	10000	玩家头像	小小的探险家，穿梭在彩色气球与旋转木马间。		255			2024/5/30 10:00				4	
9010266	1		滨海涟漪	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Aila6.png	购买限时礼包【滨海涟漪涂装组合包】获得	1	10000	玩家头像	虹彩般的少女用手中画笔，将这蔚蓝世界的烂漫定格永恒。		256			2024/5/30 10:00				4	
9010267	1		赤樗椿	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Luxiya8.png	参与限时活动【赤樗椿】获得	1	10000	玩家头像	鬼魅退散，真心归寻。		257			2024/7/18 10:00				4	
9010268	1		璃蓝眸转	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luna6.png	购买限时礼包【璃蓝眸转涂装组合包】获得	1	10000	玩家头像	琉璃之海尽头，停泊着此刻的记忆。		258			2024/7/11 10:00				4	
9010269	1		泠泫旖碧	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Hanying6.png	购买限时礼包【泠泫旖碧涂装组合包】获得	1	10000	玩家头像	荷髻蟠空，袅娜金缕。		259			2024/7/11 10:00				4	
9010270	1		光耀颂赞	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Luxiya5.png	购买限时礼包【光耀颂赞涂装组合包】获得	1	10000	玩家头像	日冕无言诉说燃尽此身作灯盏的誓约。		260			2024/7/11 10:00				4	
9010271	1		罡炁祛祟	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Kalienina8.png	购买限时礼包【罡炁祛祟涂装组合包】获得	1	10000	玩家头像	道法万钧，邪魔退散		261			2024/8/22 10:00				4	
9010272	1		甜莓绯轮	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Yongyechao5.png	购买限时礼包【甜莓绯轮涂装组合包】获得	1	10000	玩家头像	霓虹闪烁下，疾驰着不眠的夜。		262			2024/9/26 7:00				4	
9010273	1		逐孽游骑	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Dubian5.png	购买限时礼包【逐孽游骑涂装组合包】获得	1	10000	玩家头像	利刃诛恶，将漂泊游魂逐入遗忘之地。		263			2024/9/26 7:00				4	
9010274	1		御衡圣翼	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Cibeizhe5.png	购买限时礼包【御衡圣翼涂装组合包】获得	1	10000	玩家头像	她遍历天涯，游览群星，传颂着不朽的咏叹调。		264							4	
9010275	1		罪妄月华	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luna7.png	参与限时活动【罪妄月华】获得	1	10000	玩家头像	一座神庙，即使荒芜，仍然是祭坛；一座雕像，即使崩塌，仍然是神。		265			2024/11/14 10:00				4	
9010276	1		绛鳞游虹	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lamiya7.png	购买限时礼包【绛鳞游虹涂装组合包】获得	1	10000	玩家头像	殷勤谢红叶，好去到人间。		266							4	
9010277	1		梨缘韶华	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Qu6.png	购买限时礼包【梨缘韶华涂装组合包】获得	1	10000	玩家头像	梨园戏文，盛景江山。		267							4	
9010278	1		拂晓长誓	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Luxiya6.png	参与限时活动【拂晓长誓】获得	1	10000	玩家头像	我们的爱情今日亦然，及世之世，以至永远。		268			2025/1/23 7:00				4	
9010279	1		曜弦游吟	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Sailinna5.png	购买限时礼包【曜弦游吟涂装组合包】获得	1	10000	玩家头像	分秒指针之间，我们一起成为岁月谱下的寓言。		269			2025/1/23 7:00				4	
9010280	1		鸿韵绣春	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Hanying7.png	购买限时礼包【鸿韵绣春涂装组合包】获得	1	10000	玩家头像	鸿运结彩，映火临春。		270			2025/1/23 7:00				4	
9010281	1		妖蛊魇色	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Lilith5.png	购买限时礼包【妖蛊魇色涂装组合包】获得	1	10000	玩家头像	婵娟此豸，姿态妖蛊也。		271			2025/3/6 7:00				4	
9010282	1		焰骸孤冕	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Weila5.png	购买限时礼包【焰骸孤冕涂装组合包】获得	1	10000	玩家头像	末焰之主，人类的终焉化身。		272			2025/4/10 7:00				4	
9010283	1		秘龙驰星	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Yongyechao6.png	购买限时礼包【秘龙驰星涂装组合包】获得	1	10000	玩家头像	走吧！去狩猎！		273			2025/4/10 7:00				4	
9010284	1		巫渺魂祀	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Cibeizhe6.png	购买限时礼包【巫渺魂祀涂装组合包】获得	1	10000	玩家头像	巫魂渺渺，歌祀九天		274							4	
9010285	1		沙飞虹芒	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Yalisha7.png	购买限时礼包【沙飞虹芒涂装组合包】获得	1	10000	玩家头像	金黄沙滩上，少女身着淡紫，回眸顾盼。		275							4	
9010286	1		粼海浮荧	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Luxiya8.png	购买限时礼包【粼海浮荧涂装组合包】获得	1	10000	玩家头像	世间所有美好，都恰逢其时。		276			2025/7/3 7:00				4	
9010287	1		绯烬黯棘	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Bianka5.png	购买限时礼包【绯烬黯棘涂装组合包】获得	1	10000	玩家头像	余烬执火，渡魂安息。		277			2025/7/3 7:00				4	
9010288	1		缘纺祈糸	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Sailinna6.png	参与限时活动【缘纺祈糸】获得	1	10000	玩家头像	恍惚间，远去的夏天又抵临了此间。		278			2025/7/3 7:00				4	
9010289	1		冥土渡魂	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Wanshi5.png	购买限时礼包【冥土渡魂涂装组合包】获得	1	10000	玩家头像	嘘...听见了吗？那些卡在喉间的哀嚎。		279			2025/8/21 7:00				4	
9010290	1		龙雀归膺	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Qu7.png	购买限时礼包【龙雀归膺涂装组合包】获得	1	10000	玩家头像	赤日坠海，龙雀破云。		280			2025/8/21 7:00				4	
9010291	1		莲歌行	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Lifu5.png	购买限时礼包【莲歌行涂装组合包】获得	1	10000	玩家头像	浮光掠影，惊鸿一瞥。		281			2025/11/13 5:00				4	
9010292	1		涂鸦法则	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luna8.png	参与限时活动【星间飞驰】获得	1	10000	玩家头像	让每一夜的梦境，都浸在霓虹之中。		282			2025/11/13 5:00				4	
9010293	1		夜诏终章	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Cibeizhe7.png	参与限时活动【夜诏终章】获得	1	10000	玩家头像	此时此刻，亦是永恒之刻。		283			2025/11/13 5:00				4	
9010294	1		冥神绶寂	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Weiluonika5.png	购买限时礼包【冥神绶寂涂装组合包】获得	1	10000	玩家头像	唯冥神的缄默统御诸魂。		284			2025/9/25 7:00				4	
9010295	1		诡祚轮契	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Lilith6.png	购买限时礼包【诡祚轮契涂装组合包】获得	1	10000	玩家头像	这场典押灵魂的赌局……你，准备好开牌了吗？		285			2025/9/25 7:00				4	
9010296	1		熊迹旅诗	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR3Buouxiong5.png	购买限时礼包【熊迹旅诗涂装组合包】获得	1	10000	玩家头像	旅途的终点是哪里？当然是熊爪还没到过的地方~		286			2025/12/23 7:00				4	
9010297	1		圣律锢金	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luosaita5.png	购买限时礼包【圣律锢金涂装组合包】获得	1	10000	玩家头像	无需任何约定，我对你的忠诚早已锻入血脉。		287			2026/2/3 5:00				4	
9010298	1		旖夜咏奏	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR5Bianka6.png	参与限时活动【旖夜咏奏】获得	1	10000	玩家头像	我会与你共享命运，共同见证每一个朝暮。		288			2026/2/3 5:00				4	
9010299	1		虹夜☆漫游	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR6Yongyechao7.png	购买限时礼包【虹夜☆漫游涂装组合包】获得	1	10000	玩家头像	宇宙那么广阔，总有比正确更令人快乐的事！		289			2026/2/3 5:00				4	
9010300	1		焰血裁决	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Weila6.png	购买限时礼包【焰血裁决涂装组合包】获得	1	10000	玩家头像	我真心期盼，你是一个值得出手的对手。		290			2026/3/17 5:00				4	
9010303	1		矢志猎踪	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Shenwei5.png	购买限时礼包【矢志猎踪涂装组合包】获得	1	10000	玩家头像	在又一场雾中，有火光微明。		291			2026/4/21 5:00				4	
9010304	1		雾夜赤冕	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luosaita5.png	购买限时礼包【雾夜赤冕涂装组合包】获得	1	10000	玩家头像	任腐朽化为尘烟，引天光照亮永夜。		292			2026/6/2 5:00				4	
9010305	1		冥契妖翎	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luosaita5.png	购买限时礼包【冥契妖翎涂装组合包】获得	1	10000	玩家头像	前路无明，而她前进的步履永不停息。		293			2026/6/2 5:00				4	
9010306	1		悠羽倾舞	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadR4Luosaita5.png	参与限时活动【悠羽倾舞】获得	1	10000	玩家头像	俯仰，旋转，相拥。你我进退翩跹。		294			2026/6/5 10:00				4	
9012001	1		铭刻长路	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadDubianCharacterTower1.png	在本我回廊-夜刃的心锁试炼挑战关中，累计5星获取	1	10000	玩家头像	在成为“遗忘者”之前，他走过了漫长的路。每一步脚印，都有无数脚印跟随其后。每一步脚印，都是值得铭记的一段故事。		401							4	
9012002	1		临渊择途	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadluxiyaaerfaCharacterTower1.png	在本我回廊-深红之渊的心锁试炼挑战关中，累计5星获取	1	10000	玩家头像	临渊求索，执剑择途，她见过地狱，更靠近深渊，但利剑未曾折断，不论怎样的阻碍都无法阻止她行走在前进的道路。		402							4	
9012003	1		一起来玩吧！	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadluxiyaaerfaCharacterTower3.png	在本我回廊-遥星之座的心锁试炼挑战关中，累计5星获取	1	10000	玩家头像	正因为有你的参与，游戏才会成为游戏，挑战才会成为挑战……生命也才会成为生命——来一起愉快地玩游戏吧！		403							4	
9012004	1		心引定航	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKalieninaCharacterTower4.png	在本我回廊-辉晓的心锁试炼挑战关中，累计5星获取	1	10000	玩家头像	银道测轨，心引定航		404							4	
9012005	1		烛灯刑	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadKalieninaCharacterTower5.png	在本我回廊-逆旅的心锁试炼挑战关中，累计5星获取	1	10000	玩家头像	逝者为蜡，生者为芯，以生命的枯朽为灯，生者传递逝者燃烧时的光芒，也承受逝者回忆的焚烧。		405			2023/8/10 10:00				4	
9012006	1		极乐净土	Assets/Product/Texture/Image/RolePlayerSp/RoleHeadVeraCharacterTower6.png	在本我回廊-薇拉的心锁试炼挑战关中，累计5星获取	1	10000	玩家头像	下一处净土，必将由我开拓。		406							4	
9080001	1		头像-执行部队	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer06.png	通关据点战第八章可获得	1	10000	玩家头像	执行部队的标志。		300							4	
9090001	1		库罗罗	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer04.png	参与付费内测的玩家可获得	1	10000	玩家头像	地表各处存在的神秘机械种族，对收集螺母有狂热兴趣。		301							4	
9090002	1		头像-特殊身份	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer05.png	累计购买10000虹卡可获得	1	10000	玩家头像	“抱歉，我拒绝透露我的指挥官的真实身份。”	Assets/Product/Ui/ComponentPrefab/UiRole/RoleTimeline01.prefab	302							6	
9090003	1		库罗罗指挥官	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer10.png	官方预约奖励，通过邮件发放领取	1	10000	玩家头像	披着指挥官外套的神秘机械。		303							4	
9090004	1		小电视指挥官	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer11.png	B站预约奖励，通过邮件发放领取	1	10000	玩家头像	披着指挥官外套的小电视家具，似乎被当成了衣架。		304							4	
9090005	1		土豆先生	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer12.png	参与公测开服活动可获得，通过邮件发放领取	1	10000	玩家头像	空中花园的知名快餐，经过千锤百炼后依然坚挺。		305							4	
9090006	1		逝世土豆	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer13.png	参与公测开服活动可获得，通过邮件发放领取	1	10000	玩家头像	纪念成熟后被做成熟食的土豆先生。		306							4	
9090007	1		霸王	Assets/Product/Texture/Image/RolePlayerSp/RoleHeaSailikaSp.png	购买儿童节缤纷礼盒可获得	1	10000	玩家头像	《天空的霸者赛利卡》六一特供剧本封面图。		307							4	
9091001	1		纯白之花	Assets/Product/Texture/Image/RolePlayerSp/RolePlaySuper01.png	参与特殊活动获取	1	10000	玩家头像	心怀希望，直面幽暗	Assets/Product/Ui/ComponentPrefab/UiRole/RoleTimeline02.prefab	308							6	
9091002	1		安博莉亚	Assets/Product/Texture/Image/RolePlayerSp/RolePlayerBoss01.png	在梦魇挽歌活动中击杀安博莉亚后获得	1	10000	玩家头像	愿梦醒之时，安博莉亚——你能得到真正的幸福。		309							4	
9091003	1		易形重构	Assets/Product/Texture/Image/RolePlayerSp/RolePlayYixingchonggou01.png	参与【易形重构】涂装设计大赛获得	1	10000	玩家头像	努力，是最好的证明。		310							5	
9091004	1		凯旋颂歌	Assets/Product/Texture/Image/RolePlayerSp/RolePlayBirthday01.png	参与限时活动【衍化断章】获得	1	10000	玩家头像	它不仅是简单的糕点，还寄托着对指挥官一年来卓越贡献的赞颂。凯旋之日，荣光常临，周年祝福，颂歌时鸣。以诚挚的颂歌赠予周年凯旋之人，愿人类的荣光常伴逆转绝境之军。		311							5	
9091005	1		感谢应援！	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer15.png	参与限时活动【土豆の进攻！Solon lee应援战！】获得头像	1	10000	玩家头像	无论你选择哪一方应援，七实都会举着她也不明其意的手势为你祝福。		312			2020/11/21 12:00				5	
9091006	1		碧玉绅士	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer14.png	选择【土豆服务器】阵营并且在活动中获得胜利后获得	1	10000	玩家头像	土豆胜利的纪念照。感谢你在这次进攻中的贡献！本土豆今后也会为各位提供稳定的连接服务务务务务务务务务uuu		313			2020/11/21 12:00				5	
9091007	1		融雪者	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer16.png	参与【寅月福临】活动获得	1	10000	玩家头像	为新年的开拓者献上最崇高的敬意。		314			2021/2/11 10:00				4	
9091008	1		小憩片刻	Assets/Product/Texture/Image/RolePlayerSp/RolePlayBirthday02.png	参与【宣叙妄响】签到活动获得	1	10000	玩家头像	蛋糕既是祝福也是感谢，还是一句劝慰——“过去的一年辛苦了，好好休息一下吧”，就此坐下来小憩片刻，与众人一起留下值得回忆的美好时光。 指挥官，二周年快乐。		315							5	
9091009	1		织虎啸春归	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer18.png	参与【桃符授春】活动获得	1	10000	玩家头像	金箔织虎虎知搏今，麟红裁春春财翃临。		316			2022/1/31 5:00				4	
9091010	1		悠长甜蜜	Assets/Product/Texture/Image/RolePlayerSp/RolePlayBirthday03.png	参与【创绘映想】签到活动获得	1	10000	玩家头像	这是属于所有人的节日，这一年里的所有回忆，全部化作口中悠长的甜蜜——“你是我们的指挥官，不单是过去的时间，更是未来的所有时间”，我们的指挥官，三周年快乐！		317			2022/11/17 10:00				5	
9091011	1		玉兔耀新春	Assets/Product/Texture/Image/RolePlayerSp/RolePlayer19.png	参与【恭贺新禧】签到活动获得	1	10000	玩家头像	蟾宫赐福，玉兔新辉		318			2023/1/21 5:00				4	
9091012	1		缀色时光	Assets/Product/Texture/Image/RolePlayerSp/RolePlayBirthday04.png	参与【络勾陈】签到活动获得	1	10000	玩家头像	岁月不居，时节如流，蜜色记忆在舌尖流淌，汇聚成穿越远路的时光。珍藏的爱意，献给最珍贵的你，愿未来的征途，我们仍然能彼此相伴。四周年快乐，指挥官！		319							5	
9091013	1		纯白祷告	Assets/Product/Texture/Image/RolePlayerSp/RolePlaySuper02.png	累计购买30000虹卡可获得	1	10000	玩家头像	少女的祈祷，纯白的心意。	Assets/Product/Ui/ComponentPrefab/UiRole/RoleTimeline01.prefab	320							5	
