Id	Name	Grid1	Grid2	Grid3	Grid4	Grid5	Grid6
324	花灯	[0, 3001]	[3001, 3002]	[3002, 3002]	[3002, 3002]	[0]	[0]
325	花灯	[0, 3001]	[3001, 3002]	[3002, 3002]	[3002, 0]	[0]	[0]
326	花灯	[3003, 3003, 3003]	[3003, 3003, 3001]	[3003, 3001, 0]	[3001, 0, 0]	[0]	[0]
327	花灯	[0, 3003, 3003]	[3003, 3003, 3003]	[3003, 3003, 3003]	[0]	[0]	[0]
328	花灯	[3001, 0, 0, 0]	[3003, 3001, 0, 0]	[3003, 3003, 3001, 0]	[3003, 3003, 3003, 3001]	[0]	[0]
329	花灯	[3003, 3003]	[3003, 3003]	[3003, 0]	[3001, 3003]	[0, 3001]	[0]
330	花灯	[0, 3007, 0]	[3007, 3007, 0]	[0, 3003, 3001]	[0, 3001, 0]	[0]	[0]
331	花灯	[3001, 0]	[3003, 3001]	[3003, 3001]	[3003, 3001]	[3003, 3001]	[0]
332	花灯	[0, 3001]	[3003, 3003]	[3003, 3003]	[3003, 3003]	[3003, 0]	[0]
333	花灯	[3003, 3003, 3003]	[3003, 3003, 3003]	[0, 0, 3003]	[0]	[0]	[0]
334	四叶草	[3011, 0, 0]	[0, 3011, 3011]	[0]	[0]	[0]	[0]
335	四叶草	[0, 3004, 3004, 3004]	[3004, 0, 0, 0]	[3004, 0, 0, 0]	[0, 3004, 0, 0]	[0]	[0]
336	四叶草	[3012, 3012, 3012]	[3012, 0, 3012]	[0, 3012, 3012]	[0]	[0]	[0]
337	四叶草	[0, 0, 0, 3004]	[0, 0, 0, 3004]	[0, 0, 3004, 0]	[3004, 3004, 0, 0]	[0]	[0]
338	四叶草	[3012, 3012, 3012]	[3012, 0, 3012]	[3012, 3012, 0]	[0]	[0]	[0]
339	四叶草	[3004, 3004, 0, 0]	[0, 0, 3004, 0]	[0, 0, 0, 3004]	[0, 0, 0, 3004]	[0]	[0]
340	四叶草	[3012, 3012, 0]	[3012, 0, 3012]	[3012, 3012, 3012]	[0]	[0]	[0]
341	四叶草	[0, 0, 3004, 3004]	[0, 3004, 0, 0]	[3004, 0, 0, 0]	[3004, 0, 0, 0]	[0]	[0]
342	四叶草	[0, 3012, 3012]	[3012, 0, 3012]	[3012, 3012, 3012]	[0]	[0]	[0]
343	四叶草	[3007, 0, 0, 0, 3007]	[0, 0, 0, 0, 0]	[0, 0, 0, 0, 0]	[0, 0, 0, 0, 0]	[3007, 0, 0, 0, 3007]	[0]
344	四叶草	[3011]	[0]	[0]	[0]	[0]	[0]
345	兔子	[3001, 0, 3003, 0]	[3001, 0, 3003, 0]	[0, 3001, 0, 0]	[0, 0, 3001, 3001]	[0]	[0]
346	兔子	[3001, 3001, 3001]	[3001, 0, 3001]	[3001, 0, 3001]	[0]	[0]	[0]
347	兔子	[0, 3003, 0, 3001]	[0, 3003, 0, 3001]	[0, 0, 3001, 0]	[3001, 3001, 0, 0]	[0]	[0]
348	兔子	[3001, 3010, 3010, 3010]	[3001, 3010, 3010, 0]	[3001, 3010, 0, 0]	[3001, 0, 0, 0]	[0]	[0]
349	兔子	[3006, 3006, 3006]	[3006, 3006, 3006]	[3006, 3006, 3006]	[3006, 3006, 3006]	[0]	[0]
350	兔子	[3010, 3010, 3010, 3001]	[0, 3010, 3010, 3001]	[0, 0, 3010, 3001]	[0, 0, 0, 3001]	[0]	[0]
351	兔子	[0, 3001, 3001, 3001]	[3001, 3001, 0, 0]	[3001, 3010, 3010, 0]	[0]	[0]	[0]
352	兔子	[3001, 3001, 3001]	[0]	[0]	[0]	[0]	[0]
353	兔子	[3001, 3001, 3001, 0]	[0, 0, 3001, 3001]	[0, 3010, 3010, 3001]	[0]	[0]	[0]
355	兔子	[3005]	[3005]	[0]	[0]	[0]	[0]
356	猫猫	[3016, 3003, 0]	[3016, 3003, 3003]	[3016, 3003, 3003]	[0, 3016, 3016]	[0]	[0]
357	猫猫	[3003, 3003, 3003]	[3016, 3016, 3016]	[0]	[0]	[0]	[0]
358	猫猫	[0, 3003, 3016]	[3003, 3003, 3016]	[3003, 3003, 3016]	[3016, 3016, 0]	[0]	[0]
359	猫猫	[0, 0, 3003]	[3008, 3003, 3003]	[0, 0, 3003]	[0]	[0]	[0]
360	猫猫	[3003, 3003, 3003]	[3003, 0, 3003]	[3003, 3003, 3003]	[0, 3003, 0]	[0]	[0]
361	猫猫	[3003, 0, 0]	[3003, 3003, 3016]	[3003, 0, 0]	[0]	[0]	[0]
362	猫猫	[3016, 3016]	[3016, 3003]	[3016, 3003]	[3016, 3016]	[0]	[0]
363	猫猫	[3016, 3016, 3016]	[3003, 3003, 3003]	[3016, 3016, 3016]	[0]	[0]	[0]
364	猫猫	[3016, 3016]	[3003, 3016]	[3003, 3016]	[3016, 3016]	[0]	[0]
365	鲨碧	[3005, 0, 0]	[3005, 0, 0]	[3007, 3005, 0]	[0, 3007, 3005]	[0]	[0]
366	鲨碧	[0, 3007, 3005]	[3007, 3005, 0]	[3005, 0, 0]	[3005, 0, 0]	[0]	[0]
367	鲨碧	[0, 3005]	[3007, 3007]	[0, 3007]	[0]	[0]	[0]
368	鲨碧	[3005, 3005]	[3007, 3007]	[3007, 3007]	[3007, 3007]	[0]	[0]
369	鲨碧	[3007, 3007]	[3007, 3007]	[3007, 3007]	[3005, 3005]	[0]	[0]
370	鲨碧	[0, 3007, 3007]	[3007, 3007, 3005]	[3005, 3005, 3005]	[3005, 3005, 3005]	[0]	[0]
372	鲨碧	[0, 3016, 0]	[3016, 3003, 3016]	[0, 3016, 0]	[0]	[0]	[0]
373	鲨碧	[0, 0, 3018]	[0, 0, 0]	[3018, 0, 0]	[0]	[0]	[0]
374	鲨碧	[3018]	[0]	[0]	[0]	[0]	[0]
375	鲨碧	[0, 3005, 3005]	[3005, 3005, 3005]	[0, 3005, 3005]	[0]	[0]	[0]
376	鲨碧	[3005, 3005, 3005]	[3005, 0, 3005]	[3005, 3005, 0]	[0]	[0]	[0]
377	鲨碧	[0, 3005]	[3005, 3007]	[3007, 0]	[0]	[0]	[0]
378	鲨碧	[3005, 3005, 3005, 3005]	[0]	[0]	[0]	[0]	[0]
379	鲨碧	[0, 3005]	[3005, 3005]	[0, 3005]	[0]	[0]	[0]
380	鲨碧	[3007, 3007, 0]	[0, 3011, 3007]	[0]	[0]	[0]	[0]
381	鲨碧	[3007, 3011, 3007]	[3007, 3011, 3007]	[0]	[0]	[0]	[0]
382	鲨碧	[3007, 3007, 3007]	[0, 3007, 3007]	[0, 0, 3007]	[0]	[0]	[0]
383	四叶草	[0, 0, 3004]	[0, 0, 3004]	[0, 0, 3004]	[3004, 3004, 0]	[0]	[0]
384	四叶草	[3004, 3004, 3004]	[0]	[0]	[0]	[0]	[0]
385	猫猫	[3019, 3019, 3019]	[0, 0, 0]	[3019, 3019, 3019]	[0]	[0]	[0]
67116865	8001	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67116866	8002	[0, 0, 0, 0, 0, 0]	[0, 1, 1, 1, 0, 0]	[0, 1, 1, 1, 0, 0]	[0, 1, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67113865	5001	[2, 0, 0, 0, 0, 0]	[5, 0, 0, 0, 0, 0]	[4, 0, 0, 0, 0, 0]	[3, 2, 3, 4, 5, 3]	[2, 0, 0, 0, 0, 0]	[3, 0, 0, 0, 0, 0]
67113866	5002	[0]	[0]	[0]	[0]	[0]	[0]
67113867	5003	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]	[1, 1, 1, 1, 1, 1]	[1, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 0]
67113868	5004	[3, 0, 0, 0, 0, 0]	[3, 0, 0, 0, 0, 0]	[3, 0, 0, 0, 0, 0]	[3, 0, 0, 0, 0, 0]	[1, 3, 3, 3, 3, 3]	[3, 0, 0, 0, 0, 0]
67113869	5005	[4, 0, 0, 0, 0, 0]	[3, 0, 0, 0, 0, 0]	[4, 0, 0, 0, 0, 0]	[3, 0, 0, 0, 0, 0]	[1, 3, 4, 3, 5, 3]	[3, 0, 0, 0, 0, 0]
67110865	2001	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0]	[1, 2, 1, 0, 0, 0]	[0, 1, 0, 0, 0, 0]
67110866	2002	[0]	[0]	[0]	[0]	[0]	[0]
67110867	2003	[0]	[0]	[0]	[0]	[0]	[0]
67110868	2004	[0, 0, 0, 0, 0, 0]	[0, 1, 0, 1, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 1, 0, 1, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67115865	7001	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[1003, 1004, 0, 1800001002, 1800001001, 0]	[1001, 1002, 0, 1800001004, 1800001003, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67112865	4001	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[1, 1, 0, 0, 0, 0]
67112866	4002	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67112867	4003	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 1, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67112868	4004	[0]	[0]	[0]	[0]	[0]	[0]
67112869	4005	[0]	[0]	[0]	[0]	[0]	[0]
67112870	4006	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 2, 0, 0]	[0, 1, 0, 2, 0, 0]	[0, 0, 0, 2, 0, 0]
67112871	4007	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 2, 0, 0, 0, 0]	[1, 2, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67112872	4008	[0]	[0]	[0]	[0]	[0]	[0]
67109865	1001	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 1, 2, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67109866	1002	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 2003, 2005, 2002, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67109867	1003	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67109868	1004	[0]	[0]	[0]	[0]	[0]	[0]
67109869	1005	[0]	[0]	[0]	[0]	[0]	[0]
67109870	1006	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 5, 0, 0, 0, 0]	[2, 1, 4, 0, 0, 0]	[0, 3, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67109871	1007	[1, 0, 0, 0, 0, 1]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[1, 0, 0, 0, 0, 1]
67109872	1008	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 1, 0, 0, 0, 0]	[0, 1, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67114865	6001	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 1, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67111865	3001	[0, 0, 0, 0, 0, 0]	[0, 0, 1, 1, 0, 0]	[0, 0, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]
67111866	3002	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 1, 1, 1, 0, 0]	[0, 1, 1, 1, 0, 0]	[0, 1, 1, 1, 0, 0]	[0, 0, 0, 0, 0, 0]
67111867	3003	[0]	[0]	[0]	[0]	[0]	[0]
67111868	3004	[0]	[0]	[0]	[0]	[0]	[0]
67111869	3005	[0]	[0]	[0]	[0]	[0]	[0]
16777218		[1800001002, 1800001001]	[1800001004, 1800001003]	[0]	[0]	[0]	[0]
67112873	4009	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[0, 0, 0, 0, 0, 0]	[2, 0, 0, 0, 0, 0]	[1, 1, 0, 0, 0, 0]	[1, 1, 0, 0, 0, 0]
