Id	Type	ScreenType	ActivityId	TimeId	ExtraParams	InitQuality	QualityConditions	Qualities	Condition	Name	MainDesc	WorldDesc	Hint	ExpandInfoId	GetDesc	Priority	ShowType	ShowScore	ShowQualityUpTip	IsNotShowGetTip	Medal3D	MedalImg	MedalIcon	ScoreParams	GroupId	GroupLv	ShowMaxLevel	PrefabPath
13007200	999	2				5				JOKER	收藏品	空中花园内流行的扑克套牌中几十组才会出现一张的稀有纪念卡。灿金色的卡面上是谜之力量的象征。比起游玩价值，更多被用作收藏。			翻点拼斗乐连赢次数达到10	2500						Assets/Product/Texture/Image/UiCollection/Iconcollection048.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13007300	999	2				4	[850081]	[5]		验算提箱	收藏品	装着全程验算公式与过程的提箱，不需要打开也能通过提箱外侧的电子屏观看数据。	['·获得2个【验算提箱】，品质提升为橙色']		参与活动-链携推演获得	2600						Assets/Product/Texture/Image/UiCollection/Iconcollection050.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13007400	999	2				2	[850082, 850083, 850084]	[3, 4, 5]		瓶中信	收藏品	阿西莫夫非常珍爱的个人收藏品。	['·获得3个【瓶中信】，品质提升为蓝色', '·获得6个【瓶中信】，品质提升为紫色', '·获得10个【瓶中信】，品质提升为橙色']		通过界限构解积分奖励获得	2700						Assets/Product/Texture/Image/UiCollection/Iconcollection051.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13007500	11	2			[102]	4				失序怀表	收藏品	一支精致的复古怀表。金箔纹路盘旋的表盘上并没有指针，可贴近它仔细聆听，那若隐若现的齿轮声，究竟来自钟表，还是塔楼的深处……？			完成活动任务-空想环廊·终后获得	2800		1				Assets/Product/Texture/Image/UiCollection/Iconcollection049.png					50	Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13007600	999	2				4				粽之秘宝	收藏品	通过所有谜题获得隐藏的粽之秘宝。			通过端午活动【夺宝谜粽】获得	2900						Assets/Product/Texture/Image/UiCollection/Iconcollection052.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13007700	999	2				2	[850085, 850086, 850087]	[3, 4, 5]		海平线余音·歌集	收藏品	歌集，收录在老旧的储存设备中。古老却又颇具质感的歌声中，唱颂着诸多有关大海的故事。	['·获得3个【海平线余音·歌集】，品质提升为蓝色', '·获得6个【海平线余音·歌集】，品质提升为紫色', '·获得10个【海平线余音·歌集】，品质提升为橙色']		通过玩法【远歌深潜】获得	3000						Assets/Product/Texture/Image/UiCollection/Iconcollection054.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13007800	2	2	7			2	[850088, 850089, 850090]	[3, 4, 5]		洋流涡纪念章	收藏品	巴别塔计划·洋流涡中获得的纪念章，独辟蹊径的造型创意昭示着工匠在这颗小小徽章上付诸的心血。用以嘉奖在巴别塔计划第七期洋流涡战略行动中成功达成深度战略模拟的指挥官们。纪念章精致大方的设计，彰显着持有者的英勇，诉说着某次战斗的传说与荣光。	['·完成巴别塔任务【逆涡行舟Ⅱ】，品质提升为蓝色', '·完成巴别塔任务【逆涡行舟Ⅲ】，品质提升为紫色', '·完成巴别塔任务【逆涡行舟Ⅳ】，品质提升为橙色']		通关一次巴别塔·洋流涡获得	1407		1				Assets/Product/Texture/Image/UiCollection/Iconcollection053.png	Assets/Product/Texture/Image/UiCollection/Iconcollection053.png					Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13007900	999	2				2	[850091, 850092, 850093]	[3, 4, 5]		护身匕首	收藏品	还是战场护士的时候薇拉所携带的匕首，用来在迫不得已的时候解决敌人或者解决自己。	['·获得2个【护身匕首】，品质提升为蓝色', '·获得3个【护身匕首】，品质提升为紫色', '·获得4个【护身匕首】，品质提升为橙色']		通过玩法【永战者凯歌】获得	3200						Assets/Product/Texture/Image/UiCollection/Iconcollection055.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13008000	999	2				2	[850094, 850095, 850096]	[3, 4, 5]		“棒棒指挥官”奖杯	收藏品	一个被妥善保存的、充满年代感的奖杯，看上去像是黄金时代颁发给最佳演员的嘉奖，底部的署名已经被抹去，改成了“棒棒指挥官”。这看上去像是一种赞誉……这应该是赞誉吧？	['·获得2个【“棒棒指挥官”奖杯】，品质提升为蓝色', '·获得3个【“棒棒指挥官”奖杯】，品质提升为紫色', '·获得4个【“棒棒指挥官”奖杯】，品质提升为橙色']		通过玩法【独行者剧目·帷幕升起】获得	3300						Assets/Product/Texture/Image/UiCollection/Iconcollection058.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13009000	999	2				2	[850097, 850098, 850099]	[3, 4, 5]		人类屹立于此	收藏品	“人类屹立于此/我们曾活过。”这块沉重的黑曜石铭牌由艺术协会设计制作，用于表彰在本次迈锡尼协议任务中取得优异战果的指挥官。在我们面前的这片土地上曾流过无数象征着人类勇气的鲜血，我们虽然暂时被阻滞于此，但我们终将重新踏上他们蹚出的道路，获得最后的胜利。	['·获得2个【人类屹立于此】，品质提升为蓝色', '·获得4个【人类屹立于此】，品质提升为紫色', '·获得5个【人类屹立于此】，品质提升为橙色']		通过玩法【猩红林地】获得	3400						Assets/Product/Texture/Image/UiCollection/Iconcollection056.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13010000	999	2				2	[990000, 990001, 990002]	[3, 4, 5]		异壤培蓄证书	收藏品	异壤培蓄证书，捕捉了新生灾祸的残影。	['·获得18个【异壤培蓄证书】，品质提升为蓝色', '·获得36个【异壤培蓄证书】，品质提升为紫色', '·获得56个【异壤培蓄证书】，品质提升为橙色']		完成【伽基勒档案·异壤】培蓄后获得。	3500		1				Assets/Product/Texture/Image/UiCollection/Iconcollection057.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13011000	999	2				2	[990003, 990004, 990005]	[3, 4, 5]		掌上信号塔	收藏品	空中花园内流行的科技玩具，具备特定频段内的通讯功能，时常能见到有孩子通过这个秘密通话。	['·获得3个【掌上信号塔】，品质提升为蓝色', '·获得5个【掌上信号塔】，品质提升为紫色', '·获得7个【掌上信号塔】，品质提升为橙色']		通过玩法【链合回路】获得	3600						Assets/Product/Texture/Image/UiCollection/Iconcollection059.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13012001	999	2				2	[990015, 990016, 990017]	[3, 4, 5]		行星序列	收藏品	手工制作的星系模型，虽然比不上全息投影精确和方便，但是却正因如此更加能引人幻想。	['·在玩法中获得44000积分，品质提升为蓝色', '·在玩法中获得48000积分，品质提升为紫色', '·在玩法中获得52000积分，品质提升为橙色']		通过玩法【界限构解】获得	3700						Assets/Product/Texture/Image/UiCollection/Iconcollection063.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13012002	999	2				2	[990012, 990013, 990014]	[3, 4, 5]		笼中雀	收藏品	即使逃离的时间已所剩无几，她依然决定留在这里。	['·获得2个【笼中雀】，品质提升为蓝色', '·获得3个【笼中雀】，品质提升为紫色', '·获得4个【笼中雀】，品质提升为橙色']		通过玩法【生命星灯】获得	3701						Assets/Product/Texture/Image/UiCollection/Iconcollection061.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13012003	999	2				2	[990009, 990010, 990011]	[3, 4, 5]		“战术”跳舞毯	收藏品	赛利卡倾情推荐的跳舞毯，这是专为指挥官提供的特殊款，轻巧便携，能够随机播放轻松愉快的音乐，只是毯子上的图案似乎有点过于眼熟。……这真的是跳舞毯吗?	['·获得10个【“战术”跳舞毯】，品质提升为蓝色', '·获得25个【“战术”跳舞毯】，品质提升为紫色', '·获得50个【“战术”跳舞毯】，品质提升为橙色']		通过玩法【舞乐晨星】获取	3702						Assets/Product/Texture/Image/UiCollection/Iconcollection062.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13012004	2	2	9			2	[990006, 990007, 990008]	[3, 4, 5]		岖夜行纪念章	收藏品	巴别塔计划·岖夜行中获得的纪念章，独特的雕刻工艺使其在诸多纪念章中也格外显眼。用以嘉奖在巴别塔计划第八期岖夜行战略行动中成功达成深度战略模拟的指挥官们。别具一格的光泽与凹凸设计，体现了持有者在某次作战中的卓越表现。	['·完成巴别塔任务【岖夜漫渡Ⅶ】，品质提升为蓝色', '·完成巴别塔任务【岖夜漫渡Ⅷ】，品质提升为紫色', '·完成巴别塔任务【岖夜漫渡Ⅸ】，品质提升为橙色']		通关一次巴别塔·岖夜行获得	1408		1				Assets/Product/Texture/Image/UiCollection/Iconcollection064.png	Assets/Product/Texture/Image/UiCollection/Iconcollection064.png					Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13013001	999	2				5				纪念相册	收藏品	——与大家难忘的记忆装点成册，希望这些回忆能够填满今后的每一天。			生日当天获得	3799						Assets/Product/Texture/Image/UiCollection/Iconcollection065.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13013002	999	2				2	[990019, 990020, 990021]	[3, 4, 5]		第一协奏曲·鸢尾	收藏品	赛琳娜作为歌剧家，第一次将自己感情融入乐章，谱写的协奏曲。 尽管乐曲十分青涩，以至于赛琳娜在看到谱上的一些小错误时，总会羞赧地别过脸去，但这几张乐谱，依然被她小心翼翼地珍藏在盒中。 而现在，这份青涩的回忆，一如乐谱上演绎的曲调般，静静地躺在你手上，等待着有两个人能将它演奏到最后。	['·获得2个<鸢尾>，品质提升为蓝色', '·获得3个<鸢尾>，品质提升为紫色', '·获得4个<鸢尾>，品质提升为橙色']		通过玩法【协奏者鸣律】获得	3801						Assets/Product/Texture/Image/UiCollection/Iconcollection066.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13013003	999	2				2	[990022, 990023, 990024]	[3, 4, 5]		节日合照	收藏品	拾荒者最后只留下这一张合照，记录着曾在此地挣扎活着的岁月。而参与合照的人们，大都已经消逝在变迁之中。	['·获得2个【节日合照】，品质提升为蓝色', '·获得3个【节日合照】，品质提升为紫色', '·获得5个【节日合照】，品质提升为橙色']		通过玩法【免疫之城】获得	3802						Assets/Product/Texture/Image/UiCollection/Iconcollection068.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13013004	9	2			[1636596000, 1]	6				荣誉纪念章II	收藏品	这一年里指挥官们经历过最险恶的战斗，无论是红潮的中心还是绝海的边端，都留下了你们浴血战斗的身影。绝望或许时刻萦绕，但你们每次仍奋力握住了唯一的曙光，愿这个珍贵的勋章在未来见证你们的胜利，并成为宝贵的回忆。（统计截止至2021-11-11 10:00）		[1, 2, 3, 4]	通过二周年签到获得	301						Assets/Product/Texture/Image/UiCollection/Iconcollection067.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13013005	999	2				3	[990025, 990026, 990027]	[3, 4, 5]		《祈祷》	收藏品	故事总会终结，对这幅名为“祈祷”的画像之中那位少女的结局，你会有所遗憾，又抑或是就此闭幕？但只要内心的祈愿没有消散，那么故事的结局一定能由你来改写。	['·获得1个《祈祷》，品质为蓝色', '·获得2个《祈祷》，品质提升为紫色', '·获得3个《祈祷》，品质提升为橙色']		通过玩法【宣叙妄响】获得	3803						Assets/Product/Texture/Image/UiCollection/Iconcollection069.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13014001	999	2				2	[990028, 990029, 990030]	[3, 4, 5]		武道的极致	收藏品	习武之人一生都在寻求的极致境界，并不是以拳脚兵器战胜对手，而是以道理使对手信服于自己，寻求战斗以外的共存之法——当然，如果道理讲不通的话，也自然要有别的办法……	['·获得2个【武道的极致】，品质提升为蓝色', '·获得3个【武道的极致】，品质提升为紫色', '·获得4个【武道的极致】，品质提升为橙色']		通过玩法【游方者记录】获得	3901						Assets/Product/Texture/Image/UiCollection/Iconcollection070.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13014002	999	2				2	[990031, 990032, 990033]	[3, 4, 5]		停掉的怀表	收藏品	时光的表盖已然破碎，命运的齿轮嘎吱嘎吱。只能通过特定发条维持运转的怀表，现在也暂时得到了安宁。	['·获得2个【停掉的怀表】，品质提升为蓝色', '·获得3个【停掉的怀表】，品质提升为紫色', '·获得4个【停掉的怀表】，品质提升为橙色']		通过玩法【噬潮逃生】获得	3902						Assets/Product/Texture/Image/UiCollection/Iconcollection071.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13014003	999	2				2	[990034, 990035, 990036]	[3, 4, 5]		迷你木制矩阵	收藏品	九龙地区流传的古老益智玩具，发明者是一位古代建筑师，他将带有榫卯的木条互相咬合组装起来制作成玩具供孩童们玩耍。九龙人相信通过反复的拆装复杂的结构，能够锻炼孩童的观察力和动手能力。针对不同年龄段的孩童进行了细致的难度分类，但高难度的品类也能让一些成年人沉浸其中。	['·获得3个【迷你木制矩阵】，品质提升为蓝色', '·获得5个【迷你木制矩阵】，品质提升为紫色', '·获得7个【迷你木制矩阵】，品质提升为橙色']		通过玩法【链合回路】获得	3903						Assets/Product/Texture/Image/UiCollection/Iconcollection072.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13014004	999	2				5				永冻冰冠	收藏品	寒气逼人的冰冠据说永远都不会融化，给予在冰雪感蟹祭中完成任务的所有指挥官，蟹蟹你的参与！			通过玩法【冰雪感蟹祭】获得	3904						Assets/Product/Texture/Image/UiCollection/Iconcollection073.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13015001	999	2				2	[990037, 990038, 990039]	[3, 4, 5]		陨落星屑	收藏品	她在无数星辰的碎片上留下了自己的牵挂，盼望有一片能穿过宇宙来到你身旁。——你如今还好吗？还……记得我吗？在遥远的未来，少女依然在浩瀚深空中流浪。	['获得2个【陨落星屑】，品质提升为蓝色', '获得3个【陨落星屑】，品质提升为紫色', '获得4个【陨落星屑】，品质提升为橙色']		通过玩法【凛冬序列】获得	4001						Assets/Product/Texture/Image/UiCollection/Iconcollection074.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13015002	999	2				2	[990046, 990047, 990048]	[3, 4, 5]		雪人朋友	收藏品	小小的雪人工艺品，代表着不会融化的思念。	['获得2个【雪人朋友】，品质提升为蓝色', '获得3个【雪人朋友】，品质提升为紫色', '获得5个【雪人朋友】，品质提升为橙色']		通过春节活动【落梅融雪】获得	4002						Assets/Product/Texture/Image/UiCollection/Iconcollection077.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13015003	2	2	11			2	[990040, 990041, 990042]	[3, 4, 5]		化物归墟纪念章	收藏品	巴别塔计划·化物归墟中获得的纪念章，可作为珍贵的收藏品。用以嘉奖在化物归墟攻略行动中成功达成深度战略模拟的指挥官们。	['·完成巴别塔任务【归墟VII】，品质提升为蓝色', '·完成巴别塔任务【归墟VIII】，品质提升为紫色', '·完成巴别塔任务【归墟IX】，品质提升为橙色']		通关一次【巴别塔·化物归墟】获得	1409		1				Assets/Product/Texture/Image/UiCollection/Iconcollection078.png	Assets/Product/Texture/Image/UiCollection/Iconcollection078.png					Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13015004	999	2				2	[990043, 990044, 990045]	[3, 4, 5]		永动星空	收藏品	在她灵魂中转动着的，是一个见证过去与未来的小小的宇宙。	['·获得2个【永动星空】，品质提升为蓝色', '·获得3个【永动星空】，品质提升为紫色', '·获得4个【永动星空】，品质提升为橙色']		通过玩法【机械之心】获得	4003						Assets/Product/Texture/Image/UiCollection/Iconcollection076.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13015005	999	2				2	[990049, 990050, 990051]	[3, 4, 5]		群星盛衰	收藏品	寒物质，物质堆，轨道，聚集，稳定。聚变，燃烧，红巨星，冰冷。就在我们眼前，那广阔的星空中，有无数的星星诞生，无数的星星衰老。那是无数个我们的过去。那是无数个我们的未来。这枚勋章，给予经历如此多战斗，见证这一刻群星盛衰的你们。	['·获得6个【群星盛衰】，品质提升为蓝色', '·获得11个【群星盛衰】，品质提升为紫色', '·获得16个【群星盛衰】，品质提升为橙色']		通过玩法【迈锡尼协议·未然观测】获得	4004						Assets/Product/Texture/Image/UiCollection/Iconcollection079.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13015006	999	2				5				缀王之王	收藏品	元宵灯点，点缀节间欢声。折扇轻舞，舞动漫天春色。			通过春节活动【同祈迎春】获得	4005						Assets/Product/Texture/Image/UiCollection/Iconcollection075.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13016001	999	2				2	[990055, 990056, 990057]	[3, 4, 5]		转动这个迪球	收藏品	由某位不知名的青年rap歌手提供。对活跃气氛有极强的效果，友情提醒，请不要在居住区使用。	['·获得2个【转动这个迪球】，品质提升为蓝色', '·获得3个【转动这个迪球】，品质提升为紫色', '·获得4个【转动这个迪球】，品质提升为橙色']		通过玩法【劲舞帕尼尼】获得	5001						Assets/Product/Texture/Image/UiCollection/Iconcollection081.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13016002	999	2				2	[990052, 990053, 990054]	[3, 4, 5]		差分机	收藏品	哈卡玛凝视着它时，常常会想，在那一侧的尽头里，机械也能够思考吗？	['·获得2个【差分机】，品质提升为蓝色', '·获得3个【差分机】，品质提升为紫色', '·获得4个【差分机】，品质提升为橙色']		通过玩法【寻神者赞诗】获得	5002						Assets/Product/Texture/Image/UiCollection/Iconcollection082.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13017001	999	2				5				像素小达人	收藏品	送给【魔方嘉年华】优胜者的特制奖杯。虽然可以凭心情拆开成彩色的零件，但想拼回去，就要凭头脑了。			通过玩法【魔方嘉年华】获得	6001						Assets/Product/Texture/Image/UiCollection/Iconcollection086.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13017002	999	2				2	[990061, 990062, 990063]	[3, 4, 5]		月光砂	收藏品	盛放在沙漏之中的白砂透着淡淡的荧光。那是月光的切片，无星黑夜中唯一的明灯。可月亮本身，不也在依托他人的光明么——不知从何处听来了这样的声音，少女露出一丝落寞的微笑。	['·搜集3个【月光砂】，品质提升为蓝色', '·搜集6个【月光砂】，品质提升为紫色', '·搜集10个【月光砂】，品质提升为橙色']		通过玩法【基伽勒档案·暗月回廊】获得	6002						Assets/Product/Texture/Image/UiCollection/Iconcollection085.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13017003	999	2				2	[990064, 990065, 990066]	[3, 4, 5]		月面基地模型	收藏品	前黄金时代，第一位登上月球的人曾说“这是我个人的一小步，却是人类的一大步。”而现在，无数人聚集在月面基地，要再次为了人类的未来，而迈出无数个人的一小步。	['·获得2个【月面基地模型】，品质提升为蓝色', '·获得3个【月面基地模型】，品质提升为紫色', '·获得4个【月面基地模型】，品质提升为橙色']		通过玩法【凝暗机核】获得	6003						Assets/Product/Texture/Image/UiCollection/Iconcollection084.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13018001	999	2				2	[990067, 990068, 990069]	[3, 4, 5]		流浪者记事簿	收藏品	很难想象，这样一本破旧的纸质记事簿是如何被保存下来的。扉页上的血渍和液迹早已干涸变色，其中的字迹也并不属于同一个人。	['·搜集2个【流浪者记事簿】，品质提升为蓝色', '·搜集3个【流浪者记事簿】，品质提升为紫色', '·搜集4个【流浪者记事簿】，品质提升为橙色']		通过玩法【免疫之城·荒境纪事】获得	7002						Assets/Product/Texture/Image/UiCollection/Iconcollection087.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13018002	999	2				2	[990070, 990071, 990072]	[3, 4, 5]		向日葵与落羽	收藏品	负罪者缓缓诉说着他的回忆，并将那珍贵的光点制作成留念赠予肯静静聆听的你，其中有扎根于地面却昂首逐光的花朵，也有展翅海鸥留下的痕迹。	['·获得2个【向日葵与落羽】，品质提升为蓝色', '·获得3个【向日葵与落羽】，品质提升为紫色', '·获得4个【向日葵与落羽】，品质提升为橙色']		通过玩法【负罪者自白】获得	7003						Assets/Product/Texture/Image/UiCollection/Iconcollection088.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13018003	999	2				2	[990073, 990074, 990075]	[3, 4, 5]		“腮红”	收藏品	褪色的鹦鹉辅助机，已经完全停止了活动，它曾跟在一位构造体身边，记录了从普利亚森林公园遗址开始，直到奥赛兰姆号崩毁的战斗。	['·获得2个【“腮红”】，品质提升为蓝色', '·获得3个【“腮红”】，品质提升为紫色', '·获得4个【“腮红”】，品质提升为橙色']		通过玩法【界限构解】获得	7003						Assets/Product/Texture/Image/UiCollection/Iconcollection089.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019001	999	2				2	[990085, 990086, 990087]	[3, 4, 5]		夏色隙影	收藏品	由于在慌乱中错将照片模式切换为了视频录制，一段未曾料想过的夏日实录被巧合地留存了下来。	['·获得3个【夏色隙影】，品质提升为蓝色', '·获得5个【夏色隙影】，品质提升为紫色', '·获得7个【夏色隙影】，品质提升为橙色']		通过玩法【盛夏回响纪】获得	8001						Assets/Product/Texture/Image/UiCollection/Iconcollection093.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019002	999	2				2	[990076, 990077, 990078]	[3, 4, 5]		惑砂数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与惑砂的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得6星奖励后，品质提升为蓝色', '·获得9星奖励后，品质提升为紫色', '·获得15星奖励后，品质提升为橙色']		通过玩法【追忆洄游】获得	8002						Assets/Product/Texture/Image/UiCollection/Iconcollection094.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019003	2	2	13			2	[990079, 990080, 990081]	[3, 4, 5]		凯旋潮纪念章	收藏品	巴别塔计划·凯旋潮中获得的纪念章，用以嘉奖在巴别塔计划第十期凯旋潮战略行动中成功达成深度战略模拟的指挥官们。纪念章气势磅礴的设计中镌刻了对战士胜利的祝颂。	['·完成巴别塔任务【高歌VII】，品质提升为蓝色', '·完成巴别塔任务【高歌VIII】，品质提升为紫色', '·完成巴别塔任务【高歌IX】，品质提升为橙色']		通关一次【巴别塔·凯旋潮】获得	1410		1				Assets/Product/Texture/Image/UiCollection/Iconcollection091.png	Assets/Product/Texture/Image/UiCollection/Iconcollection091.png					Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019004	999	2				2	[990082, 990083, 990084]	[3, 4, 5]		萤辉珊瑚	收藏品	能够散发出淡淡荧光的珊瑚。浪潮的呼唤，引来了深海的精灵，它们汇聚到岸旁，化为浅渊的星河，为比安卡指引回归的道路。	['·获得2个【萤辉珊瑚】，品质提升为蓝色', '·获得3个【萤辉珊瑚】，品质提升为紫色', '·获得4个【萤辉珊瑚】，品质提升为橙色']		通过玩法【重塑者决意】获得	8004						Assets/Product/Texture/Image/UiCollection/Iconcollection092.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019101	999	2				2	[990088, 990089, 990090]	[3, 4, 5]		且舞且蹈	收藏品	雪白轻柔的薄裙，静静伫立在展示架上。穿上它，轻轻抬起膝盖，徐徐旋转身躯。一圈一圈，永不歇停。这就是舞者的使命。舞者为何要起舞呢？舞者可曾记得自己昨日的舞步？舞者……未来将舞至何时？	['·获得2个【且舞且蹈】，品质提升为蓝色', '·获得3个【且舞且蹈】，品质提升为紫色', '·获得4个【且舞且蹈】，品质提升为橙色']		通过玩法【轻舞赏览】获得	9001						Assets/Product/Texture/Image/UiCollection/Iconcollection096.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019102	999	2				2	[990091, 990092, 990093]	[3, 4, 5]		链合聚磁	收藏品	空中花园一度流行的玩具，脱胎于工程部队的工业用模具。由于过于执着于还原工业磁力，造成安全问题，而最终停止生产。请珍惜现在手上这个价值宝贵的珍品，同时千万不要让它接近任何带磁物质……	['·获得2个【链合聚磁】，品质提升为蓝色', '·获得3个【链合聚磁】，品质提升为紫色', '·获得4个【链合聚磁】，品质提升为橙色']		通过玩法【链合回路·聚磁释能】获得	9002						Assets/Product/Texture/Image/UiCollection/Iconcollection095.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019103	999	2				2	[990094, 990095, 990096]	[3, 4, 5]		瓷塑天鹅	收藏品	停驻在静谧湖水上的精致的陶瓷天鹅，高贵而优雅，沉默而徒劳地证明着邦比娜塔稔熟于心却无法复现的那场共舞。	['·获得2个【瓷塑天鹅】，品质提升为蓝色', '·获得3个【瓷塑天鹅】，品质提升为紫色', '·获得4个【瓷塑天鹅】，品质提升为橙色']		通过玩法【实存者答问】获得	9003						Assets/Product/Texture/Image/UiCollection/Iconcollection098.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019104	999	2				5				晴月悠祝	收藏品	艺术协会为纪念中秋节而准备的特殊书签。除了已经刻好的祝福，还可以在书签的另一面写下想要传达的话语，而后赠予他人。传说，假如收到的书签能够组成完整的圆月，就可以在图案上刻下心愿，等待它成为现实的那一天到来。			通过中秋活动【游月杳信】获得	9004						Assets/Product/Texture/Image/UiCollection/Iconcollection097.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019201	999	2				2	[990097, 990098, 990099]	[3, 4, 5]		未元投影体数据样本	收藏品	空中花园收集到的作战残响，根据不同档位显示不同品质。模拟与未元投影体的作战后即可获得，即便是部分样本也散发出神秘的力量。	['·获得6星奖励后，品质提升为蓝色', '·获得9星奖励后，品质提升为紫色', '·获得15星奖励后，品质提升为橙色']		通过玩法【超维坍缩】获得	10001						Assets/Product/Texture/Image/UiCollection/Iconcollection101.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019202	999	2				5				断裂的铭牌	收藏品	断裂的铭牌被战火侵染却不见锈迹，它记录着一段被隐瞒的过去，与从前彻底告别的她，将过去交予了你。			通过玩法【本我回廊-深红之渊】获得	10002						Assets/Product/Texture/Image/UiCollection/Iconcollection100.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019203	999	2				3	[990100, 990101]	[4, 5]		像素梦之队	收藏品	送给【魔方挑战赛】优胜者队伍的特制奖杯。如果将三个小人拆下来放在一起，可以看到它们底部的文字拼成了一句话：We are the champions！	['·获得2个【像素梦之队】，品质提升为紫色', '·获得3个【像素梦之队】，品质提升为橙色']		通过玩法【魔方挑战赛】获得	10003						Assets/Product/Texture/Image/UiCollection/Iconcollection099.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
13019204	999	2				5				旧短刀	收藏品	从全副武装到赤手空拳，他学会用过很多武器，对短刀是他用得最趁手的。哪怕已经磨损得不能使用，这旧物也一直留着。现在，这代表着过去的短刀，他交给你了。			通过玩法【本我回廊-夜刃】获得	10004						Assets/Product/Texture/Image/UiCollection/Iconcollection102.png						Assets/Product/Ui/ComponentPrefab/UiCollection/CollectionStyleOne.prefab
