Id	Name	Type	Star	Ability	CharacterId	FightEvent	FightEventLevel	FixAttrIds	FixAttrLevels	AttrFixGroupIds	Load	DecomposeValue	Icon	Quality	DescId	DescParam	DescTipsId	DescInitValue	DescFixAttrId	DescCoefficient	IsDisplay	SimpleDescId	Tags	Element	Sort	GoldDesc	Chapter	SlotCount	AffixUnlockCost	AffixResetCost	AffixSameTypeResetCost	BuyCost	RandomInitialAffixCount
424	瑰丽·超频二Ⅳ	233	6	1450	1131002	224312	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadWeila4.png	4	97	['20']		40000	4	5000		380	[2]	1	1131002		5	4	200	50	250	5000	2
425	狂犬·核心Ⅰ	234	3	290	1511003	2230225	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	1	98	['21%']		22300	4	300		381	[2]	1	1511003		5		200	50	250	500	
426	狂犬·核心Ⅱ	234	4	593	1511003	2230225	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	2	98	['42%']		44600	4	300		381	[2]	1	1511003		5		200	50	250	1000	
427	狂犬·核心Ⅲ	234	5	916	1511003	2230225	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	3	98	['62%']		69600	4	300		381	[2]	1	1511003		5		200	50	250	3000	
428	狂犬·核心Ⅳ	234	6	1450	1511003	2230225	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	4	98	['83%']		111400	4	300	1	381	[2]	1	1511003		5	4	200	50	250	5000	2
429	狂犬·核心Ⅳ	234	6	1800	1511003	2230225	5	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	4	98	['104%']		111400	4	300		381	[2]	1	1511003	超源：每清空一个信号球提供的暗属性伤害提升变为104%	5	4	200	50	250	5000	2
430	狂犬·超频一Ⅰ	235	3	290	1511003	224405	1	[4, 1]	[2, 1]	[702, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	1	99	['6']		40000	4	5000		382	[2]	1	1511003		5		200	50	250	500	
431	狂犬·超频一Ⅱ	235	4	593	1511003	224406	2	[4, 1]	[2, 2]	[702, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	2	99	['5']		40000	4	5000		382	[2]	1	1511003		5		200	50	250	1000	
432	狂犬·超频一Ⅲ	235	5	916	1511003	224407	3	[4, 1]	[3, 2]	[703, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	3	99	['4']		40000	4	5000		382	[2]	1	1511003		5		200	50	250	3000	
433	狂犬·超频一Ⅳ	235	6	1450	1511003	224408	4	[4, 1]	[3, 3]	[703, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	4	99	['3']		40000	4	5000		382	[2]	1	1511003		5	4	200	50	250	5000	2
434	狂犬·超频二Ⅰ	236	3	290	1511003	224409	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	1	100	['6']		40000	4	5000		383	[2]	1	1511003		5		200	50	250	500	
435	狂犬·超频二Ⅱ	236	4	593	1511003	224410	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	2	100	['5']		40000	4	5000		383	[2]	1	1511003		5		200	50	250	1000	
436	狂犬·超频二Ⅲ	236	5	916	1511003	224411	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	3	100	['4']		40000	4	5000		383	[2]	1	1511003		5		200	50	250	3000	
437	狂犬·超频二Ⅳ	236	6	1450	1511003	224412	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKamu4.png	4	100	['3']		40000	4	5000		383	[2]	1	1511003		5	4	200	50	250	5000	2
438	凛冽·核心Ⅰ	237	3	290	1141003	2230327	1	[1, 4]	[2, 1]	[202, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	1	101	['21%']		120000	1	2000		384	[2]	1	1141003		1		200	50	250	500	
439	凛冽·核心Ⅱ	237	4	593	1141003	2230328	2	[1, 4]	[2, 2]	[202, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	2	101	['42%']		250000	1	2000		384	[2]	1	1141003		1		200	50	250	1000	
440	凛冽·核心Ⅲ	237	5	916	1141003	2230329	3	[1, 4]	[3, 2]	[203, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	3	101	['62%']		400000	1	2000		384	[2]	1	1141003		1		200	50	250	3000	
441	凛冽·核心Ⅳ	237	6	1450	1141003	2230330	4	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	4	101	['83%']		640000	1	2000	1	384	[2]	1	1141003		1	4	200	50	250	5000	2
442	凛冽·核心Ⅳ	237	6	1800	1141003	2230330	5	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	4	101	['104%']		640000	1	2000		384	[2]	1	1141003	超源：消耗能量点提供的额外伤害加成提升变为104%	1	4	200	50	250	5000	2
443	凛冽·超频一Ⅰ	238	3	290	1141003	224505	1	[1, 4]	[2, 1]	[102, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	1	102	['20']		40000	1	5000		385	[2]	1	1141003		1		200	50	250	500	
444	凛冽·超频一Ⅱ	238	4	593	1141003	224506	2	[1, 4]	[2, 2]	[102, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	2	102	['40']		40000	1	5000		385	[2]	1	1141003		1		200	50	250	1000	
445	凛冽·超频一Ⅲ	238	5	916	1141003	224507	3	[1, 4]	[3, 2]	[103, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	3	102	['60']		40000	1	5000		385	[2]	1	1141003		1		200	50	250	3000	
446	凛冽·超频一Ⅳ	238	6	1450	1141003	224508	4	[1, 4]	[3, 3]	[103, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	4	102	['80']		40000	1	5000		385	[2]	1	1141003		1	4	200	50	250	5000	2
447	凛冽·超频二Ⅰ	239	3	290	1141003	224509	1	[1, 4]	[2, 1]	[202, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	1	103	['1']		40000	1	5000		386	[2]	1	1141003		1		200	50	250	500	
448	凛冽·超频二Ⅱ	239	4	593	1141003	224510	2	[1, 4]	[2, 2]	[202, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	2	103	['2']		40000	1	5000		386	[2]	1	1141003		1		200	50	250	1000	
449	凛冽·超频二Ⅲ	239	5	916	1141003	224511	3	[1, 4]	[3, 2]	[203, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	3	103	['3']		40000	1	5000		386	[2]	1	1141003		1		200	50	250	3000	
450	凛冽·超频二Ⅳ	239	6	1450	1141003	224512	4	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuosaita4.png	4	103	['4']		40000	1	5000		386	[2]	1	1141003		1	4	200	50	250	5000	2
451	雀翎·核心Ⅰ	240	3	290	1521003	2230295	1	[1, 4]	[2, 1]	[202, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	1	104	['384%']		120000	1	2000		387	[2]	1	1521003		1		200	50	250	500	
452	雀翎·核心Ⅱ	240	4	593	1521003	2230296	2	[1, 4]	[2, 2]	[202, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	2	104	['768%']		250000	1	2000		387	[2]	1	1521003		1		200	50	250	1000	
453	雀翎·核心Ⅲ	240	5	916	1521003	2230297	3	[1, 4]	[3, 2]	[203, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	3	104	['1152%']		400000	1	2000		387	[2]	1	1521003		1		200	50	250	3000	
454	雀翎·核心Ⅳ	240	6	1450	1521003	2230298	4	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	4	104	['1536%']		640000	1	2000	1	387	[2]	1	1521003		1	4	200	50	250	5000	2
455	雀翎·核心Ⅳ	240	6	1800	1521003	2230298	5	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	4	104	['1920%']		640000	1	2000		387	[2]	1	1521003	超源：凝结状态的敌人受到普通攻击的额外伤害提高至1920%	1	4	200	50	250	5000	2
456	雀翎·超频一Ⅰ	241	3	290	1521003	224605	1	[1, 4]	[2, 1]	[102, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	1	105	['5']		40000	1	5000		388	[2]	1	1521003		1		200	50	250	500	
457	雀翎·超频一Ⅱ	241	4	593	1521003	224606	2	[1, 4]	[2, 2]	[102, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	2	105	['10']		40000	1	5000		388	[2]	1	1521003		1		200	50	250	1000	
458	雀翎·超频一Ⅲ	241	5	916	1521003	224607	3	[1, 4]	[3, 2]	[103, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	3	105	['15']		40000	1	5000		388	[2]	1	1521003		1		200	50	250	3000	
459	雀翎·超频一Ⅳ	241	6	1450	1521003	224608	4	[1, 4]	[3, 3]	[103, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	4	105	['20']		40000	1	5000		388	[2]	1	1521003		1	4	200	50	250	5000	2
460	雀翎·超频二Ⅰ	242	3	290	1521003	224609	1	[1, 4]	[2, 1]	[202, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	1	106	['5']		40000	1	5000		389	[2]	1	1521003		1		200	50	250	500	
461	雀翎·超频二Ⅱ	242	4	593	1521003	224610	2	[1, 4]	[2, 2]	[202, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	2	106	['10']		40000	1	5000		389	[2]	1	1521003		1		200	50	250	1000	
462	雀翎·超频二Ⅲ	242	5	916	1521003	224611	3	[1, 4]	[3, 2]	[203, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	3	106	['15']		40000	1	5000		389	[2]	1	1521003		1		200	50	250	3000	
463	雀翎·超频二Ⅳ	242	6	1450	1521003	224612	4	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	4	106	['20']		40000	1	5000		389	[2]	1	1521003		1	4	200	50	250	5000	2
464	游麟·核心Ⅰ	243	3	290	1161002	2230228	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	1	107	['30%']		160000	4	2000		390	[2]	1	1161002		3		200	50	250	500	
465	游麟·核心Ⅱ	243	4	593	1161002	2230228	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	2	107	['60%']		320000	4	2000		390	[2]	1	1161002		3		200	50	250	1000	
466	游麟·核心Ⅲ	243	5	916	1161002	2230228	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	3	107	['89%']		500000	4	2000		390	[2]	1	1161002		3		200	50	250	3000	
467	游麟·核心Ⅳ	243	6	1450	1161002	2230228	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	4	107	['119%']		800000	4	2000	1	390	[2]	1	1161002		3	4	200	50	250	5000	2
468	游麟·核心Ⅳ	243	6	1800	1161002	2230228	5	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	4	107	['149%']		800000	4	2000		390	[2]	1	1161002	超源：必杀-流转之潮伤害额外伤害加成提升变为149%	3	4	200	50	250	5000	2
469	游麟·超频一Ⅰ	244	3	290	1161002	224705	1	[4, 1]	[2, 1]	[702, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	1	108	['3']		160000	4	2000		391	[2]	1	1161002		3		200	50	250	500	
470	游麟·超频一Ⅱ	244	4	593	1161002	224706	2	[4, 1]	[2, 2]	[702, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	2	108	['6']		320000	4	2000		391	[2]	1	1161002		3		200	50	250	1000	
471	游麟·超频一Ⅲ	244	5	916	1161002	224707	3	[4, 1]	[3, 2]	[703, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	3	108	['9']		500000	4	2000		391	[2]	1	1161002		3		200	50	250	3000	
472	游麟·超频一Ⅳ	244	6	1450	1161002	224708	4	[4, 1]	[3, 3]	[703, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	4	108	['12']		800000	4	2000		391	[2]	1	1161002		3	4	200	50	250	5000	2
473	游麟·超频二Ⅰ	245	3	290	1161002	224709	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	1	109	['1']		40000	4	5000		392	[2]	1	1161002		3		200	50	250	500	
474	游麟·超频二Ⅱ	245	4	593	1161002	224710	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	2	109	['3']		40000	4	5000		392	[2]	1	1161002		3		200	50	250	1000	
475	游麟·超频二Ⅲ	245	5	916	1161002	224711	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	3	109	['4']		40000	4	5000		392	[2]	1	1161002		3		200	50	250	3000	
476	游麟·超频二Ⅳ	245	6	1450	1161002	224712	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadChangyu4.png	4	109	['6']		40000	4	5000		392	[2]	1	1161002		3	4	200	50	250	5000	2
477	银冕·核心Ⅰ	246	3	290	1171003	2230303	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	1	110	['20%']		200000	4	2000		393	[2]	1	1171003		5		200	50	250	500	
478	银冕·核心Ⅱ	246	4	593	1171003	2230304	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	2	110	['40%']		360000	4	2000		393	[2]	1	1171003		5		200	50	250	1000	
479	银冕·核心Ⅲ	246	5	916	1171003	2230305	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	3	110	['60%']		560000	4	2000		393	[2]	1	1171003		5		200	50	250	3000	
480	银冕·核心Ⅳ	246	6	1450	1171003	2230306	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	4	110	['80%']		800000	4	2000	1	393	[2]	1	1171003		5	4	200	50	250	5000	2
481	银冕·核心Ⅳ	246	6	1800	1171003	2230306	5	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	4	110	['100%']		800000	4	2000		393	[2]	1	1171003	超源：直接进入满湮灭值的核心-湮灭状态的概率提高至100%	5	4	200	50	250	5000	2
482	银冕·超频一Ⅰ	247	3	290	1171003	224805	1	[4, 1]	[2, 1]	[702, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	1	111	['25%']		40000	4	5000		394	[2]	1	1171003		5		200	50	250	500	
483	银冕·超频一Ⅱ	247	4	593	1171003	224806	2	[4, 1]	[2, 2]	[702, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	2	111	['50%']		40000	4	5000		394	[2]	1	1171003		5		200	50	250	1000	
484	银冕·超频一Ⅲ	247	5	916	1171003	224807	3	[4, 1]	[3, 2]	[703, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	3	111	['75%']		40000	4	5000		394	[2]	1	1171003		5		200	50	250	3000	
485	银冕·超频一Ⅳ	247	6	1450	1171003	224808	4	[4, 1]	[3, 3]	[703, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	4	111	['100%']		40000	4	5000		394	[2]	1	1171003		5	4	200	50	250	5000	2
486	银冕·超频二Ⅰ	248	3	290	1171003	224809	1	[4, 1]	[2, 1]	[302, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	1	112	['1']		40000	4	5000		395	[2]	1	1171003		5		200	50	250	500	
487	银冕·超频二Ⅱ	248	4	593	1171003	224810	2	[4, 1]	[2, 2]	[302, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	2	112	['2']		40000	4	5000		395	[2]	1	1171003		5		200	50	250	1000	
488	银冕·超频二Ⅲ	248	5	916	1171003	224811	3	[4, 1]	[3, 2]	[303, 102]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	3	112	['3']		40000	4	5000		395	[2]	1	1171003		5		200	50	250	3000	
489	银冕·超频二Ⅳ	248	6	1450	1171003	224812	4	[4, 1]	[3, 3]	[303, 103]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuna4.png	4	112	['4']		40000	4	5000		395	[2]	1	1171003		5	4	200	50	250	5000	2
490	2B·核心Ⅰ	249	3	290	1181003	224901	1	[1, 4]	[2, 1]	[202, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	1	113			400000	1	4000	1	396	[2]	1	1181003		1		200	50	250	500	
491	2B·核心Ⅱ	249	4	593	1181003	224902	2	[1, 4]	[2, 2]	[202, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	2	113			800000	1	4000	1	396	[2]	1	1181003		1		200	50	250	1000	
492	2B·核心Ⅲ	249	5	916	1181003	224903	3	[1, 4]	[3, 2]	[203, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	3	113			1200000	1	4000	1	396	[2]	1	1181003		1		200	50	250	3000	
493	2B·核心Ⅳ	249	6	1450	1181003	224904	4	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	4	113			1600000	1	4000	1	396	[2]	1	1181003		1	4	200	50	250	5000	2
494	2B·核心Ⅳ	249	6	1800	1181003	224904	5	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	4	113			1600000	1	4000	1	396	[2]	1	1181003	超源：	1	4	200	50	250	5000	2
495	2B·超频一Ⅰ	250	3	290	1181003	224905	1	[1, 4]	[2, 1]	[102, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	1	114	['4%']		40000	1	5000	1	397	[2]	1	1181003		1		200	50	250	500	
496	2B·超频一Ⅱ	250	4	593	1181003	224906	2	[1, 4]	[2, 2]	[102, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	2	114	['8%']		40000	1	5000	1	398	[2]	1	1181003		1		200	50	250	1000	
497	2B·超频一Ⅲ	250	5	916	1181003	224907	3	[1, 4]	[3, 2]	[103, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	3	114	['12%']		40000	1	5000	1	399	[2]	1	1181003		1		200	50	250	3000	
498	2B·超频一Ⅳ	250	6	1450	1181003	224908	4	[1, 4]	[3, 3]	[103, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	4	114	['16%']		40000	1	5000	1	400	[2]	1	1181003		1	4	200	50	250	5000	2
499	2B·超频二Ⅰ	251	3	290	1181003	224909	1	[1, 4]	[2, 1]	[202, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	1	115	['5%']		40000	1	5000	1	401	[2]	1	1181003		1		200	50	250	500	
500	2B·超频二Ⅱ	251	4	593	1181003	224910	2	[1, 4]	[2, 2]	[202, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	2	115	['10%']		40000	1	5000	1	402	[2]	1	1181003		1		200	50	250	1000	
501	2B·超频二Ⅲ	251	5	916	1181003	224911	3	[1, 4]	[3, 2]	[203, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	3	115	['15%']		40000	1	5000	1	403	[2]	1	1181003		1		200	50	250	3000	
502	2B·超频二Ⅳ	251	6	1450	1181003	224912	4	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	4	115	['20%']		40000	1	5000	1	404	[2]	1	1181003		1	4	200	50	250	5000	2
503	9S·核心Ⅰ	252	3	290	1191003	225001	1	[1, 2]	[2, 1]	[102, 601]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	1	116			400000	1	4000	1	405	[2]	1	1191003		1		200	50	250	500	
504	9S·核心Ⅱ	252	4	593	1191003	225002	2	[1, 2]	[2, 2]	[102, 602]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	2	116			800000	1	4000	1	405	[2]	1	1191003		1		200	50	250	1000	
505	9S·核心Ⅲ	252	5	916	1191003	225003	3	[1, 2]	[3, 2]	[103, 602]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	3	116			1200000	1	4000	1	405	[2]	1	1191003		1		200	50	250	3000	
506	9S·核心Ⅳ	252	6	1450	1191003	225004	4	[1, 2]	[3, 3]	[103, 603]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	4	116			1600000	1	4000	1	405	[2]	1	1191003		1	4	200	50	250	5000	2
507	9S·核心Ⅳ	252	6	1800	1191003	225004	5	[1, 2]	[3, 3]	[103, 603]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	4	116			1600000	1	4000	1	405	[2]	1	1191003	超源：	1	4	200	50	250	5000	2
508	9S·超频一Ⅰ	253	3	290	1191003	225005	1	[1, 4]	[2, 1]	[102, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	1	117	['5%']		40000	1	5000	1	406	[2]	1	1191003		1		200	50	250	500	
509	9S·超频一Ⅱ	253	4	593	1191003	225006	2	[1, 4]	[2, 2]	[102, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	2	117	['10%']		40000	1	5000	1	407	[2]	1	1191003		1		200	50	250	1000	
510	9S·超频一Ⅲ	253	5	916	1191003	225007	3	[1, 4]	[3, 2]	[103, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	3	117	['15%']		40000	1	5000	1	408	[2]	1	1191003		1		200	50	250	3000	
511	9S·超频一Ⅳ	253	6	1450	1191003	225008	4	[1, 4]	[3, 3]	[103, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	4	117	['20%']		40000	1	5000	1	409	[2]	1	1191003		1	4	200	50	250	5000	2
512	9S·超频二Ⅰ	254	3	290	1191003	225009	1	[1, 4]	[2, 1]	[202, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	1	118	['5%']		40000	1	5000	1	410	[2]	1	1191003		1		200	50	250	500	
513	9S·超频二Ⅱ	254	4	593	1191003	225010	2	[1, 4]	[2, 2]	[202, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	2	118	['10%']		40000	1	5000	1	411	[2]	1	1191003		1		200	50	250	1000	
514	9S·超频二Ⅲ	254	5	916	1191003	225011	3	[1, 4]	[3, 2]	[203, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	3	118	['15%']		40000	1	5000	1	412	[2]	1	1191003		1		200	50	250	3000	
515	9S·超频二Ⅳ	254	6	1450	1191003	225012	4	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	4	118	['20%']		40000	1	5000	1	413	[2]	1	1191003		1	4	200	50	250	5000	2
516	A2·核心Ⅰ	255	3	290	1201003	225101	1	[1, 4]	[2, 1]	[202, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	1	119			400000	1	4000	1	414	[2]	1	1201003		1		200	50	250	500	
517	A2·核心Ⅱ	255	4	593	1201003	225102	2	[1, 4]	[2, 2]	[202, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	2	119			800000	1	4000	1	414	[2]	1	1201003		1		200	50	250	1000	
518	A2·核心Ⅲ	255	5	916	1201003	225103	3	[1, 4]	[3, 2]	[203, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	3	119			1200000	1	4000	1	414	[2]	1	1201003		1		200	50	250	3000	
519	A2·核心Ⅳ	255	6	1450	1201003	225104	4	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	4	119			1600000	1	4000	1	414	[2]	1	1201003		1	4	200	50	250	5000	2
520	A2·核心Ⅳ	255	6	1800	1201003	225104	5	[1, 4]	[3, 3]	[203, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	4	119			1600000	1	4000	1	414	[2]	1	1201003	超源：	1	4	200	50	250	5000	2
521	A2·超频一Ⅰ	256	3	290	1201003	225105	1	[1, 4]	[2, 1]	[102, 701]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	1	120	['100']		40000	1	5000	1	415	[2]	1	1201003		1		200	50	250	500	
522	A2·超频一Ⅱ	256	4	593	1201003	225106	2	[1, 4]	[2, 2]	[102, 702]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	2	120	['200']		40000	1	5000	1	416	[2]	1	1201003		1		200	50	250	1000	
523	A2·超频一Ⅲ	256	5	916	1201003	225107	3	[1, 4]	[3, 2]	[103, 702]	5	200	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	3	120	['300']		40000	1	5000	1	417	[2]	2	1201003		1		200	50	250	3000	
524	A2·超频一Ⅳ	256	6	1450	1201003	225108	4	[1, 4]	[3, 3]	[103, 703]	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	4	120	['400']		40000	1	5000	1	418	[2]	2	1201003		1	4	200	50	250	5000	2
525	A2·超频二Ⅰ	257	3	290	1201003	225109	1	[1, 4]	[2, 1]	[202, 101]	3	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	1	121	['4%']		40000	1	5000	1	419	[2]	2	1201003		1		200	50	250	500	
526	A2·超频二Ⅱ	257	4	593	1201003	225110	2	[1, 4]	[2, 2]	[202, 102]	4	30	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	2	121	['8%']		40000	1	5000	1	420	[2]	2	1201003		1		200	50	250	1000	
