Id	Name	BuffName	DistributeTypes	Desc	Region	BuffIds	BuffDesc	StageId	MarkId	IsAbandoned
114	熵钟异数	['机械工厂', '岩流深壑']	[1, 10]	困兽犹斗：每一波次固定只刷新1只怪物		[4001, 4161]	['物理伤害大幅提升，真意斩伤害小幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080424, 30080404]	5	
115	熵钟异数	['机械工厂', '岩流深壑']	[1, 10]	斗众之势：每一波固定刷新3或6只普通怪物		[4001, 4161]	['物理伤害大幅提升，真意斩伤害小幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080427, 30080407]	3	
116	熵钟异数	['机械工厂', '晦色渊隙']	[1, 11]	合军聚众：刷新多只普通怪物与精英怪物		[4001, 4175]	['物理伤害大幅提升，真意斩伤害小幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080523, 30080503]	3	
117	熵钟异数	['机械工厂', '晦色渊隙']	[1, 11]	困兽犹斗：每一波次固定只刷新1只怪物		[4001, 4175]	['物理伤害大幅提升，真意斩伤害小幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080524, 30080504]	5	
118	熵钟异数	['机械工厂', '晦色渊隙']	[1, 11]	祸不单行：每一波固定刷新2只精英怪物		[4001, 4175]	['物理伤害大幅提升，真意斩伤害小幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080525, 30080505]	4	
119	熵钟异数	['机械工厂', '晦色渊隙']	[1, 11]	斗众之势：每一波固定刷新3或6只普通怪物		[4001, 4175]	['物理伤害大幅提升，真意斩伤害小幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080527, 30080507]	3	
120	熵钟异数	['镭射合金', '袭凛危塔']	[4, 9]	斗众之势：每一波固定刷新3或6只普通怪物		[4004, 4143]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080327, 30080307]	3	
121	熵钟异数	['镭射合金', '袭凛危塔']	[4, 9]	困兽犹斗：每一波次固定只刷新1只怪物		[4004, 4143]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080324, 30080304]	5	
122	熵钟异数	['镭射合金', '岩流深壑']	[4, 10]	祸不单行：每一波固定刷新2只精英怪物		[4004, 4161]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080425, 30080405]	4	
123	熵钟异数	['镭射合金', '晦色渊隙']	[4, 11]	斗众之势：每一波固定刷新3或6只普通怪物		[4004, 4175]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080527, 30080507]	3	
124	熵钟异数	['镭射合金', '晦色渊隙']	[4, 11]	困兽犹斗：每一波次固定只刷新1只怪物		[4004, 4175]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080524, 30080504]	5	
125	熵钟异数	['镭射合金', '晦色渊隙']	[4, 11]	合军聚众：刷新多只普通怪物与精英怪物		[4004, 4175]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080523, 30080503]	3	
126	熵钟异数	['镭射合金', '晦色渊隙']	[4, 11]	祸不单行：每一波固定刷新2只精英怪物		[4004, 4175]	['雷属性伤害大幅提升，电束、熠光伤害小幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080525, 30080505]	4	
127	熵钟异数	['衍射空洞', '涡流围壁']	[12, 7]	斗众之势：每一波固定刷新3或6只普通怪物		[4088, 4114]	['每隔3波怪物会获得稳态力场', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080127, 30080107]	3	
128	熵钟异数	['衍射空洞', '袭凛危塔']	[12, 9]	合军聚众：刷新多只普通怪物与精英怪物		[4088, 4143]	['每隔3波怪物会获得稳态力场', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080323, 30080303]	3	
129	熵钟异数	['衍射空洞', '袭凛危塔']	[12, 9]	困兽犹斗：每一波次固定只刷新1只怪物		[4088, 4143]	['每隔3波怪物会获得稳态力场', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080324, 30080304]	5	
130	熵钟异数	['衍射空洞', '蚀刃峰岭']	[12, 8]	合军聚众：刷新多只普通怪物与精英怪物		[4088, 4115]	['每隔3波怪物会获得稳态力场', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080223, 30080203]	3	
131	熵钟异数	['衍射空洞', '蚀刃峰岭']	[12, 8]	困兽犹斗：每一波次固定只刷新1只怪物		[4088, 4115]	['每隔3波怪物会获得稳态力场', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080224, 30080204]	5	
132	熵钟异数	['衍射空洞', '蚀刃峰岭']	[12, 8]	祸不单行：每一波固定刷新2只精英怪物		[4088, 4115]	['每隔3波怪物会获得稳态力场', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080225, 30080205]	4	
133	熵钟异数	['衍射空洞', '蚀刃峰岭']	[12, 8]	斗众之势：每一波固定刷新3或6只普通怪物		[4088, 4115]	['每隔3波怪物会获得稳态力场', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080227, 30080207]	3	
134	熵钟异数	['衍射空洞', '岩流深壑']	[12, 10]	合军聚众：刷新多只普通怪物与精英怪物		[4088, 4161]	['每隔3波怪物会获得稳态力场', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080423, 30080403]	3	
135	熵钟异数	['衍射空洞', '岩流深壑']	[12, 10]	困兽犹斗：每一波次固定只刷新1只怪物		[4088, 4161]	['每隔3波怪物会获得稳态力场', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080424, 30080404]	5	
136	熵钟异数	['衍射空洞', '岩流深壑']	[12, 10]	祸不单行：每一波固定刷新2只精英怪物		[4088, 4161]	['每隔3波怪物会获得稳态力场', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080425, 30080405]	4	
137	熵钟异数	['衍射空洞', '岩流深壑']	[12, 10]	斗众之势：每一波固定刷新3或6只普通怪物		[4088, 4161]	['每隔3波怪物会获得稳态力场', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080427, 30080407]	3	
138	熵钟异数	['衍射空洞', '晦色渊隙']	[12, 11]	合军聚众：刷新多只普通怪物与精英怪物		[4088, 4175]	['每隔3波怪物会获得稳态力场', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080523, 30080503]	3	
139	熵钟异数	['衍射空洞', '晦色渊隙']	[12, 11]	困兽犹斗：每一波次固定只刷新1只怪物		[4088, 4175]	['每隔3波怪物会获得稳态力场', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080524, 30080504]	5	
140	熵钟异数	['衍射空洞', '晦色渊隙']	[12, 11]	祸不单行：每一波固定刷新2只精英怪物		[4088, 4175]	['每隔3波怪物会获得稳态力场', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080525, 30080505]	4	
141	熵钟异数	['衍射空洞', '晦色渊隙']	[12, 11]	斗众之势：每一波固定刷新3或6只普通怪物		[4088, 4175]	['每隔3波怪物会获得稳态力场', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080527, 30080507]	3	
142	熵钟异数	['猩红冰原', '晦色渊隙']	[2, 11]	斗众之势：每一波固定刷新3或6只普通怪物		[4002, 4175]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080527, 30080507]	3	
143	熵钟异数	['猩红冰原', '蚀刃峰岭']	[2, 8]	斗众之势：每一波固定刷新3或6只普通怪物		[4002, 4115]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080227, 30080207]	3	
144	熵钟异数	['猩红冰原', '涡流围壁']	[2, 7]	困兽犹斗：每一波次固定只刷新1只怪物		[4002, 4114]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080124, 30080104]	5	
145	熵钟异数	['猩红冰原', '涡流围壁']	[2, 7]	祸不单行：每一波固定刷新2只精英怪物		[4002, 4114]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080125, 30080105]	4	
146	熵钟异数	['猩红冰原', '涡流围壁']	[2, 7]	斗众之势：每一波固定刷新3或6只普通怪物		[4002, 4114]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080127, 30080107]	3	
147	熵钟异数	['猩红冰原', '岩流深壑']	[2, 10]	合军聚众：刷新多只普通怪物与精英怪物		[4002, 4161]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080423, 30080403]	3	
148	熵钟异数	['猩红冰原', '岩流深壑']	[2, 10]	祸不单行：每一波固定刷新2只精英怪物		[4002, 4161]	['冰属性伤害大幅提升，覆冰伤害小幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080425, 30080405]	4	
149	熵钟异数	['涡流围壁', '蚀刃峰岭']	[7, 8]	合军聚众：刷新多只普通怪物与精英怪物		[4114, 4115]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080223, 30080203]	3	
150	熵钟异数	['涡流围壁', '蚀刃峰岭']	[7, 8]	祸不单行：每一波固定刷新2只精英怪物		[4114, 4115]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080225, 30080205]	4	
151	熵钟异数	['涡流围壁', '蚀刃峰岭']	[7, 8]	斗众之势：每一波固定刷新3或6只普通怪物		[4114, 4115]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080227, 30080207]	3	
152	熵钟异数	['涡流围壁', '袭凛危塔']	[7, 9]	合军聚众：刷新多只普通怪物与精英怪物		[4114, 4143]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080323, 30080303]	3	
153	熵钟异数	['涡流围壁', '袭凛危塔']	[7, 9]	困兽犹斗：每一波次固定只刷新1只怪物		[4114, 4143]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080324, 30080304]	5	
154	熵钟异数	['涡流围壁', '袭凛危塔']	[7, 9]	斗众之势：每一波固定刷新3或6只普通怪物		[4114, 4143]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080327, 30080307]	3	
155	熵钟异数	['涡流围壁', '岩流深壑']	[7, 10]	合军聚众：刷新多只普通怪物与精英怪物		[4114, 4161]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080423, 30080403]	3	
156	熵钟异数	['涡流围壁', '岩流深壑']	[7, 10]	困兽犹斗：每一波次固定只刷新1只怪物		[4114, 4161]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080424, 30080404]	5	
157	熵钟异数	['涡流围壁', '岩流深壑']	[7, 10]	祸不单行：每一波固定刷新2只精英怪物		[4114, 4161]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080425, 30080405]	4	
158	熵钟异数	['涡流围壁', '岩流深壑']	[7, 10]	斗众之势：每一波固定刷新3或6只普通怪物		[4114, 4161]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080427, 30080407]	3	
159	熵钟异数	['涡流围壁', '晦色渊隙']	[7, 11]	合军聚众：刷新多只普通怪物与精英怪物		[4114, 4175]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080523, 30080503]	3	
160	熵钟异数	['涡流围壁', '晦色渊隙']	[7, 11]	困兽犹斗：每一波次固定只刷新1只怪物		[4114, 4175]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080524, 30080504]	5	
161	熵钟异数	['涡流围壁', '晦色渊隙']	[7, 11]	祸不单行：每一波固定刷新2只精英怪物		[4114, 4175]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080525, 30080505]	4	
162	熵钟异数	['涡流围壁', '晦色渊隙']	[7, 11]	斗众之势：每一波固定刷新3或6只普通怪物		[4114, 4175]	['雷属性、熠光效应伤害小幅提升，电束伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080527, 30080507]	3	
163	熵钟异数	['袭凛危塔', '涡流围壁']	[9, 7]	困兽犹斗：每一波次固定只刷新1只怪物		[4143, 4114]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080124, 30080104]	5	
164	熵钟异数	['袭凛危塔', '涡流围壁']	[9, 7]	祸不单行：每一波固定刷新2只精英怪物		[4143, 4114]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080125, 30080105]	4	
165	熵钟异数	['袭凛危塔', '涡流围壁']	[9, 7]	斗众之势：每一波固定刷新3或6只普通怪物		[4143, 4114]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080127, 30080107]	3	
166	熵钟异数	['袭凛危塔', '晦色渊隙']	[9, 11]	合军聚众：刷新多只普通怪物与精英怪物		[4143, 4175]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080523, 30080503]	3	
167	熵钟异数	['袭凛危塔', '晦色渊隙']	[9, 11]	祸不单行：每一波固定刷新2只精英怪物		[4143, 4175]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080525, 30080505]	4	
168	熵钟异数	['袭凛危塔', '晦色渊隙']	[9, 11]	斗众之势：每一波固定刷新3或6只普通怪物		[4143, 4175]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080527, 30080507]	3	
169	熵钟异数	['袭凛危塔', '岩流深壑']	[9, 10]	合军聚众：刷新多只普通怪物与精英怪物		[4143, 4161]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080423, 30080403]	3	
170	熵钟异数	['袭凛危塔', '岩流深壑']	[9, 10]	困兽犹斗：每一波次固定只刷新1只怪物		[4143, 4161]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080424, 30080404]	5	
171	熵钟异数	['袭凛危塔', '岩流深壑']	[9, 10]	祸不单行：每一波固定刷新2只精英怪物		[4143, 4161]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080425, 30080405]	4	
172	熵钟异数	['袭凛危塔', '岩流深壑']	[9, 10]	斗众之势：每一波固定刷新3或6只普通怪物		[4143, 4161]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080427, 30080407]	3	
173	熵钟异数	['袭凛危塔', '蚀刃峰岭']	[9, 8]	困兽犹斗：每一波次固定只刷新1只怪物		[4143, 4115]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080224, 30080204]	5	
174	熵钟异数	['袭凛危塔', '蚀刃峰岭']	[9, 8]	祸不单行：每一波固定刷新2只精英怪物		[4143, 4115]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080225, 30080205]	4	
175	熵钟异数	['袭凛危塔', '蚀刃峰岭']	[9, 8]	斗众之势：每一波固定刷新3或6只普通怪物		[4143, 4115]	['冰属性伤害小幅提升，覆冰属性伤害大幅提升', '物理伤害小幅提升，真意斩伤害大幅提升']	[30080227, 30080207]	3	
176	熵钟异数	['岩流深壑', '涡流围壁']	[10, 7]	斗众之势：每一波固定刷新3或6只普通怪物		[4161, 4114]	['火属性伤害小幅提升，焚烧伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080127, 30080107]	3	
177	熵钟异数	['岩流深壑', '涡流围壁']	[10, 7]	祸不单行：每一波固定刷新2只精英怪物		[4161, 4114]	['火属性伤害小幅提升，焚烧伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080125, 30080105]	4	
178	熵钟异数	['岩流深壑', '涡流围壁']	[10, 7]	困兽犹斗：每一波次固定只刷新1只怪物		[4161, 4114]	['火属性伤害小幅提升，焚烧伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080124, 30080104]	5	
179	熵钟异数	['岩流深壑', '涡流围壁']	[10, 7]	合军聚众：刷新多只普通怪物与精英怪物		[4161, 4114]	['火属性伤害小幅提升，焚烧伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080123, 30080103]	3	
180	熵钟异数	['岩流深壑', '袭凛危塔']	[10, 9]	斗众之势：每一波固定刷新3或6只普通怪物		[4161, 4143]	['火属性伤害小幅提升，焚烧伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080327, 30080307]	3	
181	熵钟异数	['岩流深壑', '袭凛危塔']	[10, 9]	祸不单行：每一波固定刷新2只精英怪物		[4161, 4143]	['火属性伤害小幅提升，焚烧伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080325, 30080305]	4	
182	熵钟异数	['岩流深壑', '袭凛危塔']	[10, 9]	困兽犹斗：每一波次固定只刷新1只怪物		[4161, 4143]	['火属性伤害小幅提升，焚烧伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080324, 30080304]	5	
183	熵钟异数	['岩流深壑', '袭凛危塔']	[10, 9]	合军聚众：刷新多只普通怪物与精英怪物		[4161, 4143]	['火属性伤害小幅提升，焚烧伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080323, 30080303]	3	
184	熵钟异数	['岩流深壑', '晦色渊隙']	[10, 11]	斗众之势：每一波固定刷新3或6只普通怪物		[4161, 4175]	['火属性伤害小幅提升，焚烧伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080527, 30080507]	3	
185	熵钟异数	['岩流深壑', '晦色渊隙']	[10, 11]	祸不单行：每一波固定刷新2只精英怪物		[4161, 4175]	['火属性伤害小幅提升，焚烧伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080525, 30080505]	4	
186	熵钟异数	['岩流深壑', '晦色渊隙']	[10, 11]	困兽犹斗：每一波次固定只刷新1只怪物		[4161, 4175]	['火属性伤害小幅提升，焚烧伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080524, 30080504]	5	
187	熵钟异数	['岩流深壑', '晦色渊隙']	[10, 11]	合军聚众：刷新多只普通怪物与精英怪物		[4161, 4175]	['火属性伤害小幅提升，焚烧伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080523, 30080503]	3	
188	熵钟异数	['蚀刃峰岭', '岩流深壑']	[8, 10]	斗众之势：每一波固定刷新3或6只普通怪物		[4115, 4161]	['物理伤害小幅提升，真意斩伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080427, 30080407]	3	
189	熵钟异数	['蚀刃峰岭', '岩流深壑']	[8, 10]	祸不单行：每一波固定刷新2只精英怪物		[4115, 4161]	['物理伤害小幅提升，真意斩伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080425, 30080405]	4	
190	熵钟异数	['蚀刃峰岭', '岩流深壑']	[8, 10]	困兽犹斗：每一波次固定只刷新1只怪物		[4115, 4161]	['物理伤害小幅提升，真意斩伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080424, 30080404]	5	
191	熵钟异数	['蚀刃峰岭', '岩流深壑']	[8, 10]	合军聚众：刷新多只普通怪物与精英怪物		[4115, 4161]	['物理伤害小幅提升，真意斩伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080423, 30080403]	3	
192	熵钟异数	['蚀刃峰岭', '涡流围壁']	[8, 7]	斗众之势：每一波固定刷新3或6只普通怪物		[4115, 4114]	['物理伤害小幅提升，真意斩伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080127, 30080107]	3	
193	熵钟异数	['蚀刃峰岭', '涡流围壁']	[8, 7]	祸不单行：每一波固定刷新2只精英怪物		[4115, 4114]	['物理伤害小幅提升，真意斩伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080125, 30080105]	4	
194	熵钟异数	['蚀刃峰岭', '涡流围壁']	[8, 7]	困兽犹斗：每一波次固定只刷新1只怪物		[4115, 4114]	['物理伤害小幅提升，真意斩伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080124, 30080104]	5	
195	熵钟异数	['蚀刃峰岭', '涡流围壁']	[8, 7]	合军聚众：刷新多只普通怪物与精英怪物		[4115, 4114]	['物理伤害小幅提升，真意斩伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080123, 30080103]	3	
196	熵钟异数	['蚀刃峰岭', '袭凛危塔']	[8, 9]	斗众之势：每一波固定刷新3或6只普通怪物		[4115, 4143]	['物理伤害小幅提升，真意斩伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080327, 30080307]	3	
197	熵钟异数	['蚀刃峰岭', '袭凛危塔']	[8, 9]	祸不单行：每一波固定刷新2只精英怪物		[4115, 4143]	['物理伤害小幅提升，真意斩伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080325, 30080305]	4	
198	熵钟异数	['蚀刃峰岭', '袭凛危塔']	[8, 9]	困兽犹斗：每一波次固定只刷新1只怪物		[4115, 4143]	['物理伤害小幅提升，真意斩伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080324, 30080304]	5	
199	熵钟异数	['蚀刃峰岭', '袭凛危塔']	[8, 9]	合军聚众：刷新多只普通怪物与精英怪物		[4115, 4143]	['物理伤害小幅提升，真意斩伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080323, 30080303]	3	
200	熵钟异数	['蚀刃峰岭', '晦色渊隙']	[8, 11]	斗众之势：每一波固定刷新3或6只普通怪物		[4115, 4175]	['物理伤害小幅提升，真意斩伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080527, 30080507]	3	
201	熵钟异数	['蚀刃峰岭', '晦色渊隙']	[8, 11]	祸不单行：每一波固定刷新2只精英怪物		[4115, 4175]	['物理伤害小幅提升，真意斩伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080525, 30080505]	4	
202	熵钟异数	['蚀刃峰岭', '晦色渊隙']	[8, 11]	困兽犹斗：每一波次固定只刷新1只怪物		[4115, 4175]	['物理伤害小幅提升，真意斩伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080524, 30080504]	5	
203	熵钟异数	['蚀刃峰岭', '晦色渊隙']	[8, 11]	合军聚众：刷新多只普通怪物与精英怪物		[4115, 4175]	['物理伤害小幅提升，真意斩伤害大幅提升', '暗属性伤害小幅提升，黯衍伤害大幅提升']	[30080523, 30080503]	3	
204	熵钟异数	['晦色渊隙', '岩流深壑']	[11, 10]	斗众之势：每一波固定刷新3或6只普通怪物		[4175, 4161]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080427, 30080407]	3	
205	熵钟异数	['晦色渊隙', '岩流深壑']	[11, 10]	祸不单行：每一波固定刷新2只精英怪物		[4175, 4161]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080425, 30080405]	4	
206	熵钟异数	['晦色渊隙', '岩流深壑']	[11, 10]	困兽犹斗：每一波次固定只刷新1只怪物		[4175, 4161]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080424, 30080404]	5	
207	熵钟异数	['晦色渊隙', '岩流深壑']	[11, 10]	合军聚众：刷新多只普通怪物与精英怪物		[4175, 4161]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '火属性伤害小幅提升，焚烧伤害大幅提升']	[30080423, 30080403]	3	
208	熵钟异数	['晦色渊隙', '涡流围壁']	[11, 7]	斗众之势：每一波固定刷新3或6只普通怪物		[4175, 4114]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080127, 30080107]	3	
209	熵钟异数	['晦色渊隙', '涡流围壁']	[11, 7]	祸不单行：每一波固定刷新2只精英怪物		[4175, 4114]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080125, 30080105]	4	
210	熵钟异数	['晦色渊隙', '涡流围壁']	[11, 7]	困兽犹斗：每一波次固定只刷新1只怪物		[4175, 4114]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080124, 30080104]	5	
211	熵钟异数	['晦色渊隙', '涡流围壁']	[11, 7]	合军聚众：刷新多只普通怪物与精英怪物		[4175, 4114]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '雷属性、熠光效应伤害小幅提升，电束伤害大幅提升']	[30080123, 30080103]	3	
212	熵钟异数	['晦色渊隙', '袭凛危塔']	[11, 9]	斗众之势：每一波固定刷新3或6只普通怪物		[4175, 4143]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080327, 30080307]	3	
213	熵钟异数	['晦色渊隙', '袭凛危塔']	[11, 9]	祸不单行：每一波固定刷新2只精英怪物		[4175, 4143]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080325, 30080305]	4	
214	熵钟异数	['晦色渊隙', '袭凛危塔']	[11, 9]	困兽犹斗：每一波次固定只刷新1只怪物		[4175, 4143]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080324, 30080304]	5	
215	熵钟异数	['晦色渊隙', '袭凛危塔']	[11, 9]	合军聚众：刷新多只普通怪物与精英怪物		[4175, 4143]	['暗属性伤害小幅提升，黯衍伤害大幅提升', '冰属性伤害小幅提升，覆冰属性伤害大幅提升']	[30080323, 30080303]	3	
