Id	Cvs	CvContent
1022028	[1022030, 2022028, 3022028, 4022028]	['I think I know why I... came to like this.', 'I think I know why I... came to like this.', 'I think I know why I... came to like this.', 'I think I know why I... came to like this.']
1022029	[1022025, 2022029, 3022029, 4022029]	"[""I'll try to work harder than before. Please give me some time, Commandant."", ""I'll try to work harder than before. Please give me some time, Commandant."", ""I'll try to work harder than before. Please give me some time, Commandant."", ""I'll try to work harder than before. Please give me some time, Commandant.""]"
1022030	[1022031, 2022030, 3022030, 4022030]	['Tagging all my presents with dates is now my favorite pastime.', 'Tagging all my presents with dates is now my favorite pastime.', 'Tagging all my presents with dates is now my favorite pastime.', 'Tagging all my presents with dates is now my favorite pastime.']
1022031	[1022026, 2022031, 3022031, 4022031]	"[""Is this what they call love...? I won't ever, ever forget it again, Commandant."", ""Is this what they call love...? I won't ever, ever forget it again, Commandant."", ""Is this what they call love...? I won't ever, ever forget it again, Commandant."", ""Is this what they call love...? I won't ever, ever forget it again, Commandant.""]"
1022032	[1022032, 2022032, 3022032, 4022032]	"[""Will you hold my hand? That's my most desired, most meaningful present."", ""Will you hold my hand? That's my most desired, most meaningful present."", ""Will you hold my hand? That's my most desired, most meaningful present."", ""Will you hold my hand? That's my most desired, most meaningful present.""]"
1022033	[1022033, 2022033, 3022033, 4022033]	['Where did you go?', 'Where did you go?', 'Where did you go?', 'Where did you go?']
1022034	[1022034, 2022034, 3022034, 4022034]	['The old me should know where Commandant is...', 'The old me should know where Commandant is...', 'The old me should know where Commandant is...', 'The old me should know where Commandant is...']
1022035	[1022035, 2022035, 3022035, 4022035]	"[""Hide-and-seek? Commandant isn't one to do something so childish. I'll have to gather the others for a search party..."", ""Hide-and-seek? Commandant isn't one to do something so childish. I'll have to gather the others for a search party..."", ""Hide-and-seek? Commandant isn't one to do something so childish. I'll have to gather the others for a search party..."", ""Hide-and-seek? Commandant isn't one to do something so childish. I'll have to gather the others for a search party...""]"
1022036	[1022036, 2022036, 3022036, 4022036]	"[""Commandant, you won't lose your memories like I did, but... can you answer me something?"", ""Commandant, you won't lose your memories like I did, but... can you answer me something?"", ""Commandant, you won't lose your memories like I did, but... can you answer me something?"", ""Commandant, you won't lose your memories like I did, but... can you answer me something?""]"
1022037	[1022037, 2022037, 3022037, 4022037]	"[""It's late now. Take a break from the missions, Commandant."", ""It's late now. Take a break from the missions, Commandant."", ""It's late now. Take a break from the missions, Commandant."", ""It's late now. Take a break from the missions, Commandant.""]"
1022038	[1022038, 2022038, 3022038, 4022038]	['Commandant, you should go rest. Handle the remainder of your work after you get some sleep.', 'Commandant, you should go rest. Handle the remainder of your work after you get some sleep.', 'Commandant, you should go rest. Handle the remainder of your work after you get some sleep.', 'Commandant, you should go rest. Handle the remainder of your work after you get some sleep.']
1022039	[1022039, 2022039, 3022039, 4022039]	"[""That'll be it today. To fulfill our promise, you need enough rest."", ""That'll be it today. To fulfill our promise, you need enough rest."", ""That'll be it today. To fulfill our promise, you need enough rest."", ""That'll be it today. To fulfill our promise, you need enough rest.""]"
1022040	[1022040, 2022040, 3022040, 4022040]	"[""I'll still be here when you wake up. So go take a rest, Commandant."", ""I'll still be here when you wake up. So go take a rest, Commandant."", ""I'll still be here when you wake up. So go take a rest, Commandant."", ""I'll still be here when you wake up. So go take a rest, Commandant.""]"
1022041	[1022041, 2022041, 3022041, 4022041]	"[""Let's learn about this frame together, Commandant."", ""Let's learn about this frame together, Commandant."", ""Let's learn about this frame together, Commandant."", ""Let's learn about this frame together, Commandant.""]"
1022042	[1022042, 2022042, 3022042, 4022042]	"[""I've been waiting for you, Commandant."", ""I've been waiting for you, Commandant."", ""I've been waiting for you, Commandant."", ""I've been waiting for you, Commandant.""]"
1022043	[1022043, 2022043, 3022043, 4022043]	"[""I've been waiting, Commandant. Let's go."", ""I've been waiting, Commandant. Let's go."", ""I've been waiting, Commandant. Let's go."", ""I've been waiting, Commandant. Let's go.""]"
1022044	[1022044, 2022044, 3022044, 4022044]	"[""Good morning. We've been through a lot together unknowingly, Commandant."", ""Good morning. We've been through a lot together unknowingly, Commandant."", ""Good morning. We've been through a lot together unknowingly, Commandant."", ""Good morning. We've been through a lot together unknowingly, Commandant.""]"
1022045	[1022045, 2022045, 3022045, 4022045]	"[""Should we try a new way of saying hello? I'm just joking, Commandant."", ""Should we try a new way of saying hello? I'm just joking, Commandant."", ""Should we try a new way of saying hello? I'm just joking, Commandant."", ""Should we try a new way of saying hello? I'm just joking, Commandant.""]"
1022046	[1022046, 2022046, 3022046, 4022046]	"[""You're here. I'll remember to be here on time for you."", ""You're here. I'll remember to be here on time for you."", ""You're here. I'll remember to be here on time for you."", ""You're here. I'll remember to be here on time for you.""]"
1022047	[1022047, 2022047, 3022047, 4022047]	"[""If you're going on a trip, can you bring me with you? I'll do anything, as long as I can be with you."", ""If you're going on a trip, can you bring me with you? I'll do anything, as long as I can be with you."", ""If you're going on a trip, can you bring me with you? I'll do anything, as long as I can be with you."", ""If you're going on a trip, can you bring me with you? I'll do anything, as long as I can be with you.""]"
1022048	[1022048, 2022048, 3022048, 4022048]	"[""Ah... This is... you're trying to spook me? How should I react?"", ""Ah... This is... you're trying to spook me? How should I react?"", ""Ah... This is... you're trying to spook me? How should I react?"", ""Ah... This is... you're trying to spook me? How should I react?""]"
1022049	[1022049, 2022049, 3022049, 4022049]	"[""Um... The Plume model can actually fly, but it doesn't really do much."", ""Um... The Plume model can actually fly, but it doesn't really do much."", ""Um... The Plume model can actually fly, but it doesn't really do much."", ""Um... The Plume model can actually fly, but it doesn't really do much.""]"
1022050	[1022050, 2022050, 3022050, 4022050]	"[""Is this Babylonia's weight training?..."", ""Is this Babylonia's weight training?..."", ""Is this Babylonia's weight training?..."", ""Is this Babylonia's weight training?...""]"
1022051	[1022051, 2022051, 3022051, 4022051]	"[""I don't dislike this, in fact... I think I can begin to like it."", ""I don't dislike this, in fact... I think I can begin to like it."", ""I don't dislike this, in fact... I think I can begin to like it."", ""I don't dislike this, in fact... I think I can begin to like it.""]"
1022052	[1022052, 2022052, 3022052, 4022052]	"[""Only because it's you, Commandant, or I would have already cut that hand down."", ""Only because it's you, Commandant, or I would have already cut that hand down."", ""Only because it's you, Commandant, or I would have already cut that hand down."", ""Only because it's you, Commandant, or I would have already cut that hand down.""]"
1022053	[1022053, 2022053, 3022053, 4022053]	['I... think I need some time for mental preparation.', 'I... think I need some time for mental preparation.', 'I... think I need some time for mental preparation.', 'I... think I need some time for mental preparation.']
1022054	[1022054, 2022054, 3022054, 4022054]	"[""Judging from the previous logs, Babylonia should have rewards for you. Let's check it out, Commandant."", ""Judging from the previous logs, Babylonia should have rewards for you. Let's check it out, Commandant."", ""Judging from the previous logs, Babylonia should have rewards for you. Let's check it out, Commandant."", ""Judging from the previous logs, Babylonia should have rewards for you. Let's check it out, Commandant.""]"
1022055	[1022055, 2022055, 3022055, 4022055]	"[""Gray Raven's performance will be recognized. Good work, Commandant."", ""Gray Raven's performance will be recognized. Good work, Commandant."", ""Gray Raven's performance will be recognized. Good work, Commandant."", ""Gray Raven's performance will be recognized. Good work, Commandant.""]"
1022056	[1022056, 2022056, 3022056, 4022056]	['Hmm.', 'Hmm.', 'Hmm.', 'Hmm.']
1022057	[1022057, 2022057, 3022057, 4022057]	['(Chuckles)', '(Chuckles)', '(Chuckles)', '(Chuckles)']
1022058	[1022058, 2022058, 3022058, 4022058]	['No way!', 'No way!', 'No way!', 'No way!']
1022059	[1022059, 2022059, 3022059, 4022059]	['Why...', 'Why...', 'Why...', 'Why...']
1022060	[1022060, 2022060, 3022060, 4022060]	['So it was...', 'So it was...', 'So it was...', 'So it was...']
1022061	[1022061, 2022061, 3022061, 4022061]	['Raven flash!', 'Raven flash!', 'Raven flash!', 'Raven flash!']
1022062	[1022062, 2022062, 3022062, 4022062]	['Take this!', 'Take this!', 'Take this!', 'Take this!']
1022063	[1022063, 2022063, 3022063, 4022063]	['Out of the way!', 'Out of the way!', 'Out of the way!', 'Out of the way!']
1022064	[1022064, 2022064, 3022064, 4022064]	['Plume, be my blade!', 'Plume, be my blade!', 'Plume, be my blade!', 'Plume, be my blade!']
1022065	[1022065, 2022065, 3022065, 4022065]	['Is this all I have...?', 'Is this all I have...?', 'Is this all I have...?', 'Is this all I have...?']
1022066	[1022066, 2022066, 3022066, 4022066]	"[""This isn't the end!"", ""This isn't the end!"", ""This isn't the end!"", ""This isn't the end!""]"
1022067	[1022067, 2022067, 3022067, 4022067]	"[""I won't forget. Ever."", ""I won't forget. Ever."", ""I won't forget. Ever."", ""I won't forget. Ever.""]"
1022068	[1022068, 2022068, 3022068, 4022068]	['I shall pave a path!', 'I shall pave a path!', 'I shall pave a path!', 'I shall pave a path!']
1022069	[1022069, 2022069, 3022069, 4022069]	['Let me protect you.', 'Let me protect you.', 'Let me protect you.', 'Let me protect you.']
1022070	[1022070, 2022070, 3022070, 4022070]	"[""I'll be your wings, Commandant. Your orders, please."", ""I'll be your wings, Commandant. Your orders, please."", ""I'll be your wings, Commandant. Your orders, please."", ""I'll be your wings, Commandant. Your orders, please.""]"
1022071	[1022071, 2022071, 3022071, 4022071]	['If only this were the last, Commandant.', 'If only this were the last, Commandant.', 'If only this were the last, Commandant.', 'If only this were the last, Commandant.']
1022072	[1022072, 2022072, 3022072, 4022072]	['Raven flash!', 'Raven flash!', 'Raven flash!', 'Raven flash!']
1022073	[1022073, 2022073, 3022073, 4022073]	['Take this!', 'Take this!', 'Take this!', 'Take this!']
1022074	[1022074, 2022074, 3022074, 4022074]	['Out of the way!', 'Out of the way!', 'Out of the way!', 'Out of the way!']
1022075	[1022075, 2022075, 3022075, 4022075]	['Is this all I have...?', 'Is this all I have...?', 'Is this all I have...?', 'Is this all I have...?']
1022076	[1022076, 2022076, 3022076, 4022076]	"[""This isn't the end!"", ""This isn't the end!"", ""This isn't the end!"", ""This isn't the end!""]"
1022077	[1022077, 2022077, 3022077, 4022077]	['I shall pave a path!', 'I shall pave a path!', 'I shall pave a path!', 'I shall pave a path!']
1022078	[1022078, 2022078, 3022078, 4022078]	['Let me protect you.', 'Let me protect you.', 'Let me protect you.', 'Let me protect you.']
1022079	[1022079, 2022079, 3022079, 4022079]	['If only this were the last, Commandant.', 'If only this were the last, Commandant.', 'If only this were the last, Commandant.', 'If only this were the last, Commandant.']
103001	[103001, 203001, 303001, 403001]	"[""Commandant... My name is Liv... I'll try to be of help."", ""Commandant... My name is Liv... I'll try to be of help."", ""Commandant... My name is Liv... I'll try to be of help."", ""Commandant... My name is Liv... I'll try to be of help.""]"
103002	[103002, 203002, 303002, 403002]	['Okay.', 'Okay.', 'Okay.', 'Okay.']
103003	[103003, 203003, 303003, 403003]	['Ah', 'Ah', 'Ah', 'Ah']
103004	[103004, 203004, 303004, 403004]	['(Chuckles)', '(Chuckles)', '(Chuckles)', '(Chuckles)']
103005	[103005, 203005, 303005, 403005]	['No!', 'No!', 'No!', 'No!']
103006	[103006, 203006, 303006, 403006]	"[""I'll keep trying."", ""I'll keep trying."", ""I'll keep trying."", ""I'll keep trying.""]"
103007	[103007, 203007, 303007, 403007]	"[""I might not be as good as Lucia, but I'll try to catch up."", ""I might not be as good as Lucia, but I'll try to catch up."", ""I might not be as good as Lucia, but I'll try to catch up."", ""I might not be as good as Lucia, but I'll try to catch up.""]"
103008	[103008, 203008, 303008, 403008]	['Am I now... a bit stronger?', 'Am I now... a bit stronger?', 'Am I now... a bit stronger?', 'Am I now... a bit stronger?']
103009	[103009, 203009, 303009, 403009]	['My combat ability has improved... Commandant.', 'My combat ability has improved... Commandant.', 'My combat ability has improved... Commandant.', 'My combat ability has improved... Commandant.']
103010	[103010, 203010, 303010, 403010]	['Is this really for me? If you say so, then... thanks.', 'Is this really for me? If you say so, then... thanks.', 'Is this really for me? If you say so, then... thanks.', 'Is this really for me? If you say so, then... thanks.']
103011	[103011, 203011, 303011, 403011]	['You have new mail.', 'You have new mail.', 'You have new mail.', 'You have new mail.']
103012	[103012, 203012, 303012, 403012]	"[""I'll keep trying my best!"", ""I'll keep trying my best!"", ""I'll keep trying my best!"", ""I'll keep trying my best!""]"
103013	[103013, 203013, 303013, 403013]	"[""I'm the... leader? I'll give it everything I've got!"", ""I'm the... leader? I'll give it everything I've got!"", ""I'm the... leader? I'll give it everything I've got!"", ""I'm the... leader? I'll give it everything I've got!""]"
103014	[103014, 203014, 303014, 403014]	['Commandant, please remember to claim your rewards after completing a mission.', 'Commandant, please remember to claim your rewards after completing a mission.', 'Commandant, please remember to claim your rewards after completing a mission.', 'Commandant, please remember to claim your rewards after completing a mission.']
103015	[103015, 203015, 303015, 403015]	['The mission is complete and your reward is available. Please check for it.', 'The mission is complete and your reward is available. Please check for it.', 'The mission is complete and your reward is available. Please check for it.', 'The mission is complete and your reward is available. Please check for it.']
103016	[103016, 203016, 303016, 403016]	"[""Good morning, Commandant. Make sure you eat at mealtimes, or else you'll have low blood sugar."", ""Good morning, Commandant. Make sure you eat at mealtimes, or else you'll have low blood sugar."", ""Good morning, Commandant. Make sure you eat at mealtimes, or else you'll have low blood sugar."", ""Good morning, Commandant. Make sure you eat at mealtimes, or else you'll have low blood sugar.""]"
103017	[103017, 203017, 303017, 403017]	['According to my analysis, you need to take a rest sometime between 12:00 and 1:30.', 'According to my analysis, you need to take a rest sometime between 12:00 and 1:30.', 'According to my analysis, you need to take a rest sometime between 12:00 and 1:30.', 'According to my analysis, you need to take a rest sometime between 12:00 and 1:30.']
103018	[103018, 203018, 303018, 403018]	"[""Please get some rest. I'll help Lucia protect the base."", ""Please get some rest. I'll help Lucia protect the base."", ""Please get some rest. I'll help Lucia protect the base."", ""Please get some rest. I'll help Lucia protect the base.""]"
103019	[103019, 203019, 303019, 403019]	"[""If you've got any questions about HQ, please feel free to ask me."", ""If you've got any questions about HQ, please feel free to ask me."", ""If you've got any questions about HQ, please feel free to ask me."", ""If you've got any questions about HQ, please feel free to ask me.""]"
103020	[103020, 203020, 303020, 403020]	['Lee has provided me with stats for your last battle. Please take a look.', 'Lee has provided me with stats for your last battle. Please take a look.', 'Lee has provided me with stats for your last battle. Please take a look.', 'Lee has provided me with stats for your last battle. Please take a look.']
103021	[103021, 203021, 303021, 403021]	['Lee keeps looking over at me... Have I done something wrong...?', 'Lee keeps looking over at me... Have I done something wrong...?', 'Lee keeps looking over at me... Have I done something wrong...?', 'Lee keeps looking over at me... Have I done something wrong...?']
103022	[103022, 203022, 303022, 403022]	"[""I may not fight as well as the others, but I'll always try my best!"", ""I may not fight as well as the others, but I'll always try my best!"", ""I may not fight as well as the others, but I'll always try my best!"", ""I may not fight as well as the others, but I'll always try my best!""]"
103023	[103023, 203023, 303023, 403023]	['Have you been staying up late reading again? I already warned you about that.', 'Have you been staying up late reading again? I already warned you about that.', 'Have you been staying up late reading again? I already warned you about that.', 'Have you been staying up late reading again? I already warned you about that.']
103024	[103024, 203024, 303024, 403024]	['Lucia is a powerful Construct, and you... are a powerful human.', 'Lucia is a powerful Construct, and you... are a powerful human.', 'Lucia is a powerful Construct, and you... are a powerful human.', 'Lucia is a powerful Construct, and you... are a powerful human.']
103025	[103025, 203025, 303025, 403025]	['When will I catch up to everyone else...?', 'When will I catch up to everyone else...?', 'When will I catch up to everyone else...?', 'When will I catch up to everyone else...?']
103026	[103026, 203026, 303026, 403026]	"[""You promised me you'd go to bed early. Well... Did you?"", ""You promised me you'd go to bed early. Well... Did you?"", ""You promised me you'd go to bed early. Well... Did you?"", ""You promised me you'd go to bed early. Well... Did you?""]"
103027	[103027, 203027, 303027, 403027]	['Sorry for troubling you again. But if I can be of any help, I would be happy to oblige.', 'Sorry for troubling you again. But if I can be of any help, I would be happy to oblige.', 'Sorry for troubling you again. But if I can be of any help, I would be happy to oblige.', 'Sorry for troubling you again. But if I can be of any help, I would be happy to oblige.']
103028	[103028, 203028, 303028, 403028]	"[""Don't worry, I'm here. I may not be able to hold my own, but I'll try my best to do so."", ""Don't worry, I'm here. I may not be able to hold my own, but I'll try my best to do so."", ""Don't worry, I'm here. I may not be able to hold my own, but I'll try my best to do so."", ""Don't worry, I'm here. I may not be able to hold my own, but I'll try my best to do so.""]"
103029	[103029, 203029, 303029, 403029]	['I wonder what it was like when humans still roamed the Earth?', 'I wonder what it was like when humans still roamed the Earth?', 'I wonder what it was like when humans still roamed the Earth?', 'I wonder what it was like when humans still roamed the Earth?']
103030	[103030, 203030, 303030, 403030]	"[""Have I been of any help? I'm training myself to get better at fighting..."", ""Have I been of any help? I'm training myself to get better at fighting..."", ""Have I been of any help? I'm training myself to get better at fighting..."", ""Have I been of any help? I'm training myself to get better at fighting...""]"
103031	[103031, 203031, 303031, 403031]	"[""Hm? You're afraid of the dark? In that case... I'll stay with you a bit longer."", ""Hm? You're afraid of the dark? In that case... I'll stay with you a bit longer."", ""Hm? You're afraid of the dark? In that case... I'll stay with you a bit longer."", ""Hm? You're afraid of the dark? In that case... I'll stay with you a bit longer.""]"
103032	[103032, 203032, 303032, 403032]	"[""I-if it's possible, I'd love to watch the sunset and sunrise with you one day."", ""I-if it's possible, I'd love to watch the sunset and sunrise with you one day."", ""I-if it's possible, I'd love to watch the sunset and sunrise with you one day."", ""I-if it's possible, I'd love to watch the sunset and sunrise with you one day.""]"
103033	[103033, 203033, 303033, 403033]	['Meeting you is the best thing that has ever happened to me.', 'Meeting you is the best thing that has ever happened to me.', 'Meeting you is the best thing that has ever happened to me.', 'Meeting you is the best thing that has ever happened to me.']
103034	[103034, 203034, 303034, 403034]	['I will archive and record all the times we spent together.', 'I will archive and record all the times we spent together.', 'I will archive and record all the times we spent together.', 'I will archive and record all the times we spent together.']
103035	[103035, 203035, 303035, 403035]	"[""There are a lot of things about you that I'd like to study further."", ""There are a lot of things about you that I'd like to study further."", ""There are a lot of things about you that I'd like to study further."", ""There are a lot of things about you that I'd like to study further.""]"
103036	[103036, 203036, 303036, 403036]	"[""I'm acquiring more data about you, Commandant."", ""I'm acquiring more data about you, Commandant."", ""I'm acquiring more data about you, Commandant."", ""I'm acquiring more data about you, Commandant.""]"
103037	[103037, 203037, 303037, 403037]	['Commandant, can you tell me a little more about yourself?', 'Commandant, can you tell me a little more about yourself?', 'Commandant, can you tell me a little more about yourself?', 'Commandant, can you tell me a little more about yourself?']
103038	[103038, 203038, 303038, 403038]	"[""If it's you, I think I don't mind being a bit closer."", ""If it's you, I think I don't mind being a bit closer."", ""If it's you, I think I don't mind being a bit closer."", ""If it's you, I think I don't mind being a bit closer.""]"
103039	[103039, 203039, 303039, 403039]	['It pleases me to be on such intimate terms with you.', 'It pleases me to be on such intimate terms with you.', 'It pleases me to be on such intimate terms with you.', 'It pleases me to be on such intimate terms with you.']
103040	[103040, 203040, 303040, 403040]	"[""I like—N-no it's nothing."", ""I like—N-no it's nothing."", ""I like—N-no it's nothing."", ""I like—N-no it's nothing.""]"
103041	[103041, 203041, 303041, 403041]	['I find your voice very reassuring.', 'I find your voice very reassuring.', 'I find your voice very reassuring.', 'I find your voice very reassuring.']
103042	[103042, 203042, 303042, 403042]	"[""Maybe in the future, I'd get to feel the real you..."", ""Maybe in the future, I'd get to feel the real you..."", ""Maybe in the future, I'd get to feel the real you..."", ""Maybe in the future, I'd get to feel the real you...""]"
103043	[103043, 203043, 303043, 403043]	['Based on the data I have, I prepared this for you. Do you like it?', 'Based on the data I have, I prepared this for you. Do you like it?', 'Based on the data I have, I prepared this for you. Do you like it?', 'Based on the data I have, I prepared this for you. Do you like it?']
103044	[103044, 203044, 303044, 403044]	['Lucia said this should make you happy...', 'Lucia said this should make you happy...', 'Lucia said this should make you happy...', 'Lucia said this should make you happy...']
103045	[103045, 203045, 303045, 403045]	['According to my data, you should like this.', 'According to my data, you should like this.', 'According to my data, you should like this.', 'According to my data, you should like this.']
103046	[103046, 203046, 303046, 403046]	['This is for you. In return, may I have a smile?', 'This is for you. In return, may I have a smile?', 'This is for you. In return, may I have a smile?', 'This is for you. In return, may I have a smile?']
103047	[103047, 203047, 303047, 403047]	['Pardon me, Commandant. Are you busy at the moment?', 'Pardon me, Commandant. Are you busy at the moment?', 'Pardon me, Commandant. Are you busy at the moment?', 'Pardon me, Commandant. Are you busy at the moment?']
103048	[103048, 203048, 303048, 403048]	['Are you still there... Commandant?', 'Are you still there... Commandant?', 'Are you still there... Commandant?', 'Are you still there... Commandant?']
103049	[103049, 203049, 303049, 403049]	['Are you going to rest now?', 'Are you going to rest now?', 'Are you going to rest now?', 'Are you going to rest now?']
103050	[103050, 203050, 303050, 403050]	['What are you doing?', 'What are you doing?', 'What are you doing?', 'What are you doing?']
103051	[103051, 203051, 303051, 403051]	['Why do you never answer me?', 'Why do you never answer me?', 'Why do you never answer me?', 'Why do you never answer me?']
103052	[103052, 203052, 303052, 403052]	['Our minds have been linked for over an hour. Please get some rest, Commandant.', 'Our minds have been linked for over an hour. Please get some rest, Commandant.', 'Our minds have been linked for over an hour. Please get some rest, Commandant.', 'Our minds have been linked for over an hour. Please get some rest, Commandant.']
103053	[103053, 203053, 303053, 403053]	['Prolonged mind linking is taxing on your body, Commandant.', 'Prolonged mind linking is taxing on your body, Commandant.', 'Prolonged mind linking is taxing on your body, Commandant.', 'Prolonged mind linking is taxing on your body, Commandant.']
103054	[103054, 203054, 303054, 403054]	"[""Please take better care of yourself. Being linked for so long isn't good for your health..."", ""Please take better care of yourself. Being linked for so long isn't good for your health..."", ""Please take better care of yourself. Being linked for so long isn't good for your health..."", ""Please take better care of yourself. Being linked for so long isn't good for your health...""]"
103055	[103055, 203055, 303055, 403055]	"[""I'd like to spend more time with you and talk to you more... but staying connected for so long is bad for your health."", ""I'd like to spend more time with you and talk to you more... but staying connected for so long is bad for your health."", ""I'd like to spend more time with you and talk to you more... but staying connected for so long is bad for your health."", ""I'd like to spend more time with you and talk to you more... but staying connected for so long is bad for your health.""]"
103056	[103056, 203056, 303056, 403056]	['Commandant, a new day is dawning.', 'Commandant, a new day is dawning.', 'Commandant, a new day is dawning.', 'Commandant, a new day is dawning.']
103057	[103057, 203057, 303057, 403057]	"[""Welcome back! Let's all do our best today."", ""Welcome back! Let's all do our best today."", ""Welcome back! Let's all do our best today."", ""Welcome back! Let's all do our best today.""]"
103058	[103058, 203058, 303058, 403058]	"[""Oh, you're here...!"", ""Oh, you're here...!"", ""Oh, you're here...!"", ""Oh, you're here...!""]"
103059	[103059, 203059, 303059, 403059]	['Ah! There you are...', 'Ah! There you are...', 'Ah! There you are...', 'Ah! There you are...']
103060	[103060, 203060, 303060, 403060]	['Commandant, welcome back. Do you need a data summary of the period when you were away?', 'Commandant, welcome back. Do you need a data summary of the period when you were away?', 'Commandant, welcome back. Do you need a data summary of the period when you were away?', 'Commandant, welcome back. Do you need a data summary of the period when you were away?']
103061	[103061, 203061, 303061, 403061]	['Have you been assigned a long-term mission somewhere else? Could I perhaps be of any help?', 'Have you been assigned a long-term mission somewhere else? Could I perhaps be of any help?', 'Have you been assigned a long-term mission somewhere else? Could I perhaps be of any help?', 'Have you been assigned a long-term mission somewhere else? Could I perhaps be of any help?']
103062	[103062, 203062, 303062, 403062]	"[""Next time... please... tell me if you're going to leave for so long..."", ""Next time... please... tell me if you're going to leave for so long..."", ""Next time... please... tell me if you're going to leave for so long..."", ""Next time... please... tell me if you're going to leave for so long...""]"
103063	[103063, 203063, 303063, 403063]	['I know you might be busy, but... please come see me every once in a while...', 'I know you might be busy, but... please come see me every once in a while...', 'I know you might be busy, but... please come see me every once in a while...', 'I know you might be busy, but... please come see me every once in a while...']
103064	[103064, 203064, 303064, 403064]	['P-please behave yourself…', 'P-please behave yourself…', 'P-please behave yourself…', 'P-please behave yourself…']
103065	[103065, 203065, 303065, 403065]	"[""I... I'm feeling a bit queasy..."", ""I... I'm feeling a bit queasy..."", ""I... I'm feeling a bit queasy..."", ""I... I'm feeling a bit queasy...""]"
103066	[103066, 203066, 303066, 403066]	['Do you always have to do that?', 'Do you always have to do that?', 'Do you always have to do that?', 'Do you always have to do that?']
103067	[103067, 203067, 303067, 403067]	"[""I... I'm getting used to it..."", ""I... I'm getting used to it..."", ""I... I'm getting used to it..."", ""I... I'm getting used to it...""]"
103068	[103068, 203068, 303068, 403068]	['Ah!', 'Ah!', 'Ah!', 'Ah!']
103069	[103069, 203069, 303069, 403069]	['W-wha...', 'W-wha...', 'W-wha...', 'W-wha...']
103070	[103070, 203070, 303070, 403070]	['Please, that part is...', 'Please, that part is...', 'Please, that part is...', 'Please, that part is...']
103071	[103071, 203071, 303071, 403071]	"[""You can poke me all you like... As long as you don't leave me..."", ""You can poke me all you like... As long as you don't leave me..."", ""You can poke me all you like... As long as you don't leave me..."", ""You can poke me all you like... As long as you don't leave me...""]"
103072	[103072, 203072, 303072, 403072]	['You have already reached maximum Activity for today! Good work, Commandant!', 'You have already reached maximum Activity for today! Good work, Commandant!', 'You have already reached maximum Activity for today! Good work, Commandant!', 'You have already reached maximum Activity for today! Good work, Commandant!']
103073	[103073, 203073, 303073, 403073]	"[""I hope I didn't drag everyone down..."", ""I hope I didn't drag everyone down..."", ""I hope I didn't drag everyone down..."", ""I hope I didn't drag everyone down...""]"
103074	[103074, 203074, 303074, 403074]	['You must be tired, please take a rest now. I can handle the data analysis.', 'You must be tired, please take a rest now. I can handle the data analysis.', 'You must be tired, please take a rest now. I can handle the data analysis.', 'You must be tired, please take a rest now. I can handle the data analysis.']
103075	[103075, 203075, 303075, 403075]	"[""A recharge is required, Commandant, or else we won't be able to fight."", ""A recharge is required, Commandant, or else we won't be able to fight."", ""A recharge is required, Commandant, or else we won't be able to fight."", ""A recharge is required, Commandant, or else we won't be able to fight.""]"
103076	[103076, 203076, 303076, 403076]	['I am only fighting for you for justice and my conscience.', 'I am only fighting for you for justice and my conscience.', 'I am only fighting for you for justice and my conscience.', 'I am only fighting for you for justice and my conscience.']
103077	[103077, 203077, 303077, 403077]	"[""I won't serve a Commandant that's all low-spirited... So, please manage your nutrition intake."", ""I won't serve a Commandant that's all low-spirited... So, please manage your nutrition intake."", ""I won't serve a Commandant that's all low-spirited... So, please manage your nutrition intake."", ""I won't serve a Commandant that's all low-spirited... So, please manage your nutrition intake.""]"
103078	[103078, 203078, 303078, 403078]	"[""Please go to bed if you're not trying to wipe out that pile of enemies now."", ""Please go to bed if you're not trying to wipe out that pile of enemies now."", ""Please go to bed if you're not trying to wipe out that pile of enemies now."", ""Please go to bed if you're not trying to wipe out that pile of enemies now.""]"
103079	[103079, 203079, 303079, 403079]	['I am no longer alive. What fear does death hold for me?', 'I am no longer alive. What fear does death hold for me?', 'I am no longer alive. What fear does death hold for me?', 'I am no longer alive. What fear does death hold for me?']
103080	[103080, 203080, 303080, 403080]	['I will try my best to protect my own safety after ensuring yours.', 'I will try my best to protect my own safety after ensuring yours.', 'I will try my best to protect my own safety after ensuring yours.', 'I will try my best to protect my own safety after ensuring yours.']
103081	[103081, 203081, 303081, 403081]	['What is it about the night that makes you want to stay up late?', 'What is it about the night that makes you want to stay up late?', 'What is it about the night that makes you want to stay up late?', 'What is it about the night that makes you want to stay up late?']
103082	[103082, 203082, 303082, 403082]	"[""A world shrouded in darkness is not worth anything. That's why I wish to restore the light."", ""A world shrouded in darkness is not worth anything. That's why I wish to restore the light."", ""A world shrouded in darkness is not worth anything. That's why I wish to restore the light."", ""A world shrouded in darkness is not worth anything. That's why I wish to restore the light.""]"
103083	[103083, 203083, 303083, 403083]	['Walking in the darkness will make you stronger.', 'Walking in the darkness will make you stronger.', 'Walking in the darkness will make you stronger.', 'Walking in the darkness will make you stronger.']
103084	[103084, 203084, 303084, 403084]	"[""Don't think I don't know you stayed up late again last night."", ""Don't think I don't know you stayed up late again last night."", ""Don't think I don't know you stayed up late again last night."", ""Don't think I don't know you stayed up late again last night.""]"
