Id	GroupId	GroupName	GroupNameEn	GroupLogo	GroupDescription	CharacterId	HeadPortrait	GraduationPortrait	Port	Type	InVisible	CanClickGroup
113	6			Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon006.png	暂无相关资料				13	2	1	
114	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				14	2	1	
115	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				15	2	1	
116	7	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				16	2	1	
117	7	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				17	2	1	
118	8	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				18	2	1	
119	8	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				19	2	1	
120	18	九龙商会	Kowloong Chamber of Commerce	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon014.png	使用九龙商会负屃众特有的技术改造而成，往往带有鲜明的地方特色，从而与其他势力的机体拉开差异。	1521003	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadQu4.png	39	2		
121	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				21	2	1	
122	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				22	2	1	
123	11	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				23	2	1	
124	11	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				24	2	1	
125	12	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				25	2	1	
126	13	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				26	2	1	
128	14								28	2	1	
129	14								29	2	1	
130	14								30	2	1	
131	15	不明	Unknown	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	空中花园数据库未查询到该势力相关信息。	1531003	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	32	2		
132	5								31	2	1	
133	17	不明	Unknown	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	空中花园数据库未查询到该势力相关信息。	1541003	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadLuolan4.png	35	2		
134	3								37	2	1	
135	9								38	2	1	
136	18	九龙商会	Kowloong Chamber of Commerce	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon014.png	使用九龙商会负屃众特有的技术改造而成，往往带有鲜明的地方特色，从而与其他势力的机体拉开差异。	1551003	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadPulao4.png	40	2		
137	6								41	2	1	
138	19	机械教会	Church of Machina	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon026.png	完全由机械体组成的，以“机械先哲”为行动核心的秘密组织。 这些受“机械先哲”启蒙的机械体拥有自我与群体意识，以“机械教会”的名义在地球上各自行动。	1561003	Assets/Product/Texture/Image/RoleCharacter/RoleHeadHakama1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadHakama2.png	42	2		
139	20	寒羊小队	Dark Aries	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon017.png	空中花园执行部队下属寒羊小队，指挥官为西蒙，目前已是第三次重组，曾经的成员均以不同方式离开了。	1571003	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNuoan1.png	Assets/Product/Texture/Image/RoleCharacter/RoleHeadNuoan2.png	44	2		
140	7	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				45	2	1	
141	21	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				46	2	1	
142	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				47	2	1	
143	22	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				48	2	1	
144	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				49	2	1	
145	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				50	2	1	
146	5	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				51	2	1	
147	5	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				52	2	1	
148	23	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				53	2	1	
149	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				54	2	1	
150	24								55	2	1	
151	11	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				56	2	1	
152	25	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				57	2	1	
153	8	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				58	2	1	
154	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				59	2	1	
155	26	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				60	2	1	
156	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				61	2	1	
157	4	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				62	2	1	
158	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				63	2	1	
159	27	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				64	2	1	
160	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				65	2	1	
161	28	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				66	2	1	
162	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon006.png	暂无相关资料				67	2	1	
163	9	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon006.png	暂无相关资料				68	2	1	
164	23	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon006.png	暂无相关资料				69	2	1	
165	29								70	2	1	
166	29								71	2	1	
167	5	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				72	2	1	
168	7	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				73	2	1	
169	27	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				74	2	1	
170	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				75	2	1	
171	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				76	2	1	
172	8	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				77	2	1	
173	13	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				78	2	1	
174	13	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				78	2	1	
201	14	尼尔：自动人形	NieR:Automata	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIconSP001.png		1181003	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwob4.png	28	3		1
202	14	尼尔：自动人形	NieR:Automata	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIconSP001.png		1191003	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadNines4.png	29	3		1
203	14	尼尔：自动人形	NieR:Automata	Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIconSP001.png		1201003	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadATwo4.png	30	3		1
204	1	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				4	3	1	
205	2	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				5	3	1	
206	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				6	3	1	
207	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				7	3	1	
208	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				8	3	1	
209	4	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				9	3	1	
210	4	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				10	3	1	
211	4	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				11	3	1	
212	4	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				12	3	1	
213	5	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon003.png	暂无相关资料				13	3	1	
214	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				14	3	1	
215	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				15	3	1	
216	7	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				16	3	1	
217	7	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				17	3	1	
218	8	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				18	3	1	
219	8	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				19	3	1	
220	9	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon014.png	暂无相关资料				20	3	1	
221	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				21	3	1	
222	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				22	3	1	
223	11	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				23	3	1	
224	11	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				24	3	1	
225	12	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				25	3	1	
226	13	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				26	3	1	
227	15	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				27	3	1	
228	16	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				31	3	1	
229	17								35	3	1	
230	3								37	3	1	
231	9								38	3	1	
232	18								39	3	1	
233	18								40	3	1	
234	6								41	3	1	
235	19								42	3	1	
236	20								44	3	1	
237	7	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				45	3	1	
238	21	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				46	3	1	
239	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				47	3	1	
240	22	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				48	3	1	
241	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				49	3	1	
242	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				50	3	1	
243	5	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				51	3	1	
244	5	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				52	3	1	
245	23	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				53	3	1	
246	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				54	3	1	
247	24	BLACK★ROCK SHOOTER		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIconSP002.png		1281002	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Blackrock1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Blackrock3.png	55	3		1
248	11	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				56	3	1	
249	25	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				57	3	1	
250	8	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				58	3	1	
251	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				59	3	1	
252	26	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				60	3	1	
253	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				61	3	1	
254	4	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				62	3	1	
255	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				63	3	1	
256	27	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				64	3	1	
257	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				65	3	1	
258	28	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				66	3	1	
259	10	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				67	3	1	
260	9	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				68	3	1	
261	23	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				69	3	1	
262	29	Devil May Cry 5		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIconSP003.png		1351003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Weijier1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Weijier3.png	70	3		1
263	29	Devil May Cry 5		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIconSP003.png		1361003	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Danding1.png	Assets/Product/Texture/Image/RolePlayer/RoleHeadR2Danding3.png	71	3		1
264	5	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				72	3	1	
265	7	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				73	3	1	
266	27	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				74	3	1	
267	6	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				75	3	1	
268	3	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				76	3	1	
269	8	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				77	3	1	
270	13	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				78	3	1	
271	13	？？？		Assets/Product/Texture/Image/UiCharacterExhibitionImage/UiCharacterExhibitionImageTeamIcon005.png	暂无相关资料				78	3	1	
