Id	Name	Model	ScriptId	InteractEffectNames	DeathEffectNames	UseDistanceDither	DefaultActionId	DyingTime	StreamingLoadRange	AnimationControllerName	PrefabName
198	小玻璃瓶	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Bliping.prefab				True					
199	Written Document	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_005Zhi.prefab				True					
200	装满纸折四叶草的礼物盒1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Liwuhe.prefab				True					
201	装满纸折四叶草的礼物盒2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Liwuhe01.prefab				True					
202	四叶草面片1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_005Shikecao01.prefab				True					
203	四叶草面片2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_005Shikecao02.prefab				True					
204	库洛洛修理特效	Assets/Product/BigWorld/SkyGarden/TempPrefabs/FxSkyGardenNpcKuroRepair01.prefab				True					
205	库洛洛浇水特效	Assets/Product/BigWorld/SkyGarden/TempPrefabs/FxSkyGardenNpcKuroWatering.prefab				True					
206	库洛洛颠勺特效	Assets/Product/BigWorld/SkyGarden/TempPrefabs/FxSkyGardenNpcKuroCook.prefab				True					
208	Cake	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Pla_JH_005Cake.prefab				True					
209	TP Point	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_Ttl_WG_002Platform1.prefab				True					
210	Froggie Effect 01	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenLSLAdaiwa.prefab				True					
211	Froggie Effect 02	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenLSLAdaiwa2.prefab				True					
212	Portal Effect	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenLSLChuansongmen.prefab				True					
213	Rain Effect	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenLSLXiayu.prefab				True					
214	Shattered Loop	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenPosui2.prefab				True					
215	Phantom Effect	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenLSLRaoluan.prefab				True					
216	Blue Teleport Destination	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_JumpPortalEnd.prefab				True					
217	Green Teleport Destination	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_JumpPortalEndGreen.prefab				True					
218	Yellow Teleport Destination	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_JumpPortalEndYellow.prefab				True					
219	Green Teleport	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_JumpPortalGreen.prefab				True					
220	Yellow Teleport	Assets/Product/BigWorld/SkyGarden_JumpPlayer/TempPrefabs/SG_JumpPortalYellow.prefab				True					
221	Empty Goblet	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Jiubei01.prefab				True					
222	Empty Glass	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_005Jiubei05.prefab				True					
223	Beverage Glass 1	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_005Jiubei03.prefab				True					
224	Beverage Glass 2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_005Jiubei01.prefab				True					
225	Beverage Glass 3	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_005Jiubei02.prefab				True					
226	Beverage Glass 4	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_005Jiubei04.prefab				True					
227	Wine Bottle 1	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_004Jiuping01.prefab				True					
228	Wine Bottle 2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_004Jiuping02.prefab				True					
229	Wine Bottle 3	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_004Jiuping03.prefab				True					
230	Wine Bottle 4	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Bar_WG_004Jiuping04.prefab				True					
231	Empty Flowerpot	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Huapena.prefab				True					
232	Dreamweaver	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Zhuangzhi01.prefab				True					
233	Coffee Machine	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Res_JH_Coffee01_02.prefab				True					
234	Coffee Cup 2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Res_WG_Coffee_Integrity.prefab				True				SG_Res_WG_Coffee_Integrity	
235	Clover Stone Monument	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/SceneObjectPrefabs/SG_Lxy02_JH_Gravestone.prefab				True					
236	Fairy Wand	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_Xiannvbang.prefab				True					
237	Origami Clover (Static)	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_001Clover01.prefab				True					
238	Photo 1	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_003Wujian01.prefab				True					
239	Photo 2	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_003Wujian02.prefab				True					
240	Demo Level Pillar	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Ttl_WG_Zhuzi01Variant.prefab				True					
241	Demo Level Board	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Ttl_WG_Zhuzi02Variant.prefab				True					
242	Demo Level Door 1	Assets/Product/BigWorld/SkyGarden/TempPrefabs/S04601_07Door02Ani_Copy.prefab				True					
243	Demo Level Door 2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/S04601_07DoorAni_Copy.prefab				True					
244	Demo Level Door 3	Assets/Product/BigWorld/SkyGarden/TempPrefabs/S04602_11Jbsmen02Ani_Copy.prefab				True					
245	Kowloong Noodles and Chopsticks	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_057Shipin01.prefab				True					
246	Meatballs	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_057Shipin02.prefab				True					
247	Cake	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_057Shipin05.prefab				True					
248	Dish Model 2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_057Shipin03.prefab				True					
249	Rice	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_057Shipin04.prefab				True					
250	1001024 - Grass	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_007Cao.prefab				True					
251	1001024 - Grass 1	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_007Caoa.prefab				True					
252	1001024 - Grass 2	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_007Caob.prefab				True					
253	1001024 - Plant	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_004Zhiwu01.prefab				True					
254	1001024 - Plant 1	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_004Zhiwu02.prefab				True					
255	1001024 - Plant 2	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_004Zhiwu03.prefab				True					
256	1001024 - Plant 3	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_006Zhiwu.prefab				True					
257	1001024 - Plant 4	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_005Zhiwu01.prefab				True					
258	1001024 - Petal	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_006Huaban.prefab				True					
259	1001024 - Vine 1	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_004Tree.prefab				True					
260	1001024 - Vine 2	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_004Tree03.prefab				True					
261	1001024 - Vine 3	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_004Tree04.prefab				True					
262	1001024 - Vine 4	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_004Tree05.prefab				True					
263	1001024 - Vine 5	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_004Tree06.prefab				True					
264	1001024 - Branch	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_TP_003Shuzhi.prefab				True					
265	1001024 - Trunk	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_PR_008Shugen.prefab				True					
266	1001024 - Tree	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel02/TempPrefabs/SG_Lxy02_PR_Tree01.prefab				True					
267	Portal Effect 2	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenLSLChuansongmen2.prefab				True					
268	Kuroro Object	Assets/Product/Role/DlcCharacterPrefab/BigWorld/Common/Npc1KurobodyMd00001SG.prefab				True					
269	Interaction Flash Point	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_Touch_03.prefab				True					
270	Lucia Whispers of Love Photo	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_01_Lxyphoto.prefab				True				SG_Com_JH_01_Lxyphoto	
271	Server Tray	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_017Plate.prefab				True					
272	04 Green Tree	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Shu01.prefab				True					
273	04 Grass	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Caocong01.prefab				True					
274	04 Small Hill 1	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Huangshan01.prefab				True					
275	04 Small Hill 2	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Huangshan02.prefab				True					
276	04 Small Hill 3	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Huangshan03.prefab				True					
277	04 Cloud 1	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Yunduo01.prefab				True					
278	04 Cloud 2	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Yunduo02.prefab				True					
279	04 Cloud 3	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Yunduo03.prefab				True					
280	04 Cloud 4	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Yunduo04.prefab				True					
281	04 Cloud 5	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Yunduo05.prefab				True					
282	04 Cloud 6	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Yunduo06.prefab				True					
283	04 Star 1	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Xingxing01.prefab				True					
284	04 Star 2	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Xingxing02.prefab				True					
285	04 Mountain 1	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Shan01.prefab				True					
286	04 Mountain 2	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Shan02.prefab				True					
287	04 Mountain 3	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel04/SceneObjectPrefabs/SG_Lxy04_JH_Shan03.prefab				True					
288	03 Scarecrow	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel03/SceneObjectPrefabs/SG_Lxy03_JH_Daocaoren01.prefab				True					
289	03 Windmill	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel03/SceneObjectPrefabs/SG_Lxy03_Ani_Fengche.prefab				True					
290	03 Windmill 01	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel03/SceneObjectPrefabs/SG_Lxy03_JH_Fengche01.prefab				True					
291	03 Fence	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel03/SceneObjectPrefabs/SG_Lxy03_JH_Zhalan01.prefab				True					
292	03 House	Assets/Product/BigWorld/SkyGarden_LxyStoryLevel03/SceneObjectPrefabs/SG_Lxy03_JH_Fanzi01.prefab				True					
293	Immersion Projector	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_004Zhuangzhi03.prefab				True					
294	Jumping Challenge Platform Obstacle	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_JH_Jumpwait1.prefab				True					
295	Fireworks Effect 01	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkygardenLSLYanhua01.prefab				True					
296	Fireworks Effect 02	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkygardenLSLYanhua01.prefab				True					
297	Fireworks Effect 03	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkygardenLSLYanhua01.prefab				True					
298	Fireworks Effect 04	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/FxSkyGardenBiaoji.prefab				True					
299	Coffee Cup	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_018Coffeecup_Ani.prefab				True				SG_Com_JH_018Coffeecup_Ani	
300	Whispers of Love Photo 1	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_003Wujian03.prefab				True					
301	Whispers of Love Photo 2	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_003Wujian04.prefab				True					
302	Whispers of Love Photo 3	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_003Wujian05.prefab				True					
303	Whispers of Love Photo 4	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_003Wujian06.prefab				True					
304	Whispers of Love Photo 5	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_003Wujian07.prefab				True					
305	Whispers of Love Photo 6	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_003Wujian08.prefab				True					
306	躲猫猫奶酪	Assets/Product/Effect/DlcPrefab/FxWanfa/FxDMM3/FxHideAndSeek04Nailao.prefab				True					
307	躲猫猫道具箱	Assets/Product/Effect/DlcPrefab/FxWanfa/FxDMM3/FxHideAndSeek04Suijihezi.prefab				True					
308	深潜装置_关	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Hibernate02.prefab				True					
309	Kettle	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop01.prefab				True					
310	罗塞塔启动舱_关	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Hibernate01.prefab				True					
311	罗塞塔启动舱_开	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Hibernate01a.prefab				True					
312	Sea of Flowers	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gar_JH_Huahai010.prefab				True					
313	罗塞塔的启动黑盒	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Collector02.prefab				True					
314	Rosetta's Memory Fragment	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Collector01.prefab				True					
315	军备区小箱子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Gen_WG_Box03.prefab				True					
316	军备区中箱子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Gen_WG_Box01.prefab				True					
317	军备区中箱子2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_WG_Box05.prefab				True					
318	军备区大箱子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_WG_Jizhuanxiang01.prefab				True					
319	军备区罐子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_WG_Guanzi01.prefab				True					
320	军备区组合罐子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_WG_Guanzi02.prefab				True					
321	军备区全息投影	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_WG_Weixing01.prefab				True					
322	军备区椅子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_WG_Zuoyi01.prefab				True					
323	深潜装置_开	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Hibernate03.prefab				True					
324	Data Screen 4	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Screen.prefab				True					
325	Kettle	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop01.prefab				True					
326	Sound Trigger	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop02.prefab				True					
327	Walkman	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop03.prefab				True					
328	Headphones	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop03a.prefab				True					
329	Envelope	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop04.prefab				True					
330	Letter Paper	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop04a.prefab				True					
331	Can	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop05.prefab				True					
332	Quill Pen	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop06.prefab				True					
333	Sofa	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Art_WG_Sofa08.prefab				True					
334	军备区电梯小	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_Ani_Dianti01.prefab				True					
335	主线用-破损的玻璃01	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Wall01.prefab				True					
336	主线用-破损的玻璃02	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Wall02.prefab				True					
337	Dandelion Bud	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gar_JH_Plant02.prefab				True					
338	Dandelion	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gar_JH_Plant01.prefab				True					
339	主线用-破损的玻璃03	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Wall03.prefab				True					
340	Garden Rocking Chair Base	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Gar_WG_Chair01.prefab				True					
341	Garden Rocking Chair Frame	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Gar_Ani_Chair02.prefab				True					
342	军备区电梯	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_Ani_Dianti01.prefab				True					
344	主线用军备区警报特效	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenRedColorFilter.prefab				True					
345	VR Glasses	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_039VRyanjing.prefab				True					
346	Male Commandant Flower	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop07.prefab				True					
347	女指挥官花	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gen_JH_Prop08.prefab				True					
348	Lily of the Valley - For Rosetta's Eco Mission	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gar_JH_Plant04.prefab				True					
349	Petals - For Rosetta's Eco Mission	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Gar_JH_Plant05.prefab				True					
350	Main Story - Commandant's Pistol	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_001Gun.prefab				True				SG_Com_JH_001Gun	
351	军备区电梯空气墙	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_DT_AirWall.prefab				True					
352	Logistics Center Box	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Gen_WG_Box03.prefab				True					
353	Lee's Band-Aid Model	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_001Bandage.prefab				True					
354	Enhanced Drone Effect	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Com_JH_UAVBuilding.prefab				True					
355	Main Story - Damaged Cable	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_JH_Wire01.prefab				True					
356	Main Story - Military Security Area Rooftop Gate	Assets/Product/BigWorld/SkyGarden_Scene007/SceneObjectPrefabs/S02701_20Men_Copy.prefab				True					
357	Vending Machine	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_Souhuoji01.prefab				True					
358	Military Security Area Glass Wall 1	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_BD_Wall23.prefab				True					
359	Military Security Area Glass Wall 2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_BD_Wall24.prefab				True					
360	Military Security Area Glass Wall 3	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_BD_Wall26.prefab				True					
361	Robotic Cargo Arm	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Port_PR_Roboticarm01.prefab				True				SG_Port_PR_Roboticarm01	
362	军备区玻璃门	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_BD_Door02_Ani.prefab				True					
363	Cinema Small Door 1	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Cine_Ani_Gate01.prefab				True					
364	Cinema Small Door 2	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Cine_Ani_Gate02.prefab				True					
365	Dormitory - Thank You for Your Snapshot	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian14.prefab				True					
366	Dormitory - Exclusive Gravity	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian15.prefab				True					
367	Dormitory - Supply Master	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian03a.prefab				True					
368	Dormitory - Feel It, Record It	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Wujian02a.prefab				True					
369	Dormitory - Blast Drone Gen III Model	Assets/Product/BigWorld/SkyGarden_SuShe/SceneObjectPrefabs/SG_Sushe_JH_Drone.prefab				True					
370	Military Security Area Entrance Elevator	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_Ani_Pingtai02.prefab				True				SG_Zone_Ani_Pingtai02	
371	军备区入口大门	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Zone_Ani_Junbeiqumen01.prefab				True				SG_Zone_Ani_Junbeiqumen01	
372	主线用-军备区电火花	Assets/Product/Effect/DlcPrefab/BigWorld/SkyGarden/Prefab/FxSkyGardenTask/FxSkyGardenDianFire.prefab				True					
373	躲猫猫4爆竹	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Baozhu.prefab				True					
374	躲猫猫4壁画	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Bihua.prefab				True					
375	躲猫猫4大柱子	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Dazuzi01.prefab				True					
376	躲猫猫4窗户	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Chuahu01.prefab				True					
377	躲猫猫4扇子	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Sanzi01.prefab				True					
378	躲猫猫4桌子	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Zhuozi.prefab				True					
379	躲猫猫4柱子	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Zhuzi.prefab				True					
380	躲猫猫4荷花	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Hehua01.prefab				True					
381	躲猫猫4假山	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Jiashan01.prefab				True					
382	躲猫猫4壁灯	Assets/Product/Scene/GamePlay/DirectFile/Prefab/DlcSystem_HideAndSeek/Prefabs/HideAndSeek04_Bideng.prefab				True					
383	商业街-氛围箱子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Pla_WG_Box.prefab				True					
384	商业街-氛围植物	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_Plant.prefab				True					
385	军备区空气墙1	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_AirWall01.prefab				True					
386	军备区空气墙2	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/SG_Zone_AirWall02.prefab				True					
387	普通箱子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_Chest02.prefab				True					
388	普通长款箱子	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Com_WG_023Box.prefab				True					
389	电影院播放器	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Cine_Ani_Projectorvr02.prefab				True					
390	沙丘	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Cine_WG_Guahua014.prefab				True					
391	肖申克	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Cine_WG_Guahua015.prefab				True					
392	楚门的世界	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Cine_WG_Guahua016.prefab				True					
393	速度与激情	Assets/Product/BigWorld/SkyGarden/TempPrefabs/SG_Cine_WG_Guahua018.prefab				True					
394	星空特效	Assets/Product/BigWorld/SkyGarden/SceneObjectPrefabs/FxSkyGardenCinemaStarskyXingkong.prefab				True					
