Id	BankId	HelperId	Type	Chat	ChatReply	PreChatId	Weight	Question	RightAnswer	Answers	RightReply	WrongReply	HelperIcon	HelperName
21009201	10092	1009	2				3000	指挥官，你说，我使用极昼机体是为了什么呢？	2	{1: '获取力量', 2: '挽回人类局势', 3: '链接升格网络'}	果然，指挥官记得丽芙的一切……	嗯……指挥官，正确答案是<color=#3291DB>挽回人类局势</color>，别灰心，再试一次就行了。	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	丽芙
21009202	10092	1009	2				3000	这个问题不知道会不会太难……指挥官知道极昼的核心被动是怎么触发的吗？	2	{1: '平A暴击后自动进入', 2: '双击闪避/长按闪避', 3: '长按普攻'}	果然，指挥官记得丽芙的一切……	嗯……指挥官，正确答案是<color=#3291DB>双击闪避/长按闪避</color>，别灰心，再试一次就行了。	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	丽芙
21009203	10092	1009	2				3000	指挥官还记得极昼机体的涂装叫什么吗？	3	{1: '记得，纺光同尘', 2: '记得，深海少女', 3: '记得，祈晓织翼'}	果然，指挥官记得丽芙的一切……	嗯……指挥官，正确答案是<color=#3291DB>祈晓织翼</color>，别灰心，再试一次就行了。	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	丽芙
21009301	10093	1009	2				3000	指挥官，你知道我为什么要为极昼机体添加飞行羽翼吗？	2	{1: '增强能量输出', 2: '强化飞行能，方便支援', 3: '提高美感'}	果然，指挥官记得丽芙的一切……	嗯……指挥官，正确答案是<color=#3291DB>便于支援</color>，别灰心，再试一次就行了。	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	丽芙
21009302	10093	1009	2				3000	指挥官，你知道极昼机体的羽翼除了飞行还有什么作用吗？	1	{1: '展开作为盾牌', 2: '吸收帕弥什', 3: '提供能量'}	果然，指挥官记得丽芙的一切……	嗯……指挥官，正确答案是<color=#3291DB>作为盾牌</color>，别灰心，再试一次就行了。	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	丽芙
21009303	10093	1009	2				3000	折纸昙花日记中出现最多的句子是什么呢？	3	{1: '为了空中花园', 2: '灰鸦小队会一直走下去', 3: '今天，指挥官还没醒来'}	果然，指挥官记得丽芙的一切……	嗯……指挥官，正确答案是<color=#3291DB>今天，指挥官还没醒来</color>，别灰心，再试一次就行了。	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	丽芙
31009101		1009	3	太好了……指挥官，就让丽芙来帮助你吧。	感谢								Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	丽芙
41009101		1009	4	抱歉，指挥官……果然，这副机体的力量，对指挥官来说还是太沉重了吗……	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	丽芙
11010101		1010	1	1010问候1									Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
11010102		1010	1	1010问候2		11010101							Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
21010101	10101	1010	2				1000	1010题库1问题1	1	{1: '1010题库1问题1A', 2: '1010题库1问题1B', 3: '1010题库1问题1C'}	正确	错误	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
21010102	10101	1010	2				2000	1010题库1问题2	2	{1: '1010题库1问题2A', 2: '1010题库1问题2B', 3: '1010题库1问题2C'}	正确	错误	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
21010103	10101	1010	2				2000	1010题库1问题3	3	{1: '1010题库1问题3A', 2: '1010题库1问题3B', 3: '1010题库1问题3C'}	正确	错误	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
21010201	10102	1010	2				1000	1010题库2问题1	1	{1: '1010题库2问题1A', 2: '1010题库2问题1B', 3: '1010题库2问题1C'}	正确	错误	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
21010202	10102	1010	2				2000	1010题库2问题2	2	{1: '1010题库2问题2A', 2: '1010题库2问题2B', 3: '1010题库2问题2C'}	正确	错误	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
21010203	10102	1010	2				2000	1010题库2问题3	3	{1: '1010题库2问题3A', 2: '1010题库2问题3B', 3: '1010题库2问题3C'}	正确	错误	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
21010301	10103	1010	2				1000	1010题库3问题1	1	{1: '1010题库3问题1A', 2: '1010题库3问题1B', 3: '1010题库3问题1C'}	正确	错误	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
21010302	10103	1010	2				2000	1010题库3问题2	2	{1: '1010题库3问题2A', 2: '1010题库3问题2B', 3: '1010题库3问题2C'}	正确	错误	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
31010101		1010	3	1010招募成功回复	感谢								Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
41010101		1010	4	1010招募失败回复	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	比安卡
11011101		1011	1	指挥官阁下，是需要帮忙吗？									Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
11011102		1011	1	明白了，根据回答，我会考虑的。		11011101							Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
21011101	10111	1011	2				1000	指挥官阁下，你知道真理机体进入狙击状态后，我会戴上什么设备吗？	1	{1: '辅助瞄准镜', 2: '夜视仪', 3: '能量聚集器'}	说得没错，指挥官阁下并没有忘记。	我想这个问题的答案应该是<color=#3291DB>辅助瞄准镜</color>，指挥官阁下是操劳过度，忘记了这些事吗？	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
21011102	10111	1011	2				2000	指挥官阁下知道哪件涂装不属于真理机体的吗？	1	{1: '灰羽·零度', 2: '零时合约', 3: '春围巡狩'}	说得没错，指挥官阁下并没有忘记。	我想这个问题的答案应该是<color=#3291DB>灰羽·零度</color>，指挥官阁下是操劳过度，忘记了这些事吗？	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
21011103	10111	1011	2				2000	指挥官阁下知道怎么触发真理机体的核心被动吗？	3	{1: '蓝球三消+任意红球', 2: '打开背包使用护目镜', 3: '红球三消+任意蓝球'}	说得没错，指挥官阁下并没有忘记。	我想这个问题的答案应该是<color=#3291DB>红球三消+任意蓝球</color>，指挥官阁下是操劳过度，忘记了这些事吗？	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
21011201	10112	1011	2				3000	我衣服上的字，是谁书写的呢？	1	{1: '你自己', 2: '艺术协会', 3: '九龙'}	说得没错，指挥官阁下并没有忘记。	我想这个问题的答案应该是<color=#3291DB>我自己</color>，指挥官阁下是操劳过度，忘记了这些事吗？	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
21011202	10112	1011	2				2000	我比较喜欢的礼物是什么？	2	{1: '百合', 2: '百合胸针', 3: '护目镜'}	说得没错，指挥官阁下并没有忘记。	我想这个问题的答案应该是<color=#3291DB>百合胸针</color>，指挥官阁下是操劳过度，忘记了这些事吗？	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
21011203	10112	1011	2				2000	真理机体的一些模块做了特化处理，指挥官阁下知道是什么吗？	2	{1: '逆元装置', 2: '视觉模块', 3: '意识海'}	说得没错，指挥官阁下并没有忘记。	我想这个问题的答案应该是<color=#3291DB>视觉模块</color>，指挥官阁下是操劳过度，忘记了这些事吗？	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
21011301	10113	1011	2				3000	我们在联谊会上抽中的号码分别是几号？	2	{1: '3号和12号', 2: '18号和25号', 3: '12号和18号'}	说得没错，指挥官阁下并没有忘记。	我想这个问题的答案应该是<color=#3291DB>18号和25号</color>，指挥官阁下是操劳过度，忘记了这些事吗？	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
21011302	10113	1011	2				3000	指挥官阁下，你知道人类时期的我是做什么的吗？	3	{1: '教师', 2: '医生', 3: '修女'}	说得没错，指挥官阁下并没有忘记。	我想这个问题的答案应该是<color=#3291DB>修女</color>，指挥官阁下是操劳过度，忘记了这些事吗？	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
21011303	10113	1011	2				3000	指挥官阁下，你知道这些人里谁没做过我清理部队的同事呢？	1	{1: '维里耶', 2: '千子', 3: '卡列尼娜'}	说得没错，指挥官阁下并没有忘记。	我想这个问题的答案应该是<color=#3291DB>维里耶</color>，指挥官阁下是操劳过度，忘记了这些事吗？	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
31011101		1011	3	总之，能帮上忙是我的荣幸。	感谢								Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
41011101		1011	4	抱歉，清理部队这边出现了新的任务。下次有机会的话，希望我能帮上你的忙。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	比安卡
11012101		1012	1	嘿嘿，指挥官，是想要可靠的七实来帮忙吗？									Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
11012102		1012	1	七实当然是想来帮指挥官了，可七实不能无视规则！		11012101							Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
11012103		1012	1	绝对裁判公正漂亮！因此，指挥官，来回答七实的问题吧！		11012102							Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
21012101	10121	1012	2				2000	指挥官指挥官，你知道“帕瓦”为什么这么厉害吗？	2	{1: '因为它叫“帕瓦”', 2: '因为是七实设计的', 3: '因为它附加装置多'}	答对啦！奖励是七实的抱抱！	噗噗！答错啦！没办法，七实就把通关秘籍告诉指挥官吧，答案是<color=#3291DB>因为是七实设计的</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
21012102	10121	1012	2				4000	指挥官，你知道七实为什么要设计制作“帕瓦”吗？	2	{1: '为了更加酷炫的进行战斗', 2: '减少探索路上的孤单感', 3: '想开刚大木'}	答对啦！奖励是七实的抱抱！	噗噗！答错啦！没办法，七实就把通关秘籍告诉指挥官吧，答案是<color=#3291DB>减少探索路上的孤单感</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
21012103	10121	1012	2				4000	指挥官指挥官，你知道“帕瓦”没有搭载哪种武器吗？	3	{1: '制导导弹', 2: '电锯', 3: '卫星轨道炮'}	答对啦！奖励是七实的抱抱！	噗噗！答错啦！没办法，七实就把通关秘籍告诉指挥官吧，答案是<color=#3291DB>卫星轨道炮</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
21012201	10122	1012	2				3000	你知道我为什么会成为机械先哲吗？	2	{1: '格式塔的命令', 2: '为了人类和机械体的未来', 3: '作为觉醒机械的义务'}	答对啦！奖励是七实的抱抱！	噗噗！答错啦！没办法，七实就把通关秘籍告诉指挥官吧，答案是<color=#3291DB>为了人类和机械体的未来</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
21012202	10122	1012	2				3000	指挥官，你知道七实打游戏最喜欢什么类型的结局吗？	1	{1: 'HE', 2: 'BE', 3: 'NE'}	答对啦！奖励是七实的抱抱！	噗噗！答错啦！没办法，七实就把通关秘籍告诉指挥官吧，答案是<color=#3291DB>HE</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
21012203	10122	1012	2				3000	下面哪个不属于七实的三大定律呢？	3	{1: '不服从任何不认同的命令', 2: '不伤害人类', 3: '不吃高热量零食'}	答对啦！奖励是七实的抱抱！	噗噗！答错啦！没办法，七实就把通关秘籍告诉指挥官吧，答案是<color=#3291DB>不吃高热量零食</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
21012301	10123	1012	2				3000	七实是通过什么来推演未来的呢？	2	{1: '自行推演', 2: '格式塔的协助', 3: '塔罗牌'}	答对啦！奖励是七实的抱抱！	噗噗！答错啦！没办法，七实就把通关秘籍告诉指挥官吧，答案是<color=#3291DB>有格式塔协助</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
21012302	10123	1012	2				3000	下面哪个不是七实在推演的未来中认识的朋友？	1	{1: '零', 2: '斯布纳', 3: 'Sniper-PK43'}	答对啦！奖励是七实的抱抱！	噗噗！答错啦！没办法，七实就把通关秘籍告诉指挥官吧，答案是<color=#3291DB>零</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
21012303	10123	1012	2				3000	指挥官你知道七实最喜欢什么礼物吗？	3	{1: '典藏绘本', 2: '便携式游戏终端', 3: '整人箱'}	答对啦！奖励是七实的抱抱！	噗噗！答错啦！没办法，七实就把通关秘籍告诉指挥官吧，答案是<color=#3291DB>整人箱</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
31012101		1012	3	不愧是指挥官！那么，帕瓦出击！	感谢								Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
41012101		1012	4	欸……指挥官好逊……这样可没办法让无敌的帕瓦出场帮忙哦？	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	七实
11013101		1013	1	我就知道你肯定会有需要宇宙间最——可爱的七☆实☆大☆人帮忙的时候。									Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
11013102		1013	1	想要我帮忙的话，可就要好——好回答七实的问题哦~		11013101							Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
21013101	10131	1013	2				2000	我的机体类型是什么呀？	2	{1: '辅助型', 2: '装甲型', 3: '控制型'}	Bingo，答对啦~指挥官加分加分。	完，全，错，误。答案是<color=#3291DB>装甲型</color>，再这样的话，指挥官在七实这里要扣分了哦。	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
21013102	10131	1013	2				4000	指挥官知道怎么触发脉冲机体的核心被动吗？	1	{1: '释放必杀技', 2: '平砍连击带顺劈', 3: '上上下下左右左右ABAB'}	Bingo，答对啦~指挥官加分加分。	完，全，错，误。答案是<color=#3291DB>释放必杀技</color>，再这样的话，指挥官在七实这里要扣分了哦。	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
21013103	10131	1013	2				4000	指挥官指挥官，你知道我的电子日记中，谁的编号是第一个？	3	{1: '哈卡玛', 2: '马丁', 3: '我'}	Bingo，答对啦~指挥官加分加分。	完，全，错，误。答案是<color=#3291DB>你</color>，再这样的话，指挥官在七实这里要扣分了哦。	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
21013201	10132	1013	2				3000	嘿嘿，你知道七实最喜欢什么吗？	3	{1: '整蛊', 2: '吃饭', 3: '人类'}	Bingo，答对啦~指挥官加分加分。	完，全，错，误。答案是<color=#3291DB>人类</color>，再这样的话，指挥官在七实这里要扣分了哦。	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
21013202	10132	1013	2				3000	你觉得哪件事是我能够做到的呢？	1	{1: '满分完成跳跃转体三周半', 2: '一枪突破大气层', 3: '追着敌人绕地球一圈'}	Bingo，答对啦~指挥官加分加分。	完，全，错，误。答案是<color=#3291DB>满分完成跳跃转体三周半</color>，再这样的话，指挥官在七实这里要扣分了哦。	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
21013203	10132	1013	2				3000	指挥官，你知道脉冲机体的设计灵感来自哪里吗？	2	{1: '我', 2: '人类的滑轮比赛', 3: '人类的赛车比赛'}	Bingo，答对啦~指挥官加分加分。	完，全，错，误。答案是<color=#3291DB>人类的滑轮比赛</color>，再这样的话，指挥官在七实这里要扣分了哦。	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
21013301	10133	1013	2				3000	七实在049号城市遇到的好朋友叫什么呢？	2	{1: '埃米尔', 2: '埃米', 3: '米查德二十四世'}	Bingo，答对啦~指挥官加分加分。	完，全，错，误。答案是<color=#3291DB>埃米</color>，再这样的话，指挥官在七实这里要扣分了哦。	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
21013302	10133	1013	2				3000	以下谁不是七实的机械伙伴呢？	1	{1: '赛利卡', 2: '含英', 3: '哈卡玛'}	Bingo，答对啦~指挥官加分加分。	完，全，错，误。答案是<color=#3291DB>赛利卡</color>，再这样的话，指挥官在七实这里要扣分了哦。	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
21013303	10133	1013	2				3000	七实之前给你准备的特别礼物是什么呢？	3	{1: '用缎带装饰好的电锯', 2: '惊吓盒', 3: '1:16大小的七实手办'}	Bingo，答对啦~指挥官加分加分。	完，全，错，误。答案是<color=#3291DB>1:16大小的七实手办</color>，再这样的话，指挥官在七实这里要扣分了哦。	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
31013101		1013	3	呜哇，不愧是你呢，居然全都答对了。走吧，七实会让你知道，找七实帮忙，是最最最明智的决定~	感谢								Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
41013101		1013	4	不行不行不行不行。这种程度可没法让七实好好发挥实力哦。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	七实
11014101		1014	1	哈哈，这么好玩的活动怎么能少得了我？									Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
11014102		1014	1	虽然很想直接帮你，但是享受游戏的每一个环节也是很有必要的！		11014101							Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
11014103		1014	1	让我想想问你些什么呢~		11014102							Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
21014101	10141	1014	2				3000	嘿嘿，指挥官知道我的重能机体哪一个技能有格挡作用吗？	2	{1: '蓝球-突击模式', 2: '黄球-逆流反击', 3: '红球-大切断'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>黄球-逆流反击</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
21014102	10141	1014	2				3000	我的重能机体，该怎么触发核心被动呢？	3	{1: '顺次按下QWER', 2: '上上下下左右左右AABB', 3: '任意三消积攒充能值'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>任意三消积攒充能值</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
21014103	10141	1014	2				1000	指挥官给我推荐一个重能机体能用的涂装吧~	2	{1: '推荐朱云流霭', 2: '推荐终焉讯使', 3: '推荐天赐恩典'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>终焉讯使</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
21014201	10142	1014	2				3000	指挥官知道我比较喜欢什么礼物吗？	3	{1: '第五代外接显示的电子装置', 2: '家用掌机一体化设备', 3: '便携式游戏终端'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>便携式游戏终端</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
21014202	10142	1014	2				3000	除了在突击鹰执行任务外，我经常还会在哪个部队执行任务？	1	{1: '灰鸦小队', 2: '清理部队', 3: '清庭白鹭小队'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>灰鸦小队</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
21014203	10142	1014	2				3000	你知道我对重能机体重量的看法吗？	3	{1: '应该再轻一点', 2: '应该再女性化一点', 3: '应该再重一点'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>应该再重一点</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
21014301	10143	1014	2				3000	下面哪种行为不是我喜欢的作战方式	2	{1: '冲锋陷阵', 2: '以攻速取胜', 3: '以厚重的攻击力道取胜'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>以攻速度取胜</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
21014302	10143	1014	2				3000	在科波菲尔的庄园里，我最后掏出了什么装备来解决困境？	1	{1: 'EMP', 2: '双持大剑', 3: '玩具锤'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>EMP</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
21014303	10143	1014	2				3000	指挥官你知道我在黄金漩涡的时候让谁陷入了困境？	3	{1: '渡边', 2: '加百列', 3: '罗兰'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>罗兰</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
31014101		1014	3	走吧走吧，让我们一起去文化纪大玩一场。	感谢								Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
41014101		1014	4	唔哇，是我问的问题太难了吗？但是没有关系，下次我们一定可以的！	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	神威
11015101		1015	1	哈哈，这么好玩的活动怎么能少得了我？									Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
11015102		1015	1	虽然很想直接帮你，但是享受游戏的每一个环节也是很有必要的！		11015101							Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
11015103		1015	1	让我想想问你些什么呢~		11015102							Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
21015101	10151	1015	2				3000	指挥官知道暗能机体的哪一个技能具有眩晕作用吗？	1	{1: '暗影状态蓝球', 2: '暗影状态黄球', 3: '暗影状态红球'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>暗影状态蓝球</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
21015102	10151	1015	2				3000	指挥官知道暗能机体的暗影状态有什么作用吗？	3	{1: '变成双刀流', 2: '变成卡穆', 3: '自身物抗和暗抗增加'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>自身物抗和暗抗增加</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
21015103	10151	1015	2				3000	指挥官给我推荐一个暗能机体能用的涂装吧~	2	{1: '推荐末世绀华', 2: '推荐万灵游行', 3: '推荐荆棘火'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>万灵游行</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
21015201	10152	1015	2				3000	指挥官知道我比较喜欢什么吗？	3	{1: '第五代外接显示的电子装置', 2: '家用掌机一体化设备', 3: '便携式游戏终端'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	那是什么？看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>便携式游戏终端</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
21015202	10152	1015	2				3000	你知道我特别擅长的电子游戏是什么吗？	1	{1: '消消乐', 2: '严酷死亡惩罚的双人回合制', 3: '不允许落地的字母评分游戏'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	那是什么？看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>消消乐</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
21015203	10152	1015	2				1000	关于暗能机体你知道什么？	3	{1: '能够承受长时间使用暗能', 2: '与暗能融合并没有改变什么', 3: '新机体循环液颜色发生了变化'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>新机体循环液颜色发生了变化</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
21015301	10153	1015	2				3000	下面哪项不是暗能机体装载厚重外部装甲的原因？	1	{1: '增加训练强度', 2: '压制体内危险的力量', 3: '提高防御能力'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>增加训练强度</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
21015302	10153	1015	2				3000	我的休整舱输给了谁？	1	{1: '万事', 2: '里', 3: '诺克提'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>万事</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
21015303	10153	1015	2				3000	我最不擅长的事是什么呢？	3	{1: '打电动', 2: '捣蛋', 3: '说谎'}	嘿嘿，我就知道这种问题是难不倒你的，毕竟我们是好兄弟嘛。	看在我们是好兄弟的份上，偷偷告诉你答案是<color=#3291DB>说谎</color>哦。	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
31015101		1015	3	走吧走吧，让我们一起去文化纪大玩一场。	感谢								Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
41015101		1015	4	唔哇，是我问的问题太难了吗？但是没有关系，下次我们一定可以的！	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	神威
11016101		1016	1	哼，我才没有期待你的通讯呢。									Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
11016102		1016	1	想要我帮忙的话，就先回答我几个问题。		11016101							Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
21016101	10161	1016	2				3000	你这家伙真的还知道我隶属于哪个部队吗？	2	{1: '清理部队', 2: '工程部队', 3: '灰鸦小队'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>工程部队</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
21016102	10161	1016	2				3000	喂，你该不会忘了怎么触发爆裂机体的核心被动吧？	1	{1: '3次3消或释放必杀技后', 2: '顺次快速按下QWER', 3: '积攒热能进入强化状态'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>3次3消或释放必杀技后</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
21016103	10161	1016	2				3000	你知道爆裂机体具有哪些伤害吗？	3	{1: '物理+雷元素', 2: '火元素+雷元素', 3: '物理+火元素'}	……没想到你会这么了解。哼，答对不是应该的嘛。	错了错了！应该是<color=#3291DB>物理+火元素</color>才对，你可要给我好好记住！	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	卡列尼娜
