Id	Name	Subtitle	Desc	DescNum	SimpleDesc	SimpleDescNum	TypeDesc	Icon	Cd	BaseDamageLimit	Rate	AttribType	Tags	EntryName	EntryDesc	VideoConfigId	SecondSkill
304	奔星突烁		<b>【奔星突烁】</b>-<color=#ffdd93>手持剑盾+点击一技能</color>\n持盾撞向敌人，获得护盾，一段时间内可以追加释放【斩刃雷割】。\n<b>【斩刃雷割】</b>-<color=#ffdd93>使用【奔星突烁】后+点击一技能</color>\n圆盾展开锯齿持续切割敌人，获得护盾，技能释放之后获得护盾和{0}秒的【强攻】\n释放【奔星突烁】和【斩刃雷割】之后获得{1}+{2}%角色最大生命值的护盾和{3}秒的【强攻】\n【强攻】：持续时间内普通攻击获得伤害加成{4}%。\n-最高造成{5}%攻击力的伤害\n-最高回复{6}点必杀能量\n-最高回复{7}星芯值\n护盾持续{8}s，通过释放【奔星突烁】或【斩刃雷割】获得的护盾最多可叠{9}层，且重复获得本护盾时，刷新本护盾的当前护盾值和持续时间	8|425|3.75|8|30|124|16|150|6|2	<b>【奔星突烁】</b>-<color=#ffdd93>手持剑盾+点击一技能</color>\n持盾撞向敌人，获得护盾，一段时间内可以追加释放【斩刃雷割】。\n<b>【斩刃雷割】</b>-<color=#ffdd93>使用【奔星突烁】后+点击一技能</color>\n圆盾展开锯齿持续切割敌人，获得护盾，技能释放之后获得护盾和{0}秒的【强攻】\n【强攻】：持续时间内普通攻击获得伤害加成。	8	核心技能1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao21.png	10	6521	12400	1	['技能伤害', '护盾', '伤害增益']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33109	
305	金辉怒嚎		<b>【金辉怒嚎】</b>-<color=#ffdd93>手持剑盾+点击二技能</color>\n摆好架势迸发能量并嘲讽敌人。\n技能释放之后获得{0}+{1}%角色最大生命值的护盾和{2}秒的【强攻】\n【强攻】：持续时间内普通攻击获得伤害加成{3}%。\n护盾持续{4}s，重复获得通过释放【金辉怒嚎】获得的护盾时，刷新本护盾的当前护盾值和持续时间\n-总共回复{5}点必杀能量\n-最高回复{6}星芯值	1700|15|8|30|12|15|50	<b>【金辉怒嚎】</b>-<color=#ffdd93>手持剑盾+点击二技能</color>\n摆好架势迸发能量并嘲讽敌人。技能释放之后获得护盾和{0}秒的【强攻】\n【强攻】：持续时间内普通攻击获得伤害加成。	8	核心技能2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao31.png	10			1	['嘲讽', '护盾', '伤害增益']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33110	
306	遥穹合斩		<b>【遥穹合斩】</b>-<color=#ffdd93>手持剑盾+点击三技能</color>\n旋转攻击敌人，将武器组合为盾斧，造成伤害。\n-共造成{0}%攻击力的伤害\n-共回复{1}点必杀能量\n赋予角色{2}秒【强攻】和【斗志昂扬】。\n【强攻】：持续时间内普攻伤害加深{3}%。\n【斗志昂扬】：持续时间内超新星爆发额外造成{4}%攻击力的伤害。\n释放时根据角色当前的【星芯值】获得护盾。\n-最高获得{5}+{6}%角色最大生命值的护盾\n-护盾持续{7}s，重复获得通过释放【遥穹合斩】获得的护盾时，刷新本护盾的当前护盾值和持续时间\n变身不清除当前角色的【星芯值】。\n<b>【疾虹突刺】</b>-<color=#ffdd93>手持盾斧+点击三技能</color>\n冲刺攻击敌人，将盾斧拆分为剑盾，造成伤害。\n-共造成{8}%攻击力的伤害\n-共回复{9}点必杀能量\n变身时会清空角色当前的【星芯值】，并根据清空的【星芯值】获得护盾\n-最高获得{10}%角色最大生命值的护盾\n-护盾持续{11}s，重复获得通过释放【疾虹突刺】获得的护盾时，刷新本护盾的当前护盾值和持续时间	110|10|15|30|59|2850|25|20|46|10|40|20	<b>【遥穹合斩】</b>-<color=#ffdd93>手持剑盾+点击三技能</color>\n旋转攻击敌人，将武器组合为盾斧，造成伤害。\n赋予角色{0}秒【强攻】和【斗志昂扬】。\n【强攻】：持续时间内普通攻击获得伤害加成。\n【斗志昂扬】：提升造成的超新星爆发伤害。\n释放时根据角色当前的【星芯值】获得护盾\n变身不清除当前角色的【星芯值】。\n<b>【疾虹突刺】</b>-<color=#ffdd93>手持盾斧+点击三技能</color>\n冲刺攻击敌人，将盾斧拆分为剑盾，造成伤害。\n变身时会清空角色当前的【星芯值】，并根据清空的【星芯值】获得护盾	15	核心技能3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao41.png	15	5796	11000	1	['技能伤害', '护盾', '伤害增益']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33111	
307	星烁晖壁	剑盾模式	<b>【引力弹射】</b>-<color=#ffdd93>拖动摇杆+点击闪避</color>\n七实向指定方向闪避。\n-闪避成功后获得{0}s无敌状态\n<b>【辉尘光壁】</b>-<color=#ffdd93>不拖动摇杆点击闪避</color>\n无方向键输入且点按闪避键时，触发防御动作。防御期间提供{1}%的额外伤害减免。\n长按闪避可以持续保持防御状态，防御状态下受到攻击会消耗一定闪避能量并格挡该攻击。\n防御期间受击，触发格挡并获得{2}点【星芯值】。\n格挡成功时，获得{3}%额外伤害减免，若触发精确格挡获得{4}%额外伤害减免。\n精确格挡成功时会获得{5}+{6}%角色最大生命值的护盾，重复获得本护盾时刷新本护盾的当前护盾值\n<b>【雷引犁地】</b>-<color=#ffdd93>触发格挡+点按普攻</color>\n格挡成功时点击普攻迅速切换为盾斧并发动{7}次强化攻击。\n-共造成{8}%攻击力的伤害\n-共回复{9}点必杀能量	1.5|15|25|35|45|500|2|1|280|10	<b>【引力弹射】</b>-<color=#ffdd93>拖动摇杆+点击闪避</color>\n七实向指定方向闪避。\n-闪避成功后获得{0}s无敌状态\n<b>【辉尘光壁】</b>-<color=#ffdd93>不拖动摇杆点击闪避</color>\n无方向键输入且点按闪避键时，触发防御动作。防御期间提供一定量的减伤。\n长按闪避可以持续保持防御状态，防御状态下受到攻击会消耗一定闪避能量并格挡该攻击。\n防御期间受击，触发格挡并获得一定【星芯值】。\n格挡成功时，获得一定的减伤，若触发精确格挡获得更多的减伤。\n<b>【雷引犁地】</b>-<color=#ffdd93>触发格挡+点按普攻</color>\n格挡成功时点击普攻迅速切换为盾斧并发动{1}次强化攻击。	1.5|1	闪避/格挡	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5YongyechaoTk.png		14700	14000	1	['闪避判定', '格挡判定']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33113	[308]
308	耀斑静滞	盾斧模式	<b>【彗尾曳流】</b>-<color=#ffdd93>拖动摇杆+点击闪避</color>\n七实向指定方向闪避。\n-闪避成功后获得{0}s无敌状态\n<b>【恒光旋涌】</b>-<color=#ffdd93>不拖动摇杆点击闪避</color>\n无方向键输入且点按闪避键时，触发防御动作。防御期间提供一定量的减伤。\n长按闪避可以持续保持防御状态，防御状态下受到攻击会消耗一定闪避能量并格挡该攻击，可连续格挡。\n防御期间受击，触发格挡并获得{1}点【星芯值】。\n格挡成功时，获得{2}%额外伤害减免，若触发精确格挡获得{3}%额外伤害减免。\n格挡成功时，下一次攻击命中时造成额外伤害。\n-造成{4}%攻击力的额外伤害	1.5|50|35|45|120	<b>【彗尾曳流】</b>-<color=#ffdd93>拖动摇杆+点击闪避</color>\n七实向指定方向闪避。\n-闪避成功后获得{0}s无敌状态\n【恒光旋涌】-不拖动摇杆点击闪避\n无方向键输入且点按闪避键时，触发防御动作。防御期间提供一定量的减伤。\n长按闪避可以持续保持防御状态，防御状态下受到攻击会消耗一定闪避能量并格挡该攻击，可连续格挡。\n防御期间受击，触发格挡并获得一定【星芯值】。\n格挡成功时，获得一定的减伤，若触发精确格挡获得更多的减伤。\n格挡成功时，下一次攻击命中时造成额外伤害。	1.5	闪避/格挡	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5YongyechaoTk.png				1	['闪避判定', '格挡判定']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33104	
309	星轨坠落		<b>【疾雷重劈】</b>-<color=#ffdd93>敌人处于失衡状态+点按QTE+手持剑盾</color>\n翻身跃起，强化大剑重击瘫痪敌人，造成伤害。\n-共造成{0}%攻击力的伤害\n-为队伍回复{1}点极限技能量\n<b>【降雷回转】</b>-<color=#ffdd93>敌人处于失衡状态+点按QTE+手持盾斧</color>\n抡起盾斧从天而降，重击瘫痪敌人，造成伤害。\n-共造成{2}%攻击力的伤害\n-为队伍回复{3}点极限技能量	800|35|800|35	<b>【疾雷重劈】</b>-<color=#ffdd93>敌人处于失衡状态+点按QTE+手持剑盾</color>\n翻身跃起，强化大剑重击瘫痪敌人，造成伤害。\n<b>【降雷回转】</b>-<color=#ffdd93>敌人处于失衡状态+点按QTE+手持盾斧</color>\n抡起盾斧从天而降，重击瘫痪敌人，造成伤害。		追击技	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkPr.png		67200	80000	1	['追击伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33106	
310	天宇贯穿星击		<b>【天宇贯穿星击】</b>-<color=#ffdd93>{0}必杀能量+手持剑盾+点按必杀</color>\n将武器组合为盾斧并劈砍敌人，造成伤害\n-共造成{1}%攻击力的伤害\n-为队伍回复{2}点极限技能量\n<b>【万兆碎星斩】</b>-<color=#ffdd93>{3}必杀能量+手持盾斧+点按必杀</color>\n使用盾斧劈砍敌人，造成伤害\n-共造成{4}%攻击力的伤害\n-为队伍回复{5}点极限技能量	1000|1980|50|1000|2000|50	<b>【天宇贯穿星击】</b>-<color=#ffdd93>{0}必杀能量+手持剑盾+点按必杀</color>\n将武器组合为盾斧并劈砍敌人，造成伤害\n<b>【万兆碎星斩】</b>-<color=#ffdd93>{1}必杀能量+手持盾斧+点按必杀</color>\n使用盾斧劈砍敌人，造成伤害	1000|1000	必杀	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao51.png		280000	200000	1	['必杀伤害', '伤害免疫', '超链合击']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33112	
311	穹宇装甲		<b>【穹宇装甲】</b>-<color=#ffdd93>{0}点极限值+点击角色头像</color>\n消耗极限值给全队提供一个基于自身{1}%最大生命值的护盾,持续{2}秒。	100|90|15	<b>【穹宇装甲】</b>-<color=#ffdd93>{0}点极限值+点击角色头像</color>\n消耗极限值给全队提供一个基于自身最大生命值的护盾。	100	极限技	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5YongyechaoEx.png				1	['护盾']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33107	
501	游星辉击	剑盾模式	<b>【游星辉击】</b>-<color=#ffdd93>手持剑盾+点击普攻</color>\n使用剑盾交替攻击，获得【锋锐值】并造成伤害\n-共造成{0}%攻击力的伤害\n-共回复{1}点【锋锐值】\n-共回复{2}点必杀能量\n<b>【星辉坠地】</b>-<color=#ffdd93>位于空中+手持剑盾+点击普攻</color>\n翻身举盾，引雷冲击，快速落地，造成伤害\n-共造成{3}%攻击力的伤害\n-共回复{4}点必杀能量	235|100|20|14|6	<b>【游星辉击】</b>-<color=#ffdd93>手持剑盾+点击普攻</color>\n使用剑盾交替攻击，获得【锋锐值】并造成伤害\n<b>【星辉坠地】</b>-<color=#ffdd93>位于空中+手持剑盾+点击普攻</color>\n翻身举盾，引雷冲击，快速落地，造成伤害		普通攻击	Assets/Product/Texture/Image/UiFightDlc/FightSkillIconRelinkR5Yongyechao11.png		12816	23500	1	['普攻伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33108	[502]
502	轰雷旋风	盾斧模式	<b>【轰雷旋风】</b>-<color=#ffdd93>手持盾斧+点击普攻</color>\n使用盾斧攻击，造成伤害。若拥有足够的【锋锐值】，则攻击时消耗【锋锐值】获得【超解值】\n-共造成{0}%攻击力的伤害\n-共回复{1}点必杀能量\n<b>【轰雷重劈】</b>-<color=#ffdd93>位于空中+手持盾斧+点击普攻</color>\n拖拽盾斧，旋身转动，重斩落地，造成伤害\n-共造成{2}%攻击力的伤害\n-共回复{3}点必杀能量	308|20|28|6	<b>【轰雷旋风】</b>-<color=#ffdd93>手持盾斧+点击普攻</color>\n使用盾斧攻击，造成伤害。若拥有足够的【锋锐值】，则攻击时消耗【锋锐值】获得【超解值】\n<b>【轰雷重劈】</b>-<color=#ffdd93>位于空中+手持盾斧+点击普攻</color>\n拖拽盾斧，旋身转动，重斩落地，造成伤害		普通攻击	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao12.png		16823	30800	1	['普攻伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33101	
503	坠星崩殛		<b>【职业技】</b>\n攻击使目标额外伤害减免降低{0}%，持续{1}秒。\n角色自身的额外伤害减免提高{2}%。\n角色存在护盾时可免疫怪物的普通攻击硬直。\n<b>【坠星崩殛】</b>-<color=#ffdd93>手持盾斧+【超解值】不少于{3}点+长按普攻</color>\n消耗所有【超解值】释放【坠星崩殛】。释放【坠星崩殛】时，根据消耗的【超解值】追加额外伤害\n-最高造成{4}%攻击力的伤害\n-共回复{5}点必杀能量\n【锋锐值】上限为{6}\n【超解值】上限为{7}\n若释放【坠星崩殛】时消耗了{8}点【超解值】，则会额外追加一段伤害\n-共造成{9}%攻击力的伤害\n若释放【坠星崩殛】时消耗了{10}点【超解值】，则会在原地留下一个存在{11}s的电圈，持续对范围内敌人造成伤害。电圈伤害每{12}秒触发一次\n-每次造成{13}%攻击力的伤害\n	10|5|25|300|282|12|300|900|600|237|900|5|0.5|20	<b>【职业技】</b>\n攻击使目标额外伤害减免降低。\n角色自身的额外伤害减免提高。\n角色存在护盾时可免疫怪物的普通攻击硬直。\n<b>【坠星崩殛】</b>-<color=#ffdd93>手持盾斧+【核心能量】不少于{0}点+长按普攻</color>\n消耗所有【超解值】释放【坠星崩殛】。释放【坠星崩殛】时，根据消耗的【超解值】追加额外伤害\n怪物被破韧后立即获得{1}点【超解值】\n若释放【坠星崩殛】时消耗了{2}点【超解值】，则会额外追加一段伤害\n若释放【坠星崩殛】时消耗了{3}点【超解值】，则会在则会在原地留下一个电圈，持续对范围内敌人造成伤害	300|300|600|900	核心机制	Assets/Product/Texture/Image/IconSkill/R5Yongyechaohexin1.png		21077	28200	1	['核心伤害', '伤害免疫', '抗打断']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33105	
504	奔星突烁	剑盾模式	<b>【奔星突烁】</b>-<color=#ffdd93>手持剑盾+点击一技能</color>\n持盾撞向敌人，一段时间内可以追加释放【斩刃雷割】。技能释放之后获得【锋锐值】。\n<b>【斩刃雷割】</b>-<color=#ffdd93>使用【奔星突烁】后+点击一技能</color>\n圆盾展开锯齿持续切割敌人。技能释放之后获得【锋锐值】\n-最高造成{0}%攻击力的伤害\n-最高回复{1}点必杀能量\n-最高回复{2}【锋锐值】\n	173|12|100	<b>【奔星突烁】</b>-<color=#ffdd93>手持剑盾+点击一技能</color>\n持盾撞向敌人，一段时间内可以追加释放【斩刃雷割】。技能释放之后获得【锋锐值】\n<b>【斩刃雷割】</b>-<color=#ffdd93>使用【奔星突烁】后+点击一技能</color>\n圆盾展开锯齿持续切割敌人。技能释放之后获得【锋锐值】		核心技能1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao61.png	12	8092	14800	1	['技能伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33109	[505]
505	烈轮焚冲	盾斧模式	<b>【裂轮焚冲】</b>-<color=#ffdd93>手持盾斧+长按一技能</color>\n持续切割敌人并造成伤害，松开一技能则立马终止当前技能释放。持续按压技能，技能会被替换为【裂轮焚冲-极】。\n<b>【裂轮焚冲-极】</b>-<color=#ffdd93>长压释放【烈轮焚冲】结束后+长按一技能</color>\n使用盾斧持续切割敌人并造成伤害，松开一技能则立马终止当前技能释放。\n-最高造成{0}%攻击力的伤害\n-最高回复{1}点必杀能量\n-最高回复{2}【超解值】	480|12|150	<b>【烈轮焚冲】</b>-<color=#ffdd93>手持盾斧+长按一技能</color>\n冲向敌人，使用盾斧持续切割敌人并造成伤害，松开一技能则立马终止当前技能释放。持续按压技能，技能会被替换为【裂轮焚冲-极】。\n<b>【裂轮焚冲-极】</b>-<color=#ffdd93>长压释放【烈轮焚冲】结束后+长按一技能</color>\n使用盾斧持续切割敌人并造成伤害，松开一技能则立马终止当前技能释放。		核心技能1	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao71.png	15	26256	48000	1	['技能伤害']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33116	
506	耀雷风暴	剑盾模式	<b>【耀雷风暴】</b>-<color=#ffdd93>手持剑盾+点击二技能</color>\n旋转挥砍敌人，一段时间内可以追加释放【疾雷重劈】。技能释放之后获得【锋锐值】\n<b>【疾雷重劈】</b>-<color=#ffdd93>释放【耀雷风暴】后+点击二技能</color>\n翻身跃起，强化大剑重击敌人。\n技能释放之后获得【锋锐值】\n-最高造成{0}%攻击力的伤害\n-最高回复{1}点必杀能量\n-最高回复{2}【锋锐值】\n技能释放之后全队角色获得{3}+狂锯崩解{4}%最大生命值的护盾，通过释放耀雷风暴/疾雷重劈获得的护盾可重复叠加，最高可叠两层\n-护盾持续时间{5}s，重复获得本护盾刷新护盾量和持续时间	161|17|100|1140|10|10	<b>【耀雷风暴】</b>-<color=#ffdd93>手持剑盾+点击二技能</color>\n旋转挥砍敌人，一段时间内可以追加释放【疾雷重劈】。\n技能释放之后全队角色获得护盾\n技能释放之后获得【锋锐值】\n<b>【疾雷重劈】</b>-<color=#ffdd93>释放【耀雷风暴】后+点击二技能</color>\n翻身跃起，强化大剑重击敌人。\n技能释放之后获得【锋锐值】		核心技能2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao81.png	10	8820	16100	1	['技能伤害', '护盾']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33119	[507]
507	旋雷横扫	盾斧模式	<b>【旋雷横扫】</b>-<color=#ffdd93>手持盾斧+点击二技能</color>\n旋转挥砍敌人，一段时间内可以追加释放【降雷回转】。技能释放之后获得【超解值】\n<b>【降雷回转】</b>-<color=#ffdd93>释放【降雷回转】后+点击二技能</color>\n抡起盾斧从天而降，重击敌人，造成伤害。\n技能释放之后获得【超解值】\n-最高造成{0}%攻击力的伤害\n-最高回复{1}点必杀能量\n-最高回复{2}点【超解值】\n技能释放之后全队角色获得{3}+狂锯崩解{4}%最大生命值的护盾，通过释放旋雷横扫/降雷回转获得的护盾可重复叠加，最高可叠两层\n-护盾持续时间{5}s，重复获得本护盾刷新护盾量和持续时间\n	247|12|150|1140|10|10	<b>【旋雷横扫】</b>-<color=#ffdd93>手持盾斧+点击二技能</color>\n旋转挥砍敌人，一段时间内可以追加释放【降雷回转】。\n技能释放之后全队角色获得护盾\n技能释放之后获得【超解值】\n<b>【降雷回转】</b>-<color=#ffdd93>释放【降雷回转】后+点击二技能</color>\n抡起盾斧从天而降，重击敌人，造成伤害。\n技能释放之后获得【超解值】		核心技能2	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao81.png	14	13481	25700	1	['技能伤害', '护盾']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33117	
508	遥穹合斩		<b>【遥穹合斩】</b>-<color=#ffdd93>手持剑盾+点击遥穹合斩</color>\n旋转攻击敌人，将武器组合为盾斧，造成伤害。\n-共造成{0}%攻击力的伤害\n-共回复{1}点必杀能量\n赋予角色{2}秒【烈刃】。\n【烈刃】：根据形态转变时的【锋锐值】给角色提供最高{3}%的伤害加成效果。\n变身不清除当前角色的【锋锐值】。\n释放【遥穹合斩】时，获得{4}+角色最大生命值{5}%的护盾，该护盾在重复获得或释放【疾虹突刺】时刷新。\n<b>【疾虹突刺】</b>-<color=#ffdd93>手持盾斧+点击疾虹突刺</color>\n冲刺攻击敌人，将盾斧拆分为剑盾，造成伤害。\n-共造成{6}%攻击力的伤害\n-共回复{7}点必杀能量\n变身时不清除当前角色的【超解值】\n释放【疾虹突刺】时，获得{8}+角色最大生命值{9}%的护盾，该护盾在重复获得或释放【遥穹合斩】时刷新。	114|10|17|30|2050|25|80|10|2050|25	<b>【遥穹合斩】</b>-<color=#ffdd93>手持剑盾+点击遥穹合斩</color>\n旋转攻击敌人，将武器组合为盾斧，造成伤害，期间霸体。\n赋予角色{0}秒【烈刃】。\n【烈刃】：根据形态转变时的【锋锐值】给角色提供伤害加成效果。\n变身不清除当前角色的【锋锐值】。\n七实切换为盾斧时，获得护盾\n<b>【疾虹突刺】</b>-<color=#ffdd93>手持盾斧+点击疾虹突刺</color>\n冲刺攻击敌人，将盾斧拆分为剑盾，造成伤害，期间霸体。\n变身时不清除当前角色的【超解值】\n七实切换为剑盾时，获得护盾	17	核心技能3	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR5Yongyechao41.png	15	6222	11400	1	['技能伤害', '护盾']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33102	
509	幻光残迹	剑盾模式	<b>【引力弹射】</b>-<color=#ffdd93>手持剑盾+拖动摇杆+点击闪避</color>\n七实向指定方向进行闪避\n-成功触发极限闪避后获得{0}s无敌状态\n<b>【雷引犁地】</b>-<color=#ffdd93>触发极限闪避+点击普攻</color>\n点击普攻迅速切换为盾斧并发动{1}次强化攻击。\n-共造成{2}%攻击力的伤害\n-共回复{3}必杀能量	1.5|1|140|5	<b>【引力弹射】</b>-<color=#ffdd93>手持剑盾+拖动摇杆+点击闪避</color>\n七实向指定方向进行闪避\n-成功触发极限闪避后获得{0}s无敌状态\n<b>【雷引犁地】</b>-<color=#ffdd93>触发极限闪避+点击普攻</color>\n点击普攻迅速切换为盾斧并发动{1}次强化攻击。	1.5|1	闪避	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/UiDlcRelinkDodge.png		7644	14000	1	['闪避判定']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33120	[510]
510	脉冲突进	盾斧模式	<b>【彗尾曳流】</b>-<color=#ffdd93>手持盾斧+拖动摇杆+点击闪避</color>\n七实向指定方向进行闪避\n-成功触发极限闪避后获得{0}s无敌状态\n<b>【轰雷卷动】</b>-<color=#ffdd93>触发极限闪避+点击普攻</color>\n点击普攻发动一次强力回旋斩击\n-共造成{1}%攻击力的伤害\n-共回复{2}必杀能量	1.5|350|5	<b>【彗尾曳流】</b>-<color=#ffdd93>手持盾斧+拖动摇杆+点击闪避</color>\n七实向指定方向进行闪避\n-成功触发极限闪避后获得{0}s无敌状态\n<b>【轰雷卷动】</b>-<color=#ffdd93>触发极限闪避+点击普攻</color>\n点击普攻发动一次强力回旋斩击	1.5	闪避	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/UiDlcRelinkDodge.png		16380	30000	1	['闪避判定']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33118	
401	永昼颂歌		<b>【永昼颂歌】</b>-<color=#0d70bc>—— 丽芙·极昼可通过光羽弥撒、黄道恩典、纯挚宣誓和普攻最后一段</color>累计【颂奏层数】，最高{0}层\n—— 每累计四层被动，会发射两枚追踪治疗弹瞬间恢复队友基于丽芙最大生命值{1}%的生命值，之后被命中的队友和丽芙获得一个持续{2}s的【援助治疗】效果 \n【援助治疗】：每秒恢复基于丽芙·极昼最大生命值{3}%的生命值；\n—— 当【颂奏层数】累计满层时，可通过长按普攻释放【颂歌祷告】清空【颂奏层数】进入<color=#D91414>【极昼形态】</color>\n【极昼形态】：【极昼形态】持续{4}s，同时获得{5}%的治疗增幅效果，持续{6}S，且替换【长夜祈光】为【苍色穹壁】，该形态期间丽芙不可累计【颂奏层数】，开启后可通过长按普攻释放两段强化技能——【裁决辉迹I】和【裁决辉迹II】，并在释放【裁决辉迹II】后自动退出【极昼形态】；	12|10|5|2.5|8|20|15	<b>【永昼颂歌】</b>-<color=#0d70bc>—— 丽芙·极昼可通过光羽弥撒、黄道恩典、纯挚宣誓和普攻最后一段</color>累计【颂奏层数】，最高{0}层\n—— 每累计四层被动，会发射两枚追踪治疗弹瞬间恢复队友的生命值，之后被命中的队友和丽芙获得一个持续{1}s的【援助治疗】效果 \n【援助治疗】：每秒恢复基于丽芙·极昼最大生命值{2}%的生命值；\n—— 当【颂奏层数】累计满层时，可通过长按普攻释放【颂歌祷告】清空【颂奏层数】进入<color=#D91414>【极昼形态】</color>\n【极昼形态】：【极昼形态】持续{3}s，同时获得治疗增幅效果，持续{4}S，且替换【长夜祈光】为【苍色穹壁】，该形态期间丽芙不可累计【颂奏层数】，开启后可通过长按普攻释放两段强化技能——【裁决辉迹I】和【裁决辉迹II】，并在释放【裁决辉迹II】后自动退出【极昼形态】；	12|5|2.5|8|15	核心被动	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4LifuFz.png				1	['治疗', '伤害免疫']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33208	
402	祈光颂奏		<b>【祈光颂奏】</b>-<color=#0d70bc>—— 丽芙·极昼可通过光羽弥撒、黄道恩典、纯挚宣誓和普攻最后一段</color>累计【颂奏层数】，最高{0}层\n—— 消耗{1}层【颂奏层数】即可开启【极昼形态】，期间攻击力获得{2}%提升，且长按普攻可释放【裁决辉迹I】和【裁决辉迹II】，替换【长夜祈光】为【苍色穹壁】，该形态期间丽芙不可累计【颂奏层数】；\n—— 当【颂奏层数】大于等于{3}层时，解锁【长夜祈光】和【赤染棘冠】，消耗{4}层【颂奏层数】释放以上两个技能	12|8|10|4|4	<b>【祈光颂奏】</b>-<color=#0d70bc>—— 丽芙·极昼可通过光羽弥撒、黄道恩典、纯挚宣誓和普攻最后一段</color>累计【颂奏层数】，最高{0}层\n—— 消耗{1}层【颂奏层数】即可开启【极昼形态】，期间攻击力获得提升，且长按普攻可释放【裁决辉迹I】和【裁决辉迹II】，替换【长夜祈光】为【苍色穹壁】，该形态期间丽芙不可累计【颂奏层数】；\n—— 当【颂奏层数】大于等于{2}层时，解锁【长夜祈光】和【赤染棘冠】，消耗{3}层【颂奏层数】释放以上两个技能	12|8|4|4	核心被动	Assets/Product/Texture/Image/IconSkill/IconSkillIconRelink/IconSkillIconRelinkR4LifuSc.png				1	['伤害增益']	['机制1', '机制2']	['机制1的描述介绍', '机制2的描述介绍']	33208	
