MapId	HintTitle	StartRowAndCol	StartGridPercent	NextRowAndCol	NextGridPercent
2308	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|5	0|0.5	['6|7', '7|7', '7|3', '2|3', '2|6', '3|6', '3|2', '5|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2309	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	4|1	1|0.5	['4|1', '6|1', '6|4', '2|4', '2|3', '6|3', '6|1', '4|1']	['0.66|0.5', '0.66|0.33', '0.5|0.33', '0.5|0.5', '0.5|0.5', '0.5|0.66', '0.33|0.66', '0.33|0.5']
2310	赛利卡：检测到路线记录缺损。已尽可能还原部分关键路线，需要指挥官自行探索完整记录。	3|3	0|0.5	['3|5', '5|5', '7|4', '7|8', '4|8', '4|3', '2|3', '2|6', '1|6']	['0.5|0.5', '0.5|0.5', '0.33|0.66', '0.66|0.66', '0.66|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2401	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|4	0.5|1	['5|4', '5|6', '7|6', '7|5', '3|5', '3|4', '4|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2402	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	2|4	0.5|0	['2|4', '2|1', '2|1', '2|7', '4|7', '4|2', '6|2', '6|4', '7|4', '7|6']	['0.5|0.33', '0.5|0.33', '0.5|0.66', '0.5|0.66', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2403	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	5|2	0.5|0	['7|2', '7|4', '6|4', '6|1', '4|1', '4|4', '4|4', '4|1', '6|1', '6|6']	['0.5|0.5', '0.5|0.5', '0.5|0.66', '0.33|0.66', '0.33|0.33', '0.5|0.33', '0.5|0.66', '0.66|0.66', '0.66|0.33', '0.5|0.33']
2404	赛利卡：检测到路线记录缺损。已尽可能还原部分关键路线，需要指挥官自行探索完整记录。	2|3	0|0.5	['2|4', '7|4', '7|1', '2|2', '7|1', '7|4', '3|4', '3|6', '3|6', '3|3', '1|3']	['0.66|0.5', '0.66|0.66', '0.33|0.66', '0|0', '0.66|0.33', '0.33|0.33', '0.33|0.75', '0.5|0.75', '0.5|0.25', '0.5|0.25', '0.5|0.5']
2405	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	4|3	0|0.5	['4|4', '3|4', '3|3', '7|3', '7|3', '3|3', '3|7', '6|7', '6|6', '3|6']	['0.5|0.5', '0.5|0.66', '0.66|0.66', '0.66|0.5', '0.33|0.5', '0.33|0.33', '0.5|0.33', '0.5|0.5', '0.5|0.5', '0.5|0.66']
2406	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	5|4	1|0.5	['5|3', '6|3', '6|5', '8|5', '8|6', '4|6', '4|1', '7|1', '7|8', '1|8', '1|5', '2|5']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2407	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	3|2	1|0.5	['3|1', '6|1', '6|6', '2|6', '2|2', '5|2', '5|7', '4|7', '4|8']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2408	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	3|4	0|0.5	['3|4', '7|4', '7|1', '1|1', '1|2', '4|2', '4|6', '4|6', '4|4']	['0.33|0.5', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.33', '0.5|0.33', '0.5|0.66', '0.66|0.66']
2409	赛利卡：检测到路线记录缺损。已尽可能还原部分关键路线，需要指挥官自行探索完整记录。	3|1	0.25|1	['2|1', '2|7', '4|4', '5|4', '5|1', '5|1', '5|8', '6|8', '6|5', '1|1', '2|5', '2|1', '7|1', '7|3']	['0.25|0.33', '0.5|0.33', '0.33|0.5', '0.33|0.33', '0.66|0.33', '0.66|0.66', '0.5|0.66', '0.5|0.5', '0.66|0.5', '0|0', '0.33|0.66', '0.5|0.66', '0.5|0.5', '0.5|0.5']
2410	赛利卡：检测到路线记录缺损。已尽可能还原部分关键路线，需要指挥官自行探索完整记录。	5|2	0.33|1	['2|2', '2|3', '1|3', '4|7', '4|2', '8|2', '5|4', '5|8', '7|8']	['0.33|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.66|0.5', '0.66|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2501	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	4|6	0|0.5	['4|7', '6|7', '6|3', '6|2', '3|2', '3|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2502	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	8|2	0|0.5	['8|2', '6|2', '6|4', '7|4', '7|7', '4|7', '4|3', '4|1', '2|1', '2|3', '2|7', '1|7', '1|8']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2503	赛利卡：检测到路线记录缺损。已尽可能还原部分关键路线，需要指挥官自行探索完整记录。	1|6	1|0.5	['1|4', '5|4', '5|3', '1|1', '2|3', '2|1', '6|1', '6|5', '3|5', '3|5', '8|5', '8|5', '4|5', '4|7', '8|7']	['0.5|0.5', '0.5|0.5', '0.66|0.5', '0|0', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.25|0.5', '0.25|0.5', '0.5|0.5', '0.5|0.5', '0.75|0.5', '0.75|0.5', '0.5|0.5', '0.5|0.5']
2504	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|4	0.5|1	['4|4', '4|7', '5|7', '5|5', '2|5', '2|3', '5|3']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2505	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	5|4	0|0.5	['5|4', '1|4', '1|4', '6|4', '6|4', '3|4', '3|5', '1|5', '1|2', '4|2', '4|6']	['0.25|0.5', '0.25|0.66', '0.5|0.66', '0.5|0.5', '0.75|0.5', '0.75|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2506	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	2|3	0.5|1	['2|3', '2|1', '7|1', '7|6', '8|6', '8|7', '1|7', '1|7', '4|7', '4|5', '2|5', '2|7', '2|7', '2|5', '7|5']	['0.5|0.5', '0.5|0.5', '0.5|0.66', '0.5|0.66', '0.5|0.5', '0.75|0.5', '0.75|0.5', '0.5|0.5', '0.5|0.5', '0.66|0.5', '0.66|0.66', '0.25|0.66', '0.25|0.33', '0.33|0.33', '0.33|0.33']
2507	赛利卡：检测到路线记录缺损。已尽可能还原部分关键路线，需要指挥官自行探索完整记录。	2|2	0|0.5	['2|3', '1|3', '3|2', '3|6', '1|7', '8|7', '8|4', '7|4', '7|6']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2508	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	2|4	0.33|1	['1|4', '1|4', '4|4', '4|1', '7|1', '7|1', '2|1', '2|7', '6|7', '6|5']	['0.33|0.5', '0.66|0.5', '0.66|0.5', '0.66|0.5', '0.66|0.5', '0.33|0.5', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2509	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	3|2	1|0.5	['3|2', '2|2', '2|5', '4|5', '4|1', '7|1', '7|6', '4|6']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
2510	赛利卡：检测到路线记录缺损。已尽可能还原部分关键路线，需要指挥官自行探索完整记录。	4|5	0.5|0	['5|5', '8|1', '1|1', '1|4', '2|6', '6|6', '6|3', '7|3', '7|8']	['0.5|0.5', '0.33|0.5', '0.33|0.5', '0.5|0.5', '0.66|0.5', '0.66|0.66', '0.5|0.66', '0.5|0.5', '0.5|0.5']
3101	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|2	0.5|1	['2|2', '2|7', '7|7', '7|5', '4|5']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3102	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|3	0.5|1	['3|3', '3|7', '7|7', '7|7', '4|7']	['0.5|0.5', '0.33|0.5', '0.33|0.5', '0.66|0.5', '0.66|0.5']
3103	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	4|4	1|0.5	['4|1', '6|1', '6|7', '7|7', '7|8']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3104	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|2	0.5|1	['5|2', '5|6', '3|6', '3|4', '6|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3105	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	5|7	0|0.5	['5|7', '8|7', '8|3', '2|3']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3106	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	4|3	0|0.5	['4|4', '6|4', '6|7', '6|7', '6|3', '3|3', '3|6']	['0.5|0.5', '0.5|0.33', '0.5|0.33', '0.5|0.66', '0.5|0.66', '0.5|0.5', '0.5|0.5']
3107	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	2|4	0.66|1	['1|4', '1|4', '4|4', '4|1', '2|1', '2|7', '7|7', '7|5', '6|5']	['0.66|0.5', '0.33|0.5', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3108	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|3	0.5|0	['8|3', '8|2', '4|2', '4|7', '7|7', '7|6', '3|6', '3|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3201	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	1|4	1|0.5	['1|2', '4|2', '4|7', '6|7', '6|2', '7|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3202	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	3|1	0.5|0	['3|1', '3|5', '2|5', '2|4', '4|4', '4|3', '6|3', '6|5']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3203	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	1|5	0.5|1	['1|5', '1|3', '7|3', '7|4', '5|4', '5|6', '5|6', '5|3', '6|3']	['0.5|0.5', '0.33|0.5', '0.33|0.5', '0.5|0.5', '0.5|0.66', '0.5|0.66', '0.5|0.33', '0.66|0.33', '0.66|0.5']
3204	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	7|3	0|0.5	['7|3', '3|3', '3|6', '6|6', '6|5']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3205	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	2|1	0.5|0	['2|1', '2|6', '1|6', '1|8', '7|8', '7|3', '4|3']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3206	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	7|6	0.5|1	['7|6', '7|5', '6|5', '4|5', '4|8', '4|8', '4|7', '1|7', '1|2', '7|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.66', '0.5|0.66', '0.5|0.33', '0.5|0.33', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3207	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	2|2	0|0.5	['2|3', '7|3', '7|7', '5|7', '5|4', '3|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3208	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	4|6	0|0.66	['4|8', '4|8', '4|5', '1|5', '1|7', '1|7', '1|2', '4|2', '4|1', '5|1']	['0.5|0.66', '0.5|0.33', '0.5|0.33', '0.5|0.66', '0.5|0.66', '0.5|0.33', '0.5|0.33', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3301	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|7	0.5|1	['2|7', '2|5', '7|5', '7|2', '2|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3302	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|4	0.5|1	['6|4', '6|7', '6|7', '6|3', '6|3', '6|7', '3|7', '3|3']	['0.5|0.75', '0.5|0.75', '0.5|0.5', '0.5|0.5', '0.5|0.25', '0.5|0.25', '0.5|0.5', '0.5|0.5']
3303	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	5|6	0|0.66	['5|7', '5|7', '5|5', '1|5', '1|6', '8|6', '8|3', '6|3', '6|2']	['0.5|0.66', '0.5|0.33', '0.5|0.33', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3304	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	1|5	0.5|1	['1|5', '1|3', '4|3', '4|7', '3|7', '3|3', '1|3', '1|5']	['0.5|0.66', '0.66|0.66', '0.66|0.5', '0.5|0.5', '0.5|0.5', '0.33|0.5', '0.33|0.33', '0.5|0.33']
3305	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	8|3	0|0.5	['8|3', '7|3', '7|1', '5|1', '5|7', '1|7', '1|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3306	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	4|7	0.5|0	['4|7', '4|8', '8|8', '8|2', '5|2', '5|6', '1|6', '1|3', '1|3', '1|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.66', '0.5|0.66', '0.5|0.33', '0.5|0.33']
3307	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	3|3	1|0.5	['3|1', '5|1', '5|6', '3|6', '3|7', '1|7', '1|4', '8|4', '8|3']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3308	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	2|4	0.5|0	['4|4', '4|2', '1|2', '1|5', '1|5', '1|2', '6|2', '6|4', '5|4', '5|7']	['0.5|0.5', '0.66|0.5', '0.66|0.66', '0.5|0.66', '0.5|0.55', '0.33|0.33', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3401	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|7	0.66|1	['3|7', '3|7', '4|7', '4|2', '4|2', '4|3', '3|3']	['0.66|0.5', '0.33|0.5', '0.33|0.66', '0.5|0.66', '0.5|0.33', '0.5|0.33', '0.5|0.5']
3402	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	7|2	0|0.5	['7|2', '2|2', '2|2', '4|2', '4|4', '3|4', '3|8', '3|8', '3|7', '5|7']	['0.33|0.5', '0.33|0.5', '0.66|0.5', '0.66|0.5', '0.5|0.5', '0.5|0.33', '0.5|0.33', '0.5|0.66', '0.5|0.66', '0.5|0.5']
3403	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	3|1	0.33|0	['3|1', '3|1', '2|1', '2|3', '5|3', '5|5', '2|5', '2|7', '7|7', '7|4', '8|4']	['0.33|0.5', '0.66|0.5', '0.66|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3404	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	3|6	0.5|1	['1|6', '1|8', '2|8', '2|4', '1|4', '1|1', '5|1', '5|2', '4|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3405	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	5|7	0.66|1	['3|7', '3|7', '8|7', '8|3', '5|3', '5|2', '4|2', '4|6']	['0.66|0.5', '0.33|0.5', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3406	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	1|5	0|0.5	['1|7', '8|7', '8|1', '2|1', '2|8', '3|8', '3|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3407	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	7|3	0|0.33	['7|4', '7|4', '7|1', '4|1', '4|3', '1|3', '1|6', '3|6']	['0.5|0.33', '0.5|0.66', '0.5|0.66', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
3408	赛利卡：已加载本关完整路线记录，请指挥官放心行动。	6|7	0.5|0	['8|7', '8|8', '6|8', '6|3', '1|3', '1|1', '2|1', '2|4', '5|4', '5|7', '5|7', '5|6', '7|6']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.33', '0.5|0.33', '0.5|0.66', '0.5|0.66', '0.5|0.5']
4101	赛利卡（省流版）：右、下、下、左、下、右	7|3	0|0.5	['7|4', '5|4', '5|2', '2|2', '2|3']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4102	赛利卡（省流版）：下、右、上、上、左、下、右、下、上	6|1	0.5|1	['5|1', '5|4', '7|4', '8|8', '7|4', '7|4', '7|3', '3|3', '3|8', '7|8']	['0.5|0.5', '0.33|0.5', '0.33|0.33', '0|0', '0.66|0.33', '0.66|0.66', '0.5|0.66', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4103	赛利卡（省流版）：左、下、右、上、左、下	7|6	1|0.5	['7|5', '2|5', '2|8', '5|8', '5|2', '3|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4104	赛利卡（省流版）：下、右、左、上、下、右、右、下、右、下	7|4	0.5|1	['7|4', '7|6', '7|6', '7|2', '8|2', '8|2', '5|2', '5|7', '2|7']	['0.5|0.66', '0.5|0.66', '0.5|0.33', '0.66|0.33', '0.66|0.5', '0.33|0.5', '0.33|0.5', '0.5|0.5', '0.5|0.5']
4105	赛利卡（省流版）：左、下、左、右、右	5|6	1|0.5	['5|2', '1|1', '6|4', '3|4', '1|1', '2|2', '2|2', '8|8', '2|2', '2|5', '8|8', '3|5', '3|6']	['0.5|0.5', '0|0', '0.5|1', '0.5|0.5', '0|0', '0.5|0.66', '0|0.66', '0|0', '0|0.33', '0.5|0.66', '0|0', '0|0.5', '0.5|0.5']
4106	赛利卡（省流版）：右、下、上、左、下、下、左、上、右、下	7|2	0|0.5	['7|2', '6|2', '1|1', '2|8', '4|8', '4|5', '3|5', '1|1', '5|2', '3|2', '3|1', '5|1', '5|4', '3|4']	['0.5|0.5', '0.5|0.5', '0|0', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0|0', '0.5|1', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4107	赛利卡（省流版）：下、左、右、上、左、下、上、右、下、左、下、右	5|5	0.5|1	['5|5', '5|2', '5|2', '5|7', '8|7', '8|3', '7|3', '7|3', '8|3', '8|7', '6|7', '6|2', '1|1', '2|2', '2|2', '2|4']	['0.5|0.66', '0.5|0.66', '0.5|0.33', '0.66|0.33', '0.66|0.66', '0.33|0.66', '0.33|0.5', '0.66|0.5', '0.66|0.33', '0.33|0.33', '0.33|0.5', '0.5|0.5', '0|0', '0.5|1', '0.5|0.5', '0.5|0.5']
4108	赛利卡（省流版）：左、上、右、下、右、右、上、左	3|4	1|0.5	['3|1', '7|1', '7|3', '2|3', '2|7', '5|7', '5|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4109	赛利卡（省流版）：下、左、右、上、左、右、下、左	5|2	0.5|1	['4|2', '4|1', '4|1', '4|4', '6|4', '6|3', '6|3', '6|6', '1|6', '1|3']	['0.5|0.66', '0.5|0.66', '0.5|0.33', '0.5|0.33', '0.5|0.33', '0.5|0.33', '0.5|0.66', '0.5|0.66', '0.5|0.5', '0.5|0.5']
4110	赛利卡（省流版）：左、上、右、左、下、右、下、左、右、上、下、右、下、上、上	1|6	1|0.5	['1|2', '4|2', '4|5', '1|1', '8|4', '8|1', '7|1', '8|8', '3|2', '3|3', '2|3', '2|1', '2|1', '2|5', '4|5', '1|1', '7|6', '4|6', '4|7', '8|7']	['0.5|0.5', '0.5|0.5', '0.33|0.5', '0|0', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0|0', '0|0.5', '0.5|0.5', '0.5|0.66', '0.5|0.66', '0.5|0.33', '0.66|0.33', '0.66|0.5', '0|0', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4201	赛利卡（省流版）：下、下、下、右、右	7|2	0.5|0	['2|2', '2|7']	['0.5|0.5', '0.5|0.5']
4202	赛利卡（省流版）：右、上、左、下、右、上	8|3	0.5|0.33	['8|5', '8|5', '8|2', '2|2', '2|6', '3|6']	['0.5|0.33', '0.5|0.66', '0.5|0.66', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4203	赛利卡（省流版）：下、右、下、左、下、右、下、左	6|2	0.5|1	['6|2', '6|7', '5|7', '5|1', '4|1', '4|8', '2|8', '2|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4204	赛利卡（省流版）：右、上、右、下、上、左	6|3	0|0.5	['6|3', '7|3', '7|7', '2|7', '2|7', '7|7', '7|2']	['0.5|0.5', '0.5|0.33', '0.33|0.33', '0.33|0.5', '0.66|0.5', '0.66|0.66', '0.5|0.66']
4205	赛利卡（省流版）：下、下、左、上、下、左、上、左、下	6|7	0.5|1	['2|7', '2|5', '6|5', '6|5', '6|5', '6|4', '7|4', '7|2', '2|2']	['0.5|0.5', '0.33|0.5', '0.33|0.66', '0.66|0.66', '0.66|0.33', '0.5|0.33', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4206	赛利卡（省流版）：上、下、下、右、上、左、下、上	6|2	0.33|0	['7|2', '7|2', '2|2', '2|4', '3|4', '3|4', '2|4', '2|4', '7|4']	['0.33|0.5', '0.66|0.5', '0.66|0.66', '0.75|0.66', '0.75|0.5', '0.25|0.5', '0.25|0.33', '0.5|0.33', '0.5|0.5']
4207	赛利卡（省流版）：下、右、上、右、右、下、左、上	6|5	0.5|1	['1|5', '1|7', '3|7', '3|8', '1|8', '1|1', '3|1']	['0.5|0.66', '0.5|0.66', '0.5|0.5', '0.5|0.5', '0.5|0.33', '0.5|0.33', '0.5|0.5']
4208	赛利卡（省流版）：上、左、上、右、下、左	2|4	0.33|0	['5|4', '1|1', '8|5', '8|4', '8|4', '8|8', '3|8', '3|4']	['0.33|0.5', '0|0', '1|0.33', '0.5|0.33', '0.5|0.66', '0.5|0.66', '0.5|0.5', '0.66|0.5']
4209	赛利卡（省流版）：下、左、左、上、右、下	4|2	0.5|1	['2|2', '2|1', '7|1', '7|6', '3|6']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4210	赛利卡（省流版）：下、左、下、下、右、右、右、上、上、左、下	2|4	0.66|0.66	['2|4', '2|4', '1|4', '1|8', '5|8', '5|7', '4|7']	['0.66|0.33', '0.33|0.33', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4301	赛利卡（省流版）：上、左、上、右、下、左	3|7	0.5|0	['5|7', '5|2', '6|2', '6|6', '4|6', '4|4']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4302	赛利卡（省流版）：上、左、下、右、上、左、下	3|7	0.33|0	['5|7', '5|5', '3|5', '3|7', '7|7', '7|2', '3|2']	['0.33|0.5', '0.5|0.5', '0.5|0.5', '0.66|0.5', '0.66|0.5', '0.5|0.5', '0.5|0.5']
4303	赛利卡（省流版）：上、左、上、下、右、右、上、右	4|2	0.8|0	['6|2', '6|2', '7|2', '8|8', '7|2', '2|2', '2|3', '2|4', '6|4', '6|5']	['0.8|0.5', '0.5|0.5', '0.5|0.5', '1|1', '0.33|0.5', '0.33|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5']
4304	赛利卡（省流版）：左、上、右、下、左、下、左、上、右	3|7	1|0.5	['3|6', '6|6', '6|8', '5|8', '4|4', '4|1', '1|1', '1|1', '3|1', '3|2']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0.5|0.5', '1|0.5', '0.66|0.5', '0.66|0.5', '0.33|0.5', '0.33|0.5', '0.5|0.5']
4305	赛利卡（省流版）：左、下、右、下、右、上、左、上、右、下	7|2	1|0.5	['7|2', '6|2', '6|4', '1|1', '2|3', '1|3', '1|8', '3|8', '3|7', '7|7', '7|7', '5|7']	['0.5|0.5', '0.5|0.5', '0.5|0.5', '0|0', '0.5|1', '0.5|0.5', '0.5|0.5', '0.5|0.5', '0.33|0.5', '0.33|0.5', '0.66|0.5', '0.66|0.5']
4306	赛利卡（省流版）：右、下、下、左、右、上、左、下、右、右	8|7	0|0.5	['8|7', '6|7', '1|1', '4|5', '2|5', '2|4', '2|4', '2|7', '4|7', '4|2', '4|2', '1|1', '5|3', '5|5', '1|1', '4|8', '4|9']	['0.5|0.5', '0.5|0.5', '0|0', '0.5|1', '0.5|0.66', '0.5|0.66', '0.5|0.33', '0.5|0.33', '0.5|0.66', '0.5|0.66', '0.5|0.33', '0|0', '0|0.5', '0.5|0.5', '0|0', '0|0.5', '0.5|0.5']
