Group	Text	Duration	CvId	WordsIndex
1502032323	暖春一定会到来，那时不用烧掉书，雪也会融化。	[7.0, 7.0, 7.0, 7.0]	100000368	1
1502032324	史莱克，再见了。	[3.0, 3.0, 3.0, 3.0]	100000369	1
1502032325	再见，再见，诺安！再见！	[8.0, 8.0, 8.0, 8.0]	100000402	1
1502032326	要活下去啊，再见，再见，诺安！	[6.0, 6.0, 6.0, 6.0]	100000396	1
1502032327	再见，再见，诺安！再见！	[7.0, 7.0, 7.0, 7.0]	100000370	1
1502032328	嗯，再见……再见了。	[10.0, 10.0, 10.0, 10.0]	100000366	1
150203101	救救我……救救我……	[2.0, 2.0, 2.0, 2.0]		1
150203101	为什么？你明明能通过筛选！为什么？	[4.0, 4.0, 4.0, 4.0]		2
150203101	你应该接受……你应该救我……史莱克！	[3.0, 3.0, 3.0, 3.0]		3
1502032201	留在玻璃制作的摇篮中吧。	[4.0, 4.0, 4.0, 4.0]	100000374	1
1502032201	我会为你打造一个幸福的梦	[3.0, 3.0, 3.0, 3.0]	100000375	2
1502032202	但我早就学会了怎么让自己醒来。	[7.0, 7.0, 7.0, 7.0]		1
1502032203	对不起，把你一个人关在这里……一定很寂寞吧。	[7.0, 7.0, 7.0, 7.0]	100000376	1
1502032203	我带了些朋友给你。	[2.0, 2.0, 2.0, 2.0]	100000377	2
1502032204	做个乖孩子，这是为你好。	[4.0, 4.0, 4.0, 4.0]	100000378	1
1502032205	通风管道和存书仓库可是最佳搭配。	[3.0, 3.0, 3.0, 3.0]	100000367	1
1502032205	只要打开它就能出去了	[2.0, 2.0, 2.0, 2.0]	100000353	2
1502032206	救救我，救救我……	[2.0, 2.0, 2.0, 2.0]	100000394	1
1502032207	我不想再看到你被他们攻击的样子。	[4.0, 4.0, 4.0, 4.0]	100000379	1
1502032207	我只是为了保护你……	[2.0, 2.0, 2.0, 2.0]	100000380	2
1502032208	不要走，不要离开这里……	[4.0, 4.0, 4.0, 4.0]	100000381	1
1502032209	夜已经深了，你该睡了，留在这里吧。	[7.0, 7.0, 7.0, 7.0]	100000382	1
1502032209	你也想变得和他们一样？	[4.0, 4.0, 4.0, 4.0]	100000384	2
1502032210	不行！	[2.0, 2.0, 2.0, 2.0]	100000383	1
1502032211	坏孩子应该受到惩罚！	[4.0, 4.0, 4.0, 4.0]	100000385	1
150203091	系统警报：前方发现大量异合生物与感染体聚集!	[2.0, 2.0, 2.0, 2.0]		1
150203092	系统警报：前方两点钟方向探测到帕弥什病毒存在!	[2.0, 2.0, 2.0, 2.0]		1
150203093	系统警报：防御塔1已损毁！	[2.0, 2.0, 2.0, 2.0]		1
150203094	系统警报：防御塔2已损毁！	[2.0, 2.0, 2.0, 2.0]		1
150203095	系统警报：防御塔3已损毁！	[2.0, 2.0, 2.0, 2.0]		1
150203096	系统警报：防御塔4已损毁！	[2.0, 2.0, 2.0, 2.0]		1
150203097	防御系统：无使用权限，请输入应急启动密码。	[2.0, 2.0, 2.0, 2.0]		1
150203098	防御系统：启动成功，将自动锁定周围感染体对其发动攻击。	[2.0, 2.0, 2.0, 2.0]		1
301311360	你以为这样就结束了吗？	[3.0, 3.0, 3.0, 3.0]		1
301311361	不管你拥有何等的执念，我都会将它们一一粉碎。	[3.0, 3.0, 3.0, 3.0]		1
301311362	我就是这座城市的守护者。	[3.0, 3.0, 3.0, 3.0]		1
301311363	为你的傲慢陪葬吧，异乡人。	[3.0, 3.0, 3.0, 3.0]		1
301311364	为何不尝试忘记这里，就当作一切都没有发生过。	[3.0, 3.0, 3.0, 3.0]		1
301304101	污染唤起了意识海的隐痛，曾经的妥协都化作锋刃	[2.5, 2.5, 2.5, 2.5]		1
301304101	刺入想要重拾旧梦的内心<//意识海>深处，如此沉重，难以背负……	[3.0, 3.0, 3.0, 3.0]		2
301304102	不过……	[1.5, 1.5, 1.5, 1.5]	100000887	1
301304102	现在的你不仅有了背负梦想走出这片庇护所的力量与勇气	[5.0, 5.0, 5.0, 5.0]	100000888	2
301304102	也有了愿意一同分担的伙伴	[3.0, 3.0, 3.0, 3.0]	100000889	3
301304103	这是……指挥官……原来已经成功了	[8.0, 8.0, 8.0, 8.0]	100000672	1
301304103	欢迎回来……	[2.5, 2.5, 2.5, 2.5]	100000673	2
301304103	我会彻底终结这场噩梦	[4.0, 4.0, 4.0, 4.0]	100000674	3
1020010200	欢迎来到科波菲尔海洋博物馆，祝您在这里渡过一段美好的时光。	[7.0, 7.0, 7.0, 7.0]	100000403	1
1020010300	科波菲尔海洋博物馆里的“居民”们，都有固定的“进餐”时间	[6.0, 6.0, 6.0, 6.0]		1
1020010300	欢迎您前来体验这些美妙的瞬间。	[6.0, 6.0, 6.0, 6.0]		2
1020010301	“仿生海豚的微笑”表演马上就要开始了	[4.5, 4.5, 4.5, 4.5]	100000406	1
1020010301	欢迎您前往演出大厅观赏，祝您玩得开心。	[6.0, 6.0, 6.0, 6.0]		2
1020010500	亲爱的游客们，闭馆时间马上就要到了	[5.0, 5.0, 5.0, 5.0]		1
1020010500	希望科波菲尔海洋博物馆为您留下了美好的回忆，期待与您的下次相遇。	[10.0, 10.0, 10.0, 10.0]		2
1020010201	系统提示：未识别到员工信息，正在转接智能客服。	[10.0, 10.0, 10.0, 10.0]		1
1020010201	尊敬的游客，欢迎来到科波菲尔海洋博物馆。	[10.0, 10.0, 10.0, 10.0]		2
1020010201	前方区域正在进行维修作业，暂未开放，还请见谅。	[10.0, 10.0, 10.0, 10.0]		3
1020010201	修缮完成后，工作人员会第一时间输入开启密码，还请耐心等待。	[10.0, 10.0, 10.0, 10.0]		4
1020010201	科波菲尔海洋博物馆祝您度过愉快的一天。	[10.0, 10.0, 10.0, 10.0]		5
1020010202	一张被揉成团的泛黄海报，上面记录着海洋馆的建成时间以及‘打造全球最大生态海底博物馆’的标语。	[4.0, 4.0, 4.0, 4.0]		1
1020010202	翻过来还可以看到上面被油性笔写了一段潦草的话：呸，一只鱼都没有，全是假的！	[4.0, 4.0, 4.0, 4.0]		2
1020010203	被裁成长条的白纸，上面写着：水缸里不可能有巨蟒！小心兔子！	[3.0, 3.0, 3.0, 3.0]		1
1020010203	翻过来的背面写着：我是兔子，兔子真好吃。	[3.0, 3.0, 3.0, 3.0]		2
1020010204	保存完好的录音笔，但是里面只录下了恐惧的喘息声。	[3.0, 3.0, 3.0, 3.0]		1
1020010205	眼前开始浮现过去的场景。	[3.0, 3.0, 3.0, 3.0]		1
1020010206	救救我，救救我！	[3.0, 3.0, 3.0, 3.0]		1
1020010207	不要伤心，我们已经获得了新生……	[3.5, 3.5, 3.5, 3.5]		1
1020010208	这不是我想要的样子啊！！！！	[3.5, 3.5, 3.5, 3.5]		1
1020010209	来再靠近一点吧……	[3.5, 3.5, 3.5, 3.5]		1
1020010210	快跑！跑得越远越好……不，过来杀了我！杀了我！！	[3.5, 3.5, 3.5, 3.5]		1
1020010211	你迟早也会成为我们中的一员……	[3.5, 3.5, 3.5, 3.5]		1
1020010212	水幕打开了。	[3.0, 3.0, 3.0, 3.0]		1
1020010302	幻觉并非完全的谎言，其中也有隐藏的信息。	[3.0, 3.0, 3.0, 3.0]		1
1020010303	现实也并非理所当然的真相，隐蔽的陷阱就藏在视线之外。	[3.0, 3.0, 3.0, 3.0]		1
1020010304	提灯吸取并浮现了部分记忆！	[3.0, 3.0, 3.0, 3.0]		1
1020010305	杂乱的声音：离开！	[3.0, 3.0, 3.0, 3.0]		1
1020010306	眼前开始浮现过去的场景。	[3.0, 3.0, 3.0, 3.0]		1
1020010307	意识海已稳定。	[3.0, 3.0, 3.0, 3.0]		1
1020010308	欢……迎……您……前……来……	[3.0, 3.0, 3.0, 3.0]		1
1020010309	重叠的声音：快跑，快跑，快跑！	[5.0, 5.0, 5.0, 5.0]		1
1020010310	快跑，快跑，快跑！	[3.0, 3.0, 3.0, 3.0]		1
1020010400	我不是敌人。	[3.0, 3.0, 3.0, 3.0]		1
1020010401	是客人，欢迎！	[3.0, 3.0, 3.0, 3.0]		1
1020010401	快滚！从哪里来就回哪里去！	[3.0, 3.0, 3.0, 3.0]		2
1020010401	好饿啊……	[3.0, 3.0, 3.0, 3.0]		3
1020010402	妈妈吃了我，爸爸吃了妈，妈妈不消化，我在里面饱嘎嘎~	[3.0, 3.0, 3.0, 3.0]		1
1020010402	救救我，放我出去，放我出去啊！	[3.0, 3.0, 3.0, 3.0]		2
1020010403	布娃娃，布娃娃，不要伤心啦~	[3.0, 3.0, 3.0, 3.0]		1
1020010404	哭着才好看，让我帮忙裁一裁……	[3.0, 3.0, 3.0, 3.0]		1
1020010405	一半留给我，一半送给她……上一半下一半？左一半右一半？	[3.0, 3.0, 3.0, 3.0]		1
1020010406	上一半下一半？左一半右一半？想要留下哪一半？	[3.0, 3.0, 3.0, 3.0]		1
1020010407	丢掉所有软弱和缺点~	[3.0, 3.0, 3.0, 3.0]		1
1020010407	永远不再痛苦与迷茫~	[3.0, 3.0, 3.0, 3.0]		2
1020010407	来吧~加入我们~成为完全的个体~	[3.0, 3.0, 3.0, 3.0]		3
1020010408	成为我们吧！	[3.0, 3.0, 3.0, 3.0]		1
1020010409	加入……成为我们吧	[3.0, 3.0, 3.0, 3.0]		1
1020010410	我们准备了盛大的欢迎仪式	[3.0, 3.0, 3.0, 3.0]		1
1020010411	抛弃躯体的枷锁，让心灵永远不再隔阂	[3.0, 3.0, 3.0, 3.0]		1
1020010412	……睁……眼……	[4.0, 4.0, 4.0, 4.0]		1
1020010413	…………开眼……	[4.0, 4.0, 4.0, 4.0]		1
1020010414	快…………眼……	[4.0, 4.0, 4.0, 4.0]		1
1020010415	快睁开眼！	[4.0, 4.0, 4.0, 4.0]		1
1020010416	三个幻影出现在了眼前。	[3.0, 3.0, 3.0, 3.0]		1
1020010417	……你反悔了？	[3.0, 3.0, 3.0, 3.0]		1
1020010418	你的挣扎，只是徒劳	[3.0, 3.0, 3.0, 3.0]		1
1020010419	是要……往更深处走吗？	[3.0, 3.0, 3.0, 3.0]		1
1020010420	黑暗中的低语渐渐远离，视线逐渐明亮。	[3.0, 3.0, 3.0, 3.0]		1
1020010421	粮食被偷吃了！粮食被偷吃了！	[5.0, 5.0, 5.0, 5.0]		1
1020010421	干得好啊……一定要杀了小老鼠！	[5.0, 5.0, 5.0, 5.0]		2
1020010422	我要敲碎、杀了、拯救、悼念你！	[3.0, 3.0, 3.0, 3.0]		1
1020010423	……	[3.0, 3.0, 3.0, 3.0]		1
1020010424	此刻，见证终焉之光	[3.0, 3.0, 3.0, 3.0]		1
1020010425	不可能……太好了！	[3.0, 3.0, 3.0, 3.0]		1
1020010425	放过我……杀了我！	[3.0, 3.0, 3.0, 3.0]		2
1020010426	可恶……谢谢……	[3.0, 3.0, 3.0, 3.0]		1
1020010427	以此宣告，噩梦的崩解！	[3.0, 3.0, 3.0, 3.0]		1
1020010428	要解脱了……不想死……	[3.0, 3.0, 3.0, 3.0]		1
1020010429	指挥官阁下……	[3.0, 3.0, 3.0, 3.0]		1
1020010429	有了你的帮助，我一定不会输。	[3.0, 3.0, 3.0, 3.0]		2
1020010430	我会诅咒你的！	[3.0, 3.0, 3.0, 3.0]		1
1020010430	谢谢你让我解脱……	[3.0, 3.0, 3.0, 3.0]		2
1020010431	我一定要逃出去……不要让我逃走！	[3.0, 3.0, 3.0, 3.0]		1
1020010432	我还有没做完的事……快让一切结束吧……	[3.0, 3.0, 3.0, 3.0]		1
1020010433	救救我……杀了我……	[3.0, 3.0, 3.0, 3.0]		1
1020010501	大姐姐，你还好吗？	[3.0, 3.0, 3.0, 3.0]		1
1020010502	为什么，为什么要让我亲自动手！	[3.0, 3.0, 3.0, 3.0]		1
1020010503	对不起，对不起，对不起！	[3.0, 3.0, 3.0, 3.0]		1
1020010504	哈哈，哈哈哈哈，哈哈哈哈哈！	[3.0, 3.0, 3.0, 3.0]		1
1020010505	不要怪我，不要怪我啊！不要再来找我了！	[3.0, 3.0, 3.0, 3.0]		1
1020011401	我在找你	[1.7, 1.7, 1.7, 1.7]	100000897	1
1020011402	我在找你	[1.6399, 1.6399, 1.6399, 1.6399]	100000900	1
1020011403	救救我……	[1.97, 1.97, 1.97, 1.97]	100000901	1
1020011404	杀了我……	[2.39, 2.39, 2.39, 2.39]	100000902	1
1020011405	我的朋友	[1.72, 1.72, 1.72, 1.72]	100000903	1
1020011406	唯一理解我的人	[1.9099, 1.9099, 1.9099, 1.9099]	100000904	1
1020011407	唯一能看到我软弱之处的人	[3.19, 3.19, 3.19, 3.19]	100000905	1
1020011408	我们要站在一起	[2.0799, 2.0799, 2.0799, 2.0799]	100000906	1
1020011409	毁掉这个无可救药的世界！	[2.8199, 2.8199, 2.8199, 2.8199]	100000907	1
1020011410	修复这个满目疮痍的世界……	[3.88, 3.88, 3.88, 3.88]	100000898	1
1020011411	哪句才是她的真心话，你知道吗？	[5.67, 5.67, 5.67, 5.67]	100000896	1
1020011412	我知道	[1.0, 1.0, 1.0, 1.0]	100000890	1
1020011413	我知道……这些都是她！	[4.0, 4.0, 4.0, 4.0]	100000891	1
1020011414	即使变成这样，她也还在用残存的意识……保护我们啊！！	[6.46, 6.46, 6.46, 6.46]	100000892	1
1020011415	比安卡……	[1.23, 1.23, 1.23, 1.23]	100000899	1
1502040501	凡妮莎：不对劲。	[1.5, 1.5, 1.5, 1.5]		1
1502040501		[0.5, 0.5, 0.5, 0.5]		2
1502040501	薇拉：这里未免也太‘整洁’了，简直像是……有人还在这里居住一样。	[2.5, 2.5, 2.5, 2.5]		3
1502040501		[0.5, 0.5, 0.5, 0.5]		4
1502040501	凡妮莎：难道是外面树上那些实验性构造体？	[2.0, 2.0, 2.0, 2.0]		5
1502040501		[0.5, 0.5, 0.5, 0.5]		6
1502040501	薇拉：在这里继续虚假的生活？不太可能吧。	[2.0, 2.0, 2.0, 2.0]		7
1502040502	邦比娜塔：等等……有谁在看着……	[1.0, 1.0, 1.0, 1.0]		1
1502040502		[0.5, 0.5, 0.5, 0.5]		2
1502040502	邦比娜塔：那里。	[1.5, 1.5, 1.5, 1.5]		3
1502040503	邦比娜塔：没有发现实验相关的器具。	[2.0, 2.0, 2.0, 2.0]		1
1502040503		[0.5, 0.5, 0.5, 0.5]		2
1502040503	邦比娜塔：但是这里的墙体布局有些不合理……不确定是否被改造过。	[3.0, 3.0, 3.0, 3.0]		3
1502040503		[0.5, 0.5, 0.5, 0.5]		4
1502040503	凡妮莎：也就是说他们把实验的痕迹藏起来了。	[2.0, 2.0, 2.0, 2.0]		5
1502040504	薇拉：……门在这里。不会连这都要我告诉你吧？	[2.0, 2.0, 2.0, 2.0]		1
1502040505	薇拉：监控？这么说从进来开始，镜头对面的东西就一直看着我们了。	[3.0, 3.0, 3.0, 3.0]		1
1502040506	凡妮莎：既然有监控装置，那肯定有观看画面的监控室，这里的数据存储设备一定还在运行。	[3.0, 3.0, 3.0, 3.0]		1
1502040506		[0.5, 0.5, 0.5, 0.5]		2
1502040506	凡妮莎：先调查看看有没有监控室位置的线索。	[2.0, 2.0, 2.0, 2.0]		3
1502040507	薇拉：喂，来看看这个。	[2.0, 2.0, 2.0, 2.0]		1
1502040508	薇拉：这些玩偶肚子里有东西。	[2.0, 2.0, 2.0, 2.0]		1
1502040509	薇拉：这里的作息安排够充实的。	[2.0, 2.0, 2.0, 2.0]		1
1502040510	薇拉：你们过来。我说……这个熊，刚刚就在这里吗？	[2.0, 2.0, 2.0, 2.0]		1
1502040511		[0.75, 0.75, 0.75, 0.75]	100000928	1
1502040511	？？？：……快来吧。	[2.0, 2.0, 2.0, 2.0]		2
1502040512	薇拉：喂！洋娃娃！别发呆！	[2.0, 2.0, 2.0, 2.0]		1
1502040513	邦比娜塔：监控室在这里面。	[2.0, 2.0, 2.0, 2.0]		1
1502040514	薇拉：书架后面？你怎么知道的？	[2.0, 2.0, 2.0, 2.0]		1
1502040515	邦比娜塔：邦比娜塔的意识海里……有一段陌生的记忆数据。	[2.5, 2.5, 2.5, 2.5]		1
1502040515		[0.5, 0.5, 0.5, 0.5]		2
1502040515	凡妮莎：什么时候出现的？	[1.5, 1.5, 1.5, 1.5]		3
1502040515		[0.5, 0.5, 0.5, 0.5]		4
1502040515	邦比娜塔：就在刚刚……邦比娜塔已经扫描了机体，没有发现异常。但……确实能‘想起’有人穿过了这里。	[3.0, 3.0, 3.0, 3.0]		5
1502040515		[0.5, 0.5, 0.5, 0.5]		6
1502040515	凡妮莎：……先确认一下这书架有没有猫腻。	[2.0, 2.0, 2.0, 2.0]		7
1502040516	邦比娜塔：需要进行爆破吗，主人？	[2.0, 2.0, 2.0, 2.0]		1
1502040516		[0.5, 0.5, 0.5, 0.5]		2
1502040516	凡妮莎：尽量避免爆破波及电子元件和数据，先扫描试试。	[2.0, 2.0, 2.0, 2.0]		3
1502040517	薇拉：书架内部的确有电能反应，不过启动需要管理者认证。	[2.0, 2.0, 2.0, 2.0]		1
1502040518	薇拉：在那段记忆数据里能找到吗？	[2.0, 2.0, 2.0, 2.0]		1
1502040519	邦比娜塔：唔……这段数据不够完整，邦比娜塔可以进行一些复原尝试。	[3.0, 3.0, 3.0, 3.0]		1
1502040520	凡妮莎：等等，谨慎一点。邦比娜塔，先和我建立深层链接。	[3.0, 3.0, 3.0, 3.0]		1
1502040521	凡妮莎：三头犬的，你负责警戒和协助邦比娜塔。	[2.0, 2.0, 2.0, 2.0]		1
1502040523	邦比娜塔：破碎的记忆数据……如果可以调整好时间认知，应该可以复原得更连贯。	[3.0, 3.0, 3.0, 3.0]		1
1502040523		[0.5, 0.5, 0.5, 0.5]		2
1502040523	邦比娜塔：看起来像是管理者的数据主体站在床边，是休息时间吗？	[2.0, 2.0, 2.0, 2.0]		3
1502040524	‘妈妈’：休息，时间到，要及时休眠。	[2.0, 2.0, 2.0, 2.0]		1
1502040524		[0.5, 0.5, 0.5, 0.5]		2
1502040524	‘妈妈’：乖孩子▇▇▇，奖励，今晚，做个，好梦。	[2.0, 2.0, 2.0, 2.0]		3
1502040525	邦比娜塔：……	[2.0, 2.0, 2.0, 2.0]		1
1502040526	邦比娜塔：是刚刚的木马……这段记忆发生的时间应该是游戏的时候？	[3.0, 3.0, 3.0, 3.0]		1
1502040527	邦比娜塔：还差了点什么……主人他们应该能找到。	[3.0, 3.0, 3.0, 3.0]		1
1502040528	邦比娜塔：这段记忆发生的时间不够准确。	[3.0, 3.0, 3.0, 3.0]		1
1502040529	邦比娜塔：还差了点什么……主人他们应该能找到。	[3.0, 3.0, 3.0, 3.0]		1
1502040530	‘妈妈’：乖乖，收拾玩具，不然，会变成，坏孩子。	[2.0, 2.0, 2.0, 2.0]		1
1502040530		[0.5, 0.5, 0.5, 0.5]		2
1502040530	‘妈妈’：坏孩子，要受到，惩罚。	[2.0, 2.0, 2.0, 2.0]		3
1502040531	邦比娜塔：这些记忆…这是邦比娜塔以前生活的地方？	[2.0, 2.0, 2.0, 2.0]		1
1502040532	‘妈妈’：游戏，时间到，好孩子们，要，积极调用，运算模块。	[3.0, 3.0, 3.0, 3.0]		1
1502040533	邦比娜塔：主人从来没告诉过邦比娜塔以前的经历。	[3.0, 3.0, 3.0, 3.0]		1
1502040534	薇拉：嗯？刚刚不小心动了什么不该动的东西吗？抱歉——	[3.0, 3.0, 3.0, 3.0]		1
1502040534		[0.5, 0.5, 0.5, 0.5]		2
1502040534	薇拉：不过你们还是好好躺下吧！	[2.0, 2.0, 2.0, 2.0]		3
1502040535	邦比娜塔：继续进行数据复原。	[2.0, 2.0, 2.0, 2.0]		1
1502040536	薇拉：洋娃娃，看来有人不想让你知道太多。	[2.0, 2.0, 2.0, 2.0]		1
1502040537	薇拉：应该都消灭了。	[2.0, 2.0, 2.0, 2.0]		1
1502040538	薇拉：结束了？	[1.5, 1.5, 1.5, 1.5]		1
1502040538		[0.5, 0.5, 0.5, 0.5]		2
1502040538	邦比娜塔：数据复原完成。	[1.5, 1.5, 1.5, 1.5]		3
1502040540	凡妮莎：邦比娜塔，往建筑内部探查	[2.0, 2.0, 2.0, 2.0]		1
1502040540		[0.5, 0.5, 0.5, 0.5]		2
1502040540	邦比娜塔：是，主人。	[1.5, 1.5, 1.5, 1.5]		3
1502040539	凡妮莎：他们的行为……更像是从里面逃出去。	[2.0, 2.0, 2.0, 2.0]		1
1502040539		[0.5, 0.5, 0.5, 0.5]		2
1502040539	薇拉：看来这里有什么让他们畏惧的东西。	[1.5, 1.5, 1.5, 1.5]		3
1502040541	薇拉：嗯？看来还要调整一下摆钟时间	[2.5, 2.5, 2.5, 2.5]		1
1502040601	薇拉：这个终端上只有监控记录的数据痕迹，并且已经被动过手脚了。	[2.0, 2.0, 2.0, 2.0]		1
1502040602	凡妮莎：肯定有和实验有关的蛛丝马迹，认真一点。	[2.0, 2.0, 2.0, 2.0]		1
1502040603	邦比娜塔：这些数据碎片，邦比娜塔可以尝试像刚刚那样复原。	[3.0, 3.0, 3.0, 3.0]		1
1502040604	薇拉：利用你的外置记忆模块？	[3.0, 3.0, 3.0, 3.0]		1
1502040605	凡妮莎：邦比娜塔，如果出现异常就立刻停止。	[3.0, 3.0, 3.0, 3.0]		1
1502040606	邦比娜塔：是，主人。	[3.0, 3.0, 3.0, 3.0]		1
1502040607		[2.0, 2.0, 2.0, 2.0]		1
1502040608	薇拉：干嘛？下载数据的操作面板在那边。	[3.0, 3.0, 3.0, 3.0]		1
1502040609	邦比娜塔：没有主人的命令，不应该提前离开。	[2.0, 2.0, 2.0, 2.0]		1
1502040610	邦比娜塔：成功进入复原空间。	[2.0, 2.0, 2.0, 2.0]		1
1502040611	凡妮莎：注意找找和实验有关的，或者建筑地图之类的信息。	[3.0, 3.0, 3.0, 3.0]		1
1502040612	邦比娜塔：明白。	[1.5, 1.5, 1.5, 1.5]		1
1502040613	邦比娜塔：空间复原被阻碍了……是哪里出现了数据偏差吗？	[3.0, 3.0, 3.0, 3.0]		1
1502040614	邦比娜塔：复原的监控室终端中或许有主人需要的信息，方向是……正前方。	[3.0, 3.0, 3.0, 3.0]		1
1502040615	邦比娜塔：闪过去的……是什么？	[2.0, 2.0, 2.0, 2.0]		1
1502040616		[3.0, 3.0, 3.0, 3.0]		1
1502040617	邦比娜塔：这个东西不应该在这里。看来要把正确的物品数据匹配回来。	[3.0, 3.0, 3.0, 3.0]		1
1502040618	邦比娜塔：嗯，数据偏差减少了。	[2.0, 2.0, 2.0, 2.0]		1
1502040619	邦比娜塔：主人，偏差已经修正好了，邦比娜塔马上前往下一个区域。	[3.0, 3.0, 3.0, 3.0]		1
1502040620	邦比娜塔：……主人？	[2.0, 2.0, 2.0, 2.0]		1
1502040621		[2.0, 2.0, 2.0, 2.0]		1
1502040622	邦比娜塔：有了，建筑地图。主人，邦比娜塔立刻同步到您的终端。	[3.0, 3.0, 3.0, 3.0]		1
1502040623	邦比娜塔：接入数据…	[2.0, 2.0, 2.0, 2.0]		1
1502040624	邦比娜塔：传输数据…	[2.0, 2.0, 2.0, 2.0]		1
1502040625	邦比娜塔：传输完毕…	[2.0, 2.0, 2.0, 2.0]		1
1502040626	薇拉：文件传送？是建筑地图。你的洋娃娃成功了	[2.0, 2.0, 2.0, 2.0]		1
1502040626		[0.5, 0.5, 0.5, 0.5]		2
1502040626	凡妮莎：很好。邦比娜塔，可以暂时停下来了。	[2.0, 2.0, 2.0, 2.0]		3
1502040627	邦比娜塔？：……快过来……快来‘妈妈’这边——	[3.0, 3.0, 3.0, 3.0]		1
1502040628	薇拉：你说什么？	[1.5, 1.5, 1.5, 1.5]		1
1502040628		[0.5, 0.5, 0.5, 0.5]		2
1502040628	邦比娜塔？：外面有声音，外面、有……你去检查、检查。	[3.0, 3.0, 3.0, 3.0]		3
1502040628		[0.5, 0.5, 0.5, 0.5]		4
1502040628	薇拉：……	[1.5, 1.5, 1.5, 1.5]		5
1502040629	邦比娜塔：主人？……通信通道被干扰了，要快点找到联络上主人的办法。	[3.0, 3.0, 3.0, 3.0]		1
1502040630		[0.75, 0.75, 0.75, 0.75]	100000928	1
1502040630	？？？：……快来吧。	[2.0, 2.0, 2.0, 2.0]		2
1502040631	邦比娜塔：它们……是什么？是数据碎片里本来就存在的东西吗？	[2.0, 2.0, 2.0, 2.0]		1
1502040632		[2.0, 2.0, 2.0, 2.0]		1
1502040633	邦比娜塔：那个是……有异常的数据碎片？	[2.0, 2.0, 2.0, 2.0]		1
1502040634	邦比娜塔：原来这些数据碎片是属于它们的记忆……	[2.0, 2.0, 2.0, 2.0]		1
1502040635	邦比娜塔：你是谁？是你干扰了邦比娜塔和主人的通讯吗？	[2.0, 2.0, 2.0, 2.0]		1
1502040636	邦比娜塔： 帆船的赠语……应该这所建筑的建造者的友人留下的吧。	[3.0, 3.0, 3.0, 3.0]		1
1502040636		[0.5, 0.5, 0.5, 0.5]		2
1502040636	邦比娜塔：随帆而行么……	[2.0, 2.0, 2.0, 2.0]		3
1502040637	邦比娜塔：和刚刚走廊不一样了？！	[2.0, 2.0, 2.0, 2.0]		1
1502040638	邦比娜塔：随帆而行……如果根据帆船船头的方向来开门呢？	[3.0, 3.0, 3.0, 3.0]		1
1502040639	邦比娜塔：等等……这个长廊是不是出现过？	[2.0, 2.0, 2.0, 2.0]		1
1502040639		[0.5, 0.5, 0.5, 0.5]		2
1502040639	邦比娜塔：是复原空间的时候造成了数据偏差吗？	[2.0, 2.0, 2.0, 2.0]		3
1502040640	邦比娜塔：又回来了？还是？	[1.5, 1.5, 1.5, 1.5]		1
1502040640		[0.5, 0.5, 0.5, 0.5]		2
1502040640	邦比娜塔：主人？主人？	[1.5, 1.5, 1.5, 1.5]		3
1502040640		[0.5, 0.5, 0.5, 0.5]		4
1502040640	邦比娜塔：……通讯信号没有反应。	[1.5, 1.5, 1.5, 1.5]		5
1502040640		[0.5, 0.5, 0.5, 0.5]		6
1502040640	邦比娜塔：得找到去监控室的正确方法。	[1.5, 1.5, 1.5, 1.5]		7
1502040641	邦比娜塔：谁？	[1.5, 1.5, 1.5, 1.5]		1
1502040642	邦比娜塔：……	[2.0, 2.0, 2.0, 2.0]		1
1502040643	邦比娜塔：监控室，找到了。	[1.5, 1.5, 1.5, 1.5]		1
1502040644	邦比娜塔：谁！	[1.0, 1.0, 1.0, 1.0]		1
1502040645	邦比娜塔：监控室……应该不是这个方向。	[2.0, 2.0, 2.0, 2.0]		1
1502040646	薇拉：洋娃娃说的不是这边。	[2.0, 2.0, 2.0, 2.0]		1
1502040301	薇拉：只能挣扎这么点时间，可真是没用的家伙呢。	[2.0, 2.0, 2.0, 2.0]		1
1502040302	薇拉：小妹妹，等你这么墨迹完，怪物已经快被我消灭完了。	[2.0, 2.0, 2.0, 2.0]		1
1502040303	凡妮莎：小声点，别再把其他感染体引来耽误任务进度了。	[2.0, 2.0, 2.0, 2.0]		1
1502040304	薇拉：还真是我所在的地方即是战场呀！	[2.0, 2.0, 2.0, 2.0]		1
1502040305	薇拉：喂，小妹妹，这种场面你应该没问题吧。	[2.0, 2.0, 2.0, 2.0]		1
1502040306	邦比娜塔：嗯，已获得主人作战指令，可以立即开始作战。	[2.0, 2.0, 2.0, 2.0]		1
1502040307	薇拉：你们战斗技巧也太菜了	[2.0, 2.0, 2.0, 2.0]		1
1502040308	薇拉：不知道的还以为是新人指挥官和构造体第一次出任务呢~	[2.0, 2.0, 2.0, 2.0]		1
1502040309	薇拉：还是我一起来吧，不然真是猴年马月完成任务了。	[2.0, 2.0, 2.0, 2.0]		1
1502040310	凡妮莎：好大的雾。	[2.0, 2.0, 2.0, 2.0]		1
1502040311	邦比娜塔：硫化物占比偏高，不过还没有达到有害区间。	[3.0, 3.0, 3.0, 3.0]		1
1502040312	薇拉：树上有东西。感染体？不，这种锈蚀程度……	[2.0, 2.0, 2.0, 2.0]		1
