Id	Desc	Param
63703	v3.4 引导薇拉2048 2.0 第6关	[1]
63704	v3.4 引导薇拉2048 2.0 第8关	[1]
63705	v3.4 引导薇拉2048 2.0 第11关	[1]
63706	v3.4 引导薇拉2048 2.0 第13关	[1]
63707	v3.4 引导薇拉2048 2.0 第15关	[1]
63708	v3.4 引导薇拉2048 2.0 第5关	[1]
63709	v3.4 引导薇拉2048 2.0 第10关	[1]
63710	v3.4 引导薇拉2048 2.0 第11关  累计数字	[1]
63720	v3.4 引导战棋 3.0 首次入关	[1]
63721	v3.4 引导战棋 3.0 简单1-1反复触发	[1]
63722	v3.4 引导战棋 3.0 简单1-2反复触发	[1]
63723	v3.4 引导战棋 3.0 简单1-3	[1]
63724	v3.4 引导战棋 3.0 简单2-5	[1]
63725	v3.4 引导战棋 3.0 简单2-5  扳手有力量	[1]
63726	v3.4 引导战棋 3.0 通关序章 教学困难模式	[1]
63730	v3.4 引导高难玩法2.0 首次入关	[1]
63731	v3.4 引导高难玩法2.0 驻守界面	[1]
63732	v3.4 引导高难玩法2.0 第三章	[1]
63733	v3.4 引导高难玩法2.0 扫荡教学	[1]
63741	v3.4 引导薇拉连线 首次入关	[1]
63742	v3.4 引导薇拉连线 关卡1	[1]
63800	v3.5 引导界限构解6.0 首次进关	[1]
63801	v3.5 引导界限构解6.0 第二关	[1]
63802	v3.5 引导界限构解6.0 困难模式	[1]
63810	v3.3 引导吃豆人 首次入关	[1]
63820	v3.5 引导鬼泣试玩关	[1]
63900	v3.6 引导肉鸽5 首次进入PVE	[1]
63910	v3.6 引导肉鸽5 PVE事件选择	[1]
63911	v3.6 引导肉鸽5 PVE进入技能商店	[1]
63912	v3.6 引导肉鸽5 PVE进入符文商店	[1]
63913	v3.6 引导肉鸽5 首次结算流程	[1]
63914	v3.6 引导肉鸽5 PVE首次结算完毕	[1]
63915	v3.6 引导肉鸽5 PVE完成序章剧情102	[1]
63916	v3.6 引导肉鸽5 主界面再次介绍	[1]
63917	v3.6 引导肉鸽5 引导点击渡边	[1]
63918	v3.6 引导肉鸽5 渡边介绍	[1]
63919	v3.6 引导肉鸽5 推演流程	[1]
63920	v3.6 引导肉鸽5 首次PVP选人	[1]
63921	v3.6 引导肉鸽5 首次进入PVP技能商店	[1]
63922	v3.8 引导肉鸽5 引导新共通线	[1]
63923	v4.0 引导肉鸽5 饰品选择	[1]
63924	v4.0 引导肉鸽5 角色升级	[1]
63925	v4.0 引导肉鸽5 商店购买角色升级	[1]
63926	v4.1 引导肉鸽5 活动主界面进肉鸽（版本限定）	[1]
63927	v4.1 引导肉鸽5PVE剩余路线	[1]
63928	v4.2 引导肉鸽5 任务选择	[1]
63929	v4.2 引导肉鸽5 商店内委托	[1]
63940	v3.6 引导鲨鲨破坏王 首次入关	[1]
63941	v3.6 引导鲨鲨破坏王 3011进入战斗	[1]
63942	v3.6 引导鲨鲨破坏王 3011退出狂热	[1]
63943	v3.6 引导鲨鲨破坏王 3012详情界面	[1]
63944	v3.6 引导鲨鲨破坏王 3012进入战斗	[1]
63945	v3.6 引导鲨鲨破坏王 3013进入战斗	[1]
63946	v3.6 引导鲨鲨破坏王 3021详情界面	[1]
64000	v3.7 引导比安卡晖暮形态切换	[1]
64010	v3.7 引导协奏大连线-首次入关	[1]
64011	v3.7 引导协奏大连线-当前位于1011	[1]
64012	v3.7 引导协奏大连线-当前位于1012	[1]
64013	v3.7 引导协奏大连线-当前位于1021	[1]
64014	v3.7 引导协奏大连线-当前位于1031	[1]
64015	v3.7 引导协奏大连线-当前位于1041	[1]
64016	v3.7 引导协奏大连线-当前位于1014	[1]
64017	v3.7 引导协奏大连线-当前位于1015	[1]
64018	v3.7 引导协奏大连线-当前位于1022	[1]
64020	v3.7 引导七夕打牌-欢迎	[1]
64021	v3.7 引导七夕打牌-关卡11回合1	[1]
64022	v3.7 引导七夕打牌-关卡11回合2	[1]
64030	v3.7 引导mini改造-首次进入	[1]
64101	v3.8 引导维罗妮卡推箱子 首次入关	[1]
64102	v3.8 引导维罗妮卡推箱子 5101	[1]
64103	v3.8 引导维罗妮卡推箱子 5301	[1]
64104	v3.8 引导维罗妮卡推箱子 5401	[1]
64111	v3.8 引导维罗妮卡大秘境 首次入关	[1]
64112	v3.8 引导维罗妮卡大秘境 插件教学	[1]
64113	v3.8 引导维罗妮卡大秘境 充能宝箱	[1]
64114	v3.8 引导维罗妮卡大秘境 图鉴加成	[1]
64115	v3.8 引导维罗妮卡大秘境 推演强化	[1]
64116	v3.8 引导维罗妮卡大秘境 图鉴组件	[1]
64121	v3.8 引导黄金矿工6.0-首次进入	[1]
64122	v3.8 引导黄金矿工6.0-通用改造	[1]
64123	v3.8 引导黄金矿工6.0-再次升级	[1]
64200	v4.0 引导丽芙2048 3.0 主界面	[1]
64201	v4.0 引导丽芙2048 3.0 第1关	[1]
64202	v4.0 引导丽芙2048 3.0 第3关	[1]
64203	v4.0 引导丽芙2048 3.0 第5关	[1]
64204	v4.0 引导丽芙2048 3.0 第6关	[1]
64205	v4.0 引导丽芙2048 3.0 第10关	[1]
64206	v4.0 引导丽芙2048 3.0 第11关	[1]
64207	v4.0 引导丽芙2048 3.0 第15关	[1]
64211	v4.0 引导跑马-赛程内	[1]
64212	v4.0 引导跑马-赛程结束	[1]
64301	v4.1 引导吃豆人2.0	[1]
64311	v4.1 引导全服决战4期首次进入	[1]
64312	v4.1 引导全服决战4期战斗关卡详情	[1]
64313	v4.1 引导全服决战4期特派任务	[1]
64314	v4.1 引导全服决战4期援助任务	[1]
64315	v4.1 引导全服决战4期接受帮助	[1]
64316	v4.1 引导全服决战4期特遣角色界面	[1]
64317	v4.1 引导全服决战4期阶段战果	[1]
64318	v4.1 引导全服决战4期重复演练	[1]
64319	v4.1 引导全服决战4期藏品室	[1]
64320	v4.1 引导全服决战4期珍稀藏品	[1]
64321	v4.1 引导全服决战4期拍卖行	[1]
64322	v4.1 引导全服决战4期拍卖行上架	[1]
64331	v4.1 疾速追缉	[1]
64341	v4.1 空花调频	[1]
64400	v4.2 引导主干进入空花	[1]
64411	v4.2 引导relink主界面	[1]
64412	v4.2 引导relink试玩关	[1]
64413	v4.2 引导relink房间界面	[1]
64414	v4.2 引导relink角色选择	[1]
64415	v4.2 引导relink装备选择	[1]
64416	v4.2 引导relink创建房间	[1]
64417	v4.2 引导relink装备选择左右槽	[1]
64421	v4.2 引导罗塞塔主线简介	[1]
64422	v4.2 引导罗塞塔主线介绍机制	[1]
64423	v4.2 引导罗塞塔主线操作	[1]
64424	v4.2 引导罗塞塔主线获得文件	[1]
64425	v4.2 引导罗塞塔主线文件后续	[1]
64426	v4.2 引导罗塞塔主线获得增益	[1]
64427	v4.2 引导罗塞塔主线下一阶段	[1]
64431	v4.2 引导躲猫猫3.0 首次进入	[1]
64432	v4.2 引导躲猫猫3.0 技能选择	[1]
64441	v4.2 引导众志行征驻扎	[1]
64460	v4.2 引导七夕打牌-欢迎	[1]
64461	v4.2 引导七夕打牌-关卡11回合1	[1]
64462	v4.2 引导七夕打牌-关卡11回合2	[1]
64501	v4.3 引导好感剧情送角色	[1]
64511	v4.3 minirpg2.0主界面	[1]
64512	v4.3 minirpg2.0裁断模式	[1]
64513	v4.3 minirpg2.0覆写模式	[1]
64514	v4.3 minirpg2.0奖励介绍	[1]
64531	v4.3 幸运房东2.0主界面	[1]
64532	v4.3 幸运房东2.0 101	[1]
64533	v4.3 幸运房东2.0 102教程	[1]
64534	v4.3 幸运房东2.0 102侵蚀羁绊描述	[1]
64535	v4.3 幸运房东2.0 102侵蚀羁绊技能	[1]
64537	v4.3 幸运房东2.0 201	[1]
64539	v4.3 幸运房东2.0 202棋盘	[1]
64540	v4.3 幸运房东2.0 301商店	[1]
64541	v4.3 幸运房东2.0 302棋盘	[1]
64542	v4.3 幸运房东2.0 401商店	[1]
64543	v4.3 幸运房东2.0 402棋盘	[1]
64544	v4.3 幸运房东2.0 601商店红潮	[1]
64545	v4.3 幸运房东2.0 602商店红潮	[1]
64546	v4.3 幸运房东2.0 删除棋子	[1]
64601	v4.4 战双兄弟 主界面介绍	[1]
64602	v4.4 战双兄弟 商店介绍	[1]
64603	v4.4 战双兄弟 商店升阶	[1]
64604	v4.4 战双兄弟 养成界面	[1]
64605	v4.4 战双兄弟 关卡失败	[1]
