Id	Priority	Ignore	Desc	GuideType	ConditionId	CompleteId	ActiveUi	CheckNodeActive	RewardId	GroupId
61030	61030	1	引导行星环游记主界面	1	[862112, 774800]	61030	UiPlanetMain	BtnEnter1		61030
61031	61031	1	引导行星环游记教学关1-1	1	[862112, 774800, 861036, 861030]	61031	UiPlanetBattleMain			61031
61032	61032	1	引导行星环游记教学关1-1训练场	1	[862112, 774800, 861030, 861031]	61032	UiPlanetBattleMain			61032
61033	61033	1	引导行星环游记教学关1-1直面领主	1	[862112, 774800, 861030, 861032]	61033	UiPlanetBattleMain			61033
61034	61034	1	引导行星环游记家园	1	[862112, 774800]	61034	UiPlanetHomeland			61034
61035	61035	1	引导行星环游记教学1-2准备界面	1	[862112, 774800, 861033]	61035	UiPlanetChapterChoice			61035
61036	61036	1	引导行星环游记教学1-2	1	[862112, 774800, 861034, 861039]	61036	UiPlanetBattleMain			61036
61037	61037	1	引导行星环游记教学1-2饮料设施	1	[862112, 774800, 861034, 861035]	61037	UiPlanetBattleMain			61037
61038	61038	1	引导行星环游记教学2-1天气	1	[862112, 774800, 861037, 861040]	61038	UiPlanetBattleMain			61038
61039	61039	1	引导行星环游记教学3-1道具	1	[862112, 774800, 861038, 861040]	61039	UiPlanetBattleMain			61039
61110	61110	1	引导三头犬连携特攻连携作战	1	[862112, 774800]	61110	UiCerberusGameMain			61110
61111	61111	1	引导三头犬连携特攻BOSS挑战	1	[862112, 774800, 861111]	61111	UiCerberusGameMain			61111
61120	61120	1	引导界限构解4期主界面	1	[862112, 775600]	61120	UiReform2			61120
61121	61121	1	引导界限构解4期改造	1	[862112, 775600]	61121	UiReformList			61121
61122	61122	1	引导界限构解4期困难难度	1	[862112, 775600, 861122]	61122	UiReform2			61122
61130	61130	1	引导战双大逃杀2期主界面	1	[862112, 30406]	61130	UiEscapeMain			61130
61131	61131	1	引导战双大逃杀2期策略节点	1	[862112, 30406, 861131]	61131	UiEscapeFuben			61131
61210	61210	1	Lv80 引导武器超限功能	1	[860722, 863039]	61210	UiCharacterSystemV2P6			61210
61220	61220	1	v2.5 引导远歌深潜2期插件编辑	1	[862112, 774800]	61220	UiKillZoneMain			61220
61221	61221	1	v2.5 引导远歌深潜2期每日关卡	1	[862112, 774800]	61221	UiKillZoneMain			61220
61222	61222	1	v2.5 引导远歌深潜2期插常规关卡	1	[862112, 774800]	61222	UiKillZoneMain			61220
61230	61230	1	v2.5 引导全服决战2期玩法	1	[862112, 84601200]	61230	UiAreaWarMain			61230
61231	61231	1	v2.5 引导全服决战2期详情界面	1	[862112, 84601200]	61231	UiAreaWarStageDetail	PanelReward		61231
61232	61232	1	v2.5 引导全服决战2期特遣角色界面	1	[862112, 84601200]	61232	UiAreaWarSpecialRole			61232
61233	61233	1	v2.5 引导全服决战2期战术增幅界面	1	[862112, 84601200]	61233	UiAreaWarJingHua			61233
61234	61234	1	v2.5 引导全服决战2期阶段战果	1	[862112, 84601200]	61234	UiAreaWarHangUp			61234
61235	61235	1	v2.5 引导全服决战2期重复演练	1	[862112, 84601200]	61235	UiAreaWarStageDetail	PanelRepeat		61235
61240	61240	1	v2.5 引导历战映射2期玩法	1	[862420, 412]	61240	UiTransfiniteMain			61240
61241	61241	1	v2.5 引导历战映射2期战斗准备	1	[862420, 412]	61241	UiTransfiniteBattlePrepare			61241
61242	61242	1	v2.5 引导历战映射2期奖励	1	[862420, 412]	61242	UiTransfiniteMain			61242
61300	61300	1	v2.6 引导七夕翻牌玩法	1	[862112, 774800]	61300	UiFubenPokerGuessing			61300
61310	61310	1	v2.6 引导肉鸽3.0主界面	1	[862112, 1020005]	61310	UiTheatre3Main			61310
61311	61311	1	v2.6 引导肉鸽3.0编队界面	1	[862112, 1020005]	61311	UiTheatre3RoleRoom			61311
61312	61312	1	v2.6 引导肉鸽3.0角色选择	1	[862112, 1020005]	61312	UiTheatre3RoleRoomDetail			61312
61313	61313	1	v2.6 引导肉鸽3.0节点界面	1	[862112, 1020005]	61313	UiTheatre3PlayMain			61313
61314	61314	1	v2.6 引导肉鸽3.0装备选择	1	[862112, 1020005]	61314	UiTheatre3EquipmentChoose			61314
61315	61315	1	v2.6 引导肉鸽3.0第二章	1	[862112, 1020005, 1020007]	61315	UiTheatre3PlayMain			61315
61316	61316	1	v2.6 引导肉鸽3.0秘藏品选择	1	[862112, 1020005]	61316	UiTheatre3RewardChoose	PanelPropChoose		61316
61317	61317	1	v2.6 引导肉鸽3.0商店界面	1	[862112, 1020005]	61317	UiTheatre3Outpost	PanelShop		61317
61318	61318	1	v2.6 引导肉鸽3.0BP奖励	1	[862112, 1020005]	61318	UiTheatre3Main			61318
61319	61319	1	v2.6 引导肉鸽3.0角色精通	1	[862112, 1020005]	61319	UiTheatre3Master			61319
61320	61320	1	v2.6 引导战双餐厅2.0主界面	1	[862112, 774800, 861320]	61320	UiRestaurantEntrance			61320
61321	61321	1	v2.6 引导战双餐厅2.0食材区	1	[862112, 774800, 861320]	61321	UiRestaurantCommon			61321
61322	61322	1	v2.6 引导战双餐厅2.0售卖区	1	[862112, 774800, 861320]	61322	UiRestaurantCommon			61322
61323	61323	1	v2.6 引导战双餐厅2.0员工界面	1	[862112, 774800, 861320]	61323	UiRestaurantCook			61323
61324	61324	1	v2.6 引导战双餐厅2.0热销界面	1	[862112, 774800, 861320]	61324	UiRestaurantRecommend			61324
61325	61325	1	v2.6 引导战双餐厅2.0餐厅升级	1	[862112, 774800, 861320]	61325	UiRestaurantHire			61325
61326	61326	1	v2.6 引导战双餐厅2.0增益功能	1	[862112, 774800, 860746, 861320]	61326	UiRestaurantCommon			61326
61330	61330	1	v2.6 引导众志行征4.0界面入口	1	[862112, 852731, 1002115]	61330	UiGuildMain|UiGuildDormMain	BtnGuildWarEntry		61330
61331	61331	1	v2.6 引导众志行征4.0难度选择	1	[862112, 852731, 1002115]	61331	UiGuildWarSelect			61331
61332	61332	1	v2.6 引导众志行征4.0玩法界面	1	[862112, 852731, 1002115, 861332]	61332	UiGuildWarStageMain			61332
61333	61333	1	v2.6 引导众志行征4.0支援角色	1	[862112, 852731]	61333	UiGuildWarSupport			61333
61334	61334	1	v2.6 引导众志行征4.0Boss挑战	1	[862112, 852731, 1002115]	61334	UiGuildWarTerm4Panel	PanelDetail		61334
61335	61335	1	v2.6 引导众志行征4.0Boss自选模式	1	[862112, 852731, 1002115]	61335	UiGuildWarTerm4Panel	PaneBoss		61335
61340	61340	1	（废弃）v2.6 引导版本成员界面更新（废弃）	1	[862112, 861340, 861341]	61340	UiCharacterV2P6|UiCharacterSystemV2P6			61340
61410	61410	1	v2.7 引导版本国际战棋首次战斗	1	[862112, 861400, 861410]	61410	UiBlackRockChessBattle			61410
61411	61411	1	v2.7 引导版本国际战棋1-2	1	[862112, 861401, 861411]	61411	UiBlackRockChessBattle			61411
61412	61412	1	v2.7 引导版本国际战棋1-3	1	[862112, 861402, 861412]	61412	UiBlackRockChessBattle			61412
61413	61413	1	v2.7 引导版本国际战棋1-3霰弹枪使用	1	[862112, 861404, 861412, 861413]	61413	UiBlackRockChessBattle			61413
61414	61414	1	v2.7 引导版本国际战棋1-4顶视模式	1	[862112, 774800, 861414]	61414	UiBlackRockChessBattle			61414
61415	61415	1	v2.7 引导版本国际战棋1-5	1	[862112, 774800, 861415]	61415	UiBlackRockChessBattle			61415
61416	61416	1	v2.7 引导版本国际战棋1-5大招使用	1	[862112, 774800, 861415, 861416]	61416	UiBlackRockChessBattle			61416
61417	61417	1	v2.7 引导版本国际战棋1-7	1	[862112, 774800, 861417]	61417	UiBlackRockChessBattle			61417
61418	61418	1	v2.7 引导版本国际战棋1-9	1	[862112, 774800, 861418]	61418	UiBlackRockChessBattle			61418
61419	61419	1	v2.7 引导版本国际战棋1-9大招使用	1	[862112, 861418, 861403, 861419]	61419	UiBlackRockChessBattle			61419
61420	61420	1	v2.7 引导版本国际战棋困难1-1	1	[862112, 774800, 861420]	61420	UiBlackRockChessBattle			61420
61421	61421	1	v2.7 引导版本国际战棋困难1-3	1	[862112, 774800, 861421]	61421	UiBlackRockChessBattle			61421
61430	61430	1	v2.7 引导正逆塔主界面	1	[862112, 8005]	61430	UiTwoSideTowerMainZhu			61430
61431	61431	1	v2.7 引导正逆塔3.0章节	1	[862112, 8005]	61431	UiTwoSideTowerMainLine			61431
61432	61432	1	v2.7 引导正逆塔3.0终末特性	1	[862112, 8005]	61432	UiTwoSideTowerMainLine	PanelBtnZm/PanelAffixList/GridAffix/On		61432
61433	61433	1	v2.7 引导正逆塔3.0终末关卡	1	[862112, 8005]	61433	UiTwoSideTowerMainLine	BtnEndStageClick/Normal		61433
61440	61440	1	v2.7 引导舞乐2.0教学关	1	[862112, 774800]	61440	UiTaikoMasterMain			61440
61510	61510	1	v2.8 引导链合回路5.0玩法主界面	1	[862112, 774800, 771000]	61510	UiSameColorGameBossMain			61510
61511	61511	1	v2.8 引导链合回路5.0战斗	1	[862112, 774800, 771000]	61511	UiSameColorGameBattle			61511
61512	61512	1	v2.8 引导链合回路5.0限时挑战	1	[862112, 774800, 771000, 861512]	61512	UiSameColorGameBossMain			61512
61520	61520	1	v2.8 引导深蓝战域3.0	1	[862112, 84601800]	61520	UiRiftMain			61520
61521	61521	1	v2.8 引导深蓝战域3.0成员整备	1	[862112, 84601800, 862113]	61521	UiRiftFightLayerSelect			61521
61522	61522	1	v2.8 引导深蓝战域3.0知觉增幅	1	[862112, 84601800, 890010]	61522	UiRiftFightLayerSelect			61522
61523	61523	1	v2.8 引导深蓝战域3.0益想映像	1	[862112, 84601800, 890011]	61523	UiRiftFightLayerSelect			61523
61524	61524	1	v2.8 引导深蓝战域3.0聚融所	1	[862112, 84601800, 890012]	61524	UiRiftFightLayerSelect			61524
61525	61525	1	v2.8 引导深蓝战域3.0图鉴	1	[862112, 84601800]	61525	UiRiftPluginBag			61525
61526	61526	1	v2.8 引导深蓝战域3.0禁区探测	1	[862112, 84601800, 862114]	61526	UiRiftMain			61526
61527	61527	1	v2.9 引导模拟经营1-欢迎	1	[862112, 774800]	61527	UiRogueSimMain			61527
61528	61528	1	v2.9 引导模拟经营2-首次进关	1	[862112, 774800, 1045712, 1045724]	61528	UiRogueSimBattle			61528
61529	61529	1	v2.9 引导模拟经营3-回合教学	1	[862112, 774800, 1045712, 1045726]	61529	UiRogueSimBattle			61529
61531	61531	1	v2.9 引导模拟经营5-波动出售货物	1	[862112, 774800, 1045712, 1045723]	61531	UiRogueSimBattle	PanelRoundStart		61531
61532	61532	1	v2.9 引导模拟经营7-道具选择	1	[862112, 774800, 1045712, 1045718]	61532	UiRogueSimChoose	PanelPropOption		61532
61533	61533	1	v2.9 引导模拟经营8-繁荣度	1	[862112, 774800, 1045712, 1045713]	61533	UiRogueSimBattle			61533
61534	61534	1	v2.9 引导模拟经营9-城邦贸易	1	[862112, 774800, 1045712, 1045719]	61534	UiRogueSimBattle	PanelFindCity		61534
61536	61536	1	v2.9 引导模拟经营10-发现建筑	1	[862112, 774800]	61536	UiRogueSimChoose	PanelBuildOption		61536
61537	61537	1	v2.9 引导模拟经营11-许愿井	1	[862112, 774800, 1045714]	61537	UiRogueSimBattle			61537
61538	61538	1	v2.9 引导模拟经营12-关卡结算	1	[862112, 774800, 1045711]	61538	UiRogueSimSettlement			61538
61539	61539	1	v2.9 引导模拟经营13-科技树	1	[862112, 774800]	61539	UiRogueSimScience			61539
61540	61540	1	v2.9 引导模拟经营14-第三关前的初级秘藏	1	[862112, 774800, 1045715]	61540	UiRogueSimChapterDetail			61540
61541	61541	1	v2.9 引导模拟经营6-销售暴击	1	[862112, 774800, 1045712, 1045722]	61541	UiRogueSimBattle	PanelRoundStart		61541
61542	61542	1	v2.9 引导魔方DLC	1	[862112, 774800]	61542	UiDlcCasualGamesMain			61542
61543	61543	1	v2.9 引导御电携鸣1	1	[862112, 774800, 861063]	61543	UiCerberusGameMainV2P9			61543
61600	61600	1	v2.10 引导熊熊大作战1	1	[862112, 774800]	61600	UiFangKuaiMain			61600
61601	61601	1	v2.10 引导熊熊大作战2	1	[862112, 774800]	61601	UiFangKuaiFight			61601
61610	61610	1	v2.10 引导蒲牢大冒险1	1	[862112, 774800]	61610	UiKotodamaMain			61610
61611	61611	1	v2.10 引导蒲牢大冒险2	1	[862112, 774800]	61611	UiKotodamaChapterDetail			61611
61612	61612	1	v2.10 引导蒲牢大冒险3	1	[862112, 774800, 603101]	61612	UiKotodamaMain			61612
61700	61700	1	v2.11 引导新春游园首次玩法	1	[862112, 774800]	61700	UiTempleMain			61700
61701	61701	1	v2.11 引导新春游园选关界面	1	[862112, 774800]	61701	UiTempleSpringFestivalChapter			61701
61702	61702	1	v2.11 引导新春游园1001	1	[862112, 774800, 862500]	61702	UiTempleBattle			61702
61703	61703	1	v2.11 引导新春游园1002	1	[862112, 774800, 862501]	61703	UiTempleBattle			61703
61704	61704	1	v2.11 引导新春游园1006	1	[862112, 774800, 862502]	61704	UiTempleBattle			61704
61705	61705	1	v2.11 引导新春游园3005	1	[862112, 774800, 862503]	61705	UiTempleBattle			61705
61706	61706	1	v2.11 引导新春游园1001-2	1	[862112, 774800, 862500]	61706	UiTempleBattle			61706
61707	61707	1	v2.11 引导新春游园情人节	1	[862112, 774800]	61707	UiTempleValentinesDayChapter			61707
61710	61710	1	v2.11引导国际战棋二期简单1-1（反复触发）	1	[862112, 774800, 861430, 861440]	61710	UiBlackRockChessBattle			61710
61711	61711	1	v2.11引导国际战棋二期简单1-2（反复触发）	1	[862112, 774800, 861431, 861441]	61711	UiBlackRockChessBattle			61711
61712	61712	1	v2.11引导国际战棋二期简单1-3（反复触发）	1	[862112, 774800, 861432, 861442]	61712	UiBlackRockChessBattle			61712
61713	61713	1	v2.11引导国际战棋二期简单1-4	1	[862112, 774800, 861433]	61713	UiBlackRockChessBattle			61713
61714	61714	1	v2.11引导国际战棋二期简单1-5	1	[862112, 774800, 861434]	61714	UiBlackRockChessBattle			61714
61715	61715	1	v2.11引导国际战棋二期简单1-7	1	[862112, 774800, 861435]	61715	UiBlackRockChessBattle			61715
61716	61716	1	v2.11引导国际战棋二期简单1-9	1	[862112, 774800, 861436]	61716	UiBlackRockChessBattle			61716
61717	61717	1	v2.11引导国际战棋二期简单1-9增援幻影	1	[862112, 774800, 861436, 861443]	61717	UiBlackRockChessBattle			61717
61718	61718	1	v2.11引导国际战棋二期简单1-9换位技能	1	[862112, 774800, 861436, 861444]	61718	UiBlackRockChessBattle			61718
61719	61719	1	v2.11引导国际战棋二期11困难1-1	1	[862112, 774800, 861437]	61719	UiBlackRockChessBattle			61719
61720	61720	1	v2.11引导国际战棋二期12困难1-4	1	[862112, 774800, 861438]	61720	UiBlackRockChessBattle			61720
61721	61721	1	v2.11引导国际战棋二期13简单2-1	1	[862112, 774800, 861439]	61721	UiBlackRockChessBattle			61721
61730	61730	1	v2.11引导肉鸽3.0主界面溢出值	1	[862112, 1020005, 1020210, 1020227]	61730	UiTheatre3Main			61730
61731	61731	1	v2.11引导肉鸽3.0二期天选界面	1	[862112, 1020005]	61731	UiTheatre3LuckyCharacter			61731
61732	61732	1	v2.11引导肉鸽3.0二期量子线界面	1	[862112, 1020005]	61732	UiTheatre3QuantumPlayMain			61732
61733	61733	1	v2.11引导肉鸽3.0二期黑白切换	1	[862112, 1020005, 1020224]	61733	UiTheatre3QuantumPlayMain			61733
61740	61740	1	v2.11 引导众志行征5.0界面入口	1	[862112, 1002415, 862783]	61740	UiGuildMain|UiGuildDormMain|UiGuildDormCommon	BtnGuildWarEntry		61740
61741	61741	1	v2.11 引导众志行征5.0活动攻略	1	[862112, 852731, 1002407, 861332]	61741	UiGuildWarStageMain			61741
61742	61742	1	v2.11 引导众志行征5.0难度选择	1	[862112, 1002415]	61742	UiGuildWarSelect			61742
61743	61743	1	v2.11 引导众志行征5.0玩法界面	1	[862112, 1002415, 861332]	61743	UiGuildWarStageDetail	BtnGo		61743
61744	61744	1	v2.11 引导众志行征5.0支援角色	1	[862112, 1002415]	61744	UiGuildWarSupport			61744
61745	61745	1	v2.11 引导众志行征5.0Boss挑战	1	[862112, 852731, 1002407]	61745	UiGuildWarTerm4Panel	PanelDetail		61745
61746	61746	1	v2.11 引导众志行征5.0Boss自选模式	1	[862112, 852731, 1002407]	61746	UiGuildWarTerm4Panel	PaneBoss		61746
61747	61747	1	v2.11 引导众志行征5.0玩法界面-2	1	[862112, 852731, 1002407, 861332]	61747	UiGuildWarStageDetail	BtnFight		61747
61750	61750	1	v2.11 引导巴别塔排行榜	1	[862112, 772280]	61750	UiFubenBabelTowerRank			61750
61751	61751	1	v2.11 引导巴别塔词缀	1	[862112, 772280]	61751	UiBabelTowerBase	UiBabelTowerChildChallenge		61751
61801	61801	1	v2.12 引导战双工艺首次选关	1	[862112, 774800]	61801	UiLinkCraftActivityChapter			61801
61802	61802	1	v2.12 引导战双工艺第二次选关	1	[862112, 774800, 862513]	61802	UiLinkCraftActivityChapter			61802
61803	61803	1	v2.12 引导战双工艺词缀选择	1	[862112, 774800, 862514]	61803	UiLinkCraftActivityChapter			61803
61811	61811	1	v2.12 引导链合回路6.0 首次进入	1	[862112, 774800]	61811	UiSameColorGameBossMain			61811
61812	61812	1	v2.12 引导链合回路6.0 进入棋盘	1	[862112, 774800]	61812	UiSameColorGameBattle			61812
61813	61813	1	v2.12 引导链合回路6.0 道具教学	1	[862112, 774800, 862520]	61813	UiSameColorGameBattle			61813
61814	61814	1	v2.12 引导链合回路6.0 召唤物教学	1	[862112, 774800, 862521]	61814	UiSameColorGameBattle			61814
61821	61821	1	v2.12 引导界限构解5.0 首次进关	1	[862112, 775600]	61821	UiReform2			61821
61822	61822	1	v2.12 引导界限构解5.0 界面教学	1	[862112, 775600, 862534]	61822	UiTransfiniteEnvironmentDetail			61822
61823	61823	1	v2.12 引导界限构解5.0 互斥词缀说明	1	[862112, 775600, 862532, 862533]	61823	UiReformList			61823
61824	61824	1	v2.12 引导界限构解5.0 困难模式	1	[862112, 775600, 862531]	61824	UiReform2			61824
61900	61900	1	v2.13 引导卧猫藏鼠 1	1	[862112, 772270]	61900	UiDlcMultiPlayerRoomCute			61900
61910	61910	1	v2.13 引导蒲牢大冒险2.0 1	1	[862112, 772270]	61910	UiKotodamaMain			61910
61911	61911	1	v2.13 引导蒲牢大冒险2.0 2	1	[862112, 772270]	61911	UiKotodamaChapterDetail			61911
61912	61912	1	v2.13 引导蒲牢大冒险2.0 第二章	1	[862112, 772270, 603102]	61912	UiKotodamaMain			61912
61913	61913	1	v2.13 引导蒲牢大冒险2.0 第三章	1	[862112, 772270, 603103]	61913	UiKotodamaMain			61913
61920	61920	1	v2.13 引导矿区新天气 词缀	1	[862112, 772201, 862700, 862701]	61920	UiStrongholdFightMain			61920
61921	61921	1	v2.13 引导矿区新天气 完美战术	1	[862112, 772201, 862700, 862701]	61921	UiStrongholdDeploy			61921
61930	61930	1	v2.13引导肉鸽3.0三期迭变藏品	1	[862112, 1020005]	61930	UiTheatre3PropChoose			61930
61931	61931	1	v2.13引导肉鸽3.0三期坍塌点	1	[862112, 1020005, 1020410]	61931	UiTheatre3QuantumOutpost			61931
61940	61940	1	v2.13引导餐厅3.0首次进入	1	[862112, 772270, 861321]	61940	UiRestaurantEntrance			61940
61941	61941	1	v2.13引导餐厅3.0 永动机1	1	[862112, 772270, 862574, 862575]	61941	UiRestaurantCommon	Sale1		61941
61942	61942	1	v2.13引导餐厅3.0 使用日冕	1	[862112, 772270, 862574, 862575]	61942	UiRestaurantWork	BtnExpedite		61942
61943	61943	1	v2.13引导餐厅3.0 热销手作	1	[862112, 772270]	61943	UiRestaurantRecommend			61943
61944	61944	1	v2.13引导餐厅3.0 更换员工	1	[862112, 772270, 862573]	61944	UiRestaurantWork	PanelRoleYield		61944
61945	61945	1	v2.13引导餐厅3.0 引导增益	1	[862112, 772270, 862543, 862576]	61945	UiRestaurantMain			61945
61946	61946	1	v2.13引导餐厅3.0 引导拍照	1	[862112, 772270, 862572]	61946	UiRestaurantCommon	Sale1		61946
61947	61947	1	v2.13引导餐厅3.0 引导店铺升级	1	[862112, 772270, 862577, 862578]	61947	UiRestaurantHire			61947
61948	61948	1	v2.13引导餐厅3.0 引导隐藏手作	1	[862112, 772270, 862579]	61948	UiRestaurantPopupStory	Type2		61948
61949	61949	1	v2.13引导餐厅3.0 永动机2	1	[862112, 772270, 862580, 862581]	61949	UiRestaurantCommon	Sale1		61949
62001	62001	1	v2.14 引导全服决战3期首次进入	1	[862112, 84601200]	62001	UiAreaWarMain			62001
62002	62002	1	v2.14 引导全服决战3期战斗关卡	1	[862112, 84601200, 862585]	62002	UiAreaWarStageDetail	PanelFight/PanelList/PanelDispatch		62002
62003	62003	1	v2.14 引导全服决战3期特派任务	1	[862112, 84601200]	62003	UiAreaWarStageDetail	PanelSpecial/PanelBottom/BtnAuto/PanelAutoConsume		62003
62004	62004	1	v2.14 引导全服决战3期援助任务	1	[862112, 84601200]	62004	UiAreaWarStageDetail	PanelSpecial/PanelList/PanelHelp		62004
62005	62005	1	v2.14 引导全服决战3期接受帮助	1	[862112, 84601200]	62005	UiAreaWarStageDetail	PanelSpecial/PanelList/PanelHelp/PanelPlayer/BtnLike		62005
62006	62006	1	v2.14 引导全服决战3期特遣角色界面	1	[862112, 84601200, 862586]	62006	UiAreaWarSpecialRole			62006
62007	62007	1	v2.14 引导全服决战3期内成长界面	1	[862112, 84601200]	62007	UiAreaWarCheckLv			62007
62008	62008	1	v2.14 引导全服决战2期阶段战果	1	[862112, 84601200, 862587]	62008	UiAreaWarHangUp			62008
62009	62009	1	v2.14 引导全服决战2期重复演练	1	[862112, 84601200, 862588]	62009	UiAreaWarStageDetail	PanelRepeat		62009
62021	62021	1	v2.14引导大连线 首次入关	1	[862112, 772270]	62021	UiLineArithmeticMain			62021
62022	62022	1	v2.14引导大连线 关卡1013	1	[862112, 772270, 862582]	62022	UiLineArithmeticGame			62022
62023	62023	1	v2.14引导大连线 关卡1015	1	[862112, 772270, 862583]	62023	UiLineArithmeticGame			62023
62024	62024	1	v2.14引导大连线 关卡1017	1	[862112, 772270, 862584]	62024	UiLineArithmeticGame			62024
62025	62025	1	v2.14引导大连线 关卡1021	1	[862112, 772270, 862591]	62025	UiLineArithmeticGame			62025
62026	62026	1	v2.14引导大连线 关卡1023	1	[862112, 772270, 862592]	62026	UiLineArithmeticGame			62026
62027	62027	1	v2.14引导大连线 关卡1031	1	[862112, 772270, 862593]	62027	UiLineArithmeticGame			62027
62028	62028	1	v2.14引导大连线 关卡1033	1	[862112, 772270, 862594]	62028	UiLineArithmeticGame			62028
62029	62029	1	v2.14引导大连线 教学按钮	1	[862112, 772270]	62029	UiLineArithmeticGame	BtnTips		62029
62031	62031	1	v2.14引导效应玩法 首次入关	1	[862112, 772270]	62031	UiMechanismMain			62031
63002	63002	1	v2.15引导肉鸽4 玩法启程	1	[862112, 1020681]	63002	UiTheatre4Main			63002
63003	63003	1	v2.15引导肉鸽4 首次入关	1	[862112, 1020681, 1020603]	63003	UiTheatre4Game			63003
63004	63004	1	v2.15引导肉鸽4 首次介绍作战目标	1	[862112, 1020681, 1020603, 1020682]	63004	UiTheatre4Game			63004
63005	63005	1	v2.15引导肉鸽4 新手地图2介绍行动点	1	[862112, 1020681, 1020604, 1020685]	63005	UiTheatre4Game			63005
63006	63006	1	v2.15引导肉鸽4 招募界面	1	[862112, 1020681, 1020604]	63006	UiTheatre4Recruit			63006
63007	63007	1	v2.15引导肉鸽4 结算界面	1	[862112, 1020681, 1020800]	63007	UiTheatre4PopupEndTurn			63007
63008	63008	1	v2.15引导肉鸽4 繁荣度引导	1	[862112, 1020681, 1020604, 1020801]	63008	UiTheatre4Game			63008
63009	63009	1	v2.15引导肉鸽4 营地支援引导	1	[862112, 1020681, 1020802]	63009	UiTheatre4Genius			63009
63010	63010	1	v2.15引导肉鸽4 BOSS不用行动点	1	[862112, 1020681, 1020603, 1020803]	63010	UiTheatre4Outpost			63010
63011	63011	1	v2.15引导肉鸽4 新手地图3介绍利息	1	[862112, 1020681, 1020605, 1020804]	63011	UiTheatre4Game			63011
63012	63012	1	v2.15引导肉鸽4 新手地图1引导BOSS	1	[862112, 1020681, 1020805]	63012	UiTheatre4Game			63012
63013	63013	1	v3.1引导肉鸽4 第二章选择黄金城简单	1	[862112, 1020765, 1020604, 862764]	63013	UiTheatre4PopupNewArea			63013
63014	63014	1	v3.1引导肉鸽4 第二章选择黄金城困难	1	[862112, 1020765, 1020604, 862765]	63014	UiTheatre4PopupNewArea			63014
63015	63015	1	v3.4引导肉鸽4 DLC  代理讨伐开局效果	1	[862112, 1020835]	63015	UiTheatre4OpeningEffect			63015
63016	63016	1	v3.4引导肉鸽4 DLC 紫色外循环	1	[862112, 1020770]	63016	UiTheatre4Main			63016
63017	63017	1	v3.4引导肉鸽4 DLC  沙盘崩落	1	[862112, 863026]	63017	UiTheatre4PopupNewArea			63017
63030	63030	1	v2.13 引导矿区新天气 词缀	1	[862112, 772201, 862700, 862702]	63030	UiStrongholdFightMain			63030
63041	63041	1	v2.15引导战斗评分1 首次入关	1	[862112, 772270]	63041	UiBossInshotMain			63041
63042	63042	1	v2.15引导战斗评分2 角色界面	1	[862112, 772270]	63042	UiBattleRoomRoleDetail	PanelBossInshotCharacterDetail(Clone)		63042
63050	63050	1	v2.15 引导阿呆破坏王 首次入关	1	[862112, 774800]	63050	UiFangKuaiMain			63050
63051	63051	1	v2.15 引导阿呆破坏王 首次进入玩法界面	1	[862112, 774800]	63051	UiFangKuaiFight			63051
63052	63052	1	v2.15 引导阿呆破坏王 二次进入主界面	1	[862112, 774800, 862596]	63052	UiFangKuaiMain			63052
63053	63053	1	v2.15 引导阿呆破坏王 位于关卡20131	1	[862112, 774800, 862595]	63053	UiFangKuaiFight			63053
63060	63060	1	v2.15 引导众志行征6.0攻城车	1	[862112, 852731]	63060	UiGuildWarBossReaultsAttack			63060
63101	63101	1	v2.16 引导背包玩法 首次入关	1	[862112, 772270]	63101	UiBagOrganizeMain			63101
63102	63102	1	v2.16 引导背包玩法 进关101	1	[862112, 772270, 862597]	63102	UiBagOrganizeGame			63102
63103	63103	1	v2.16 引导背包玩法 进关201	1	[862112, 772270, 862598]	63103	UiBagOrganizeGame			63103
63104	63104	1	v2.16 引导背包玩法 进关301	1	[862112, 772270, 862599]	63104	UiBagOrganizeGame			63104
63111	63111	1	v2.16 引导高难玩法 首次入关	1	[862112, 772280]	63111	UiSucceedBossMain			63111
63112	63112	1	v2.16 引导高难玩法 驻守界面	1	[862112, 772280]	63112	UiSucceedBossPopupChooseGarrison			63112
63113	63113	1	v2.16 引导高难玩法 第二章	1	[862112, 772280, 862703]	63113	UiSucceedBossChapter			63113
63114	63114	1	v2.16 引导高难玩法 第三章	1	[862112, 772280, 862704]	63114	UiSucceedBossChapter			63114
63115	63115	1	v2.16 引导高难玩法 二次入关	1	[862112, 772280]	63115	UiSucceedBossMain			63115
63116	63116	1	v2.16 引导高难玩法 扫荡教学	1	[862112, 772280, 862711]	63116	UiBattleRoleRoom			63116
63121	63121	1	v2.16 引导逛街玩法 首次入关	1	[862112, 772270]	63121	UiTemple2Main			63121
63122	63122	1	v2.16 引导逛街玩法 1001	1	[862112, 772270, 862705]	63122	UiTemple2Game			63122
63123	63123	1	v2.16 引导逛街玩法 1002	1	[862112, 772270, 862706]	63123	UiTemple2Game			63123
63124	63124	1	v2.16 引导逛街玩法 1005	1	[862112, 772270, 862707]	63124	UiTemple2Game			63124
63125	63125	1	v2.16 引导逛街玩法 1007	1	[862112, 772270, 862708]	63125	UiTemple2Game			63125
63126	63126	1	v2.16 引导逛街玩法 1009	1	[862112, 772270, 862709]	63126	UiTemple2Game			63126
