CharacterGrowUpLevelId	ModelId	EffectRootName	EffectPath	Title	Desc
15510032	R2PulaoMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
15510033	R2PulaoMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
15510034	R2PulaoMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2PulaoPrefab/Common/FxR2PulaoPinzhiGuadianBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
15510035	R2PulaoMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2PulaoPrefab/Common/FxR2PulaoPinzhiGuadianBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10510041	R4YongyechaobotMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10510042	R4YongyechaobotMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10510043	R4YongyechaobotMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10510044	R4YongyechaobotMd010031	Bip002RUpperArm	Assets/Product/Effect/Prefab/FxR4YongyechaobotPrefab/Common/FxR4YongyechaobotBip002RUpperArm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10510045	R4YongyechaobotMd010031	Bip002RUpperArm	Assets/Product/Effect/Prefab/FxR4YongyechaobotPrefab/Common/FxR4YongyechaobotBip002RUpperArm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
15610031	R2HakamaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
15610032	R2HakamaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
15610033	R2HakamaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
15610034	R2HakamaMd010031	Bip001RHand	Assets/Product/Effect/Prefab/FxR2HakamaPrefab/Common/FxR2HakamaAtkBip001RHand.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
15610035	R2HakamaMd010031	Bip001RHand	Assets/Product/Effect/Prefab/FxR2HakamaPrefab/Common/FxR2HakamaAtkBip001RHand.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10710041	R4KalieninaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10710042	R4KalieninaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10710043	R4KalieninaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10710044	R4KalieninaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4KalieninaPrefab/Common/FxR4KalieninaAtkBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10710045	R4KalieninaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4KalieninaPrefab/Common/FxR4KalieninaAtkBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
15710031	R2NuoanMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
15710032	R2NuoanMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
15710033	R2NuoanMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
15710034	R2NuoanMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2NuoanPrefab/Common/FxR2NuoanGuadianBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
15710035	R2NuoanMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2NuoanPrefab/Common/FxR2NuoanGuadianBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10410041	R4BiankaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10410042	R4BiankaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10410043	R4BiankaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10410044	R4BiankaMd010031	BoneRUpperArmTwist	Assets/Product/Effect/Prefab/FxR4BiankaPrefab/Common/FxR4BiankaPinzhiGuadianBoneRUpperArmTwist.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10410045	R4BiankaMd010031	BoneRUpperArmTwist	Assets/Product/Effect/Prefab/FxR4BiankaPrefab/Common/FxR4BiankaPinzhiGuadianBoneRUpperArmTwist.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12310021	R2BangbinataMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12310022	R2BangbinataMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
12310023	R2BangbinataMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
12310024	R2BangbinataMd010031	Bip001LUpperArm	Assets/Product/Effect/Prefab/FxR2BangbinataPrefab/Common/FxR2BangbinataBip001LUpperArm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12310025	R2BangbinataMd010031	Bip001LUpperArm	Assets/Product/Effect/Prefab/FxR2BangbinataPrefab/Common/FxR2BangbinataBip001LUpperArm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10110041	R4LiangMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10110042	R4LiangMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10110043	R4LiangMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10110044	R4LiangMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4LiangPrefab/Common/FxR4LiangBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10110045	R4LiangMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4LiangPrefab/Common/FxR4LiangBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10910031	R3AilaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10910032	R3AilaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10910033	R3AilaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10910034	R3AilaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3AilaPrefab/Common/FxR3AilaBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10910035	R3AilaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3AilaPrefab/Common/FxR3AilaBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10210051	R5LuxiyaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10210052	R5LuxiyaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10210053	R5LuxiyaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10210054	R5LuxiyaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR5LuxiyaPrefab/Common/FxR5LuxiyaBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10210055	R5LuxiyaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR5LuxiyaPrefab/Common/FxR5LuxiyaBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12410021	R2HanyingMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12410022	R2HanyingMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
12410023	R2HanyingMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
12410024	R2HanyingMd010031	SpringRCalf	Assets/Product/Effect/Prefab/FxR2HanyingPrefab/Common/FxR2HanyingPinzhiGuadianBip001LForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12410025	R2HanyingMd010031	SpringRCalf	Assets/Product/Effect/Prefab/FxR2HanyingPrefab/Common/FxR2HanyingPinzhiGuadianBip001LForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12210031	R3TwentyoneMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12210032	R3TwentyoneMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
12210033	R3TwentyoneMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
12210034	R3TwentyoneMd010031	BoneRThighTwist2	Assets/Product/Effect/Prefab/FxR3TwentyonePrefab/Common/FxR3TwentyoneBip001RCalf.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12210035	R3TwentyoneMd010031	BoneRThighTwist2	Assets/Product/Effect/Prefab/FxR3TwentyonePrefab/Common/FxR3TwentyoneBip001RCalf.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12510021	R2NuoketiMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12510022	R2NuoketiMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
12510023	R2NuoketiMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
12510024	R2NuoketiMd010031	BoneRForeArmTwist	Assets/Product/Effect/Prefab/FxR2NuoketiPrefab/Common/FxR2NuoketiPinzhiGuadianBoneRForeArmTwist.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12510025	R2NuoketiMd010031	BoneRForeArmTwist	Assets/Product/Effect/Prefab/FxR2NuoketiPrefab/Common/FxR2NuoketiPinzhiGuadianBoneRForeArmTwist.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12610031	R3YalishaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12610032	R3YalishaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
12610033	R3YalishaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
12610034	R3YalishaMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3YalishaPrefab/Common/FxR3YalishaPinzhiGuadianBip001LForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12610035	R3YalishaMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3YalishaPrefab/Common/FxR3YalishaPinzhiGuadianBip001LForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12710031	R3LamiyaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12710032	R3LamiyaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
12710033	R3LamiyaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
12710034	R3LamiyaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3LamiyaPrefab/Common/FxR3LamiyaBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12710035	R3LamiyaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3LamiyaPrefab/Common/FxR3LamiyaBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12810021	R2BlackrockMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12810022	R2BlackrockMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12810023	R2BlackrockMd010011			高阶	解放后可改变成员的外观，使用涂装改造。
12810024	R2BlackrockMd010011	Bip001LForearm	Assets/Product/Effect/Prefab/FxR2BlackrockPrefab/FxR2BlackrockBip001LHand.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12810025	R2BlackrockMd010011	Bip001LForearm	Assets/Product/Effect/Prefab/FxR2BlackrockPrefab/FxR2BlackrockBip001LHand.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10810041	R4DubianMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10810042	R4DubianMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10810043	R4DubianMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10810044	R4DubianMd010031	BoneRForeArmTwist1	Assets/Product/Effect/Prefab/FxR4DubianPrefab/Common/FxR4DubianPinzhiGuadianBoneRForeArmTwist1.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10810045	R4DubianMd010031	BoneRForeArmTwist1	Assets/Product/Effect/Prefab/FxR4DubianPrefab/Common/FxR4DubianPinzhiGuadianBoneRForeArmTwist1.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
15210041	R3QuMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
15210042	R3QuMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
15210043	R3QuMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
15210044	R3QuMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3QuPrefab/Common/FxR3QuBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
15210045	R3QuMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3QuPrefab/Common/FxR3QuBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12910021	R2BuouxiongMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12910022	R2BuouxiongMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
12910023	R2BuouxiongMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
12910024	R2BuouxiongMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR2BuouxiongPrefab/FxR2BuouxiongBip001LForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12910025	R2BuouxiongMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR2BuouxiongPrefab/FxR2BuouxiongBip001LForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
11710041	R4LunaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
11710042	R4LunaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
11710043	R4LunaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
11710044	R4LunaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4LunaPrefab/Common/FxR4LunaBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
11710045	R4LunaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4LunaPrefab/Common/FxR4LunaBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
13010021	R2BulijiteMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13010022	R2BulijiteMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
13010023	R2BulijiteMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
13010024	R2BulijiteMd010031	Bip001RUpperArm	Assets/Product/Effect/Prefab/FxR2BulijitePrefab/Common/FxR2BulijiteBip001RUpperArm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
13010025	R2BulijiteMd010031	Bip001RUpperArm	Assets/Product/Effect/Prefab/FxR2BulijitePrefab/Common/FxR2BulijiteBip001RUpperArm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12410031	R3HanyingMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12410032	R3HanyingMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
12410033	R3HanyingMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
12410034	R3HanyingMd010031	BoneLUpperArmTwist1	Assets/Product/Effect/Prefab/FxR3HanyingPrefab/Common/FxR3HanyingBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12410035	R3HanyingMd010031	BoneLUpperArmTwist1	Assets/Product/Effect/Prefab/FxR3HanyingPrefab/Common/FxR3HanyingBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12110031	R3WanshiMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12110032	R3WanshiMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
12110033	R3WanshiMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
12110034	R3WanshiMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3WanshiPrefab/Common/FxR3WanshiBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12110035	R3WanshiMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3WanshiPrefab/Common/FxR3WanshiBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10210061	R6LuxiyaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10210062	R6LuxiyaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10210063	R6LuxiyaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10210064	R6LuxiyaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR6LuxiyaPrefab/Common/FxR6LuxiyaBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10210065	R6LuxiyaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR6LuxiyaPrefab/Common/FxR6LuxiyaBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
13110021	R2BazhiMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13110022	R2BazhiMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
13110023	R2BazhiMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
13110024	R2BazhiMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2BazhiPrefab/Common/FxR2BazhiBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
13110025	R2BazhiMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2BazhiPrefab/Common/FxR2BazhiBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10510051	R5YongyechaoMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10510052	R5YongyechaoMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10510053	R5YongyechaoMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10510054	R5YongyechaoMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR5YongyechaoPrefab/Common/FxR5YongyechaoBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10510055	R5YongyechaoMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR5YongyechaoPrefab/Common/FxR5YongyechaoBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
13210031	R3CibeizheMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13210032	R3CibeizheMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
13210033	R3CibeizheMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
13210034	R3CibeizheMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxR3CibeizhePinzhiBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
13210035	R3CibeizheMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3CibeizhePrefab/Common/FxR3CibeizhePinzhiBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
13310031	R3LilithMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13310032	R3LilithMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
13310033	R3LilithMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
13310034	R3LilithMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxR3LilithBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
13310035	R3LilithMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3LilithPrefab/Common/FxR3LilithBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
15310051	R5SailinnaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
15310052	R5SailinnaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
15310053	R5SailinnaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
15310054	R5SailinnaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxR5SailinnaBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
15310055	R5SailinnaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR5SailinnaPrefab/Common/FxR5SailinnaBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
13410021	R2JietaweiMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13410022	R2JietaweiMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
13410023	R2JietaweiMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
13410024	R2JietaweiMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
13410025	R2JietaweiMd010031	Bip001LForearm	Assets/Product/Effect/Prefab/FxR2Jietawei/Common/FxR2JietaweiBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
11310041	R4WeilaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
11310042	R4WeilaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
11310043	R4WeilaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
11310044	R4WeilaMd010031	BoneRForeArmTwist2	Assets/Product/Effect/Prefab/FxR4WeilaPrefab/Common/FxR4WeilaBoneRForeArmTwist2.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
11310045	R4WeilaMd010031	BoneRForeArmTwist2	Assets/Product/Effect/Prefab/FxR4WeilaPrefab/Common/FxR4WeilaBoneRForeArmTwist2.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
13510031	R3VergilMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13510032	R3VergilMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13510033	R3VergilMd010011			高阶	解放后可改变成员的外观，使用涂装改造。
13510034	R3VergilMd010011	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3VergilPrefab/Common/FxR3VergilMd010011Bip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
13510035	R3VergilMd010011	Bip001RForearm	Assets/Product/Effect/Prefab/FxR3VergilPrefab/Common/FxR3VergilMd010011Bip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
13610031	R3DanteMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13610032	R3DanteMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13610033	R3DanteMd010011			高阶	解放后可改变成员的外观，使用涂装改造。
13610034	R3DanteMd010011	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3DantePrefab/Common/FxR3DanteBip001LForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
13610035	R3DanteMd010011	Bip001LForearm	Assets/Product/Effect/Prefab/FxR3DantePrefab/Common/FxR3DanteBip001LForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10410051	R5BiankaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10410052	R5BiankaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10410053	R5BiankaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10410054	R5BiankaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxR5BiankaBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10410055	R5BiankaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR5BiankaPrefab/Common/FxR5BiankaBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
13710021	R2XiezouMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13710022	R2XiezouMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
13710023	R2XiezouMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
13710024	R2XiezouMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxR2XiezouBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
13710025	R2XiezouMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR2XiezouPrefab/Common/FxR2XiezouBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
13810031	R3WeiluonikaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13810032	R3WeiluonikaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
13810033	R3WeiluonikaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
13810034	R3WeiluonikaMd010031	BoneRForeArmTwist2	Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxR3WeiluonikaBoneRForeArmTwist2.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
13810035	R3WeiluonikaMd010031	BoneRForeArmTwist2	Assets/Product/Effect/Prefab/FxR3WeiluonikaPrefab/Common/FxR3WeiluonikaBoneRForeArmTwist2.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
10310051	R5LifuMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
10310052	R5LifuMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
10310053	R5LifuMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
10310054	R5LifuMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR5LifuPrefab/Common/FxR5LifuBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
10310055	R5LifuMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR5LifuPrefab/Common/FxR5LifuBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
12910031	R3BuouxiongMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
12910032	R3BuouxiongMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
12910033	R3BuouxiongMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
12910034	R3BuouxiongMd010031	Root/Bip001/Bip001Pelvis/Bip001Spine/Bip001Spine1/Bip001Spine2/Bip001LClavicle/Bip001LUpperArm/Bip001LForearm	Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxR3BuouxiongBip001LForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
12910035	R3BuouxiongMd010031	Root/Bip001/Bip001Pelvis/Bip001Spine/Bip001Spine1/Bip001Spine2/Bip001LClavicle/Bip001LUpperArm/Bip001LForearm	Assets/Product/Effect/Prefab/FxR3BuouxiongPrefab/Common/FxR3BuouxiongBip001LForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
11410041	R4LuosaitaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
11410042	R4LuosaitaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
11410043	R4LuosaitaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
11410044	R4LuosaitaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaBip001RForearm.prefab	终阶	获得终解技能：首次登场时获取3个信号球。
11410045	R4LuosaitaMd010031	Bip001RForearm	Assets/Product/Effect/Prefab/FxR4LuosaitaPrefab/Common/FxR4LuosaitaBip001RForearm.prefab	超阶	解放后可强化光环装置，自定义信号球的颜色，并开放成员驻守序列公约的权限。
13910031	R3NietiyaMd010011			初阶	解放后可改变成员的外观，使用涂装改造。
13910032	R3NietiyaMd010021			初阶	解放后可改变成员的外观，使用涂装改造。
13910033	R3NietiyaMd010031			高阶	解放后可改变成员的外观，使用涂装改造。
