Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	FastTrading	SkipIdParams	SubTypeParams
2120	中式长凳图纸	类型：板凳。	"""在家具改装时使用,可以将其他家具改装为中式长凳。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousebench001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousebench001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2121	中式五斗柜图纸	类型：柜子。	"""在家具改装时使用,可以将其他家具改装为中式五斗柜。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecupboard001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecupboard001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2122	中式橱柜图纸	类型：矮柜。	"""在家具改装时使用,可以将其他家具改装为中式橱柜。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecredenza001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecredenza001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2123	土陶酒坛图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为土陶酒坛。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseflagon001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseflagon001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2124	中式花几图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为中式花几。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseflowervase001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseflowervase001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2125	春联图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为春联。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecouplet001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecouplet001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2126	茶馆挂旗图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为茶馆挂旗。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseflag001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseflag001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2127	茶馆窗棂图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为茶馆窗棂。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousewindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousewindow001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2128	茶馆柜台图纸	类型：桌子。	"""在家具改装时使用,可以将其他家具改装为茶馆柜台。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecounter001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecounter001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2129	中式落地灯图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为中式落地灯。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousefloorlamp001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousefloorlamp001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2130	中式屏风图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为中式屏风。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousescreen001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousescreen001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2131	中式卧榻图纸	类型：沙发。	"""在家具改装时使用,可以将其他家具改装为中式卧榻。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousecouch001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousecouch001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2132	茶馆大门图纸	类型：墙。	"""在家具改装时使用,可以将其他家具改装为茶馆大门。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousewall001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousewall001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2133	挂檐灯笼图纸	类型：天花板。	"""在家具改装时使用,可以将其他家具改装为挂檐灯笼。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahouseceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahouseceiling001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2134	中式地毯图纸	类型：地板。	"""在家具改装时使用,可以将其他家具改装为中式地毯。"""	Assets/Product/Texture/Image/IconTools/IconBlueTeahousefloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueTeahousefloor001Sp.png	16388	4	10	99999	999						1	10				7			[211301001]
2135	故所穹顶图纸	类型：天花板。	"""在家具改装时使用,可以将其他家具改装为故所穹顶。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchceiling001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2136	教堂地砖图纸	类型：地板。	"""在家具改装时使用,可以将其他家具改装为教堂地砖。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchfloor001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2137	故所墙壁图纸	类型：墙。	"""在家具改装时使用,可以将其他家具改装为故所墙壁。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchwall002.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchwall002Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2138	教堂长椅图纸	类型：沙发。	"""在家具改装时使用,可以将其他家具改装为教堂长椅。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchbench001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchbench001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2139	圣柩图纸	类型：床。	"""在家具改装时使用,可以将其他家具改装为圣柩。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchcoffin001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchcoffin001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2140	教堂壁龛图纸	类型：柜子。	"""在家具改装时使用,可以将其他家具改装为教堂壁龛。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchaedicula001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchaedicula001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2141	教堂木椅图纸	类型：椅子。	"""在家具改装时使用,可以将其他家具改装为教堂木椅。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchchair001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchchair001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2142	教堂钢琴椅图纸	类型：板凳。	"""在家具改装时使用,可以将其他家具改装为教堂钢琴椅。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchchair002.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchchair002Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2143	教堂讲台图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为教堂讲台。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchtable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchtable001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2144	地球仪图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为地球仪。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchglobe001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchglobe001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2145	圣十字架图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为圣十字架。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchcross001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchcross001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2146	教堂钢琴图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为教堂钢琴。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchpiano001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchpiano001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2147	教堂护栏图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为教堂护栏。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchguardrail001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchguardrail001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2148	教堂花坛图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为教堂花坛。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchflowerbed001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchflowerbed001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2149	教堂彩窗图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为教堂彩窗。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchwindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchwindow001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2150	斯诺画像图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为斯诺画像。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchpaintings001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchpaintings001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2151	圣旗图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为圣旗。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchflag001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchflag001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2152	教堂暗墙图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为教堂暗墙。"""	Assets/Product/Texture/Image/IconTools/IconBlueChurchwall001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueChurchwall001Sp.png	16388	4	10	99999	999						1	10				8			[211301001]
2153	九龙横幅图纸	类型：天花板。	"""在家具改装时使用,可以将其他家具改装为九龙横幅"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardCeiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardCeiling001.png	16388	4	10	99999	999						1	10				9			[211301001]
2154	棋盘地板图纸	类型：地板。	"""在家具改装时使用,可以将其他家具改装为棋盘地板"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardfloor001.png	16388	4	10	99999	999						1	10				9			[211301001]
2155	九龙舱壁图纸	类型：墙。	"""在家具改装时使用,可以将其他家具改装为九龙舱壁"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardwall001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardwall001.png	16388	4	10	99999	999						1	10				9			[211301001]
2156	九龙长椅图纸	类型：沙发。	"""在家具改装时使用,可以将其他家具改装为九龙长椅"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardChair001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardChair001.png	16388	4	10	99999	999						1	10				9			[211301001]
2157	九龙折叠床图纸	类型：床。	"""在家具改装时使用,可以将其他家具改装为九龙折叠床"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardBed.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardBed.png	16388	4	10	99999	999						1	10				9			[211301001]
2158	九龙置物架图纸	类型：柜子。	"""在家具改装时使用,可以将其他家具改装为九龙置物架"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardcabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardcabinet001.png	16388	4	10	99999	999						1	10				9			[211301001]
2159	九龙方鼎图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为九龙方鼎"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardtripod.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardtripod.png	16388	4	10	99999	999						1	10				9			[211301001]
2160	棋子—兵(红)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—兵（红）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0GouzaotishibingMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0GouzaotishibingMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2161	棋子—卒(黑)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—卒（黑）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0ShaojiejipaoMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0ShaojiejipaoMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2162	棋子—士(黑)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—士（黑）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0TifaMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0TifaMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2163	棋子—象(黑)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—象（黑）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0GuanjiaMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0GuanjiaMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2164	棋子—车(黑)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—车（黑）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0ChangmaoMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0ChangmaoMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2165	棋子—炮(黑)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—炮（黑）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0GongjianMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0GongjianMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2166	棋子—将(黑)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—将（黑）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0LuolanMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0LuolanMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2167	棋子—马(黑)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—马（黑）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0LuosaitaMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0LuosaitaMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2168	棋子—炮(红)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—炮（红）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0KalieninaMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0KalieninaMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2169	棋子—帅(红)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—帅（红）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0QishiMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0QishiMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2170	棋子—相(红)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—相（红）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0LiMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0LiMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2171	棋子—马(红)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—马（红）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0LuxiyaMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0LuxiyaMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2172	棋子—仕(红)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—仕（红）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0LifuMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0LifuMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2173	棋子—车(红)图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为棋子—车（红）"""	Assets/Product/Texture/Image/IconTools/IconBlueQR0ShenweiMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueQR0ShenweiMd010011.png	16388	4	10	99999	999						1	10				9			[211301001]
2174	九龙圆窗图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为九龙圆窗"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardwindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardwindow001.png	16388	4	10	99999	999						1	10				9			[211301001]
2175	交易面板图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为交易面板"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardwenli001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardwenli001.png	16388	4	10	99999	999						1	10				9			[211301001]
2176	浅滩鱼缸图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为浅滩鱼缸"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapefishtank001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapefishtank001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2177	海岛房梁图纸	类型：天花板。	"""在家具改装时使用,可以将其他家具改装为海岛房梁"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapeceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapeceiling001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2178	海岛地砖图纸	类型：地板。	"""在家具改装时使用,可以将其他家具改装为海岛地砖"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapefloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapefloor001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2179	海滨木墙图纸	类型：墙。	"""在家具改装时使用,可以将其他家具改装为海滨木墙"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapewall.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapewallSp.png	16388	4	10	99999	999						1	10				10			[211301001]
2180	海滨酒柜图纸	类型：柜子。	"""在家具改装时使用,可以将其他家具改装为海滨酒柜"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapecabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapecabinet001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2181	海岛娱乐桌图纸	类型：桌子。	"""在家具改装时使用,可以将其他家具改装为海岛娱乐桌"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapeTable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapeTable001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2182	海岛落地窗图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为海岛落地窗"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapewindow002.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapewindow002Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2183	海岛窗台图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为海岛窗台"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapewindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapewindow001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2184	海岛长桌图纸	类型：桌子。	"""在家具改装时使用,可以将其他家具改装为海岛长桌"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapePooltable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapePooltable001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2185	海岛沙发图纸	类型：沙发。	"""在家具改装时使用,可以将其他家具改装为海岛沙发"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapesofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapesofa001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2186	海岛壁画图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为海岛壁画"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapeFrame001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapeFrame001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2187	海岛泳圈图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为海岛泳圈"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapeSwimmingring001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapeSwimmingring001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2188	海岛小椅图纸	类型：椅子。	"""在家具改装时使用,可以将其他家具改装为海岛小椅"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapechair001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapechair001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2189	海滨壁灯图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为海滨壁灯"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapelamp001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapelamp001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2190	海滨床铺图纸	类型：床。	"""在家具改装时使用,可以将其他家具改装为海滨床铺"""	Assets/Product/Texture/Image/IconTools/IconBlueSeascapeship001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueSeascapeship001Sp.png	16388	4	10	99999	999						1	10				10			[211301001]
2191	肯德基价目表图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为肯德基价目表"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardtripod.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardtripod.png	16388	4	10	99999	999						1	10				1			[211301001]
2192	肯德基收银台图纸	类型：桌子。	"""在家具改装时使用,可以将其他家具改装为肯德基收银台"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardtripod.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardtripod.png	16388	4	10	99999	999						1	10				1			[211301001]
2193	肯德基海报图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为肯德基海报"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardtripod.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardtripod.png	16388	4	10	99999	999						1	10				1			[211301001]
2194	肯德基展示架图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为肯德基展示架"""	Assets/Product/Texture/Image/IconTools/IconBlueCheckerboardtripod.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueCheckerboardtripod.png	16388	4	10	99999	999						1	10				1			[211301001]
2195	融雪烤炉图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为融雪烤炉"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenBarbecues001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenBarbecues001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2196	凛冬天穹图纸	类型：天花板。	"""在家具改装时使用,可以将其他家具改装为凛冬天穹"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenCeiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenCeiling001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2197	雪纹地板图纸	类型：地板。	"""在家具改装时使用,可以将其他家具改装为雪纹地板"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenFloor.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenFloorSp.png	16388	4	10	99999	999						1	10				11			[211301001]
2198	凛冬坚壁图纸	类型：墙。	"""在家具改装时使用,可以将其他家具改装为凛冬坚壁"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenWall001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenWall001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2199	凛冬立柜图纸	类型：柜子。	"""在家具改装时使用,可以将其他家具改装为凛冬立柜"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenCabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenCabinet001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2200	凛冬木桌图纸	类型：桌子。	"""在家具改装时使用,可以将其他家具改装为凛冬木桌"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenDesk001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenDesk001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2201	永冬之窗图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为永冬之窗"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenWindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenWindow001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2202	冰裂印象图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为冰裂印象"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenArt001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenArt001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2203	融雪圆桌图纸	类型：桌子。	"""在家具改装时使用,可以将其他家具改装为融雪圆桌"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenTable001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenTable001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2204	融雪沙发图纸	类型：沙发。	"""在家具改装时使用,可以将其他家具改装为融雪沙发"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenSofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenSofa001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2205	夜雪木柜图纸	类型：物件。	"""在家具改装时使用,可以将其他家具改装为夜雪木柜"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenTable002.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenTable002Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2206	雪纹折叠凳图纸	类型：小件-板凳。	"""在家具改装时使用,可以将其他家具改装为雪纹折叠凳"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenChair001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenChair001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2207	凛冬壁灯图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为凛冬壁灯"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenLamp001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenLamp001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2208	融雪木床图纸	类型：床。	"""在家具改装时使用,可以将其他家具改装为融雪木床"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenBed001.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenBed001Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
2209	夜雪之窗图纸	类型：挂饰。	"""在家具改装时使用,可以将其他家具改装为夜雪之窗"""	Assets/Product/Texture/Image/IconTools/IconBlueWoodenWindow002.png	Assets/Product/Texture/Image/IconToolsSp/IconBlueWoodenWindow002Sp.png	16388	4	10	99999	999						1	10				11			[211301001]
