Id	Type	Price	DiscountPrice	SellPrice	Quality	BuffType	CharacterId	Name	IconRes	Info	Desc	DescDigit	EvolveDescDigit	AddDesc	AddDigit	Tags	Keywords	IsShow	Order
20158	2	16	12	12	4	20128		打击练习【灵伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	每次普攻命中敌人时，提升{0}%<color=#77baf0>灵源伤害</color>，最多提升{1}次	['5', '4']	['10', '4']			[2]		True	77
20160	2	4	3	3	2	20106		咒刃【灵伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	每释放一次技能，<color=#77baf0>灵源伤害</color>提升{0}%，最多提升{1}次	['5', '4']				[2]		True	78
20162	2	8	6	6	3	20106		咒刃【灵伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	每释放一次技能，<color=#77baf0>灵源伤害</color>提升{0}%，最多提升{1}次	['7.5', '4']				[2]		True	79
20164	2	16	12	12	4	20106		咒刃【灵伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	每释放一次技能，<color=#77baf0>灵源伤害</color>提升{0}%，最多提升{1}次	['10', '4']	['20', '4']			[2]		True	80
20200	2	2	1	1	1	20200		荆棘【护盾】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	受到攻击时，<color=#fe8f7fc>护盾强度</color>提升{0}%，最多提升{1}次，触发间隔{2}秒	['1.25', '4', '3']				[4]	[4]	True	81
20214	2	2	1	1	1	20214		盈满【护盾】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	获得护盾时，提升{0}%<color=#f15265>血源</color>、<color=#77baf0>灵源</color>、<color=#f2c870>圣源</color>伤害，持续{1}秒	['5', '8']				[4]	[4]	True	82
20218	2	2	1	1	1	20218		咒刃【护盾】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	释放技能时，提升自身{0}%<color=#fe8f7fc>护盾强度</color>，最多提升{1}次	['5', '2']				[4]	[4]	True	83
20224	2	2	1	1	1	20224		打击练习【护盾】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	释放普攻时，提升自身{0}%<color=#fe8f7fc>护盾强度</color>，最多提升{1}次	['1.25', '4']				[4]	[4]	True	84
20226	2	16	12	12	4	20226		源素转化【护盾】·【血伤】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	每获得{0}%额外<color=#fe8f7fc>护盾强度</color>，提升{1}%<color=#f15265>血源伤害</color>，至多提升{2}%<color=#f15265>血源伤害</color>	['2.5', '1', '160']	['1.25', '1', '320']			[4, 1]	[4]	True	504
20228	2	16	12	12	4	20228		源素转化【护盾】·【灵伤】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	每获得{0}%额外<color=#fe8f7fc>护盾强度</color>，提升{1}%<color=#77baf0>灵源伤害</color>，至多提升{2}%<color=#77baf0>灵源伤害</color>	['2.5', '1', '160']	['1.25', '1', '320']			[4, 2]	[4]	True	505
20230	2	16	12	12	4	20230		源素转化【护盾】·【圣伤】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	每获得{0}%额外<color=#fe8f7fc>护盾强度</color>，提升{1}%<color=#f2c870>圣源伤害</color>，至多提升{2}%<color=#f2c870>圣源伤害</color>	['2.5', '1', '160']	['1.25', '1', '320']			[4, 3]	[4]	True	506
20243	2	4	3	3	2	20224		打击练习【护盾】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	释放普攻时，提升自身{0}%<color=#fe8f7fc>护盾强度</color>，最多提升{1}次	['2.5', '4']				[4]	[4]	True	88
20245	2	8	6	6	3	20224		打击练习【护盾】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	释放普攻时，提升自身{0}%<color=#fe8f7fc>护盾强度</color>，最多提升{1}次	['3.75', '4']				[4]	[4]	True	89
20247	2	16	12	12	4	20224		打击练习【护盾】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	释放普攻时，提升自身{0}%<color=#fe8f7fc>护盾强度</color>，最多提升{1}次	['5', '4']	['10', '4']			[4]	[4]	True	90
20249	2	4	3	3	2	20218		咒刃【护盾】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	释放技能时，提升自身{0}%<color=#fe8f7fc>护盾强度</color>，最多提升{1}次	['10', '2']				[4]	[4]	True	91
20251	2	8	6	6	3	20218		咒刃【护盾】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	释放技能时，提升自身{0}%<color=#fe8f7fc>护盾强度</color>，最多提升{1}次	['15', '2']				[4]	[4]	True	92
20253	2	16	12	12	4	20218		咒刃【护盾】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	释放技能时，提升自身{0}%<color=#fe8f7fc>护盾强度</color>，最多提升{1}次	['20', '2']	['40', '2']			[4]	[4]	True	93
20255	2	4	3	3	2	20200		荆棘【护盾】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	受到攻击时，<color=#fe8f7fc>护盾强度</color>提升{0}%，最多提升{1}次，触发间隔{2}秒	['2.5', '4', '3']				[4]	[4]	True	94
20257	2	8	6	6	3	20200		荆棘【护盾】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	受到攻击时，<color=#fe8f7fc>护盾强度</color>提升{0}%，最多提升{1}次，触发间隔{2}秒	['3.75', '4', '3']				[4]	[4]	True	95
20259	2	16	12	12	4	20200		荆棘【护盾】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	受到攻击时，<color=#fe8f7fc>护盾强度</color>提升{0}%，最多提升{1}次，触发间隔{2}秒	['5', '4', '3']	['10', '4', '3']			[4]	[4]	True	96
20261	2	4	3	3	2	20214		盈满【护盾】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	获得护盾时，提升{0}%<color=#f15265>血源</color>、<color=#77baf0>灵源</color>、<color=#f2c870>圣源</color>伤害，持续{1}秒	['10', '8']				[4]	[4]	True	97
20265	2	8	6	6	3	20214		盈满【护盾】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	获得护盾时，提升{0}%<color=#f15265>血源</color>、<color=#77baf0>灵源</color>、<color=#f2c870>圣源</color>伤害，持续{1}秒	['15', '8']				[4]	[4]	True	98
20269	2	16	12	12	4	20214		盈满【护盾】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	获得护盾时，提升{0}%<color=#f15265>血源</color>、<color=#77baf0>灵源</color>、<color=#f2c870>圣源</color>伤害，持续{1}秒	['20', '8']	['40', '8']			[4]	[4]	True	99
20304	2	2	1	1	1	20304		荆棘【回复】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每受到{0}次攻击，可提升{1}%<color=#6ad29b>回复效率</color>，最多提升{2}次	['5', '5', '2']				[5]	[5]	True	100
20308	2	2	1	1	1	20308		丰饶【回复】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每存活{0}秒，<color=#6ad29b>回复效率</color>提升{1}%，最多提升{2}次	['10', '6', '2']				[5]	[5]	True	101
20316	2	16	12	12	4	20316		不朽	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneSpecial.png	相同效果，仅最高稀有度生效	生命值首次低于{0}%时，接下来的{1}秒内，免疫所有伤害，每次战斗可生效{2}次	['20', '3', '1']	['20', '3', '1']	【祈死狂徒】类符纹触发期间，自身增加{0}%攻击力，同时燃烧敌人并对其造成{1}%<color=#ecd7bd>物理属性</color>伤害伤害，伤害值每秒提升{2}%，最大提升至{3}%，相同效果可叠加	['30', '40', '10', '80']	[6]	[5]	True	102
20318	2	2	1	1	1	20318		摧残【回复】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	当生命值百分比低于对方时，自身<color=#6ad29b>回复效率</color>额外增加{0}%	['10']				[5]	[5]	True	103
20326	2	2	1	1	1	20326		盈满【回复】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每次回复生命值时，提升{0}%<color=#f15265>血源</color>、<color=#77baf0>灵源</color>、<color=#f2c870>圣源</color>伤害，最多提升{1}次	['5', '2']				[5]	[5]	True	104
20334	2	16	12	12	4	20334		源素转化【回复】·【血伤】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	每获得{0}%额外<color=#6ad29b>回复效率</color>，提升{1}%<color=#f15265>血源伤害</color>，至多提升{2}%<color=#f15265>血源伤害</color>	['2.5', '1', '160']	['1.25', '1', '320']			[5, 1]	[5]	True	507
20336	2	16	12	12	4	20336		源素转化【回复】·【灵伤】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	每获得{0}%额外<color=#6ad29b>回复效率</color>，提升{1}%<color=#77baf0>灵源伤害</color>，至多提升{2}%<color=#77baf0>灵源伤害</color>	['2.5', '1', '160']	['1.25', '1', '320']			[5, 2]	[5]	True	508
20338	2	16	12	12	4	20338		源素转化【回复】·【圣伤】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	每获得{0}%额外<color=#6ad29b>回复效率</color>，提升{1}%<color=#f2c870>圣源伤害</color>，至多提升{2}%<color=#f2c870>圣源伤害</color>	['2.5', '1', '160']	['1.25', '1', '320']			[5, 3]	[5]	True	509
20347	2	4	3	3	2	20304		荆棘【回复】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每受到{0}次攻击，可提升{1}%<color=#6ad29b>回复效率</color>，最多提升{2}次	['5', '10', '2']				[5]	[5]	True	108
20349	2	8	6	6	3	20304		荆棘【回复】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每受到{0}次攻击，可提升{1}%<color=#6ad29b>回复效率</color>，最多提升{2}次	['5', '15', '2']				[5]	[5]	True	109
20351	2	16	12	12	4	20304		荆棘【回复】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每受到{0}次攻击，可提升{1}%<color=#6ad29b>回复效率</color>，最多提升{2}次	['5', '20', '2']	['5', '40', '2']			[5]	[5]	True	110
20353	2	4	3	3	2	20308		丰饶【回复】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每存活{0}秒，<color=#6ad29b>回复效率</color>提升{1}%，最多提升{2}次	['10', '12', '2']				[5]	[5]	True	111
20355	2	8	6	6	3	20308		丰饶【回复】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每存活{0}秒，<color=#6ad29b>回复效率</color>提升{1}%，最多提升{2}次	['10', '18', '2']				[5]	[5]	True	112
20357	2	16	12	12	4	20308		丰饶【回复】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每存活{0}秒，<color=#6ad29b>回复效率</color>提升{1}%，最多提升{2}次	['10', '24', '2']	['10', '48', '2']			[5]	[5]	True	113
20359	2	4	3	3	2	20318		摧残【回复】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	当生命值百分比低于对方时，自身<color=#6ad29b>回复效率</color>额外增加{0}%	['20']				[5]	[5]	True	114
20361	2	8	6	6	3	20318		摧残【回复】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	当生命值百分比低于对方时，自身<color=#6ad29b>回复效率</color>额外增加{0}%	['30']				[5]	[5]	True	115
20363	2	16	12	12	4	20318		摧残【回复】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	当生命值百分比低于对方时，自身<color=#6ad29b>回复效率</color>额外增加{0}%	['40']	['80']			[5]	[5]	True	116
20365	2	4	3	3	2	20326		盈满【回复】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每次回复生命值时，提升{0}%<color=#f15265>血源</color>、<color=#77baf0>灵源</color>、<color=#f2c870>圣源</color>伤害，最多提升{1}次	['10', '2']				[5]	[5]	True	117
20369	2	8	6	6	3	20326		盈满【回复】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每次回复生命值时，提升{0}%<color=#f15265>血源</color>、<color=#77baf0>灵源</color>、<color=#f2c870>圣源</color>伤害，最多提升{1}次	['15', '2']				[5]	[5]	True	118
20373	2	16	12	12	4	20326		盈满【回复】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每次回复生命值时，提升{0}%<color=#f15265>血源</color>、<color=#77baf0>灵源</color>、<color=#f2c870>圣源</color>伤害，最多提升{1}次	['20', '2']	['40', '2']			[5]	[5]	True	119
20400	2	2	1	1	1	20400		源素汇流【圣伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	造成<color=#f2c870>圣源属性</color>攻击后，使下一次造成圣源伤害提升{0}%，生效间隔为{1}秒	['5', '1']				[3]		True	120
20412	2	2	1	1	1	20412		三相领域【圣伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	使受到<color=#f2c870>圣源属性</color>攻击的敌人脚下产生神圣路径，自身在路径上时，造成的<color=#f2c870>圣源伤害</color>提升{0}%，路径持续{1}秒	['5', '5']				[3]			121
20416	2	2	1	1	1	20416		摧残【圣伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	对生命值越低的目标造成<color=#f2c870>圣源属性</color>攻击时，可额外提升<color=#f2c870>圣源伤害</color>，目标每损失{0}%生命可提升{1}%	['20', '2']				[3]		True	122
20422	2	2	1	1	1	20422		疾风步【圣伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	每移动{0}米，下一次<color=#f2c870>圣源伤害</color>提升{1}%	['10', '5']				[3]		True	123
20432	2	16	12	12	4	20432		源素转化【圣伤】·【护盾】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	每{0}%<color=#f2c870>圣源伤害</color>可提升自身{1}%<color=#fe8f7fc>护盾强度</color>（此效果提升的上限为{2}%）	['2', '1', '120']	['1', '1', '240']			[3, 4]		True	510
20434	2	16	12	12	4	20434		源素转化【圣伤】·【回复】	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	每{0}%<color=#f2c870>圣源伤害</color>可提升自身{1}%<color=#6ad29b>回复效率</color>（此效果提升的上限为{2}%）	['2', '1', '120']	['1', '1', '240']			[3, 5]		True	511
20436	2	4	3	3	2	20412		三相领域【圣伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	使受到<color=#f2c870>圣源伤害</color>的敌人脚下产生神圣路径，自身在路径上时，造成的<color=#f2c870>圣源伤害</color>提升{0}%，路径持续{1}秒	['10', '5']				[3]			126
20438	2	8	6	6	3	20412		三相领域【圣伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	使受到<color=#f2c870>圣源伤害</color>的敌人脚下产生神圣路径，自身在路径上时，造成的<color=#f2c870>圣源伤害</color>提升{0}%，路径持续{1}秒	['15', '5']				[3]			127
20440	2	16	12	12	4	20412		三相领域【圣伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	使受到<color=#f2c870>圣源伤害</color>的敌人脚下产生神圣路径，自身在路径上时，造成的<color=#f2c870>圣源伤害</color>提升{0}%，路径持续{1}秒	['20', '5']	['40', '5']			[3]			128
20442	2	4	3	3	2	20422		疾风步【圣伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	每移动{0}米，下一次<color=#f2c870>圣源伤害</color>提升{1}%	['10', '10']				[3]		True	129
20444	2	8	6	6	3	20422		疾风步【圣伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	每移动{0}米，下一次<color=#f2c870>圣源伤害</color>提升{1}%	['10', '15']				[3]		True	130
20446	2	16	12	12	4	20422		疾风步【圣伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	每移动{0}米，下一次<color=#f2c870>圣源伤害</color>提升{1}%	['10', '20']	['10', '40']			[3]		True	131
20448	2	4	3	3	2	20400		源素汇流【圣伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	造成<color=#f2c870>圣源属性</color>攻击后，使下一次造成<color=#f2c870>圣源伤害</color>提升{0}%，生效间隔为{1}秒	['10', '1']				[3]		True	132
20450	2	8	6	6	3	20400		源素汇流【圣伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	造成<color=#f2c870>圣源属性</color>攻击后，使下一次造成<color=#f2c870>圣源伤害</color>提升{0}%，生效间隔为{1}秒	['15', '1']				[3]		True	133
20452	2	16	12	12	4	20400		源素汇流【圣伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	造成<color=#f2c870>圣源属性</color>攻击后，使下一次造成<color=#f2c870>圣源伤害</color>提升{0}%，生效间隔为{1}秒	['20', '1']	['40', '1']			[3]		True	134
20454	2	4	3	3	2	20416		摧残【圣伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	对生命值越低的目标造成<color=#f2c870>圣源属性</color>攻击时，可额外提升<color=#f2c870>圣源伤害</color>，目标每损失{0}%生命可提升{1}%	['20', '4']				[3]		True	135
20456	2	8	6	6	3	20416		摧残【圣伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	对生命值越低的目标造成<color=#f2c870>圣源属性</color>攻击时，可额外提升<color=#f2c870>圣源伤害</color>，目标每损失{0}%生命可提升{1}%	['20', '6']				[3]		True	136
20458	2	16	12	12	4	20416		摧残【圣伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	对生命值越低的目标造成<color=#f2c870>圣源属性</color>攻击时，可额外提升<color=#f2c870>圣源伤害</color>，目标每损失{0}%生命可提升{1}%	['20', '8']	['20', '16']			[3]		True	137
20500	2	2	1	1	1	20500		底力【血伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#f15265>血源伤害</color>{1}%	['20', '14.4']				[1, 6]		True	512
20502	2	4	3	3	2	20500		底力【血伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#f15265>血源伤害</color>{1}%	['20', '28.8']				[1, 6]		True	513
20504	2	8	6	6	3	20500		底力【血伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#f15265>血源伤害</color>{1}%	['20', '43.2']				[1, 6]		True	514
20506	2	16	12	12	4	20500		底力【血伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#f15265>血源伤害</color>{1}%	['20', '57.6']	['24', '115.2']			[1, 6]		True	515
20508	2	2	1	1	1	20508		底力【灵伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#77baf0>灵源伤害</color>{1}%	['20', '14.4']				[2, 6]		True	516
20510	2	4	3	3	2	20508		底力【灵伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#77baf0>灵源伤害</color>{1}%	['20', '28.8']				[2, 6]		True	517
20512	2	8	6	6	3	20508		底力【灵伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#77baf0>灵源伤害</color>{1}%	['20', '43.2']				[2, 6]		True	518
20514	2	16	12	12	4	20508		底力【灵伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#77baf0>灵源伤害</color>{1}%	['20', '57.6']	['24', '115.2']			[2, 6]		True	519
20516	2	2	1	1	1	20516		底力【圣伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#f2c870>圣源伤害</color>{1}%	['20', '14.4']				[3, 6]		True	520
20518	2	4	3	3	2	20516		底力【圣伤】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#f2c870>圣源伤害</color>{1}%	['20', '28.8']				[3, 6]		True	521
20520	2	8	6	6	3	20516		底力【圣伤】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#f2c870>圣源伤害</color>{1}%	['20', '43.2']				[3, 6]		True	522
20522	2	16	12	12	4	20516		底力【圣伤】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#f2c870>圣源伤害</color>{1}%	['20', '57.6']	['24', '115.2']			[3, 6]		True	523
20524	2	2	1	1	1	20524		底力【护盾】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#fe8f7fc>护盾强度</color>{1}%	['20', '10.8']				[4, 6]	[4]	True	524
20526	2	4	3	3	2	20524		底力【护盾】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#fe8f7fc>护盾强度</color>{1}%	['20', '21.6']				[4, 6]	[4]	True	525
20528	2	8	6	6	3	20524		底力【护盾】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#fe8f7fc>护盾强度</color>{1}%	['20', '32.4']				[4, 6]	[4]	True	526
20530	2	16	12	12	4	20524		底力【护盾】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#fe8f7fc>护盾强度</color>{1}%	['20', '43.2']	['24', '86.4']			[4, 6]	[4]	True	527
20532	2	2	1	1	1	20532		底力【回复】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#6ad29b>回复效率</color>{1}%	['20', '10.8']				[5, 6]	[5]	True	528
20534	2	4	3	3	2	20532		底力【回复】·中	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#6ad29b>回复效率</color>{1}%	['20', '21.6']				[5, 6]	[5]	True	529
20536	2	8	6	6	3	20532		底力【回复】·高	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#6ad29b>回复效率</color>{1}%	['20', '32.4']				[5, 6]	[5]	True	530
20538	2	16	12	12	4	20532		底力【回复】·极	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，增加<color=#6ad29b>回复效率</color>{1}%	['20', '43.2']	['24', '86.4']			[5, 6]	[5]	True	531
20540	2	16	12	12	4	20540		不屈	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneSpecial.png	相同效果，仅最高稀有度生效	角色濒临死亡时，立即回复自身{0}%<color=#ecd7bd>最大生命值</color>的生命，该效果战斗中只能生效{1}次	['20', '1']		【祈死狂徒】类符纹触发期间，自身增加{0}%攻击力，同时燃烧敌人并对其造成{1}%<color=#ecd7bd>物理属性</color>伤害伤害，伤害值每秒提升{2}%，最大提升至{3}%，相同效果可叠加	['30', '40', '10', '80']	[6]		True	158
20542	2	16	12	12	4	20542		竭抗	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneSpecial.png	相同效果，仅最高稀有度生效	自身生命值低于{0}%时，受到伤害降低{1}%	['20', '30.17']		【祈死狂徒】类符纹触发期间，自身增加{0}%攻击力，同时燃烧敌人并对其造成{1}%<color=#ecd7bd>物理属性</color>伤害伤害，伤害值每秒提升{2}%，最大提升至{3}%，相同效果可叠加	['30', '40', '10', '80']	[6]		True	159
20544	2	16	12	12	4	20544		祭献	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneSpecial.png	相同效果，仅最高稀有度生效	战斗开始时，扣除自身{0}%<color=#ecd7bd>最大生命值</color>的生命，转化为等值护盾，受护盾强度加成	['40']		开始战斗时召唤恶魔进行强力攻击，造成{0}%<color=#ecd7bd>物理属性</color>伤害，随后提升角色{1}%攻击力和{2}%减伤，持续至【狂飙开幕】类符纹效果结束，相同效果可叠加	['150', '20', '20']	[11]		True	160
20550	2	2	1	1	1	20550		增幅节奏【血伤】·初	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	相同效果，仅最高稀有度生效	每间隔{0}秒，<color=#f15265>血源伤害</color>提升{1}%，持续{2}秒	['5', '14', '2']				[1, 7]		True	532
