Id	Key	Text
20063229	GuildBuyGoodsServiceException	指挥局商店购买发生错误，未知异常
20063230	GuildRefreshShopHasNotGuild	没有加入指挥局，不能刷新指挥局商店
20063231	GuildRefreshShopServiceException	指挥局商店刷新发生错误，未知异常
20063232	GuildListRankHasNotGuild	没有加入指挥局，查看指挥局排行榜发生错误
20063233	GuildListRankServiceException	指挥局排行榜发生错误，未知异常
20063234	GuildAddBuildGuildNotExist	指挥局不存在，增加建设度失败
20063235	GuildAddBuildNotInGuild	您不在指挥局中，增加建设度失败
20063236	GuildRecruitGuildDailyCount	今天的招募次数已经用完
20063237	GuildGiveLikeItemInvalid	送礼失败，礼物道具无效
20063238	GuildChangeNameNotInGuild	操作失败，您不在指挥局中
20063239	GuildChangeNameGuildNameIsNull	操作失败，新指挥局名字不能为空
20063240	GuildChangeNameGuildNameLengthError	操作失败，指挥局名称字数限制为1~8个字
20063241	GuildChangeNameGuildNameInvalid	操作失败，新的名称包含非法字符
20063242	GuildChangeNameGuildNameEqual	操作失败，名称不能与原名称相同
20063243	GuildChangeNameNotEnoughCost	操作失败，缺少指挥局改名卡
20063244	GuildChangeNameGuildNameDuplicated	操作失败，该名称已经被占用
20063245	GuildChangeNameServiceException	操作失败，本次操作异常
20063246	GuildChangeNameLessRank	更改指挥局职位名失败，权限不足
20063247	GuildChangeNameIsBanned	20063247当前信息暂时无法编辑，请咨询客服进一步反馈
20063248	GuildListTalentException	获取天赋失败，未知异常
20063249	GuildListTalentNotInGuild	您已经不在指挥局中，无法进行此操作
20063250	GuildListTalentGuildNotExist	指挥局已经解散
20063251	GuildUpgradeTalentNotInGuild	您您已经离开了指挥局，无法进行此操作
20063252	GuildUpgradeTalentGuildNotExist	指挥局不存在
20063253	GuildUpgradeTalentLessRank	职位权限不够
20063254	GuildUpgradeTalentTalentNotExist	无效的信标增幅点
20063255	GuildUpgradeTalentLessLevel	指挥局等级不够
20063256	GuildUpgradeTalentParentNotExist	前置信标增幅点不存在
20063257	GuildUpgradeTalentParentLessLevel	前置信标增幅点等级不足
20063258	GuildUpgradeTalentMaxLevel	已经是最高等级
20063259	GuildUpgradeTalentPointNotEnough	信标点数不足
20063260	GuildBossBossStatusGuildNotExist	无法查询到指挥局信息
20063261	GuildBossBossStatusNotInGuild	您已经离开了指挥局，无法进行此操作
20063262	GuildBossBossStatusNotOpen	需要等待下一期活动开启后才可参与
20063263	GuildBossBossInfoGuildNotExist	无法查询到指挥局信息
20063264	GuildBossBossInfoNotInGuild	您已经离开了指挥局，无法进行此操作
20063265	GuildBossBossInfoNotOpen	需要等待下一期活动开启后才可参与
20063266	GuildBossBossActivityGuildNotExist	无法查询到指挥局信息
20063267	GuildBossBossActivityNotInGuild	您已经离开了指挥局，无法进行此操作
20063268	GuildBossBossActivityNotOpen	下期开放
20063269	GuildBossCheckResetNotInGuild	您已经离开了指挥局，无法进行此操作
20063270	GuildBossCheckResetNotOpen	下期开放
20063271	GuildBossBossStageGuildNotExist	无法查询到指挥局信息
20063272	GuildBossBossStageNotInGuild	您已经离开了指挥局，无法进行此操作
20063273	GuildBossBossStageNotExist	关卡无效
20063274	GuildBossBossStageNotOpen	需要等待下一期活动开启后才可参与
20063275	GuildBossPlayerRankGuildNotExist	无法查询到指挥局信息
20063276	GuildBossPlayerRankNotInGuild	您已经离开了指挥局，无法进行此操作
20063277	GuildBossPlayerStageRankGuildNotExist	无法查询到指挥局信息
20063278	GuildBossPlayerStageRankNotInGuild	您已经离开了指挥局，无法进行此操作
20063279	GuildBossPlayerStageRankStageNotExist	关卡不存在
20063280	GuildBossGuildRankGuildNotExist	无法查询到指挥局信息
20063281	GuildBossGuildRankNotInGuild	您已经离开了指挥局，无法进行此操作
20063282	GuildBossHpBoxGuildNotExist	无法查询到指挥局信息
20063283	GuildBossHpBoxNotInGuild	您已经离开了指挥局，无法进行此操作
20063284	GuildBossHpBoxDuplicated	重复领取
20063285	GuildBossHpBoxRewardNotExist	无效奖励信息
20063286	GuildBossHpBoxConditionFail	不满足奖励条件
20063287	GuildBossHpBoxNotOpen	需要等待下一期活动开启后才可参与
20063288	GuildBossHpBoxActivityUpdate	该轮次活动已过期
20063289	GuildBossScoreBoxGuildNotExist	无法查询到指挥局信息
20063290	GuildBossScoreBoxNotInGuild	您已经离开了指挥局，无法进行此操作
20063291	GuildBossScoreBoxDuplicated	重复领取
20063292	GuildBossScoreBoxRewardNotExist	无效奖励信息
20063293	GuildBossScoreBoxConditionFail	不满足奖励条件
20063294	GuildBossScoreBoxNotOpen	需要等待下一期活动开启后才可参与
20063295	GuildBossScoreBoxActivityUpdate	该轮次活动已过期
20063296	GuildBossFightNoBoss	找不到活动信息
20063297	GuildBossFightNoStage	找不到无效关卡
20063298	GuildBossFightNoRobot	找不到试玩信息
20063299	GuildBossFightInvalidRobot	无效试玩角色
20063300	GuildBossFightStageNotMatch	关卡不匹配
20063301	GuildBossFightNoScoreRule	找不到结算规则
20063302	GuildBossUploadNotInGuild	您已经离开了指挥局，无法进行此操作
20063303	GuildBossUploadStageNotMatch	关卡不匹配
20063304	GuildBossUploadDamageNotMatch	结算数据不匹配
20063305	GuildBossUploadMaxCount	上传次数不足
20063306	GuildBossDamageNotInGuild	您已经离开了指挥局，无法进行此操作
20063307	GuildBossDamageActivityUpdate	活动已经过期
20063308	GuildBossDamageNoStage	找不到关卡
20063309	GuildBossDamageDuplicated	已挑战同类型的其他关卡
20063310	GuildBossDamageActivityNotOpen	需要等待下一期活动开启后才可参与
20063311	GuildBossDamageNotBreak	只有当积分高于本期历史最高分时才可保存
20063312	GuildBossSetLevelNotInGuild	您已经离开了指挥局，无法进行此操作
20063313	GuildBossSetLevelActivityUpdate	活动已过期
20063314	GuildBossSetLevelNotAdmin	只有管理职位才可进行此操作
20063315	GuildBossSetLevelNoLevelCfg	无效等级配置
20063316	GuildBossSetLevelLessScore	解锁分数不足
20063317	GuildBossSetLevelGuildNotExist	无法查询到指挥局信息
20063318	GuildBossSetLevelNotOpen	需要等待下一期活动开启后才可参与
20063319	GuildBossSetOrderNotInGuild	您已经离开了指挥局，无法进行此操作
20063320	GuildBossSetOrderActivityUpdate	活动已过期
20063321	GuildBossSetOrderNotAdmin	只有管理职位才可进行此操作
20063322	GuildBossSetOrderGuildNotExist	无法查询到指挥局信息
20063323	GuildBossSetOrderNotOpen	需要等待下一期活动开启后才可参与
20063324	GuildCreateConditionNotReach	还没达到创建公会条件
20063325	GuildCreateReachDailyLimit	今日创建公会数量较多，请于明日5:00后再来尝试
20063326	GuildNotPermission	没有权限
20063327	GuildNotInGuild	不在公会里
20063328	GuildFightStyleIdError	作战风格ID错误
20063329	GuildFightStyleIdIsSame	不能选择相同的作战风格
20063330	GuildFightStyleIdInCd	作战风格切换还在CD中
20063331	GuildFightStyleSkillIdError	作战风格技能ID错误
20063332	GuildFightStyleSkillAlreadyLoad	作战风格技能已经装上
20063333	GuildFightStyleSkillNotUnlock	作战风格技能还没解锁
20063334	GuildFightStyleSkillIdNotMatch	作战风格ID不匹配
20063335	GuildFightStyleSkillCountMax	作战技能数量不能超过上限
20063336	GuildFightStyleSkillOnlyOneCore	只能同时激活一个核心技能
20063337	GuildGdSetBgmIdsNotInGuild	您已经不在指挥局中，无法进行此操作
20063338	GuildGdSetBgmIdsLessRank	更改失败，权限不足
20063339	GuildGdSetBgmIdsInvalidId	更改失败，包含无效的歌曲ID
20063340	GuildGdSetBgmNotUnlock	更改失败，歌曲未解锁
20063341	GuildSearchInCd	搜索操作太频繁了，请稍后再试
20063342	GuildSignAlreadySign	今日已求签
20063343	GuildSignNotSign	今日未求签
20063344	GuildSignAwardIsGet	今日已求签
20063345	GuildSignPlayerNotInGuild	未进入公会
20063346	GuildGdSetThemeNotInGuild	您已经不在指挥局中，无法进行此操作
20063347	GuildGdSetThemeInCd	更换主题功能冷却中
20063348	GuildGdSetThemeLessRank	更改失败，权限不足
20063349	GuildGdSetThemeNotUnlock	更改失败，主题未解锁
20063350	GuildGdSetThemeIdIsIdentical	目标主题已是当前主题
20063351	GuildGdSetThemeIdDuringFixedTheme	体验主题期间不可更换主题
20063352	GuildUpdateMongoDbError	数据库更新失败
20063353	GuildUpdateNoDataError	找不到对应数据
20063354	GuildNotInZombieGuild	不在僵尸公会
20063355	GuildGoodsNotFound	没有找到公会商品
20063356	GuildGoodsTypeNotFound	没有找到公会商品类型
20063357	GuildShopConsumeItemIdError	特殊公会商店只能用公会货币购买
20063358	GuildNoDataError	公会不存在或者公会已经解散
20063359	GuildHeadPortraitNoNeedToBuy	该公会头像不需要购买
20063360	GuildHeadPortraitAlreadyBuy	该公会头像已经购买
20063361	GuildHeadPortraitNotUnlock	该公会头像还没解锁
20063362	ConditionManagerGuildIconNotBuyError	该公会头像还没购买
20063363	GuildNoRewardToReceived	没有可领取的奖励
20063364	GuildBossIsNotOpenNow	活动暂时关闭，请稍后再试
20063365	GuildShopCoinReachLimit	协合勋绩已达上限，无法获得更多协合勋绩
20063366	GuildThemeNotOwn	20063366公会主题未拥有
20063367	GuildGetMemberBaseInfoFail	20063367获取成员信息失败，请稍后再试
20064001	RogueLikeActivityNotOpen	当前不在活动日期内
20064002	RogueLikeActionPointNotEnough	行动次数不足
20064003	RogueLikeSectionInfoIsNull	章节信息不存在
20064004	RogueLikeNodeIsNull	节点配置不存在
20064005	RogueLikeNodeIsNotFightNode	节点不是战斗节点
20064006	RogueLikeNodeStageIsError	节点关卡不匹配
20064007	RogueLikeNodeIdNotInTierCfg	节点不在当前楼层中
20064008	RogueLikeNodeLineError	选择路线不匹配
20064009	RogueLikeNodePreFightDataIsNull	爬塔战前数据不存在
20064010	RogueLikeFightTeamCountIsError	出战队伍数量不匹配
20064011	RogueLikeAssistRobotNotEnough	助战角色不足3人
20064012	RogueLikeAssistCharacterIdError	机器人角色不匹配
20064013	RogueLikeFightCharacterNotInSetTeam	队伍未设置出战角色
20064014	RogueLikeFightNodeNotNeedSelect	战斗节点不能手动完成
20064015	RogueLikeTierAlreadySelectNode	该层已有选中节点
20064016	RogueLikeFinishNodeMustSelectFirst	请先选中路线节点
20064017	RogueLikeBlackShopIdError	黑市商店id不匹配
20064018	RogueLikeBlackShopNotHaveItemId	商店没有该物品
20064019	RogueLikeShopCfgNotFound	商店配置不存在
20064020	RogueLikeShopItemCfgNotFound	商店物品配置不存在
20064021	RogueLikeBuyCountNotEnough	购买次数不足
20064022	RogueLikeSelectNodeIsNull	选中节点不存在
20064023	RogueLikeSelectNodeIsError	当前节点和选中节点不一致
20064024	RogueLikeEventNodeCfgIsNull	事件节点配置不存在
20064025	RogueLikeEventNodeIsNotRestType	节点类型不是休息类型
20064026	RogueLikeBuffCfgIsNull	buff配置不存在
20064027	RogueLikeBuffCanNotIntensify	该buff不能强化
20064028	RogueLikeIntensifyBuffNotExist	强化buff不存在
20064029	RogueLikeNodeTypeError	节点类型不匹配
20064030	RogueLikeNotOwnerBuff	未拥有该buff
20064031	RogueLikeShopInfoIsNull	商店信息不存在
20064032	RogueLikeNodeShopNotHaveItemId	商店不存在该物品
20064033	RogueLikeSpecialEventIdError	特殊事件id不匹配
20064034	RogueLikeSpecialEventCfgIsNull	特殊事件配置不存在
20064035	RogueLikeEventTypeError	事件类型不匹配
20064036	RogueLikeSpecialEventTypeError	特殊事件类型不匹配
20064037	RogueLikeRecoverCfgIsNull	恢复配置不存在
20064038	RogueLikeShopBuyCountError	购买次数异常
20064039	RogueLikeFightIsOver	战斗状态已结束
20064040	RogueLikeSectionIdIsError	章节id异常
20064041	RogueLikeSupportStationCfgNotExist	支援站点配置不存在
20064042	RogueLikeSupportCountLimit	支援次数已达上限
20064043	RogueLikeSpecialEventGroupCfgNotExist	事件组配置不存在
20064044	RogueLikeSpecialEventGroupNotInEventCfg	事件组配置不匹配
20064045	RogueLikeNodeNoNeedSelect	该节点不需要选择
20064046	RogueLikeBoxCfgNotFound	宝箱配置不存在
20064047	RogueLikeGroupTierCfgNotExist	层组配置不存在
20064048	RogueLikeEventGroupNotExist	事件组不存在
20064049	RogueLikeGroupEventNotEnough	随机组事件不足
20064050	RogueLikeTeamAlreadySet	队伍已设置
20064051	RogueLikeTeamSetFirst	今日阵容已重置，请退出重新设置队伍
20064052	RogueLikeRobotIsFull	支援角色已满
20064053	RogueLikeHPFull	你现在很精神，不需要休息
20065001	ArchiveInvalidEvaluateId	评价的id不存在
20065002	ArchiveInvalidMonsterId	怪物不存在
20065003	ArchiveInvalidId	无效的Id
20065004	ArchiveConditionNotFit	图鉴解锁条件不满足
20065005	ArchiveInvalidTag	无效的评价标签
20065006	ArchiveInvalidStoryId	无效的故事Id
20065007	ArchiveInvalidEvaluateType	20065007无效的图鉴类型
20066001	RegressionActivityCfgNotExist	活动配置不存在
20066002	RegressionTaskActivityIsOver	活动已结束
20066003	RegressionGroupScheduleRewardCfgNotExist	进度奖励组不存在
20066004	RegressionScheduleRewardCfgNotExist	进度奖励不存在
20066005	RegressionScheduleItemNotEnough	进度不够
20066006	RegressionScheduleRewardAlreadyGet	进度奖励已领取
20066007	RegressionInviteDissatisfied	邀请条件不满足
20066008	RegressionInviteCodeDataAlreadyExist	邀请码已存在
20066009	RegressionInviteCodeDataNotExist	邀请码数据不存在
20066010	RegressionInviteLoadCodeDataIsNull	加载邀请码数为空
20066011	RegressionInviteCfgNotExist	邀请配置不存在
20066012	RegressionInviteRewardIdError	邀请奖励id不匹配
20066013	RegressionInviteRewardAlreadyGet	邀请奖励已领取
20066014	RegressionInviteRewardCfgNotExist	邀请奖励不存在
20066015	RegressionInvitePeopleNotEnough	邀请人数不足
20066016	RegressionCanNotUseSelfCode	不能使用自己的邀请码
20066017	RegressionInviteCodeAlreadyUse	已使用过该邀请码
20066018	RegressionInviteCodeUseMax	使用次数达到上限
20066019	RegressionInviteCodeNotExist	邀请码不存在
20066020	RegressionInviteCodeUseFail	邀请码使用失败
20066021	RegressionInviteOperating	"""正在操作中,请稍后"""
20066022	RegressionTaskGroupCfgNotExist	任务组不存在
20066023	RegressionInviteCodeInvalid	无效邀请码
20068001	WeaponFashionTemplateNotFound	不存在对应武器涂装配置
20068002	WeaponFashionTimeInvalid	武器涂装剩余时间无法叠加
20068003	WeaponFashionNotEffect	武器涂装未生效
20068004	WeaponFashionExpired	武器涂装已过期
20068005	WeaponFashionNotFound	武器涂装配置不存在
20068006	WeaponFashionUseEquipTypeError	武器涂装使用类型不匹配
20068007	WeaponFashionTimeUseUp	武器涂装试用时间已结束
20068008	WeaponFashionAddCountError	武器涂装增加数量错误
20068009	WeaponFashionCharacterDressRepeat	武器涂装重复穿戴
20068010	WeaponFashionIsOwnedPerpetual	已拥有该涂装，不能重复购买
20068011	WeaponFashionIsUnOwnedPerpetual	
20069001	MatchServiceInvalidRoomId	当前组队房间已被解散
20069002	MatchServiceRepeatRoomId	房间Id重复
20069003	MatchServiceInvalidPlayerId	玩家不在房间内
20069004	MatchServiceAlreadyInThisRoom	玩家已在房间中
20069005	MatchServiceYouAreNotLeader	房主才能操作
20069006	MatchServiceMatchCanceled	匹配已取消
20069007	MatchServiceAlreadyInMatchPool	已在匹配中
20069008	MatchServiceHavePlayerNotReady	有玩家未准备
20069009	MatchServiceRoomOptionNotExist	此操作不存在
20069010	MatchServiceAutoMatchSetSameValue	不能设置相同值
20069011	MatchServicePlayerIsFull	房间已满，无法进入
20069012	MatchServiceRoomHasClosed	房间已关闭
20069013	MatchServerPlayerHeartbeatTimeout	房间心跳超时
20069014	MatchServiceMatchTimeout	匹配超时
20069015	MatchServiceCancelReadyState	请取消准备状态
20069016	MatchServiceNoFightServerAvailable	无可用战斗服
20069017	MatchServiceFightServerMaxLoadError	战斗服负载超出上限
20069018	MatchServiceClientVersionNoNotMap	需下载最新补丁更新多人联机内容
20069019	MatchServiceVersionMapNotExist	无可用的战斗服版本
20069020	MatchServiceClientVersionNoNotMapRoomVersion	该客户端版本号与房主版本号不匹配
20069021	MatchServiceClientVersionNoSameVersion	存在与房主版本号不匹配的玩家
20069022	MatchServiceCannotJoinRoomOnMatch	房间正在匹配中，不可加入
20069023	MatchServiceCannotJoinTutorialRoom	20069023房间为教学关卡，不可加入
20070001	ArenaOnlineNotOpen	活动尚未开启
20070002	ArenaOnlineCharacterTooMuch	成员上阵数量超过限制
20070003	ArenaOnlineCharacterNotEnough	成员上阵数量不足
20070004	ArenaOnlineEnduranceNotEnough	该角色耐力不足
20070005	ArenaOnlineRoomIdInvalid	合众战局无效的房间id
20070006	ArenaOnlineStageIdInvalid	合众战局无效的副本id
20070007	ArenaOnlineGetSelfPlayerParamFail	暂时没用
20070008	ArenaOnlineRoomParamMetaKeyInvalid	暂时没用
20070009	ArenaOnlineRoomPlayeridInvalid	合众战局无效的玩家id
20070010	ArenaOnlinePlayerParamMetaKeyInvalid	暂时没用
20070011	ArenaOnlinePlayerNotInRoom	当前不再组队房间内
20070012	ArenaOnlinePlayerHaveInRoom	当前已在组队房间内
20070013	ArenaOnlinePlayerIsNotLeader	只有房主才可进行此操作
20070014	ArenaOnlineCharacterIdInvalid	所有角色耐力不足，无法参与挑战
20070015	ArenaOnlineLeaderForceLeave	暂时没用
20070016	ArenaOnlinePlayerIsInMatching	正在匹配中，无法重复请求匹配
20070017	ArenaOnlinePlayerNotInMatching	当前不再匹配中，无法取消匹配
20070018	ArenaOnlinePlayerNotReady	当前尚有小队成员未准备
20070019	ArenaOnlinePlayerLevelNotMatch	不在该房间等级段内，无法进入
20070020	ArenaOnlineInFight	战斗中无法执行更改操作
20070021	ArenaOnlineEnterRoomInFight	战斗中无法进入
20070022	ArenaOnlineStageNotSingleStage	
20070023	ArenaOnlineFightCharacterRepeat	
20072001	InfestorExploreChapterNotFound	异聚迷宫章节配置不存在
20072002	InfestorExploreMapNotFound	异聚迷宫地图配置不存在
20072003	InfestorExploreGridNotFound	异聚迷宫节点配置不存在
20072004	InfestorExploreGroupNotFound	异聚迷宫分组配置不存在
20072005	InfestorExploreNodeNotFound	异聚迷宫节点类型配置不存在
20072006	InfestorExploreRewardNotFound	异聚迷宫奖励配置不存在
20072007	InfestorExploreRewardPoolNotFound	异聚迷宫奖励池配置不存在
20072008	InfestorExploreEventPoolNotFound	异聚迷宫事件库配置不存在
20072009	InfestorExploreDiffTemplateNotFound	异聚迷宫难度配置不存在
20072010	InfestorExploreGroupLevelNotFound	异聚迷宫等级分组配置不存在
20072011	InfestorExploreShopGoodsNotFound	异聚迷宫插件终端商品配置不存在
20072012	InfestorExploreShopGoodsListNotFound	异聚迷宫商品列表配置不存在
20072013	InfestorExploreShopNotFound	异聚迷宫商店配置不存在
20072014	InfestorExploreCoreNotFound	异聚迷宫插件单元配置不存在
20072015	InfestorExploreCoreLevelEffectNotFound	异聚迷宫插件单元等级效果配置不存在
20072016	InfestorExploreBuffNotFound	异聚迷宫负面效果配置不存在
20072017	InfestorExploreBuffListNotFound	异聚迷宫负面效果列表配置不存在
20072018	InfestorExploreActivityNotFound	异聚迷宫活动配置不存在
20072019	InfestorExploreEventShopGoodsNotFound	异聚迷宫超载模组商品配置不存在
20072020	InfestorExploreBossScoreRuleNotFound	异聚迷宫分析期讨伐值计算规则配置找不到
20072021	InfestorExploreTeamFull	异聚迷宫队伍成员已满员
20072022	InfestorExploreJoinTeamFail	异聚迷宫加入队伍失败
20072023	InfestorExplorePlayerAlreadySignUp	异聚迷宫玩家已报名
20072024	InfestorExploreStatusIsUnOpen	异聚迷宫未开启
20072025	InfestorExploreStatusIsReset	异聚迷宫结算中
20072026	InfestorExploreCreatePlayerFail	异聚迷宫创建玩家数据失败
20072027	InfestorExploreStatusIsNotStageExplore	异聚迷宫不是探索状态
20072028	InfestorExplorePlayerSignUpLevelLimit	异聚迷宫报名登记限制
20072029	InfestorExplorePlayerNotFound	异聚迷宫玩家数据不存在
20072030	InfestorExploreTeamNotFound	异聚迷宫队伍数据不存在
20072031	InfestorExploreMoveToGridRepeated	当前已经在该位置
20072032	InfestorExploreMoveToGridCanNotMove	当前无法移动到该位置
20072033	InfestorExploreMapNotContainGrid	异聚迷宫地图未包含该节点
20072034	InfestorExploreFrontGridNotFinish	请先完成当前位置的节点后再进行探索
20072035	InfestorExploreCoreUseIndexError	异聚迷宫插件单元位置错误
20072036	InfestorExploreCoreUnOwned	异聚迷宫未拥有该插件单元
20072037	InfestorExploreCoreUseRepeated	该插件单元已装备，无法重复装备
20072038	InfestorExploreCoreIsUsed	该插件单元装备中
20072039	InfestorExploreTakeOffIndexError	插件单元卸下位置错误
20072040	InfestorExploreTakeOffPosIsEmpty	插件单元卸下位置为空
20072041	InfestorExploreNodeTypeNotMatch	异聚迷宫节点类型不匹配
20072042	InfestorExploreFightStageIdNotMatch	异聚迷宫战斗关卡不匹配
20072043	InfestorExploreFightStageTeamError	异聚迷宫战斗关卡队伍错误
20072044	InfestorExploreBuyFightRewardNotFound	异聚迷宫翻牌奖励不存在
20072045	InfestorExploreBuyFightRewardAlreadyBuy	该奖励已经购买
20072046	InfestorExploreBuyGoodsNotExist	该商品不存在
20072047	InfestorExploreBuyGoodsSellout	该商品商品已售罄
20072048	InfestorExploreCanNotChangeCharacter	探索中无法改变队伍阵容
20072049	InfestorExploreCanNotFoundSelectEvent	异聚迷宫选择事件不存在
20072050	InfestorExploreRewardGridInfoNotFound	异聚迷宫奖励信息不存在
20072051	InfestorExploreSetRewardIdInvalid	异聚迷宫设置奖励id无效
20072052	InfestorExploreSetRewardMsgToLong	通讯内容过长，请重新编辑
20072053	InfestorExploreMsgInvalid	通讯内容包含敏感字符，请重新输入
20072054	InfestorExploreBossFightStageIdInvalid	异聚迷宫boss战关卡id无效
20072055	InfestorExploreCanBuyEventGoodsThisStatus	异聚迷宫当前状态不能购买超载模组商品
20072056	InfestorExploreEventShopNotExist	异聚迷宫超载模组不存在
20072057	InfestorExploreBuyEventGoodsLimit	该商品已售罄
20072058	InfestorExploreBuyEventGoodsIdInvalid	异聚迷宫购买超载模组商品id不存在
20072059	InfestorExploreLeaveMsgTimeLimit	通讯发送过于频繁，请稍后再试
20072060	InfestorExploreLeaveMsgChapterNotFound	通讯内容不存在
20072061	InfestorExploreLeaveMsgToLong	通讯内容过长，请重新编辑
20072062	InfestorExploreBfrtCharacterIdError	异聚迷宫战术模拟器派遣角色id错误
20072063	InfestorUpdateTeamCharacterTypeError	异聚迷宫更新队伍角色类型错误
20072064	InfestorUpdateTeamPosTeamIsEmpty	异聚迷宫更换队伍位置，队伍不存在
20072065	InfestorExploreFightUnknownGridId	异聚迷宫探索战斗节点不存在
20072066	InfestorExploreFightStageUnMatch	
20080001	UnionKillActivityNotOpen	活动未开启
20080002	UnionKillActivityCfgNotExist	活动配置不存在
20080003	UnionKillSectionIsNotCurSection	当前章节已结束
20080004	UnionKillSectionCfgNotExist	章节配置不存在
20080005	UnionKillSectionInfoNotExist	章节信息不存在
20080006	UnionKillSectionStagesNotExist	章节关卡不存在
20080007	UnionKillEventStageCfgNotExist	关卡配置不存在
20080008	UnionKillScoreRuleCfgNotExist	积分配置不存在
20080009	UnionKillWeatherCfgNotExist	天气配置不存在
20080010	UnionKillSectionNotOpen	当前章节未开放
20080011	UnionKillSectionIsClose	当前章节已结束
20080012	UnionKillStageNotInCurSectionCfg	关卡不在当前章节
20080013	UnionKillFightRoomNotExist	战斗房间信息不存在
20080014	UnionKillPreFightShareCardInfosError	出战角色信息异常
20080015	UnionKillChallengeEventStageReachMax	事件关卡已达到上限
20080016	UnionKillFinishEventStageNotEnough	完成事件关不够
20080017	UnionKillFinishBossIsDead	Boss已死亡
20080018	UnionKillFinishBossNotDead	Boss未死，请先击杀Boss
20080019	UnionKillBossNotEnough	击杀boss数量不够
20080020	UnionKillSectionRewardAlreadyGet	奖励已领取
20080021	UnionKillPreFightShareCardInfoIsNull	出战角色信息为空
20080022	UnionKillPreFightOneShareInfoIsNull	单个出战角色信息不存在
20080023	UnionKillShareCharacterNotExist	共享出战角色不存在
20080024	UnionKillCanNotPraiseSelf	不能点赞自己
20080025	UnionKillPraisePlayerNotExist	点赞玩家不存在
20080026	UnionKillPraiseCharacterIdError	点赞角色错误
20080027	UnionKillAlreadyPraisePlayer	已点赞该玩家
20080028	UnionKillAlreadyHaveTeam	您已拥有队伍
20080029	UnionKillRoomIdInvalid	无效房间Id
20080030	UnionKillNotHaveTeam	您还未拥有队伍
20080031	UnionKillKickOut	您被踢出房间
20080032	UnionKillNotMatching	您没在匹配中
20080033	UnionKillFightIsOver	战斗已结束
20080034	UnionKillPlayerIsFighting	玩家正在战斗中
20080035	UnionKillOperateFail	操作失败
20080036	UnionKillIsMatching	正在匹配中
20080037	UnionKillTrialStageCanNotUseShareCharacter	试炼关不能使用共享角色
20080038	UnionKillFightCharacterRepeat	出战角色重复
20080039	UnionKillFightCardNotEqualShareInfo	出战角色数量与信息不匹配
20090001	CollectionScoreNotEnough	收藏分数不足
20090002	CollectionNotExist	20090002收藏品不存在
20090003	CollectionCanOnlyPlacedOnce	20090003同一个收藏品只能被摆放一次
20090004	CollectionNotInThisWall	20090004收藏品不在此墙上
20090005	CollectionWallNotUnlock	20090005收藏品墙未解锁
20090006	CollectionWallDecorationNotUnlock	20090006收藏品墙装饰品未解锁
20090007	CollectionWallDecorationTypeNotMatch	20090007收藏品墙装饰品类型不匹配
20090008	CollectionWallScoreTitleSizeNotMatch	20090008收藏品尺寸不匹配
20091001	EliminateGameNotInTime	未到开放时间
20091002	EliminateGameNotInMove	未到移动阶段，无法移动
20091003	EliminateGameNotInFlip	未到翻牌阶段，无法翻牌
20091004	EliminateGameGridPosInvalid	无效的格子
20091005	EliminateGameGridHadFlip	格子已经被翻开
20091006	EliminateGameInvalidGameId	无效的游戏id
20091007	EliminateGameInitError	游戏初始化出错
20091008	EliminateGameNotExist	游戏不存在
20091009	EliminateGameRewardNotExist	奖励不存在
20091010	EliminateGameRewardNotEnough	奖励条件未满足
20091011	EliminateGameRewardHadGet	奖励已经被领取
20091012	EliminateGameTargetIsObstacle	障碍物无法操作
20091013	EliminateGameTooFarAway	距离太远，无法操作
20091014	EliminateGameNotMove	请先进行移动
20092001	SpecialTrainStarNotEnough	通关获得星数不足
20092002	SpecialTrainRewardHaveGot	奖励已领取
20092003	SpecialTrainRewardNotExist	奖励不存在
20092004	SpecialTrainRewardCannotFoundChapter	找不到奖励对应的章节
20092005	SpecialTrainActivityNotInOpenTime	活动不在开启时间
20092006	SpecialTrainPointRewardAlreadyGet	积分奖励已领取
20092007	SpecialTrainPointRewardIdNotExist	积分奖励id不存在
20092008	SpecialTrainPointNotEnough	积分不够
20092009	SpecialTrainStageNotOpen	20092009关卡未开放
20092010	SpecialTrainRhythmRankSkillNotFind	20092010技能组找不到
20092011	SpecialTrainStageNotExist	20092011关卡不存在
20093001	ChapterExtraPassTimesNotEnough	番外通关次数不足
20093002	ChapterExtraInvalidStageId	无效的番外副本id
20093003	ChapterExtraActivityHideChapterNotOpen	番外活动副本未开启
20095001	BriefStoryIdInvalid	剧情id不存在
20095002	BriefStoryIdIsFinished	该剧情已完成
20096001	WorldBossIsNotOpen	当前不在活动时间内
20096002	WorldBossAttributeAreaCfgNotFound	当前不在活动时间内
20096003	WorldBossAttributeStageCfgNotFound	区域配置不存在
20096004	WorldBossBossAreaCfgNotFound	区域关卡配置不存在
20096005	WorldBossBossStageCfgNotFound	boss配置不存在
20096006	WorldBossStageLevelNotExist	boss关卡配置不存在
20096007	WorldBossStageInfoNotFound	boss关卡等级不存在
20096008	WorldBossBuffCfgNotFound	关卡信息不存在
20096009	WorldBossScoreRuleCfgNotFound	buff配置不存在
20096010	WorldBossScorePhasesCfgNotFound	积分配置不存在
20096011	WorldBossScoreShopCfgNotFound	进度配置不存在
20096012	WorldBossAttributePreStageNotFinish	商品配置不存在
