Id	EventId	NeedDecoration	StepId	NextStepId	Type	StageId	StepRewardItemId	StepRewardItemCount	StoryId	OptionDesc	OptionDownDesc	OptionIcon	OptionType	OptionItemId	OptionItemCount	OptionNextStepId	OptionNeedDecoration	Title	TitleContent	RoleIcon	RoleName	RoleContent	EventDesc	ConfirmContent	BgAsset
102	211		21109		2					['偷偷潜入村庄寻找线索', '决定晚些往妇人口中所说的“龙穴”的方向去看看']			[3, 3]			[21110, 21111]		村口		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人		你要从哪里寻找起呢？	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
103	211		21110		5	30061887												村口					偷偷潜入村庄寻找线索	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
104	211		21111		6				ZX02415BB									村口							
105	211		21112		1													村口					你表示自己有更重要的事，要先行离开	离开	
106	213		21301		2					['上前看看', '绕路而行']			[3, 3]			[21302, 21313]		迷失之人					你行走于荒地之上，传言中龙的巢穴便在此处，许多人有来无回，这个延伸到世界边缘的荒冢，地平线一片黢黑，脚下的石块参差不齐。你听到前方有声响——	下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
107	213		21302		2					['阻止他', '解救他', '先行离开']			[3, 3, 3]			[21303, 21307, 21314]		迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我才不怕你！	你看见一个小男孩正与魔物对峙，他拿起石块，正要朝魔物掷去。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
108	213		21303	21304	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你、你是勇者吗？	你阻止了小男孩，并带着他往安全的地方跑去。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
109	213		21304	21305	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你也是来讨伐恶龙的吗？	你阻止了小男孩，并带着他往安全的地方跑去。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
110	213		21305	21306	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我？	你阻止了小男孩，并带着他往安全的地方跑去。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
111	213		21306		1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我也是一个勇者哦！	你阻止了小男孩，并带着他往安全的地方跑去。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
112	213		21307	21308	5	30061888												迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我才不怕你！	解救他	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
113	213		21308	21309	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你好厉害啊！	战斗成功后	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
114	213		21309	21310	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你是真正的勇者吗？		交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
115	213		21310	21311	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	妈妈说吹笛人是坏人。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
116	213		21311	21312	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我想证明给妈妈看，才不是这样的。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
117	213		21312		1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	能吹出这么好听曲子的人怎么可能是坏人呢！		下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
118	213		21313		1													迷失之人					绕路而行	离开	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
119	213		21314		1													迷失之人					先行离开	离开	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
120	301		30101		2					['前往一探究竟', '快速离开这里']			[3, 3]			[30102, 30103]		密林深处	似乎会有神秘事件发生				前方有一片黑森林，无论白日的光线如何变幻，枝叶的颜色丝毫不会受到影响，往前一点看，树木长得也奇形怪状。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
121	301		30102		2					['一瞬不瞬盯着看', '走上前去打招呼', '快步离开']			[3, 3, 3]			[30104, 30105, 30106]		密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			穿过林叶的阴影，你看到女巫以年轻貌美的少女形象出现，在魔法维持下热烈绽放的高高花丛中唱着奇怪的歌谣，声音被枝叶的阴影吞没，一点都透不出去。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
122	301		30103		1													密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			快速离开这里	离开	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
123	301		30104		1													密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			女巫显露出苍老的面貌，大声呼喊并恫吓于你。你并没有转移视线，女巫停下了行动，只留下深深一瞥，随即身影连带花丛，尽皆消失不见了。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
124	301		30105		4		96109	1										密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			女巫显露出苍老的面貌，你毫不惊慌，不卑不亢的态度赢得了女巫的尊重，她恢复了原本年轻的面容，深深地看了你一眼，随即身影连同花丛一起消失不见，原地只留下一枚银铃。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
125	301		30106		1													密林深处	似乎会有神秘事件发生	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			快步离开	离开	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
126	302		30201		2					['往前去']			[3]			[30202]		火堆					有灰白色的烟雾袅袅出现在森林上空，你追寻着烟雾的方向，打算去一探究竟。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
127	302		30202		2					['决定翻查灰烬', '留在原地等待', '往前走走']			[3, 3, 3]			[30203, 30204, 30205]		火堆					空地上只剩下下火堆焚烧的残余和灰烬，四周无人，也没有任何活物的气息。看着眼前已然熄灭的火堆，你——	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
128	302		30203		4		96110	1										火堆					你捡了一根大小合适的树枝，翻动查看起已熄灭的火堆，你发现有残存的辨识不出本体的骨头的痕迹，移开半截骨头，你在灰烬之下发现了一枚流光溢彩的宝石。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
129	302		30204		5	30061910												火堆					你在已熄灭的火堆旁坐下，期待着有人会回到这里。时间掠过森林的枝桠，向你的眼皮施下缓缓闭合的术法。再次睁开双眼时，簇簇磷火立刻自火堆处高高低低地飞出——	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
130	302		30205		1													火堆					你沿着来时的道路的反方向谨慎向前，远离了火堆，但你并未发现任何人经过的痕迹。但幸运的是，你发现了一丛结满果实的乌泡刺。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
131	303		30301		2					['根据花苞的指引', '跟随日出的方向', '根据羽毛的指引']			[3, 3, 3]			[30304, 30303, 30302]		花与羽毛					你在森林里游荡，你学会倾听风的声音，你在日升时行走，在日落时分歇息，用甘甜的溪水漱口，以林间树果裹腹。你逐渐掌握了在森林中生存的技巧，却也逐渐迷失了方向。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
132	303		30302		1													花与羽毛					你拾捡起某种灰色鸟类落下的羽毛，用以卜算前进的方向，你跟随羽毛的指引，来到了水源处，沿着溪流的方向，你一路前行。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
133	303		30303		1													花与羽毛					一些粗浅的知识浮现在你的脑海之中，你决定先选定一个方向前进，跟随着日出的方位，你慢慢向前。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
134	303		30304	30305	1													花与羽毛					你注意到地面草丛间有一些剑状的长叶子拥着细小的花苞，它们脆弱又美丽，仿佛某种启示，却一路往前延展，仿佛在行走，你跟着同类植株生长指向的方向前进。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
135	303		30305		6				ZX02404BC									花与羽毛							
136	304		30401		2					['将宝石交付出去', '表示可以在船上充当帮工', '坦诚相告，希望得到帮助']	['需要道具%s']		[2, 3, 3]	[96110]	[1]	[30402, 30406, 30407]		登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	这可不是什么玩具船开往快乐岛。	经过一番交谈之后，你表示希望一同搭乘船只前往遥远的王国，记忆里的那不勒斯与水手描述中的城都相对应了起来，但摸遍浑身上下，你发现自己身无分文。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
137	304		30402	30403	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	你……	水手看向你，起了个话头，却最终什么也没说。他应允了你上船的请求，却没有收下那枚宝石。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
138	304		30403	30404	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	这是哪里来的？	水手看向你，起了个话头，却最终什么也没说。他应允了你上船的请求，却没有收下那枚宝石。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
139	304		30404	30405	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	你认识一个紫色眼睛的旅行者吗？	水手看向你，起了个话头，却最终什么也没说。他应允了你上船的请求，却没有收下那枚宝石。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
140	304		30405		1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	不……没什么。	水手看向你，起了个话头，却最终什么也没说。他应允了你上船的请求，却没有收下那枚宝石。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
141	304		30406		1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		水手看了你一眼，似乎笑了一下，却最终什么也没说。他应允了你上船的请求，却一句未提帮工的内容。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
142	304		30407	30408	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		水手看向你，似乎想起久远以前的记忆，他最终什么也没说，但应允了你上船的请求。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
143	304		30408	30409	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	你见过龙吗？	水手看向你，似乎想起久远以前的记忆，他最终应允了你上船的请求。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
144	304		30409	30410	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	我们已经很久没见过龙了。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
145	304		30410	30411	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	‘龙随着笛声而来’。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
146	304		30411	30412	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	但在最开始的时候，恶龙的出现是毫无征兆的。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
147	304		30412	30413	1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	惟一可循的规律是，恶龙往往会搜寻人群。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
148	304		30413		1													登船		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	会像海上飓风一样掘起陆地上的人群，将他们从空中摔落。它袭击村庄和人群，毁坏目之所及任何可以毁坏的事物。		下一步	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
149	314		31401		2					['前往舱室的方向', '在甲板上随意走动', '表示想自己随意走动一下']			[3, 3, 3]			[31402, 31403, 31404]		船舶之上		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		登上了船，引路的水手询问你要往哪里去。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
150	314		31402		6				ZX02405BC									船舶之上							
151	314		31403		6				ZX02406BC									船舶之上							
152	314		31404		1													船舶之上					表示想自己随意走动一下	离开	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
153	305		30501		2					['表示想自己一个人吹吹风', '点头示意', '返回舱室休息']			[3, 3, 3]			[30505, 30502, 30506]		水手		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		太阳没入了海平面，船上的夜色朦胧，今晚值夜之一的水手身形高大，脸色蜡黄，走路有点不明显的跛足，你认出正是登船遇到的其中一位。他在白天总是沉默，在夜晚则会敞开心扉。	下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
154	305		30502		2					['聊聊恶龙', '聊聊水手的故事']			[3, 3]			[30503, 30504]		水手		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		他站在远离船室的甲板上，目光却一直望着船室的方向，他向你招了招手，直到你走近，方才低声开了口。	下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
155	305		30503	30507	6				ZX02409BC									水手		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手				
156	305		30504	30507	6				ZX02410BC									水手		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手				
157	305		30505		6				ZX02408BC									水手		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手				
158	305		30506		1													水手		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		你向水手打了个招呼，微醺的海风让你有了一丝睡意，你返回了舱室，和衣而眠，一夜无梦。	下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
159	305		30507	30508	1													水手		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	大概是年岁大了，开始兜着绕着，絮絮叨叨讲一些无关紧要的琐事。你想听的并不是这些吧？	水手笑了下，面容因这个笑容显得更加平和了起来。	交谈	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
160	305		30508		1													水手		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	夜也深了，今晚的故事就讲到这里吧。	水手笑了下，面容因这个笑容显得更加平和了起来。	下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
161	306		30601		2					['聊过恶龙', '聊过水手的故事', '表示自己对故事没有兴趣']			[3, 3, 3]			[30602, 30602, 30604]		讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	上次我讲到哪了？	海面上风平浪静，你几乎每夜都会碰巧遇见那个讲故事的水手，他讲不同今时的过去的故事，讲归乡的船歌，讲龙所带来的灾厄。	下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
162	306		30602		2					['表示想继续听']			[3]			[30605]		讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		大概是年岁大了，开始兜着绕着，絮絮叨叨讲一些无关紧要的过去的往事。	下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
163	306		30604		1													讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		你向水手道了声安，微醺的海风让你有了一丝睡意，你返回了舱室，和衣而眠，做了一个长长的梦。	离开	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
164	306		30605	30607	6				ZX02411BC									讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手				
165	306		30607		2					['表示想知道更多关于旅行者的信息', '表示想先返回舱室休息']	['需要道具%s']		[1, 3]	[96110]	[1]	[30608, 30609]		讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手	今晚的故事就讲到这里了？		下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
166	306		30608		6				ZX02412BC									讲故事							
167	306		30609		1													讲故事		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	水手		你向水手道了声安，微醺的海风让你有了一丝睡意，你返回了舱室，和衣而眠，做了一个长长的梦。	下一步	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
168	307		30701		2					['这是哪里？']			[3]			[30702]		流落孤岛					睁开眼是一片澄澈的天空，空气中夹杂着海腥味，你恍惚记得你被高高的浪潮带起，你极力呼喊着，视野里最后是龙高昂的头颅和巨大的双爪，你避让开了，并牢牢掌控着身下窄小的浮舟，这使你不至于在漂流中下沉。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
169	307		30702		2					['四处走走']			[3]			[30703]		流落孤岛					身下是细软的沙粒，你缓慢直起了上半身，入目是海平面，浪潮不再凶猛，潮水一触即离地搔挠你的双脚。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
170	307		30703		2					['躺在沙滩上晒太阳', '寻找活物的踪迹', '沿海岸走去']			[3, 3, 3]			[30704, 30705, 30706]		流落孤岛					你往四周查探了一圈，虽然没有完全摸清状况，但你确定自己身处在一个岛屿之上。这会是一个无人岛吗？	下一步	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
171	307		30704		1													流落孤岛					阳光正好，在半梦半醒之中，你身上的衣物干透了。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
172	307		30705		5	30061932												流落孤岛					你看见有什么活动的身影，你连忙追了上去，是凯列班还是星期五？你决定一探究竟。	开始战斗	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
173	307		30706		6				ZX02413BC									流落孤岛							
174	308		30801		2					['进行自我介绍', '说明来历情况', '表示自己只会短暂停留，很快离开']			[3, 3, 3]			[30802, 30803, 30807]		村庄					巨龙的出现在村庄里引起了骚动，村民纷纷拿起了农具和武器，而全副武装赶到后，只余你从顶棚上慢慢爬下，与村民们大眼瞪小眼。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
175	308		30802		1													村庄		Assets/Product/Texture/Image/RoleStory/PinminNormal01.png	农夫	我们这里不欢迎外来人	一番介绍说明之后，村民们脸上的神情并未松动，他们如同铁壁般挡在你的面前。	离开这里	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
176	308		30803	30804	1													村庄		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	青年A	你跟那个吹笛子是不是一伙的？	一番说明之后，村民里骚动起来，人们开始窃窃私语，而投射过来的眼神并不友好，有谁向你扔了石子。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
177	308		30804	30805	1													村庄		Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal02.png	青年B	你说你是龙带来的？	一番说明之后，村民里骚动起来，人们开始窃窃私语，而投射过来的眼神并不友好，有谁向你扔了石子。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
178	308		30805	30806	1													村庄		Assets/Product/Texture/Image/RoleStory/ShihuangzhenanNormal01.png	中年A	灾厄！灾厄！灾厄要来到我们村庄了！	一番说明之后，村民里骚动起来，人们开始窃窃私语，而投射过来的眼神并不友好，有谁向你扔了石子。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
179	308		30806		5	30061887												村庄		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	中年B	滚出去！滚出去！	一番说明之后，村民里骚动起来，人们开始窃窃私语，而投射过来的眼神并不友好，有谁向你扔了石子。	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
180	308		30807		1													村庄					表示自己只会短暂停留，很快离开	离开	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
181	309		30901	30902	1													村口		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	米伊！米伊！	你徘徊在村口，失去了目标和行进的方向，妇女焦急的喊声吸引了你的注意。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
182	309		30902		2					['忽略', '上前询问']			[3, 3]			[30903, 30904]		村口		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	你在哪米伊！	你徘徊在村口，失去了目标和行进的方向，妇女焦急的喊声吸引了你的注意。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
183	309		30903		1													村口		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	呜……	你认出妇人是之前驱赶你的村民里的一员，本着多一事不如少一事的原则，你离开了这里。	离开	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
184	309		30904	30905	1													村口		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	米伊不见了……我的米伊不见了。	你走上前去，询问她有什么需要帮助。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
185	309		30905	30906	1													村口		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	我找遍了整个村子，没有找到他！	你走上前去，询问她有什么需要帮助。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
186	309		30906	30907	1													村口		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	大家都不敢到村外去，说是有龙和魔物……	你走上前去，询问她有什么需要帮助。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
187	309		30907	30908	1													村口		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	米伊他会不会往龙穴去了？是不是被那奇怪的笛声骗走了？	你走上前去，询问她有什么需要帮助。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
188	309		30908		2					['你表示会帮她一起寻找米伊', '你表示自己有更重要的事，要先行离开']			[3, 3]			[30909, 30912]		村口		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	都怪我！都怪我！	你走上前去，询问她有什么需要帮助。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
189	309		30909		2					['偷偷潜入村庄寻找线索', '决定晚些往妇人口中所说的“龙穴”的方向去看看']			[3, 3]			[30910, 30911]		村口		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人		你要从哪里寻找起呢？	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
190	309		30910		5	30061887												村口					偷偷潜入村庄寻找线索	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
191	309		30911		6				ZX02416BC									村口							
192	309		30912		1													村口					你表示自己有更重要的事，要先行离开	离开	
193	310		31001		2					['上前看看', '绕路而行']			[3, 3]			[31002, 31013]		迷失之人					你行走于荒地之上，传言中龙的巢穴便在此处，许多人有来无回，这个延伸到世界边缘的荒冢，地平线一片黢黑，脚下的石块参差不齐。你听到前方有声响——	下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
194	310		31002		2					['阻止他', '解救他', '先行离开']			[3, 3, 3]			[31003, 31007, 31014]		迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我才不怕你！	你看见一个小男孩正与魔物对峙，他拿起石块，正要朝魔物掷去。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
195	310		31003	31004	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你、你是勇者吗？	你阻止了小男孩，并带着他往安全的地方跑去。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
196	310		31004	31005	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你也是来讨伐恶龙的吗？	你阻止了小男孩，并带着他往安全的地方跑去。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
197	310		31005	31006	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我？	你阻止了小男孩，并带着他往安全的地方跑去。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
198	310		31006		1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我也是一个勇者哦！	你阻止了小男孩，并带着他往安全的地方跑去。	下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
199	310		31007	31008	5	30061888												迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我才不怕你！	解救他	准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
200	310		31008	31009	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你好厉害啊！	战斗成功后	交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
201	310		31009	31010	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	你是真正的勇者吗？		交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
202	310		31010	31011	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	妈妈说吹笛人是坏人。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
203	310		31011	31012	1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	我想证明给妈妈看，才不是这样的。		交谈	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
204	310		31012		1													迷失之人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	小男孩	能吹出这么好听曲子的人怎么可能是坏人呢！		下一步	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
205	310		31013		1													迷失之人					绕路而行	离开	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
206	310		31014		1													迷失之人					先行离开	离开	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
207	311		31101		2					['将在哪里遇见小男孩的信息告诉妇人', '将救下的小男孩领到妇人面前']			[3, 3]			[31102, 31104]		妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人		你往村庄的方向去，焦急的妇人依旧徘徊在村口，你快步往前去——	下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
208	311		31102	31103	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	谢谢您！好心人！	妇人向你鞠了一躬，慌忙地往村庄里跑去，你紧随其后。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
209	311		31103		1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	一定要找到米伊……孩子他爸……孩子他爸……有米伊的消息了！		离开	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
210	311		31104	31105	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	呜……	妇人挥起巴掌，在落下之际却化作了厉声的悲泣，她俯下身，紧紧地抱住自己的孩子，反反复复地念着孩子的名字，仿佛可以从中获取什么力量。	交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
211	311		31105	31106	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	米伊……米伊……我的米伊……		交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
212	311		31106	31107	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	妇人	没事就好……没事就好……		交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
213	311		31107	31108	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	米伊	我没事，我没事！		交谈	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
214	311		31108	31109	1													妇人		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	米伊	真正的勇者救了我！		下一步	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
