Id	PowerId	Type	Pos	Quality	Lv	FightAbility	Name	Desc	Icon	NeedPowerFavor	FightEventId	SkillWeight
78	3	2				100	鲜明余韵	<color=#13cfb7>冰阵</color>在消失时都会掉落<color=#13cfb7>三颗信号球</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType5.png		[2240078]	70
79	4	1	1	1	5	200	瑰丽幻想Ⅰ·迅击	<color=#f13c3c>触发普攻</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>1750%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>7秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240079]	115
80	4	1	1	2	10	250	瑰丽幻想Ⅱ·迅击	<color=#f13c3c>触发普攻</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>2150%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>6秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240080]	115
81	4	1	1	3	15	300	瑰丽幻想Ⅲ·迅击	<color=#f13c3c>触发普攻</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>2375%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>5秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240081]	115
82	4	1	1	4	18	350	瑰丽幻想Ⅳ·迅击	<color=#f13c3c>触发普攻</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>2500%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>4秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240082]	115
83	4	1	2	1	5	200	瑰丽幻想Ⅰ·消除	<color=#f13c3c>触发三消</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>2100%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>9秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240083]	115
84	4	1	2	2	10	250	瑰丽幻想Ⅱ·消除	<color=#f13c3c>触发三消</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>2550%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>8秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240084]	115
85	4	1	2	3	15	300	瑰丽幻想Ⅲ·消除	<color=#f13c3c>触发三消</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>2850%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>7秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240085]	115
86	4	1	2	4	18	350	瑰丽幻想Ⅳ·消除	<color=#f13c3c>触发三消</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>3000%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>6秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240086]	115
87	4	1	3	1	5	200	瑰丽幻想Ⅰ·迸发	<color=#f13c3c>触发必杀技</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>3200%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>12秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240087]	115
88	4	1	3	2	10	250	瑰丽幻想Ⅱ·迸发	<color=#f13c3c>触发必杀技</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>3900%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>11秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240088]	115
89	4	1	3	3	15	300	瑰丽幻想Ⅲ·迸发	<color=#f13c3c>触发必杀技</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>4370%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>10秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240089]	115
90	4	1	3	4	18	350	瑰丽幻想Ⅳ·迸发	<color=#f13c3c>触发必杀技</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>4600%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>9秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240090]	115
91	4	1	4	1	5	200	瑰丽幻想Ⅰ·无懈	<color=#f13c3c>触发超算</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>2100%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>7秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240091]	115
92	4	1	4	2	10	250	瑰丽幻想Ⅱ·无懈	<color=#f13c3c>触发超算</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>2550%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>6秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240092]	115
93	4	1	4	3	15	300	瑰丽幻想Ⅲ·无懈	<color=#f13c3c>触发超算</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>2850%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>5秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240093]	115
94	4	1	4	4	18	350	瑰丽幻想Ⅳ·无懈	<color=#f13c3c>触发超算</color>会召唤<color=#f13c3c>锐矛</color>攻击，<color=#f13c3c>锐矛</color>造成<color=#f13c3c>3000%攻击力</color>的物理伤害，撞击敌人后会产生往后的扇形冲击波，造成命中伤害的25%，冷却<color=#f13c3c>4秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240094]	115
95	4	2				100	奔放表述	造成的所有<color=#f13c3c>物理伤害提高40%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240095]	40
96	4	2				100	夸张塑造	任意角色触发超算空间将会使自己<color=#f13c3c>额外获得一组技能球</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240096]	70
97	4	2				200	热情抒发	所有角色<color=#ff0000>闪避条上限降低30%</color>，但闪避<color=#f13c3c>恢复速度增加50%</color>，每次闪避后额外获得<color=#f13c3c>8%的真实伤害</color>附加，持续12秒，最多可以叠加3层	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png	1	[2240097]	20
98	4	2				150	启蒙反弹	若单个<color=#f13c3c>锐矛</color>的伤害影响2个或以上敌人，则接下来3次<color=#f13c3c>锐矛</color>对被影响的敌人造成的<color=#f13c3c>伤害提升15%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png	1	[2240098]	40
99	4	2				100	历史描绘	"""被<color=#f13c3c>锐矛</color>的任意攻击命中时，敌人叠加1层流血状态，每层每秒损失<color=#f13c3c>20%物理伤害</color>的血量，并且增加<color=#f13c3c>自身受到的伤害2%</color>。叠加上限5层,持续8秒。"""	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png	1	[2240099]	70
100	4	2				200	直觉想象	所有<color=#f13c3c>锐矛</color>的样式<color=#f13c3c>增长</color>，伤害范围<color=#f13c3c>扩大</color>，扇形冲击波伤害的范围<color=#f13c3c>扩大</color>，<color=#f13c3c>锐矛</color>所有伤害提高<color=#f13c3c>30%</color>。	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png	1	[2240100]	20
101	4	2				100	自然颂歌	被<color=#f13c3c>锐矛</color>单体伤害命中的目标，会提升后续受到<color=#f13c3c>锐矛</color>伤害的<color=#f13c3c>所有伤害2%</color>，持续时间无限，可叠加8层	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240101]	70
102	4	2				100	强烈表达	每次触发超算空间减少所有<color=#f13c3c>锐矛</color>技能CD<color=#f13c3c>2秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240102]	70
103	4	2				150	华丽刻画	单个<color=#f13c3c>锐矛</color>造成时伤害有<color=#f13c3c>30%</color>概率额外复制相同的<color=#f13c3c>锐矛</color>再次生效，只会生效一次，复制的<color=#f13c3c>锐矛</color>不受到该效果的影响	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png	1	[2240103]	40
104	4	2				100	忧郁怀旧	<color=#f13c3c>锐矛</color>击中敌人后带有微弱的<color=#f13c3c>牵引效果</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType3.png		[2240104]	70
105	5	1	1	1	5	200	永恒牵引Ⅰ·迅击	<color=#cc68c1>触发普攻</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>4秒</color>的<color=#cc68c1>黑洞</color>，冷却10秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>400%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240105]	115
106	5	1	1	2	10	250	永恒牵引Ⅱ·迅击	<color=#cc68c1>触发普攻</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>4秒</color>的<color=#cc68c1>黑洞</color>，冷却10秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>420%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240106]	115
107	5	1	1	3	15	300	永恒牵引Ⅲ·迅击	<color=#cc68c1>触发普攻</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>5秒</color>的<color=#cc68c1>黑洞</color>，冷却10秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>435%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240107]	115
108	5	1	1	4	18	350	永恒牵引Ⅳ·迅击	<color=#cc68c1>触发普攻</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>5秒</color>的<color=#cc68c1>黑洞</color>，冷却10秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>450%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240108]	115
109	5	1	2	1	5	200	永恒牵引Ⅰ·消除	<color=#cc68c1>触发三消</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>5秒</color>的<color=#cc68c1>黑洞</color>，冷却14秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>420%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240109]	115
110	5	1	2	2	10	250	永恒牵引Ⅱ·消除	<color=#cc68c1>触发三消</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>5秒</color>的<color=#cc68c1>黑洞</color>，冷却14秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>450%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240110]	115
111	5	1	2	3	15	300	永恒牵引Ⅲ·消除	<color=#cc68c1>触发三消</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>6秒</color>的<color=#cc68c1>黑洞</color>，冷却14秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>485%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240111]	115
112	5	1	2	4	18	350	永恒牵引Ⅳ·消除	<color=#cc68c1>触发三消</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>6秒</color>的<color=#cc68c1>黑洞</color>，冷却14秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>500%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240112]	115
113	5	1	3	1	5	200	永恒牵引Ⅰ·迸发	<color=#cc68c1>触发必杀技</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>7秒</color>的<color=#cc68c1>黑洞</color>，冷却16秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>450%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240113]	115
114	5	1	3	2	10	250	永恒牵引Ⅱ·迸发	<color=#cc68c1>触发必杀技</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>7秒</color>的<color=#cc68c1>黑洞</color>，冷却16秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>490%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240114]	115
115	5	1	3	3	15	300	永恒牵引Ⅲ·迸发	<color=#cc68c1>触发必杀技</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>8秒</color>的<color=#cc68c1>黑洞</color>，冷却16秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>525%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240115]	115
116	5	1	3	4	18	350	永恒牵引Ⅳ·迸发	<color=#cc68c1>触发必杀技</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>8秒</color>的<color=#cc68c1>黑洞</color>，冷却16秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>550%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240116]	115
117	5	1	4	1	5	200	永恒牵引Ⅰ·无懈	<color=#cc68c1>触发超算</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>5秒</color>的<color=#cc68c1>黑洞</color>，冷却10秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>420%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240117]	115
118	5	1	4	2	10	250	永恒牵引Ⅱ·无懈	<color=#cc68c1>触发超算</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>5秒</color>的<color=#cc68c1>黑洞</color>，冷却10秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>485%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240118]	115
119	5	1	4	3	15	300	永恒牵引Ⅲ·无懈	<color=#cc68c1>触发超算</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>6秒</color>的<color=#cc68c1>黑洞</color>，冷却10秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>500%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240119]	115
120	5	1	4	4	18	350	永恒牵引Ⅳ·无懈	<color=#cc68c1>触发超算</color>会召唤<color=#cc68c1>黑洞</color>牵引，生成持续<color=#cc68c1>6秒</color>的<color=#cc68c1>黑洞</color>，冷却10秒。<color=#cc68c1>黑洞</color>会吸取周围的敌方单位，并对接近<color=#cc68c1>黑洞</color>中心的怪物每秒造成一次<color=#cc68c1>450%攻击力</color>的暗属性伤害	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240120]	115
121	5	2				100	内在探寻	造成的所有<color=#cc68c1>暗属性伤害提高40%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240121]	70
122	5	2				100	厌恶喧嚣	每个获取的能力都会提供<color=#cc68c1>2.5%</color>的防御力加成。上限叠加15层	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240122]	70
123	5	2				200	摒弃刹那	角色造成的<color=#ff0000>所有伤害降低10%</color>，但是<color=#cc68c1>每次三消</color>都会为玩家提供<color=#cc68c1>2%的额外真实伤害</color>附加，持续时间无限，可叠加无限次	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png	1	[2240123]	20
124	5	2				150	荒诞展现	在<color=#cc68c1>黑洞</color>伤害范围内的单位，每秒降低<color=#cc68c1>3%</color>的所有抗性，最多可叠加5层	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png	1	[2240124]	40
125	5	2				100	罪恶揭露	已存在的<color=#cc68c1>黑洞</color>在消失时，造成<color=#cc68c1>250%攻击力+剩余持续时间*50%</color>的大范围暗属性伤害效果	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png	1	[2240125]	70
126	5	2				200	现实变形	<color=#cc68c1>黑洞</color>的吸取/伤害半径均翻倍，造成的<color=#cc68c1>所有伤害提升30%</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png	1	[2240126]	20
127	5	2				150	静默独白	<color=#cc68c1>黑洞</color>到达持续时间消失后，<color=#cc68c1>30%概率</color>直接在原有位置再次召唤1个<color=#cc68c1>黑洞</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png	1	[2240127]	40
128	5	2				100	激情延展	所有<color=#cc68c1>黑洞</color>的持续时长<color=#cc68c1>+1秒</color>	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240128]	70
129	5	2				100	结构离散	敌人在<color=#cc68c1>黑洞</color>吸取范围内时，造成的伤害降低<color=#cc68c1>20%</color>，持续3秒	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240129]	70
130	5	2				100	界限模糊	<color=#cc68c1>黑洞</color>同时伤害到2个或以上目标时，<color=#cc68c1>20%概率</color>降低QTE以及切人冷却1秒，冷却3秒	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType7.png		[2240130]	70
131	6	1	1	1	5	200	王权倾向Ⅰ·迅击	<color=#ff8d1e>触发普攻</color>会召唤<color=#ff8d1e>能量体</color>并进行1次充能【已有则进行1次充能】冷却时间<color=#ff8d1e>3秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240131]	115
132	6	1	1	2	10	250	王权倾向Ⅱ·迅击	<color=#ff8d1e>触发普攻</color>会召唤<color=#ff8d1e>能量体</color>并进行1次充能【已有则进行1次充能】冷却时间<color=#ff8d1e>2秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240132]	115
133	6	1	1	3	15	300	王权倾向Ⅲ·迅击	<color=#ff8d1e>触发普攻</color>会召唤<color=#ff8d1e>能量体</color>并进行1次充能【已有则进行1次充能】冷却时间<color=#ff8d1e>1.5秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240133]	115
134	6	1	1	4	18	350	王权倾向Ⅳ·迅击	<color=#ff8d1e>触发普攻</color>会召唤<color=#ff8d1e>能量体</color>并进行1次充能【已有则进行1次充能】冷却时间<color=#ff8d1e>1秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240134]	115
135	6	1	2	1	5	200	王权倾向Ⅰ·消除	<color=#ff8d1e>触发三消</color>会召唤<color=#ff8d1e>能量体</color>并进行2次充能【已有则进行2次充能】冷却时间<color=#ff8d1e>4秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240135]	115
136	6	1	2	2	10	250	王权倾向Ⅱ·消除	<color=#ff8d1e>触发三消</color>会召唤<color=#ff8d1e>能量体</color>并进行2次充能【已有则进行2次充能】冷却时间<color=#ff8d1e>3秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240136]	115
137	6	1	2	3	15	300	王权倾向Ⅲ·消除	<color=#ff8d1e>触发三消</color>会召唤<color=#ff8d1e>能量体</color>并进行2次充能【已有则进行2次充能】冷却时间<color=#ff8d1e>2秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240137]	115
138	6	1	2	4	18	350	王权倾向Ⅳ·消除	<color=#ff8d1e>触发三消</color>会召唤<color=#ff8d1e>能量体</color>并进行2次充能【已有则进行2次充能】冷却时间<color=#ff8d1e>1.5秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240138]	115
139	6	1	3	1	5	200	王权倾向Ⅰ·迸发	<color=#ff8d1e>触发必杀技</color>会召唤<color=#ff8d1e>能量体</color>并进行5次充能【已有则进行5次充能】冷却时间<color=#ff8d1e>6秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240139]	115
140	6	1	3	2	10	250	王权倾向Ⅱ·迸发	<color=#ff8d1e>触发必杀技</color>会召唤<color=#ff8d1e>能量体</color>并进行5次充能【已有则进行5次充能】冷却时间<color=#ff8d1e>5秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240140]	115
141	6	1	3	3	15	300	王权倾向Ⅲ·迸发	<color=#ff8d1e>触发必杀技</color>会召唤<color=#ff8d1e>能量体</color>并进行5次充能【已有则进行5次充能】冷却时间<color=#ff8d1e>4秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240141]	115
142	6	1	3	4	18	350	王权倾向Ⅳ·迸发	<color=#ff8d1e>触发必杀技</color>会召唤<color=#ff8d1e>能量体</color>并进行5次充能【已有则进行5次充能】冷却时间<color=#ff8d1e>3秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240142]	115
143	6	1	4	1	5	200	王权倾向Ⅰ·无懈	<color=#ff8d1e>触发超算</color>会召唤<color=#ff8d1e>能量体</color>并进行2次充能【已有则进行2次充能】冷却时间<color=#ff8d1e>3秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240143]	115
144	6	1	4	2	10	250	王权倾向Ⅱ·无懈	<color=#ff8d1e>触发超算</color>会召唤<color=#ff8d1e>能量体</color>并进行2次充能【已有则进行2次充能】冷却时间<color=#ff8d1e>2秒</color>【充能10层后进行任意充能将消耗<color=#ff8d1e>能量体</color>触发持续4秒的<color=#ff8d1e>能量冲击</color>，造成每秒<color=#ff8d1e>800%攻击力</color>的真实伤害】	Assets/Product/Texture/Image/UiTheatre/UiTheatreBuffType2.png		[2240144]	115
