Id	DecorationId	Lv	ConditionId	UpgradeCostItemId	UpgradeCostCount	Type	Param	GroupIndex	GridIndex	Name	Icon	Desc	ConditionDesc	IsWindow
95	30006	5	1002025			[11]	['5']	3	6	招募刷新	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillbeidong05.png	当前：每一场故事中，招募<color=#6495ED>刷新次数+5</color>	荒芜地界提升至1级后解锁	
96	30007		1002025	96102	300			3	7	商店打折	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	（未激活）场间商店获得<color=#6495ED>95折</color>优惠	荒芜地界提升至1级后解锁	
97	30007	1	1002025	96102	500	[4]	['0.95']	3	7	商店打折	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	当前：场间商店获得<color=#6495ED>95折</color>优惠     下级：场间商店获得<color=#6495ED>9折</color>优惠	荒芜地界提升至1级后解锁	
98	30007	2	1002025	96102	800	[4]	['0.9']	3	7	商店打折	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	当前：场间商店获得<color=#6495ED>9折</color>优惠     下级：场间商店获得<color=#6495ED>85折</color>优惠	荒芜地界提升至1级后解锁	
99	30007	3	1002025	96102	1200	[4]	['0.85']	3	7	商店打折	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	当前：场间商店获得<color=#6495ED>85折</color>优惠     下级：场间商店获得<color=#6495ED>8折</color>优惠	荒芜地界提升至1级后解锁	
100	30007	4	1002025	96102	1800	[4]	['0.8']	3	7	商店打折	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	当前：场间商店获得<color=#6495ED>8折</color>优惠     下级：场间商店获得<color=#6495ED>75折</color>优惠	荒芜地界提升至1级后解锁	
101	30007	5	1002025			[4]	['0.75']	3	7	商店打折	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	当前：场间商店获得<color=#6495ED>75折</color>优惠	荒芜地界提升至1级后解锁	
102	30008		1002026	96102	200			3	8	后台维护	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	（未激活）获得灵感效率提升<color=#6495ED>5%</color>	国王城都I提升至1级后解锁	
103	30008	1	1002026	96102	400	[12]	['1.05']	3	8	后台维护	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	当前：获得灵感效率提升<color=#6495ED>5%</color>     下级：获得灵感效率提升<color=#6495ED>10%</color>	国王城都I提升至1级后解锁	
104	30008	2	1002026	96102	600	[12]	['1.1']	3	8	后台维护	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	当前：获得灵感效率提升<color=#6495ED>10%</color>     下级：获得灵感效率提升<color=#6495ED>15%</color>	国王城都I提升至1级后解锁	
105	30008	3	1002026	96102	800	[12]	['1.15']	3	8	后台维护	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	当前：获得灵感效率提升<color=#6495ED>15%</color>     下级：获得灵感效率提升<color=#6495ED>20%</color>	国王城都I提升至1级后解锁	
106	30008	4	1002026	96102	1000	[12]	['1.2']	3	8	后台维护	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	当前：获得灵感效率提升<color=#6495ED>20%</color>     下级：获得灵感效率提升<color=#6495ED>30%</color>	国王城都I提升至1级后解锁	
107	30008	5	1002026			[12]	['1.3']	3	8	后台维护	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	当前：获得灵感效率提升<color=#6495ED>30%</color>	国王城都I提升至1级后解锁	
108	30009		1002028	96102	200			3	9	好感提升	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	（未激活）获得华彩段效率提升<color=#6495ED>5%</color>	国王城都II提升至1级后解锁	
109	30009	1	1002028	96102	400	[13]	['1.05']	3	9	好感提升	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	当前：获得华彩段效率提升<color=#6495ED>5%</color>     下级：获得华彩段效率提升<color=#6495ED>10%</color>	国王城都II提升至1级后解锁	
110	30009	2	1002028	96102	600	[13]	['1.1']	3	9	好感提升	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	当前：获得华彩段效率提升<color=#6495ED>10%</color>     下级：获得华彩段效率提升<color=#6495ED>15%</color>	国王城都II提升至1级后解锁	
111	30009	3	1002028	96102	800	[13]	['1.15']	3	9	好感提升	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	当前：获得华彩段效率提升<color=#6495ED>15%</color>     下级：获得华彩段效率提升<color=#6495ED>20%</color>	国王城都II提升至1级后解锁	
112	30009	4	1002028	96102	1000	[13]	['1.2']	3	9	好感提升	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	当前：获得华彩段效率提升<color=#6495ED>20%</color>     下级：获得华彩段效率提升<color=#6495ED>30%</color>	国王城都II提升至1级后解锁	
113	30009	5	1002028			[13]	['1.3']	3	9	好感提升	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	当前：获得华彩段效率提升<color=#6495ED>30%</color>	国王城都II提升至1级后解锁	
