Id	MaxCount	Width	Height	Name	Icon	SmallIcon	Quality	Model	Desc	TypeId	LocateType	IsObstacle	SuitId	GainType	InitAttr	CreateTime	RandomGroupId	InteractRange	InteractWeight	InteractPos	InteractName	ReturnId	PicId	PicNum	MoneyNum	IlluminationSO	PointLight	BehaviorType	AttractBehaviorType	AnimationId	AttrTagY	FunitureBehaviorType	PutOnWidgetHight	HasBehavior	PosChangeType	PutNumType	IsDefaultLocked	PetId	ShowTimeStr
8940009		2	2	经年树桩	Assets/Product/Texture/Image/IconTools/IconDormForestChair002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormForestChair002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Forest/ForestChair002/ForestChair002.prefab	用了很久的树桩，已经长出了奇怪的蘑菇。	25009	1	1	15	2		1800	1	2		1			2269	1	2			['BENCH']	['GOBENCH']	1	1.0								
8940010		7	4	悠闲午后	Assets/Product/Texture/Image/IconTools/IconDormForestFloat001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormForestFloat001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Forest/ForestFloat001/ForestFloat001.prefab	放置着盆栽跟小点心的推车，“魔女阿姨”也许在推车里放着更多……	25010	1	1	15	2		1800	1						2270	1	2					1	1.0								
8940011		5	2	林间小径	Assets/Product/Texture/Image/IconTools/IconDormForestEasel001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormForestEasel001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Forest/ForestEasel001/ForestEasel001.prefab	一幅描绘林间小径的半成品油画，未干的油彩散发出奇妙的气味。	25011	1	1	15	2		1800	1						2271	1	2					1	1.0								
8940012		4	1	翻糖园篱	Assets/Product/Texture/Image/IconTools/IconDormForestFlowerbed001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormForestFlowerbed001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Forest/ForestFlowerbed001/ForestFlowerbed001.prefab	包裹着修剪整齐的绿色植物的白色园篱，不知道为什么散发出甜甜的味道……	25011	1	1	15	2		1800	1						2272	1	2					1	1.0								
8940013		1	1	甜蜜芬芳	Assets/Product/Texture/Image/IconTools/IconDormForestFlowerpot002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormForestFlowerpot002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Forest/ForestFlowerpot002/ForestFlowerpot002.prefab	散发着香甜味道的盆栽花朵。等等……这真的是花吗？	25011	1	1	15	2		1800	1						2273	1	2					1	1.0								
8940014		4	2	绿植花架	Assets/Product/Texture/Image/IconTools/IconDormForestShelf001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormForestShelf001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Forest/ForestShelf001/ForestShelf001.prefab	点缀着绿植的花架，架子上的植物不管什么时候看都不曾表现出要枯萎的样子。	25011	1	1	15	2		1800	1						2274	1	2					1	1.0								
8940015		1	1	白石立柱	Assets/Product/Texture/Image/IconTools/IconDormForestFlowerpot001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormForestFlowerpot001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Forest/ForestFlowerpot001/ForestFlowerpot001.prefab	用细细打磨的白色石材制造的立柱，立柱的顶端放着一小盆花植样的东西。	25011	1	1	15	2		1800	1						2275	1	2					1	1.0								
8940016		5	3	壁挂花池	Assets/Product/Texture/Image/IconTools/IconDormForestFlowerpot003.png	Assets/Product/Texture/Image/IconToolsSp/IconDormForestFlowerpot003Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Forest/ForestFlowerpot003/ForestFlowerpot003.prefab	点缀着鲜花和绿植的壁挂花池，散发着奇妙的香味。	25012	2		15	2		1800	1						2276	1	2					1	1.0								
8940017		9	9	碎花拼彩	Assets/Product/Texture/Image/IconTools/IconDormForestWindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormForestWindow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Forest/ForestWindow001/ForestWindow001.prefab	用各种颜色的碎玻璃拼成的窗户，透进来的光线也变成五颜六色的。	25012	2		15	2		1800	1						2277	1	2					1	1.0								
8950001				坠星吊顶	Assets/Product/Texture/Image/IconTools/IconDormSkuluomuStarry001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSkuluomuStarry001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/starry/Starry001/Starry001.prefab	挂满繁星的吊顶。使人仿若身置宇宙，星辰将在夜中守望，晨曦仍旧升起。	25003			16	2		1800	1						2278	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOstarry.asset				1	1.0								
8950002		4	8	休眠舱	Assets/Product/Texture/Image/IconTools/IconDormSkuluomuCapsule001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSkuluomuCapsule001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/starry/Capsule001/Capsule001.prefab	有着良好隔音的休眠舱，能够使在其中休眠的构造体快速祛除疲劳。	25005	1	1	17	2		1800	1	2		1			2279	1	2			['SLEEP']	['ATTRACT']	1	1.0								
8950003		6	8	银河之怀	Assets/Product/Texture/Image/IconTools/IconDormSkuluomuStarsBed001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSkuluomuStarsBed001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/starry/StarsBed001/StarsBed001.prefab	叠放整齐的床。被褥上缀满了星星样式的图案，躺在其中，就如同落入了银河的怀抱。	25005	1	1	16	2		1800	1	2		1			2280	1	2			['SLEEP']	['ATTRACT']	1	1.0								
8950004		3	1	武器柜	Assets/Product/Texture/Image/IconTools/IconDormSkuluomuWeaponsArk001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSkuluomuWeaponsArk001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/starry/WeaponsArk001/WeaponsArk001.prefab	用于收纳武器的柜子，被擦得一尘不染，摆放在其中的武器都被养护得很好。	25006	1	1	17	2		1800	1	2		1			2281	1	2			['CABINET']	['GOCABINET']	1	1.0								
8950005		6	3	多功能战术桌	Assets/Product/Texture/Image/IconTools/IconDormSkuluomuProjectionTable001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSkuluomuProjectionTable001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/starry/ProjectionTable001/ProjectionTable001.prefab	便于制定战术的办公桌。投影屏上是一盘未下完的棋局，不知道先前是谁在桌前对弈。	25007	1	1	17	2		1800	1						2282	1	2					1	1.0								
8950006		2	2	清洁能手	Assets/Product/Texture/Image/IconTools/IconDormSkuluomuSweepingRobot001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSkuluomuSweepingRobot001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/starry/SweepingRobot001/SweepingRobot001.prefab	功能齐全的扫地机器人。似乎是最新款，是谁摆在房间里的呢？	25011	1	1	17	2		1800	1						2283	1	2					1	1.0								
8950007		2	5	星空望远镜	Assets/Product/Texture/Image/IconTools/IconDormSkuluomuTelescope001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSkuluomuTelescope001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/starry/Telescope001/Telescope001.prefab	由科学理事会一部研制的天文望远镜。找到合适的角度，能够通过它望见如今的地球。	25011	1	1	16	2		1800	1						2284	1	2					1	1.0								
8950008		2	4	繁星挂灯	Assets/Product/Texture/Image/IconTools/IconDormSkuluomuStarsLamp001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSkuluomuStarsLamp001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/starry/StarsLamp001/StarsLamp001.prefab	吊有星星装饰的挂灯。当房间里有风时，星星会随风摆动。	25012	2		16	2		1800	1						2285	1	2					1	1.0								
8950009		9	9	星月夜窗	Assets/Product/Texture/Image/IconTools/IconDormSkuluomuStarsWindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSkuluomuStarsWindow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/starry/StarsWindow001/StarsWindow001.prefab	嵌在墙壁中的窗户。透过窗户，能够看到烂漫的星空，令人想起一副黄金时代的名画。	25012	2		16	2		1800	1						2286	1	2					1	1.0								
8950010		5	1	战术幕墙	Assets/Product/Texture/Image/IconTools/IconDormSkuluomuHolographic001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSkuluomuHolographic001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/starry/Holographic001/Holographic001.prefab	印有突击鹰小队标志的幕墙，简洁而结实，是突击鹰的专属家具。	25013	1	1	17	2		1800	1						2287	1	2					1	1.0								
8960001				实验室白墙	Assets/Product/Texture/Image/IconTools/IconDormMayWall.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayWallSp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayWall001/MayWall.prefab	模拟实验室质感的墙壁，似乎承载了一段空白的回忆。	25002			18	2		1800	1						2288	1	2					1	1.0						True		
8960002		9	2	九龙卧榻	Assets/Product/Texture/Image/IconTools/IconDormMayChair001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayChair001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayChair001/MayChair001.prefab	九龙传承的家具之一，古色古香，躺在上面很是惬意。若有雅兴，还能赏赏书简。	25004	1	1	18	2		1800	1	2		1			2289	1	2			['SIT']	['GOSOFA']	1	1.0						True		
8960003		7	4	仿军用休眠舱	Assets/Product/Texture/Image/IconTools/IconDormMayDormancy001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayDormancy001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayDormancy001/MayDormancy001.prefab	空中花园部分爱好者搭建的休眠舱，在大体架构上模仿度很高，甚至得到部分遗忘者的认可。	25005	1	1	18	2		1800	1	2		1			2290	1	2			['SLEEP']	['ATTRACT']	1	1.0						True		
8960004		7	4	制式军用休眠舱	Assets/Product/Texture/Image/IconTools/IconDormMayDormancy002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayDormancy002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayDormancy002/MayDormancy002.prefab	狭小但舒适的军用休眠舱，遗忘者的常用装备，在必要时可以在内部操控舱室移动。	25005	1	1	18	2		1800	1	2		1			2291	1	2			['SLEEP']	['ATTRACT']	1	1.0						True		
8960005		9	6	沙发床	Assets/Product/Texture/Image/IconTools/IconDormMayBed001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayBed001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayBed001/MayBed001.prefab	带有突击鹰小队标志的定制沙发，配备了全套寝具，可直接做睡床。	25005	1	1	18	2		1800	1	2		1			2292	1	2			['SLEEP']	['ATTRACT']	1	1.0						True		
8960006		4	2	阿迪莱工具柜	Assets/Product/Texture/Image/IconTools/IconDormMayWardrobe001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayWardrobe001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayWardrobe001/MayWardrobe001.prefab	标着阿迪莱商会标志的工具柜，包含工具服套装与维修工具组。	25006	1	1	18	2		1800	1	2		1			2293	1	2			['CABINET']	['GOCABINET']	1	1.0						True		
8960007		5	6	绘画桌	Assets/Product/Texture/Image/IconTools/IconDormMayTable001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayTable001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayTable001/MayTable001.prefab	绘画工具桌，见证了空中花园诸多流行平面视觉艺术的诞生。没有电子化功能，只用画笔描绘美。	25007	1	1	18	2		1800	1						2294	1	2					1	1.0						True		
8960008		8	2	维修台X68式	Assets/Product/Texture/Image/IconTools/IconDormMayServiceDesk001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayServiceDesk001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayServiceDesk001/MayServiceDesk001.prefab	灰鸦小队自主组建的维修台，有简单的维修工具、图纸与照灯。	25007	1	1	18	2		1800	1						2295	1	2					1	1.0						True		
8960009		8	2	维修台X69式	Assets/Product/Texture/Image/IconTools/IconDormMayServiceDesk002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayServiceDesk002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayServiceDesk002/MayServiceDesk002.prefab	为灰鸦小队准备的维修台，配备高清显示屏与扫描机能，能实时分析维修机械的运作状态。	25007	1	1	18	2		1800	1						2296	1	2					1	1.0						True		
8960010		4	2	简易料理台	Assets/Product/Texture/Image/IconTools/IconDormMayCooking001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayCooking001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayCooking001/MayCooking001.prefab	只有简易用具的料理台，使用起来并没有太大问题，但多少有些不便。	25007	1	1	18	2		1800	1						2297	1	2					1	1.0						True		
8960011		4	2	精致料理台	Assets/Product/Texture/Image/IconTools/IconDormMayCooking002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayCooking002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayCooking002/MayCooking002.prefab	有相当不错配置的料理台，上面时常摆放着难以描述的成品。	25007	1	1	18	2		1800	1						2298	1	2					1	1.0						True		
8960012		4	2	高级料理台	Assets/Product/Texture/Image/IconTools/IconDormMayCooking003.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayCooking003Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayCooking003/MayCooking003.prefab	配备齐全的料理台，上面的食物看起来非常可口，但请务必在专业人士的陪伴下品尝。	25007	1	1	18	2		1800	1						2299	1	2					1	1.0						True		
8960013		2	2	木人桩	Assets/Product/Texture/Image/IconTools/IconDormMayWood001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayWood001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayWood001/MayWood001.prefab	用于练习身法的木人桩，即使不在训练时间，也有人喜欢跟这个对练。	25011	1	1	18	2		1800	1						2300	1	2					1	1.0						True		
8960014		2	2	礼服基本款	Assets/Product/Texture/Image/IconTools/IconDormMayDress002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayDress002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayDress002/MayDress002.prefab	品牌礼服夏季基本款，以简洁设计配以考究细节，勾勒出少女的柔美。	25011	1	1	18	2		1800	1						2301	1	2					1	1.0						True		
8960015		2	2	礼服高定款	Assets/Product/Texture/Image/IconTools/IconDormMayDress003.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayDress003Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayDress003/MayDress003.prefab	品牌礼服夏秋高定款，大胆尝试的创新中透着不易外露的奢华，彰显出少女的色彩。	25011	1	1	18	2		1800	1						2302	1	2					1	1.0						True		
8960016		3	3	悬浮水母缸	Assets/Product/Texture/Image/IconTools/IconDormMayJellyfish001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayJellyfish001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayJellyfish001/MayJellyfish001.prefab	一尊鱼缸，水母在珊瑚堆起的假山间游弋，柔软轻飘的粉红，是谁送给少女的礼物？	25011	1	1	18	2		1800	1						2303	1	2					1	1.0						True		
8960017		3	3	全息星系模型	Assets/Product/Texture/Image/IconTools/IconDormMayGalaxy001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayGalaxy001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayGalaxy001/MayGalaxy001.prefab	模拟了银河星系的全息模型装置。渺茫星海，尽收掌心。其中游离的银晕，让人难以移开视线。	25011	1	1	18	2		1800	1						2304	1	2					1	1.0						True		
8960018		6	2	电掣摩托	Assets/Product/Texture/Image/IconTools/IconDormMayMotorcycle001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayMotorcycle001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayMotorcycle001/MayMotorcycle001.prefab	型号有些老旧，但依然威风凛凛的摩托车。车体被保养得很仔细，一些部件似乎被改装过。	25011	1	1	18	2		1800	1						2305	1	2					1	1.0						True		
8960019		3	3	极地枯木	Assets/Product/Texture/Image/IconTools/IconDormMayPotted001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayPotted001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayPotted001/MayPotted001.prefab	挂有北极航线联合特色灯饰的盆栽，寒冷的枯枝上点缀着些许暖意。	25011	1	1	18	2		1800	1						2306	1	2					1	1.0						True		
8960020		3	3	畅饮机·基本型	Assets/Product/Texture/Image/IconTools/IconDormMayDrinks001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayDrinks001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayDrinks001/MayDrinks001.prefab	搭载小型AI的饮料机，在用户需要时，会大张旗鼓地移动到用户身边，提供所需饮料。	25011	1	1	18	2		1800	1						2307	1	2					1	1.0						True		
8960021		3	3	畅饮机·供餐型	Assets/Product/Texture/Image/IconTools/IconDormMayDrinks002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayDrinks002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayDrinks002/MayDrinks002.prefab	升级款智能饮料机，在需要时能一边摆出形似游戏角色的酷炫造型，一边为用户端出零食小吃。	25011	1	1	18	2		1800	1						2308	1	2					1	1.0						True		
8960022		6	3	基础式电玩组机	Assets/Product/Texture/Image/IconTools/IconDormMayConsole002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayConsole002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayConsole002/MayConsole002.prefab	基础型的电玩组机，可以搭载大部分电子游戏，也可以组装到投影设备上。	25012	2		18	2		1800	1						2309	1	2					1	1.0						True		
8960023		7	4	家用式电玩组机	Assets/Product/Texture/Image/IconTools/IconDormMayConsole001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayConsole001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayConsole001/MayConsole001.prefab	家用式电子游戏主机，配备超大屏幕，给用户最具沉浸感游戏体验。	25012	2		18	2		1800	1						2310	1	2					1	1.0						True		
8960024		5	4	STAR架子鼓	Assets/Product/Texture/Image/IconTools/IconDormMayDrums001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayDrums001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayDrums001/MayDrums001.prefab	极具时尚感的架子鼓，坐在前面就让人总想抄起鼓槌痛快地打上一段节奏。	25011	1	1	18	2		1800	1						2311	1	2					1	1.0						True		
8960025		3	2	零食架	Assets/Product/Texture/Image/IconTools/IconDormMaySnacks001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMaySnacks001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MaySnacks001/MaySnacks001.prefab	小型储物架，塞满了各类口味独特的零食。全部尝下来会撑得吃不下饭。	25011	1	1	18	2		1800	1						2312	1	2					1	1.0						True		
8960026		3	3	随行留声机	Assets/Product/Texture/Image/IconTools/IconDormMayPhonograph001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayPhonograph001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayPhonograph001/MayPhonograph001.prefab	造型别致的机械宠物，古朴的留声机喇叭里播放着空中花园最近流行的宏大歌剧。	25011	1	1	18	2		1800	1						2313	1	2					1	1.0						True		
8960027		6	3	紫羽弓架	Assets/Product/Texture/Image/IconTools/IconDormMayBow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayBow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayBow001/MayBow001.prefab	挂在墙上的弓架，造型简约，总是围绕着一股清冷的气场。	25012	2		18	2		1800	1						2314	1	2					1	1.0						True		
8960028		5	3	白羽弓架	Assets/Product/Texture/Image/IconTools/IconDormMayBow002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayBow002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayBow002/MayBow002.prefab	挂在墙上的弓架，造型独特，让人很容易联想到一些圣洁的宗教故事。	25012	2		18	2		1800	1						2315	1	2					1	1.0						True		
8960029		7	9	全息烟火	Assets/Product/Texture/Image/IconTools/IconDormMayWindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayWindow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayWindow001/MayWindow001.prefab	全息投影窗框，能够模拟夜空下烟火的绽放，配以巨大的音效，注重展现炸裂的一刻。	25012	2		18	2		1800	1						2316	1	2					1	1.0						True		
8960030		7	10	全息控频烟火	Assets/Product/Texture/Image/IconTools/IconDormMayWindow002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayWindow002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayWindow002/MayWindow002.prefab	全息投影窗框，以高度仿真的声效与光效模拟夜空下的烟花，甚至能看清火药燃尽后落下的灰。	25012	2		18	2		1800	1						2317	1	2					1	1.0						True		
8960031		3	2	行程表	Assets/Product/Texture/Image/IconTools/IconDormMayPlate001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayPlate001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayPlate001/MayPlate001.prefab	一块显示板，详实地记录了某位优秀构造体本月内的行程与任务。	25012	2		18	2		1800	1						2318	1	2					1	1.0						True		
8960032		4	3	突击鹰调度表	Assets/Product/Texture/Image/IconTools/IconDormMayPlate002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayPlate002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayPlate002/MayPlate002.prefab	一块方正的显示板，收录了本月内突击鹰小队的任务分配与完成情况。	25012	2		18	2		1800	1						2319	1	2					1	1.0						True		
8960033		3	3	电影海报	Assets/Product/Texture/Image/IconTools/IconDormMayPosters001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayPosters001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayPosters001/MayPosters001.prefab	略有褪色的电影海报，很难分辨上面的色块是演员本身的装扮，还是谁留下的涂鸦。	25012	2		18	2		1800	1						2320	1	2					1	1.0						True		
8960034		8	6	STAR摇滚鼓组	Assets/Product/Texture/Image/IconTools/IconDormMusicDrums002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMusicDrums002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MusicDrums002/MusicDrums002.prefab	时尚感爆表的摇滚鼓组，专业度显而易见地高，要想在这鼓组前演奏可得做好体力耗尽的准备。	25011	1	1	18	2		1800	1						2370	1	2					1	1.0						True		
8960035		4	4	笼球仪	Assets/Product/Texture/Image/IconTools/IconDormSuperLivCageling001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSuperLivCageling001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/SuperLivCageling001/SuperLivCageling001.prefab	生命之星中市场能见到的，雕刻成鸽笼状的雕塑，为纪念一位英雄而设立。	25011	1	1	18	2		1800	1						2371	1	2					1	1.0						True		
8960036		3	4	鲸歌留声机	Assets/Product/Texture/Image/IconTools/IconDormMusicPhonograph001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMusicPhonograph001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MusicPhonograph001/MusicPhonograph001.prefab	鲸鱼模样的机械宠物，古朴却不失新颖的造型让人十分期待那道喇叭中会播放出怎样的音乐。	25011	1	1	18	2		1800	1						2372	1	2					1	1.0						True		
8960037		6	8	告解室	Assets/Product/Texture/Image/IconTools/IconDormMusicRoom001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMusicRoom001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MusicRoom001/MusicRoom001.prefab	“不用担心……有任何烦恼的话，都请你来这里和我一起商量。”	25011	1	1	18	2		1800	1	2		2			2373	1	2			['BIANKAPRAY']	['BIANKAGOPRAY']	1	1.0						True		
8960038		3	3	纯白礼服	Assets/Product/Texture/Image/IconTools/IconDormMayDress004.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayDress004Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayDress004/MayDress004.prefab	丽芙儿时曾经憧憬过的纯白色礼服，但现在，这份属于少女的情感已经被她埋藏心底。	25011	1	1	18	2		1800	1						2374	1	2					1	1.0						True		
8960039		3	3	瑞狮衔霓	Assets/Product/Texture/Image/IconTools/IconDormJanuaryPulao001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormJanuaryPulao001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/January/JanuaryPulao001/JanuaryPulao001.prefab	采用了全息影像技术和抽象派设计的霓虹灯摆件，原本的形象据说是某种代表祥瑞的巨兽。	25012	2		18	2		1800	1						2401	1	2					1	1.0						True		
8960040		5	9	充满帕瓦	Assets/Product/Texture/Image/IconTools/IconDormMayQishi001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayQishi001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/May/MayQishi001/MayQishi001.prefab	从七实座驾的原型机上拆下的座舱，旧物利用，升级为休息舱。躺进去小憩一会儿，就能充满力量！	25005	1	1	18	2		1800	1	2		1			2421	1	2			['SLEEP']	['ATTRACT']	1	1.0						True		
8970001		3	3	每日练习	Assets/Product/Texture/Image/IconTools/IconDormSummerBasketball001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSummerBasketball001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Summer/SummerBasketball001/SummerBasketball001.prefab	装满了练习用篮球的移动仓储笼。每个篮球上都布满了汗水，没有什么努力可以被忽视。	25011	1	1	19	2		1800	1						2321	1	2					1	1.0								
8970002		19	5	书写青春	Assets/Product/Texture/Image/IconTools/IconDormSummerBlackboard001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSummerBlackboard001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Summer/SummerBlackboard001/SummerBlackboard001.prefab	写有“校园祭”大字的黑板。在这里写下的一切，便是青春的记录。	25012	2		19	2		1800	1						2322	1	2					1	1.0								
8970003		3	3	清新空气	Assets/Product/Texture/Image/IconTools/IconDormSummerBox001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSummerBox001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Summer/SummerBox001/SummerBox001.prefab	朴素的空气清新机。教室里燥热的空气，需要清新一下了。	25011	1	1	19	2		1800	1						2323	1	2					1	1.0								
8970004		6	3	纸箱堆砌	Assets/Product/Texture/Image/IconTools/IconDormSummerBox002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSummerBox002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Summer/SummerBox002/SummerBox002.prefab	堆积在一起的纸箱。被分门别类写好标签的纸箱，记得放在不会碍事的地方啊。	25011	1	1	19	2		1800	1						2324	1	2					1	1.0								
8970005		3	3	后备物资	Assets/Product/Texture/Image/IconTools/IconDormSummerCarryingcase001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSummerCarryingcase001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Summer/SummerCarryingcase001/SummerCarryingcase001.prefab	装着校园祭备用物资的置物箱。凡事都要做好后备方案，无论如何都要让校园祭完满成功，Fight！	25011	1	1	19	2		1800	1						2325	1	2					1	1.0								
8970006				手工彩旗	Assets/Product/Texture/Image/IconTools/IconDormSummerCeiling.png	Assets/Product/Texture/Image/IconToolsSp/IconDormMayPosters001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Summer/SummerCeiling/SummerCeiling.prefab	串成串的三角小彩旗。是大家亲手做的装饰品，用它们让校园祭热闹起来吧。	25003			19	2		1800	1						2326	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOSummer.asset				1	1.0								
