Id	FurnitureId	ExtraAttrId	AdditionId	Quality	Name
8983005	8983005	100001	114		王室床
8983006	8983006	100001	114		王室书柜
8983007	8983007	100001	114		王室梳妆台
8983008	8983008	100001	114		王室点心桌
8983009	8983009	100001	114		王室茶桌
8983010	8983010	100001	114		王室书桌
8983011	8983011	100003	114		王室靠背椅
8983012	8983012	100003	114		王室椅子
8983013	8983013	100002	114		王室立灯
8983014	8983014	100002	114		王室小火炉
8983015	8983015	100002	114		王室香案
8983016	8983016	100004	114		王室窗子1
8983017	8983017	100004	114		王室窗子2
8983018	8983018	100004	114		王室挂画
8983019	8983019	100004	114		王室屏风1
8983020	8983020	100004	114		王室屏风2-左
8983021	8983021	100004	114		王室屏风2-右
8983022	8983022	100002	114		曲专属家具
8983023	8983023	100002	114		黑胶唱片特典家具
8983024	8983024	100001	114		冬日暖暖沙发
8983025	8983025	100003	114		冬日暖暖板凳
8983026	8983026	100001	114		冬日暖暖手边桌
8983027	8983027	100002	114		冬日暖暖毛绒灯
8983028	8983028	100002	114		冬日暖暖壁炉
8983029	8983029	100004	114		冬日飘雪窗口
8983030	8983030	100001	114		熊熊售卖台
8983031	8983031	100001	114		熊熊料理台
8983032	8983032	100001	114		熊熊原料冰箱
8983033	8983033	100001	114		熊熊餐桌
8983034	8983034	100003	114		熊熊面包椅
8983035	8983035	100001	114		熊熊面包陈列柜
8983036	8983036	100001	114		熊熊面包工作台
8983037	8983037	100001	114		布偶熊专属家具
8983038	8983038	100001	114		海底水疗天花板
8983039	8983039	100001	114		海底水疗墙壁[特效]
8983040	8983040	100001	114		海底水疗地板
8983041	8983041	100002	114		海底水疗前台
8983042	8983042	100001	114		海底水疗床A
8983043	8983043	100001	114		海底水疗床B
8983044	8983044	100001	114		海底水疗沙地
8983045	8983045	100002	114		海底水疗浴盆
8983046	8983046	100001	114		海底水疗单人沙发
8983047	8983047	100001	114		海底水疗桌子
8983048	8983048	100002	114		海底水疗公仔
8983049	8983049	100004	114		海底水疗挂件A
8983050	8983050	100004	114		海底水疗挂件B
8983051	8983051	100002	114		海底水疗立灯
8983052	8983052	100004	114		海底水疗隔板
8983053	8983053	100002	114		海底水疗珊瑚
8983054	8983054	100001	114		海底水疗柜子
8983055	8983055	100002	114		露娜小恶魔摆件
8983056	8983056	100002	114		联动家具猫爬架
8983057	8983057	100002	114		联动家具地面猫抓板
8983058	8983058	100002	114		联动家具立式猫抓板
8983059	8983059	100001	114		咖啡厅天花板
8983060	8983060	100001	114		咖啡厅墙壁
8983061	8983061	100001	114		咖啡厅地板
8983062	8983062	100004	114		咖啡厅窗台
8983063	8983063	100003	114		咖啡厅椅子
8983064	8983064	100001	114		咖啡厅车吧台
8983065	8983065	100002	114		咖啡厅绿植盆栽
8983066	8983066	100002	114		咖啡厅告示牌
8983067	8983067	100001	114		咖啡厅圆桌
8983068	8983068	100001	114		咖啡厅木沙发
8983069	8983069	100002	114		咖啡厅瓶瓶罐罐杂货柜
8983070	8983070	100002	114		咖啡厅CD杂货柜
8983071	8983071	100004	114		咖啡厅墙饰
8983072	8983072	100001	114		布丽姬特柜子
8983073	8983073	100001	114		拉弥亚单人沙发
8983074	8983074	100001	114		天花板
8983075	8983075	100001	114		墙壁
8983076	8983076	100001	114		地板
8983077	8983077	100001	114		桌子A——备料台
8983078	8983078	100001	114		桌子B——制作台
8983079	8983079	100001	114		桌子C——售卖台
8983080	8983080	100002	114		国风赛博电台
8983081	8983081	100001	114		柜子
8983082	8983082	100002	114		隔板A
8983083	8983083	100002	114		隔板B
8983084	8983084	100002	114		摆件A
8983085	8983085	100002	114		摆件B
8983086	8983086	100002	114		摆件C
8983087	8983087	100001	114		床
8983088	8983088	100003	114		板凳
8983089	8983089	100002	114		立灯
8983090	8983090	100004	114		挂件-货架
8983091	8983091	100004	114		挂件-灯
8983092	8983092	100002	114		S含英摆件
8983093	8983093	100001	114		软包床
8983094	8983094	100001	114		单人沙发
8983095	8983095	100001	114		桌子
8983096	8983096	100001	114		柜子
8983097	8983097	100002	114		摆件
8983098	8983098	100002	114		水帘
8983099	8983099	100002	114		菜地
8983100	8983100	100001	114		仓库
8983101	8983101	100002	114		胡萝卜风车
8983102	8983102	100001	114		胡萝卜床
8983103	8983103	100001	114		胡萝卜柜子
8983104	8983104	100003	114		胡萝卜单人沙发
8983105	8983105	100001	114		S万事——柜子
8983106	8983106	100001	114		天花板
8983107	8983107	100001	114		墙壁
8983108	8983108	100001	114		地板
8983109	8983109	100001	114		床
8983110	8983110	100001	114		沙发
8983111	8983111	100003	114		椅子
8983112	8983112	100001	114		柜子
8983113	8983113	100001	114		桌子
8983114	8983114	100003	114		矮柜A
8983115	8983115	100003	114		矮柜B
8983116	8983116	100002	114		摆件A
8983117	8983117	100002	114		摆件B
8983118	8983118	100004	114		隔断A
8983119	8983119	100004	114		隔断B
8983120	8983120	100004	114		挂件A
8983121	8983121	100004	114		挂件B
8983122	8983122	100004	114		挂件C
8983123	8983123	100004	114		挂件D
8983124	8983124	100004	114		挂件E
8983125	8983125	100001	114		露西亚——单人沙发
8983126	8983126	100001	114		实验柜
8983127	8983127	100002	114		注射器摆件
8983128	8983128	100002	114		黑板
8983129	8983129	100001	114		试验台
8983130	8983130	100003	114		椅子
8983131	8983131	100004	114		隔离墙
8983132	8983132	100002	114		动感单车
8983133	8983133	100002	114		跑步机
8983134	8983134	100001	114		卧推器械
8983135	8983135	100002	114		沙袋
8983136	8983136	100003	114		高位下拉器械
8983137	8983137	100001	114		哑铃架
8983138	8983138	100003	114		6臂器械推胸
8983139	8983139	100001	114		薯片沙发
8983140	8983140	100001	114		机甲床
8983141	8983141	100001	114		机甲柜子
8983142	8983142	100003	114		机甲椅子
8983143	8983143	100002	114		机甲翅膀
8983144	8983144	100002	114		七实武器
8983145	8983145	100002	114		机甲摆件
8983146	8983146	100001	114		床
8983147	8983147	100001	114		柜子
8983148	8983148	100001	114		沙发
8983149	8983149	100002	114		物件
8983150	8983150	100004	114		挂饰1
8983151	8983151	100004	114		挂饰2
8983152	8983152	100002	114		星球摆件
8983153	8983153	100001	114		天花板
8983154	8983154	100001	114		墙壁
8983155	8983155	100001	114		地板
8983156	8983156	100001	114		床
8983157	8983157	100001	114		浆果树
8983158	8983158	100002	114		摆件A
8983159	8983159	100002	114		摆件B
8983160	8983160	100001	114		单人沙发
8983161	8983161	100002	114		桌子
8983162	8983162	100002	114		龙猫仓库
8983163	8983163	100002	114		椰子加工站
8983164	8983164	100002	114		月亮泉水
8983165	8983165	100001	114		伊什梅尔的王座
8983166	8983166	100001	114		床
8983167	8983167	100001	114		柜子
8983168	8983168	100003	114		椅子
8983169	8983169	100002	114		物件
8983170	8983170	100004	114		挂件A
8983171	8983171	100004	114		挂件B
8983172	8983172	100001	114		摩登床
8983173	8983173	100001	114		摩登柜子
8983174	8983174	100001	114		摩登沙发
8983175	8983175	100002	114		摩登物件1
8983176	8983176	100002	114		摩登物件2
8983177	8983177	100004	114		摩登挂饰1
8983178	8983178	100002	114		伞架
8983179	8983179	100001	114		天花板
8983180	8983180	100001	114		墙
8983181	8983181	100001	114		地板
8983182	8983182	100002	114		指挥台
8983183	8983183	100001	114		床
8983184	8983184	100001	114		沙发
8983185	8983185	100003	114		椅子
8983186	8983186	100002	114		横笛
8983187	8983187	100002	114		单簧管
8983188	8983188	100002	114		大提琴
8983189	8983189	100002	114		小提琴
8983190	8983190	100002	114		茶几
8983191	8983191	100001	114		柜子
8983192	8983192	100002	114		钢琴
8983193	8983193	100001	114		床
8983194	8983194	100001	114		沙发
8983195	8983195	100001	114		柜子
8983196	8983196	100002	114		物件A
8983197	8983197	100002	114		物件B
8983198	8983198	100004	114		挂件
8983199	8983199	100001	114		床
8983200	8983200	100003	114		椅子
8983201	8983201	100001	114		柜子
8983202	8983202	100002	114		物件A
8983203	8983203	100002	114		物件B
8983204	8983204	100004	114		挂件
8983205	8983205	100002	114		残念瓶
8983206	8983206	100002	114		阿鸭拍手器
8983207	8983207	100002	114		阿鸭快递箱
8983208	8983208	100002	114		阿鸭摄影棚
8983209	8983209	100001	114		床
8983210	8983210	100001	114		沙发
8983211	8983211	100003	114		椅子
8983212	8983212	100001	114		柜子
8983213	8983213	100001	114		桌子
8983214	8983214	100004	114		挂件
8983215	8983215	100001	114		龙窝
8983216	8983216	100003	114		椅子
8983217	8983217	100001	114		置物架
8983218	8983218	100002	114		物件A
8983219	8983219	100002	114		物件B
8983220	8983220	100004	114		挂件
8983221	8983221	100001	114		女武神长沙发
8983222	8983222	100002	114		深红囚影：刀架
8983223	8983223	100002	114		仰光：悬浮浴缸
8983224	8983224	100001	114		塑料床
8983225	8983225	100001	114		塑料沙发
8983226	8983226	100003	114		塑料椅子
8983227	8983227	100001	114		塑料柜子
8983228	8983228	100001	114		塑料桌子
8983229	8983229	100004	114		挂件
8983230	8983230	100001	114		床
8983231	8983231	100003	114		椅子
8983232	8983232	100001	114		柜子
8983233	8983233	100002	114		物件A
8983234	8983234	100002	114		物件B
8983235	8983235	100002	114		物件C
8983236	8983236	100001	114		天花板
8983237	8983237	100001	114		墙
8983238	8983238	100001	114		地板
8983239	8983239	100001	114		床
8983240	8983240	100001	114		沙发
8983241	8983241	100003	114		椅子
8983242	8983242	100001	114		书桌
8983243	8983243	100002	114		大摆件
8983244	8983244	100002	114		围栏1
8983245	8983245	100002	114		围栏2
8983246	8983246	100001	114		化妆桌
8983247	8983247	100002	114		灯
8983248	8983248	100001	114		柜子
8983249	8983249	100002	114		比安卡蛇杖
8983250	8983250	100002	114		休闲露营
8983251	8983251	100001	114		沙发
8983252	8983252	100001	114		桌子
8983253	8983253	100002	114		摆件
8983254	8983254	100002	114		招牌立牌
8983255	8983255	100002	114		女仆衣服
8983256	8983256	100001	114		柜子
8983257	8983257	100001	114		王座
8983258	8983258	100001	114		床
8983259	8983259	100001	114		柜子
8983260	8983260	100003	114		椅子
8983261	8983261	100001	114		桌子
8983262	8983262	100002	114		装饰
8983263	8983263	100003	114		缝纫机组合
8983264	8983264	100001	114		沙发
8983265	8983265	100001	114		桌子
8983266	8983266	100002	114		摆件1
8983267	8983267	100002	114		摆件2
8983268	8983268	100004	114		挂饰
8983269	8983269	100001	114		柜子
8983270	8983270	100001	114		沙发
8983271	8983271	100001	114		床
8983272	8983272	100001	114		柜子
8983273	8983273	100002	114		物件
8983274	8983274	100001	114		桌子
8983275	8983275	100004	114		挂件
8983276	8983276	100002	114		龙灯
8983277	8983277	100002	114		谧时轻华
8983278	8983278	100002	114		极速漂移
8983279	8983279	100001	114		沙发
8983280	8983280	100001	114		沙发
8983281	8983281	100001	114		床
8983282	8983282	100001	114		柜子
8983283	8983283	100001	114		柜子
8983284	8983284	100002	114		物件
8983285	8983285	100004	114		挂饰
8983286	8983286	100001	114		沙发
8983287	8983287	100001	114		床
8983288	8983288	100001	114		柜子
8983289	8983289	100002	114		物件
8983290	8983290	100003	114		椅子
8983291	8983291	100004	114		挂饰
8983292	8983292	100002	114		物件
8983293	8983293	100001	114		天花板
8983294	8983294	100001	114		墙
8983295	8983295	100001	114		地板
8983296	8983296	100001	114		床
8983297	8983297	100001	114		柜子
8983298	8983298	100001	114		桌子
8983299	8983299	100002	114		物件
8983300	8983300	100002	114		物件
8983301	8983301	100002	114		物件
8983302	8983302	100002	114		物件
8983303	8983303	100002	114		物件
8983304	8983304	100002	114		物件
8983305	8983305	100001	114		地板
8983306	8983306	100004	114		挂饰
8983307	8983307	100001	114		沙发
8983308	8983308	100002	114		物件
8983309	8983309	100002	114		物件
8983310	8983310	100001	114		柜子
