Id	Type	ShowType	GetShowType	ConditionId	Name	Desc	Icon	BgColor	Duration	Params
324051	8	1	1		雪松商店开业促销	{0}回合内，每回合开始时，朵莉烘焙的利润{2}，效果结束时清空加成	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	4	[1, 324052, 324052, 324052, 324052]
324052	10	1	1		雪松商店开业促销	朵莉烘焙的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	4	[3, 2, 113]
324053	8				雪松商店开业促销	{0}回合后，清除促销带来的利润BUFF			4	[4, 324054]
324054	9				雪松商店开业促销	清除促销带来的利润BUFF				[324052]
324061	1	1	1		雪松商店开业促销	{0}回合内，客流量量{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	2	[101, 3]
324071	10	1	1		雪松商店开业促销	{0}回合内，前往外圈店铺的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[1, 2500, 211, 221, 231, 241]
400011	7				新潮流	朵莉烘焙的原料喜好大幅变化				[0, 6]
400021	7				新潮流	朵莉烘焙的原料喜好小幅变化				[0, 1]
400031	7				新潮流	朵莉烘焙的利润改变				[1, 0]
400041	5				新潮流	改变梵希食品的厨师喜好				[0, 1, 0, 0, 0]
400051	5				新潮流	改变梵希食品的所有配料喜好				[0, 0, 1, 1, 1]
400061	5				新潮流	改变梵希食品的利润喜好				[1, 0, 0, 0, 0]
400071	4				新潮流	随机一个店铺的喜好改变				[1, 111, 112, 113]
400081	3				新潮流	全部店铺的喜好改变				[111, 112, 113]
400091	3				新潮流	梵希食品的喜好完全改变				[111]
400101	6				新潮流	茵泰百货的随机2个商品喜好改变				[0, 2]
400111	6				新潮流	茵泰百货的随机1个商品利润喜好改变				[1, 1]
400121	3				新潮流	茵泰百货的喜好完全改变				[112]
511011	2	2			突发事件奖励	获得30公共储金				[30]
511021	2	2			突发事件奖励	获得50公共储金				[50]
511031	2	2			突发事件奖励	获得70公共储金				[70]
511041	2	2			突发事件奖励	获得5公共储金				[5]
511051	2	2			突发事件奖励	获得10公共储金				[10]
511061	2	2			突发事件奖励	获得20公共储金				[20]
511071	1	2			突发事件奖励	获得5氛围值				[103, 5]
511081	1	2			突发事件奖励	获得10氛围值				[103, 10]
512011	1	2			突发事件奖励	获得1氛围值				[103, 1]
512012	8	1	1		突发事件奖励	下回合开始时，失去{2}公共储金	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	AD0023	1	[1, 512013]
512013	2	2			突发事件奖励	失去70公共储金				[-70]
512021	2	2			突发事件奖励	立即获得200公共储金，下一回合扣除250公共储金				[200]
512022	8	1	1		突发事件奖励	下回合开始时，失去{2}公共储金	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	AD0023	1	[1, 512023]
512023	2	2			突发事件奖励	失去250公共储金				[-250]
512031	10	1	1		突发事件奖励	内圈店铺建造消耗永久{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00		[5, -500, 111, 112, 113, 121, 122, 131, 132]
512041	10	1	1		突发事件奖励	内圈店铺升级消耗永久{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	AD0023		[6, 500, 111, 112, 113, 121, 122, 131, 132]
512051	10	1	1		突发事件奖励	{0}回合内，外圈店铺的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 5, 211, 221, 231, 241]
512061	10	1	1		突发事件奖励	{0}回合内，内圈店铺的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 5, 111, 112, 113]
512071	1	2			突发事件奖励	扣除5氛围值				[103, -5]
512081	1	1	1		突发事件奖励	{0}回合内，满意度{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconFavorabilityLevel.png	287B00	3	[105, 5]
513011	2	2			突发事件奖励	立即获得25公共储金				[25]
513021	8	1	1		突发事件奖励	下个回合，获得{2}公共储金	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	1	[1, 513022]
513022	2	2			突发事件奖励	100公共储金				[100]
513031	2	2			突发事件奖励	立即扣除100公共储金，下一回合获得150公共储金				[-100]
513032	8	1	1		突发事件奖励	下回合开始时，失去{2}公共储金	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	1	[1, 513033]
513033	2	2			突发事件奖励	加150公共储金				[150]
513041	10	1	1		突发事件奖励	本回合内圈店铺升级消耗减少{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	AD6600	2	[6, -2000, 111, 112, 113, 121, 122, 131, 132]
513051	1	1	1		突发事件奖励	{0}回合内，运营阶段出现顾客小费的次数{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconFavorabilityLevel.png	AD0023	3	[201, 2]
513061	10	1	1		突发事件奖励	{0}回合内，内圈店铺的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 8, 111, 112, 113]
513071	10	1	1		突发事件奖励	{0}回合内，内圈店铺的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[4, 3000, 111, 112, 113]
513081	10	1	1		突发事件奖励	{0}回合内，前往内圈店铺的客人{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00	3	[2, 2000, 111, 112, 113, 121, 122, 131, 132]
514011	1	2			突发事件奖励	立刻获得2客流量				[101, 2]
514021	10	1	1		突发事件奖励	前往朵莉烘焙的客人+15%	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconPassengerFlow.png	287B00		[1, 1500, 113]
514031	1	2			突发事件奖励	立刻获得5氛围值				[103, 5]
514041	1	2			突发事件奖励	降低8%氛围值				[104, -800]
514051	10	1	1		突发事件奖励	{0}回合内，外圈店铺的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 5, 211, 221, 231, 241]
514061	10	1	1		突发事件奖励	{0}回合内，内圈店铺的利润{1}	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	3	[3, 5, 111, 112, 113]
514071	2	2			突发事件奖励	立即获得25公共储金				[25]
514081	8	1	1		突发事件奖励	下回合开始时，获得{2}公共储金	Assets/Product/Texture/Atlas/BigWorld/SkyGarden/UiSkyGardenShoppingStreet/Icon/UiSkyGardenShoppingStreetTargetIconIncome.png	287B00	1	[1, 514082]
514082	2	2			突发事件奖励	100公共储金				[100]
500011	2	2			突发事件奖励	获得30公共储金				[30]
500021	2	2			突发事件奖励	获得50公共储金				[50]
500031	2	2			突发事件奖励	获得70公共储金				[70]
500041	2	2			突发事件奖励	获得5公共储金				[5]
500051	2	2			突发事件奖励	获得10公共储金				[10]
500061	2	2			突发事件奖励	获得20公共储金				[20]
500071	1	2			突发事件奖励	获得5氛围值				[103, 5]
500081	1	2			突发事件奖励	获得10氛围值				[103, 10]
500091	1	2			突发事件奖励	获得1氛围值				[103, 1]
501011	2	2			突发事件高级奖励	获得45公共储金				[45]
501021	2	2			突发事件高级奖励	获得75公共储金				[75]
501031	2	2			突发事件高级奖励	获得105公共储金				[105]
501041	2	2			突发事件高级奖励	获得8公共储金				[8]
501051	2	2			突发事件高级奖励	获得15公共储金				[15]
501061	2	2			突发事件高级奖励	获得30公共储金				[30]
501071	1	2			突发事件高级奖励	获得8氛围值				[103, 8]
501081	1	2			突发事件高级奖励	获得15氛围值				[103, 15]
501091	1	2			突发事件高级奖励	获得2氛围值				[103, 2]
