Id	Desc	IsQualityColor
329	进入必杀技范围内的友方角色暴击伤害提升	
330	释放必杀后触发超算并且获得信号球	
331	格挡成功时根据消球数造成伤害	
332	格挡成功时获得额外必杀能量	
333	使用两次三消即可触发核心被动，核心被动持续时间延迟角色物理伤害提升	
334	释放旋火弹时额外回复必杀能量	
335	核心被动结束后触发超算并获得信号球	
336	分身伤害提升	
337	释放必杀后触发超算空间并获得信号球	
338	释放必杀技时生成雷电区域，区域会聚集怪物，在区域内黎明雷属性伤害提升	
339	雷域造成伤害时回复必杀能量	
340	受到流光治疗的角色普攻也会附带引雷效果	
341	释放豁免空间额外回复必杀能量	
342	触发核心被动时将额外发射一枚炮弹，空间领主伤害提升	
343	释放后跳射击后获得信号球	
344	核心-空间领主额外伤害加成提升；释放电力感应后，获得信号球。	
345	转移充能持续时间延长，在此期间武器自动攻击敌人	
346	不在必杀-阿卡迪亚之门期间释放光罚造成伤害时，获得必杀能量。	
347	释放必杀-阿卡迪亚之门后触发超算空间，获得信号球。	
348	处于必杀-一体双心的暗影状态下时，根据能量获得伤害加成	
349	消球获得额外必杀能量	
350	暗能在后台时，每秒恢复必杀能量。	
351	必杀-大地伤痕额外喷射6道激光，激光命中后会标记敌人，被标记单位受到伤害时，对附近的敌人造伤害	
352	处于核心-强化状态时，消球会获得额外获得必杀能量	
353	释放必杀-大地伤痕后触发超算空间，获得信号球。	
354	释放必杀-脉冲后，处于超频状态时，脉冲额外伤害加成提升	
355	释放必杀-脉冲后，超频状态持续时间延长	
356	释放必杀-脉冲后触发超算空间，获得信号球。	
357	消除剑意球释放剑气时，对第一个目标5米内的单位额外造成伤害；剑意球暴击伤害提升	
358	释放必杀-渊裂之术后触发超算空间，获得信号球，自身暴击率提升	
359	剑意球物理伤害提升核心-剑意状态下每消耗一枚剑意球，概率额外获得一枚剑意球。	
360	敌人身上每把影刃额外造成伤害	
361	释放必杀-超星爆发后触发超算空间，获得信号球，自身额外伤害加成提升	
362	触发核心-寰宇震荡后，恢复必杀能量，自身暗属性伤害提升	
363	释放核心-矢量色块时会在前方生成黑洞，对黑洞范围内的敌人造成伤害。	
364	释放核心-矢量色块的蓄力重击后触发超算空间，并获得必杀能量。	
365	释放任意三消时，额外恢复必杀能量。	
366	处于核心-狙击状态下时，每次射击有概率额外发射箭矢，真理额外伤害加成提升	
367	进入核心-狙击状态时，获得信号球。	
368	处于核心-狙击状态下时，每支雷电箭矢额外造成伤害，并有概率获得一枚信号球。	
369	拾取能量球时，对范围内敌人造成伤害。	
370	释放必杀-聚合爆破时，额外掉落能量球。	
371	拾取能量球时，额外恢复必杀能量。	
372	触发核心-弧光之盾时，有概率获得信号球。	
373	核心-弧光之盾的护盾存在时，每秒恢复必杀能量。	
374	必杀-雷霆充能结束后触发超算空间，获得信号球。	
375	在核心-极寒形态中消球时，有概率额外获得同色信号球，且每次消球使必杀-刹那冰华基础伤害提升	
376	在核心-极寒形态中消球时，恢复被动能量值。	
377	释放必杀-刹那冰华后，有概率直接进入满能量极寒形态，且信号球将按照3消规则重新排列。	
378	自身受到治疗效果时，恢复超频值。释放核心-质量残像的核心攻击时	
379	释放必杀-暗域力场后，每秒恢复全队生命值	
380	释放核心-质量残像的核心攻击时，恢复必杀能量。	
381	释放必杀-本能解放时，清空所有信号球提升自身暗属性伤害提升	
382	非狂嗜状态下，会获得狂气和三消信号球。	
383	非狂嗜状态下，会获得必杀值和三消信号球。	
384	释放任意三消和必杀时，额外消耗能量点；提升凛冽额外伤害	
385	释放核心-广域电磁炮时，获得必杀能量。	
386	释放必杀-涤罪之枪后，获得随机信号球。	
387	处于核心-意识凝结状态下，消除信号球造成伤害时使敌人进入凝结状态，处于凝结状态的敌人受到普通攻击时额外承受物理伤害，并解除凝结状态。	
388	处于核心-意识凝结状态下，消除信号球额外获得必杀能量。	
389	处于核心-意识凝结状态下，消除信号球同调值消耗降低	
390	必杀-无形之式期间普攻即可触发必杀-流转之潮，在此期间，必杀-流转之潮伤害提升	
391	不处于必杀-无形之式时，每秒恢复必杀能量。	
392	必杀-无形之式期间，释放追击球时，额外恢复必杀能量。	
393	释放必杀-终焉降临时，有概率直接进入满湮灭值的核心-湮灭状态，并恢复必杀能量	
394	进入核心-湮灭状态时，每次释放湮灭球有概率获得湮灭球。	
395	释放必杀-终焉降临后触发超算空间，获得同色信号球。	
396	战斗姿态下附带的额外剑气伤害提升<color=#0d70bd>{0}%</color>(<color=#0d70bd>{3}</color>力量)	
397	队伍中的2B，9S，A2的攻击力提升4%	
398	队伍中的2B，9S，A2的攻击力提升8%	
399	队伍中的2B，9S，A2的攻击力提升12%	
400	队伍中的2B，9S，A2的攻击力提升16%	
401	队伍中的2B，9S，A2暴击率提高5%	
402	队伍中的2B，9S，A2暴击率提高10%	
403	队伍中的2B，9S，A2暴击率提高15%	
404	队伍中的2B，9S，A2暴击率提高20%	
405	点击超频指示器召唤pod辅助机造成的伤害提升<color=#0d70bd>{0}%</color>(<color=#0d70bd>{3}</color>力量)	
406	队伍中的2B，9S，A2的额外伤害减免提升5%	
407	队伍中的2B，9S，A2的额外伤害减免提升10%	
408	队伍中的2B，9S，A2的额外伤害减免提升15%	
409	队伍中的2B，9S，A2的额外伤害减免提升20%	
410	队伍中的2B，9S，A2的受治疗量提升5%	
411	队伍中的2B，9S，A2的受治疗量提升10%	
412	队伍中的2B，9S，A2的受治疗量提升15%	
413	队伍中的2B，9S，A2的受治疗量提升20%	
414	POD机发射的追踪弹伤害提升<color=#0d70bd>{0}%</color>(<color=#0d70bd>{3}</color>力量)	
415	队伍中的2B，9S，A2的闪避上限提高100点	
416	队伍中的2B，9S，A2的闪避上限提高200点	
417	队伍中的2B，9S，A2的闪避上限提高300点	
418	队伍中的2B，9S，A2的闪避上限提高400点	
419	队伍中的2B，9S，A2的物理伤害提升4%	
420	队伍中的2B，9S，A2的物理伤害提升8%	
421	队伍中的2B，9S，A2的物理伤害提升12%	
422	队伍中的2B，9S，A2的物理伤害提升16%	
423	普攻-战术射击造成伤害后会叠加层，核心-绽放射击造成伤害时会消耗层数，每层额外造成冰属性伤害。	
424	若核心-绽放射击触发超算空间，则额外恢复必杀能量。	
425	释放必杀-零点绽放后，冰属性伤害提升	
426	处于必杀-意识海混乱形态时，断奏球基础伤害提升，消除断奏球有概率额外获得一枚断奏球。	
427	退出必杀-意识海混乱形态时，获得三消信号球。	
428	处于必杀-意识海混乱形态时，每次消除断奏球有概率获得断奏球。	
429	荣光之盾存在时，荣光普攻造成伤害时会额外造成伤害。	
430	退出核心-寒魄状态时，立即获得荣光之盾。	
431	处于核心-寒魄状态时，寒魄侵蚀持续吸引周围敌人 且每秒额外伤害。	
432	触发核心共鸣脉冲时，额外伤害加成提升，协助子机造成伤害时，附加在场角色攻击力的伤害。	
433	触发核心-强制闪避时，恢复必杀能量。	
434	释放必杀-影棱坍缩后，获得三消信号球。	
435	核心-降雷坠会在原地留下旗帜，每秒对范围内的所有目标造成伤害	
436	释放核心-降雷坠时，恢复必杀能量。	
437	释放必杀-耀枪贯闪时，获得随机信号球。	
438	释放任意三消后，必杀-无线牢笼冰属性伤害提升	
439	每次遗忘信号球时，额外获得信号球。	
440	释放必杀-无线牢笼时，获得随机信号球。	
441	处于核心-超维空间时，超刻伤害提升	
442	释放必杀-时序终焉后，核心-超维空间冷却时间缩短	
443	释放必杀-时序终焉后，获得信号球。	
444	解锁角色S-2S技能，并获得信号球。	
445	解锁角色S-2S技能，并获得1组信号球。	
446	场上角色死亡后将会原地复活	
447	其他角色的生命值上限会提升携带插件角色最大生命值	
448	其他角色的攻击力会提升携带插件角色攻击力	
449	装甲型角色穿戴时QTE上场会为场上角色添加护盾，护盾存在期间角色获得霸体。	
450	辅助与增幅型角色穿戴时QTE为场上角色增加场上角色攻击力	
451	进攻与先锋型角色穿戴时QTE入场对周围单位额外造成伤害。	
452	按住普通攻击键角色持续获得信号球	
453	按住闪避键后持续消耗闪避值并获得额外伤害加成	
454	装备角色造成伤害时将对自身范围5米内造成伤害，由范围内所有的敌人平均分摊	
455	蓝色位置角色装备后释放必杀后将切换BGM，BGM播放时场上角色回球速度提升	
456	红色位置角色装备后释放必杀技时将切换BGM，播放时间内所有角色持续回复生命值。	
457	黄色位置角色装备后释放必杀技时将切换BGM，播放时间内场上角色伤害提升	
458	敌人死亡时将对周围所有其他敌人造成伤害。	
459	杀死敌人后将提升装备角色攻击力与生命值上限。	
460	每次对敌人造成物理伤害会附加装备角色攻击力*{0}%({3}力量)的伤害	
461	装备角色暴击率提升{0}%(力量{3})	
462	对周围所有单位持续造成自身生命值上限*3%的伤害，每2秒触发一次	
463	对周围所有单位持续造成自身生命值上限*5%的伤害，每2秒触发一次	
464	对周围所有单位持续造成自身生命值上限*8%的伤害，每2秒触发一次	
465	对周围所有单位持续造成自身生命值上限*10%的伤害，每2秒触发一次	
466	每秒回复生命值。	
467	受到伤害时返还伤害的{0}%(御能{3})向攻击者	
468	受到伤害时有{0}%(御能{3})的概率免疫本次伤害，没有受到伤害时基础概率每秒提升1%	
469	对敌人造成元素伤害时有30%概率额外追加自身攻击力{0}%(专注{3})的伤害	
470	生命低于33%时，额外伤害增加	
471	生命高于33%，持续减少生命；生命低于33%，受伤减少	
472	生命低于33%时，生成护盾，每场战斗生效1次。	
473	生命高于80%，全额外伤害加成提升，受到敌人伤害后进入冷却。	
474	生命高于80%时，获得能够抵御攻击伤害的盾	
475	生命低于80%时，每秒回复生命值。	
476	生命上限增加	
477	攻击力增加	
478	火属性伤害增加。	
479	冰属性伤害增加。	
480	暗属性伤害增加。	
481	雷属性伤害增加。	
482	物理伤害增加。	
483	切人冷却时间减少	
484	闪避槽上限增加	
485	<color=#0d70bd>聚融所专属</color>，无法通过掉落获取，没有特别效果!!!	
486	每秒回复已损失生命值5%的生命值	
487	每秒回复已损失生命值10%的生命值	
488	每秒回复已损失生命值15%的生命值	
489	每秒回复已损失生命值20%的生命值	
490	入场时获得必杀能量。	
491	入场后持续获得蓝球。	
492	入场后持续获得黄球。	
493	入场后持续获得红球。	
494	血量高于66%时造成伤害增加，血量低于50%时治疗量增加。	
495	每次受到攻击会获得护盾	
496	受到治疗时，会对全场敌人造成伤害。	
497	角色第一次登场时造成伤害提升，每场战斗只生效一次。	
498	必杀技伤害大幅度提升，必杀造成伤害后20秒后角色死亡。	
499	除必杀之外的伤害大幅度提升，造成伤害20秒后角色死亡。	
500	杀死敌人时有几率会在角色附近创建黑洞牵引敌人。	
501	杀死敌人会在原地留下能量球，触碰后拾取会增加角色伤害	
502	每次杀死怪物会在周围召唤一个光棱塔，自动对周围敌人攻击	
503	每次杀敌人会增加当前角色必杀造成的伤害提升	
504	角色在场时伤害逐渐增加	
505	释放必杀激活QTE，在必杀期间使用了对应QTE会导致对应角色死亡同时本次必杀伤害提升	
506	队伍中角色越少角色伤害越高	
507	红球蓝球黄球会发出不同的声音，连续2次消除会根据球色组合成不同效果 同色：提升角色伤害；异色：治疗角色	
508	角色的攻击消球必杀键禁用，对周围单位持续造成伤害	
509	装备角色伤害降低，但每次造成伤害有概率直接消灭怪物（90层跃升层中不生效）	
510	角色免疫投技	
511	血量发生变化后伤害提升	
512	血量高于66%时持续受到伤害，血量低于33%时持续获得治疗	
513	角色出场伤害提升	
514	QTE提升当前在场角色伤害	
515	QTE冷却时间缩减	
516	使用闪避后造成伤害与受到伤害均提升	
517	闪避值上限降低，每次闪避后获得无敌。	
518	敌人每次受到伤害会提升在场角色造成的伤害	
519	对敌人造成伤害将点燃敌人，使其受到持续伤害	
520	对无霸体条的敌人造成伤害提升	
521	对敌人造成伤害时额外削减霸体值。	
522	对敌人造成物理伤害时，附加持续伤害效果。	
523	对敌人造成火属性伤害时，附加持续伤害效果。	
524	对敌人造成冰属性伤害时，附加持续伤害效果。	
525	对敌人造成暗属性伤害时，附加持续伤害效果。	
526	对敌人造成雷属性伤害时，附加持续伤害效果	
527	角色常驻霸体	
528	角色减伤固定	
529	核心-纯色·主题强调吸引敌人并染色；核心-混色·概念碰撞会引爆范围内被染色敌人	
530	必杀-即兴作品持续染色范围内单位，每秒造成伤害。	
531	释放必杀-点墨成绘后，获得信号球；在接下来的一段时间内，万华三消时恢复一组随机三消信号球。	
532	在必杀-作画领域中，每次消球提升核心-幻彩笔触基础伤害，退出作画领域时清空。	
533	在必杀-作画领域中三消时，会获得两份备用颜料。	
534	释放必杀-点墨成绘后，万华获得必杀能量。	
535	每次释放核心-超束鸣闪时，额外造成伤害。	
536	每次释放核心-超束鸣闪时，有概率获得一枚信号球。	
537	护盾叠加上限提升，护盾持续时间延长	
538	必杀-撕裂夜幕的弧闪命中时，使敌人血量每秒流失血量	
539	释放必杀-撕裂夜幕的弧闪时，获得信号球。	
540	每次释放核心-完美追击时，超束值获取效率提升	
541	释放核心-灵动射术时，额外释放箭雨，对目标及其周围单位造成伤害。	
542	释放核心-灵动射术时，额外释放箭雨，对目标及其周围单位造成伤害，并触发未冷却的QTE	
543	回音每秒额外恢复闪避值。	
544	处于核心-连携密语状态下时，回音获得霸体和额外伤害减免效果，消除密语球时，在目标附近生成黑洞吸附周围敌人。	
545	QTE出场时，塞西莉获得密语球；塞西莉攻击时，为敌人施加标记，标记单位受到在在场角色伤害时，引爆标记造成伤害。	
546	回音受到伤害时，塞西莉会协助承受伤害，施加8伤害减免效果，持续5秒，冷却12秒。	
547	释放QTE-正义临终时，不再释放原有技能，改为释放核心-合击·锁魂裁定，禁锢敌人并使其额外伤害减免降低	
548	释放普攻-灯影剑舞时，深痕滞空时间延长	
549	普攻-灯影剑舞及普攻-残光剑影每次造成伤害时，使敌人额外伤害减免降低	
550	普攻-残光剑影造成伤害时会恢复残光值。	
551	核心-照域冷却时间减少。	
552	进入核心-照域或释放核心-垂灯耀目时，获得三消信号球。	
553	在核心-照域中释放垂灯耀目时，物理伤害提升。	
554	幻奏处于后台时，在场角色三消信号球时会召唤一个幻奏幻影，幻影将释放对应色球技能。	
555	幻奏分身释放任意技能时，全队攻击力提升。	
556	受到幻奏治疗效果的友方单位。	
557	核心-流耀舞步命中敌人时触发爆炸，对目标以及周围单位造成伤害。	
558	释放任意三消时，额外获得曼舞值。	
559	释放任意三消时，额外获得曼舞值，消除舞蹈球时将直接获得满层曼舞值。	
560	处于核心-曼舞姿态时，清商获得霸体和伤害减免；核心-流耀舞步物理伤害提升；每次释放核心-流耀舞步时，获得信号球。	
561	必杀-雷贯状态持续时间延长；擎驱获得伤害减免且雷属性伤害提升	
562	释放普攻-动擎轰击恢复必杀能量；擎驱能够连续使用臂挡且闪避值恢复速度提升	
563	消球期间擎驱获得霸体效果；在场时每隔一段时间获得随机信号球。	
564	记录最近一次跃升击的最大伤害数字，在释放必杀-星碎地平线后的12秒内，辉晓普攻造成伤害时根据该数字附带暗属性伤害	
565	每手动消除一组三消球，辉晓额外伤害加成提升26%，不同颜色信号球的加成可叠加，重复触发刷新持续时间。	
566	每次普攻有100%概率获得一枚信号球。	
567	无光值上限提高至999，每一点无光值提升深红囚影雷属性伤害	
568	消球时根据消球数，额外获得无光值。	
569	消球时有概率获得一组信号球。	
570	深红囚影生命值变为1，且无法受到治疗效果；自身雷属性伤害提升，每场战斗首次出场时，在12秒内无敌。	
571	无光值锁定为600点，不会消耗。	
572	释放必杀-囚影·浮世业火后，恢复32点必杀能量；普攻-不灭殛华的振雷斩雷属性伤害提升	
573	消耗闪避值时，自身火属性伤害提升。	
574	消除蓝色信号球时，获得黄色信号球；消除黄色信号球时，获得蓝色信号球。	
575	自身每秒额外恢复闪避值	
576	释放黄道恩典时召唤激光束群攻击敌人；释放光羽弥散时召唤浮游炮；释放阑珊福音时召唤逆白鹭领域。	
577	连续消除两种异色信号球时，获得信号球，并禁锢范围内敌人。	
578	连续消除两种同色信号球时，获得必杀能量，并对敌人造成伤害。	
579	释放普攻-因果收束时，超刻在超维空间中火属性伤害提升释放必杀-界域崩解或时序终焉后清空。	
580	释放普攻-猎命狙杀时，额外恢复信号球。	
581	处于核心-超维空间中时，自身获得霸体和伤害减免效果。	
582	原初形态消除潮涌球或溯汐球时，在敌人处生成雨，让处于雨中的敌人每秒受到伤害。	
583	处于暴风雨天气时，击杀敌人时，深谣暗属性伤害提升	
584	处于暴风雨天气时，潮汐球造成伤害恢复三消球，潮涌球提升	
585	消除潮涌球会获得一颗溯汐球，消除溯汐球会获得一颗沧浪溯汐球。	
586	渊海值达到上限时，释放普攻-潜渊暗流时，额外造成伤害。	
587	深谣每拥有一枚信号球，暗属性伤害提升	
588	消球时，自身获得持续2秒的无敌效果。	
589	招架触发成功时，获得炽能球。	
590	消除炽能球时，超算空间冷却时间减少	
591	进入超算空间时，自身火属性伤害提升	
592	必杀-强袭模式下，三消信号球和消除炽能球时，获得额外实弹填充数。	
593	每消耗1个实弹填充数，自身火属性伤害提升	
594	释放必杀-爆裂荡涤后，保持强袭模式。	
595	每次释放核心-超束鸣闪时，额外造成护盾值{0}的雷属性伤害，且释放核心-超束鸣闪不再消耗超束值并且激活未冷却的QTE。	
596	释放普攻-灯影剑舞时，自身额外伤害提升{0}，深痕滞空时间变为永久，并激活冷却的QTE	
597	幻奏处于后台时，在场角色三消信号球时会召唤3个幻奏幻影，幻影将释放对应色球技能，造成{0}的暗属性伤害。幻影最多存在{1}个。	
598	起舞命中敌人时触发爆炸，对目标以及较大范围内的单位造成{0}物理伤害。	
599	必杀-雷贯状态持续时间不会节数；每有1点动擎值，擎驱获得60%的伤害减免且雷属性伤害提升{0}。	
600	无光值上限提高至999，每一点无光值提升深红囚影雷属性伤害{0},释放普攻-不灭殛华时不再消耗无光值。	
601	消除红球会额外发射两道剑气，每道剑气造成檀心攻击力{0}的物理伤害。	
602	消球时有{0}的概率返还{1}个信号球。	
603	檀心退场后月音之域不会消失，而是下次登场时消失，处于领域之中的己方角色伤害增加{0}。	
604	袭式状态时，普攻最后一段精准点按必杀召唤3个影子，伤害提升{0}，并且触发一次后后续每次点按必杀都会召唤1个影子协同攻击，持续{1}秒。	
605	檀心释放必杀时造成的伤害提升{0}。	
606	檀心每次攻击会降低敌人{0}物理抗性，可叠加{1}层，持续{2}秒。	
607	消除红球额外发射剑气。	
608	消球概率返还信号球。	
609	檀心再次登场回收月音之域，月音之域内己方角色伤害提升。	
610	袭式状态点击必杀额外召唤影子，并且伤害获得提升。	
611	所有必杀伤害提升。	
612	攻击降低敌方抗性。	
613	终临状态下，每消除1个球提升{0}伤害，最高叠加100层。	
614	终临状态结束后，获得{0}个信号球。	
615	每次普攻获得{0}个随机信号球。	
616	每次释放必杀时，回满残月值和终月值。	
617	主序/终临状态下，每次长按普攻都会释放始序惩斥/终临惩斥，并且始序惩斥/终临惩斥伤害提升{0}。	
618	释放始序惩斥/终临惩斥后回满终月值，并获得1组信号球。	
619	终临状态下消球提升伤害。	
620	终临状态结束后获得信号球。	
621	普攻获得信号球。	
622	释放必杀时充满残月值和终月值。	
623	主序/终临状态下，每次长按普攻都会释放始序惩斥/终临惩斥，始序惩斥/终临惩斥伤害提升。	
624	释放始序惩斥/终临惩斥后回满终月值，并获得信号球。	
625	释放唤岳时伤害提升{0}，铭刻点大于2点时，唤岳将冻结所有怪物3秒。冻结状态下怪物受到的伤害提升{1}。	
626	三消后有{0}的概率返还1组信号球。	
627	释放唤岳后，掉落冰块攻击所有怪物，造成启明攻击力{0}冰属性伤害。	
628	每次普攻都会召唤徽羽协同攻击。	
629	普攻伤害大幅提升{0}，但是不会获得信号球。	
630	受到启明攻击的怪物获得1层减速效果，叠加到{0}层时移除减速效果，并造成自身生命值{1}的冰属性伤害。	
631	释放唤岳提升伤害并冻结怪物。	
632	三消后概率返还信号球。	
633	释放唤岳掉落冰快攻击怪物。	
634	普攻召唤徽羽协同攻击。	
635	普攻伤害提升但不会获得信号球。	
636	攻击叠加减速，叠满后造成伤害。	
637	释放辉光碎羽后可以再次点按普攻继续释放至多一次，每次辉光碎羽释放后，增加下一次浮空模式下绮晖狂舞的攻击段数，可叠加{0}层。	
638	焰雷模式下绯刃触发效率提升，并且伤害提升{0}，进入浮空模式时，根据当前连击数，每次连击提升{1}额外伤害。	
639	浮空模式下，每段绮晖狂舞增加下一次必杀-蚀日彻曙{0}的额外伤害。	
640	进入焰雷模式后不会退出，焰雷模式期间持续获得信号球。	
641	释放辉光碎羽结束后立即回满辉光值，每次释放辉光碎羽，提升必杀-协行锐斩{0}额外伤害，最多叠加2次。	
642	释放协行锐斩后，对选中目标触发4次额外攻击，每段造成{0}点火属性伤害，每次攻击降低敌方{1}火属性抗性，持续4秒。	
643	辉光碎羽结束后点按可再次释放，依照辉光碎羽释放次数，增加下一次浮空模式下绮晖狂舞的攻击段数。	
644	焰雷模式下伤害提升，绯刃触发效率提升，并根据连击数提升浮空模式的额外伤害。	
645	释放绮晖狂舞增加必杀-蚀日彻曙伤害。	
646	焰雷模式不会退出续并获得信号球。	
647	释放辉光碎羽后立即回满辉光值，并提升必杀-协行锐斩伤害。	
648	释放协行锐斩后触发额外攻击，并降低目标火抗。	
649	释放必杀消耗的燃点会转化为等额的坚守值，并降低敌方{0}的火属性抗性，减抗持续{1}秒。	
650	释放识绽反击时如果有坚守值，可获得一层识绽反击伤害提升{0}，持续{1}秒，最多叠加3层。	
651	能量护盾耐久提升{0}，识绽反击命中后，有{1}的概率回复{2}点坚守值。使用识绽反击后，如果坚守值为0，则触发超算空间，冷却时间10秒。	
652	释放必杀返还坚守值，并降低敌方火抗。	
653	释放识绽反击提升下次识绽反击的伤害。	
654	能量护盾耐久提升，释放识绽反击回复坚守值，坚守值为0时，识绽反击可触发超算。	
655	点按必杀所有敌方单位受到熊腿攻击，熊腿伤害提升{0}，若怪物小于等于2个，熊腿额外附加布偶熊{1}攻击力的伤害。	
656	布偶熊保持移动或站立待机状态时，每隔{0}秒攻击力提升{1}，持续{2}秒，最多可叠加{3}层。	
657	怪物被点按必杀攻击达到{0}次后，将会收到一次布偶熊攻击力{1}的伤害。	
658	强化点按必杀的伤害和范围。	
659	移动或待机时提升攻击力。	
660	怪物连续受到点按必杀攻击时，额外受到一次伤害。	
661	明晰梦每次接到备用左轮时，有{0}的概率再获得一把备用左轮，并触发1秒超算空间。	
662	明晰梦每发修正弹都会让冷凝弹拥有{0}的概率爆头，爆头额外造成{1}伤害。	
663	必杀-超链路飞行会消耗所有修正弹，每{0}发修正弹回额外提供一把备用左轮。	
664	红球蓄力时受到攻击，会触发掩护射击。掩护射击会立刻回满校准值进入校准模式，并补充{0}发冷凝弹。	
665	释放必杀消耗修正弹时，每发修正弹都会降低敌方{0}的冰属性抗性，并获得一个随机信号球，减抗效果持续12秒，可叠加30层。	
666	校准模式下长按普攻消耗冷凝弹时，每消耗1发冷凝弹会有{0}的概率，额外消耗1个信号球，每个信号球可让下次必杀伤害提升{1}。	
667	接到备用左轮概率再获得一把备用左轮。	
668	每发修正弹可提升冷凝弹造成的额外伤害。	
669	超链路飞行消耗指定数量修正弹可额外获得备用左轮。	
670	红球蓄力受到攻击会立即进入校准模式，并获得子弹。	
671	破灭寒流消耗修正弹会降低敌方冰抗。	
672	校准模式下长按普攻消耗冷凝弹可概率提升下次必杀伤害。	
673	徊闪消球可额外获得{0}点心流，念和照引叠加上限增加到10层。	
674	夜途冲可无限释放，每释放0.5秒获得1层念和照引，每多释放1秒敌方抗性降低{0}，最多叠加5层，抗性降低持续8秒。	
675	释放必杀后，直接进入悟境，并获得2级奥义球。	
676	消球额外获得心流，念和照引上限层数提升。	
677	夜途冲可无限释放，释放过程中获得念和照引，并降低敌方抗性。	
678	释放必杀后直接进入悟境。	
679	受到致死伤害时不会直接死亡，进入无敌状态{0}秒，冷却{1}秒。	
680	每次造成伤害会消耗自身最大生命值的{0}，不会致死，总伤害加深率提升{1}。	
681	血量低于{0}时总伤害加深率额外提升{1}。	
682	血量为满时造成伤害时总伤害加深率提升{0}。	
683	每隔{0}秒生成护盾，受到伤害1秒内护盾破碎。	
684	闪避成功时总伤害加深率提升{0}。	
685	物理攻击会让怪物进入流血状态，每秒受到角色攻击力{0}的物理伤害。	
686	每个怪物第一次进入流血状态时在原地留下红色血球，靠近后吸收并增加角色{0}点攻击力，可叠加{1}层，无持续时间。	
687	场上处于流血状态的怪物死亡后立即提升角色{0}总伤害加深率，持续{1}秒，可叠加{2}层。	
688	所有伤害不会扣除生命值而是扣除伤害值的{0}生命上限，血量低于{1}点后效果将失效。	
689	对敌人造成伤害时根据自身拥有生命值百分比造成百分比乘{0}的真实伤害，冷却{1}秒。	
690	在{0}秒内没有受到敌人伤害，自身生命上限不足{1}时每秒增加{2}点生命上限，直到被攻击或生命值上限达到{3}点。	
691	对怪物造成伤害时根据已损失生命值百分比回复固定护盾并刷新护盾，护盾上限为{0}点。	
692	角色存在护盾时，受到伤害降低{0}。	
693	对敌人造成伤害时，附加护盾量{0}的伤害，冷却1秒。	
694	根据连击段数提升总伤害加深率，每100段提升{0}，最多可叠加{1}层。	
695	角色每秒获得{0}层强化效果，可叠加{1}层，每次造成伤害时伤害增加{2}，并且消耗一层强化效果。	
696	角色保持站立时，每秒对怪物造成{0}点真实伤害。	
697	角色保持站立时，每秒攻击力增加{0}点，持续{1}秒，最大{2}层，叠加刷新。	
698	角色保持站立时，减伤提升{0}，并且拥有霸体。	
699	角色保持站立时，每秒回复{0}点生命值。	
700	角色保持站立时受到攻击时，攻击者受到角色攻击力{0}真实伤害的反震。	
701	每隔一段时间免死一次。	
702	造成伤害消耗生命值并提升自身伤害。	
703	低血量提升伤害。	
704	满血提升伤害。	
705	每隔一段时间生成护盾。	
706	闪避成功提升伤害。	
707	物理攻击造成流血效果。	
708	流血状态怪物原地留下血球，靠近吸取后提升角色攻击力。	
709	流血状态的怪物死亡后提升角色攻击力。	
710	造成伤害可扣除敌方生命上限。	
711	对敌人造成伤害时，造成自身生命值百分比的真实伤害。	
712	未受到攻击时，角色持续提升生命上限。	
713	对怪物造成伤害时获得护盾。	
714	拥有护盾时，受伤降低。	
715	拥有护盾时，对敌方造成伤害，附加伤害。	
716	连击提升伤害。	
717	持续获得强化效果，造成伤害减少强化效果层数。	
718	站立时，持续对敌人造成伤害。	
719	站立时，持续提升攻击力	
720	站立时，获得减伤和霸体。	
721	站立时，持续恢复生命值。	
722	站立时受到攻击，攻击者受到反伤。	
723	章节中将会掉落“戏炎 ”核心，超频一，超频二插件	
724	章节中将会掉落“极昼 ”核心，超频一，超频二插件	
725	章节中将会掉落“华钟 ”核心，超频一，超频二插件	
726	章节中将会掉落“遥星之座 ”核心，超频一，超频二插件	
727	章节中将会掉落“隐星 ”核心，超频一，超频二插件	
728	章节中将会掉落“辉晓 ”核心，超频一，超频二插件	
729	章节中将会掉落“逆旅 ”核心，超频一，超频二插件	
730	章节中将会掉落“深痕 ”核心，超频一，超频二插件	
731	章节中将会掉落“幻奏 ”核心，超频一，超频二插件	
732	章节中将会掉落“异火 ”核心，超频一，超频二插件	
733	章节中将会掉落“红莲 ”核心，超频一，超频二插件	
734	章节中将会掉落“蚀暗 ”核心，超频一，超频二插件	
735	章节中将会掉落“零度 ”核心，超频一，超频二插件	
736	章节中将会掉落“风暴 ”核心，超频一，超频二插件	
737	章节中将会掉落“重能 ”核心，超频一，超频二插件	
738	章节中将会掉落“爆裂 ”核心，超频一，超频二插件	
739	章节中将会掉落“夜刃 ”核心，超频一，超频二插件	
740	章节中将会掉落“黎明 ”核心，超频一，超频二插件	
741	章节中将会掉落“流光 ”核心，超频一，超频二插件	
742	章节中将会掉落“乱数 ”核心，超频一，超频二插件	
743	章节中将会掉落“仰光 ”核心，超频一，超频二插件	
744	章节中将会掉落“暗能 ”核心，超频一，超频二插件	
745	章节中将会掉落“烬燃 ”核心，超频一，超频二插件	
