Id	Name	Annotation	FightNpcId	OccupiableObjectId	RolePartModelIds
101224	Akdilek Male NPC02 (Red Ecosystem 2)		6086		['Npc1MaleMd00002Hair03_Lod0', 'Npc1MaleMd00006Body03_Lod0', 'Npc1MaleMd00001Face']
101225	Akdilek Male NPC03 (Red Ecosystem 2)		6086		['Npc1MaleMd00003Hair01_Lod0', 'Npc1MaleMd00006Body03_Lod0', 'Npc1MaleMd00003Face']
101226	Kowloong Female NPC02 (Black Ecosystem 2)		6085		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00008Body01_Lod0', 'Npc1FemaleMd00001Face']
101227	Kowloong Female NPC03 (Black Ecosystem 2)		6085		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00008Body01_Lod0', 'Npc1FemaleMd00001Face']
101228	Kowloong Female NPC01 (White Ecosystem 2)		6085		['Npc1FemaleMd00001Hair02_Lod0', 'Npc1FemaleMd00008Body02_Lod0', 'Npc1FemaleMd00001Face']
101229	Kowloong Female NPC02 (White Ecosystem 2)		6085		['Npc1FemaleMd00002Hair04_Lod0', 'Npc1FemaleMd00008Body02_Lod0', 'Npc1FemaleMd00001Face']
101230	Kowloong Female NPC03 (White Ecosystem 2)		6085		['Npc1FemaleMd00004Hair01_Lod0', 'Npc1FemaleMd00008Body02_Lod0', 'Npc1FemaleMd00001Face']
101231	Kowloong Female NPC01 (Blue Ecosystem 2)		6085		['Npc1FemaleMd00004Hair02_Lod0', 'Npc1FemaleMd00008Body03_Lod0', 'Npc1FemaleMd00001Face']
101232	Kowloong Female NPC02 (Blue Ecosystem 2)		6085		['Npc1FemaleMd00001Hair05_Lod0', 'Npc1FemaleMd00008Body03_Lod0', 'Npc1FemaleMd00001Face']
101233	Kowloong Female NPC03 (Blue Ecosystem 2)		6085		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00008Body03_Lod0', 'Npc1FemaleMd00001Face']
101234	Kowloong Female NPC01 (Dark Ecosystem 2)		6085		['Npc1FemaleMd00001Hair06_Lod0', 'Npc1FemaleMd00008Body04_Lod0', 'Npc1FemaleMd00001Face']
101235	Kowloong Female NPC02 (Dark Ecosystem 2)		6085		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00008Body04_Lod0', 'Npc1FemaleMd00001Face']
101236	Kowloong Female NPC03 (Dark Ecosystem 2)		6085		['Npc1FemaleMd00003Hair05_Lod0', 'Npc1FemaleMd00008Body04_Lod0', 'Npc1FemaleMd00001Face']
101237	Uniformed Male NPC01 (White Ecosystem 2)		6086		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00007Body01_Lod0', 'Npc1MaleMd00003Face']
101238	Uniformed Male NPC02 (White Ecosystem 2)		6086		['Npc1MaleMd00002Hair02_Lod0', 'Npc1MaleMd00007Body01_Lod0', 'Npc1MaleMd00001Face']
101239	Uniformed Male NPC03 (White Ecosystem 2)		6086		['Npc1MaleMd00003Hair01_Lod0', 'Npc1MaleMd00007Body01_Lod0', 'Npc1MaleMd00003Face']
101240	Uniformed Male NPC01 (Gray Ecosystem 2)		6086		['Npc1MaleMd00001Hair02_Lod0', 'Npc1MaleMd00007Body02_Lod0', 'Npc1MaleMd00003Face']
101241	Uniformed Male NPC02 (Gray Ecosystem 2)		6086		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00007Body02_Lod0', 'Npc1MaleMd00001Face']
101242	Uniformed Female NPC01 (White Ecosystem 2)		6085		['Npc1FemaleMd00004Hair01_Lod0', 'Npc1FemaleMd00007Body01_Lod0', 'Npc1FemaleMd00003Face']
101243	Uniformed Female NPC01 (Black Ecosystem 2)		6085		['Npc1FemaleMd00004Hair02_Lod0', 'Npc1FemaleMd00007Body02_Lod0', 'Npc1FemaleMd00001Face']
101244	Uniformed Female NPC01 (Pink Ecosystem 2)		6085		['Npc1FemaleMd00004Hair04_Lod0', 'Npc1FemaleMd00007Body03_Lod0', 'Npc1FemaleMd00003Face']
101245	白色工程师服女1（生态2）		6085		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101246	Female X Standby Action 01 (Ecosystem 2)		6085		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00002Body01_Lod0', 'Npc1FemaleMd00001Face']
101247	Female X Standby Action 02 (Ecosystem 2)		6085		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00002Body02_Lod0', 'Npc1FemaleMd00001Face']
101248	白色工程师服男1（生态2）		6086		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101249	Male X Standby Action 01 (Ecosystem 2)		6086		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body03_Lod0', 'Npc1MaleMd00001Face']
101250	Male X Standby Action 02 (Ecosystem 2)		6086		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00002Body04_Lod0', 'Npc1MaleMd00001Face']
101251	Uniformed Female NPC01 (White)		6002		['Npc1FemaleMd00001Hair03_Lod0', 'Npc1FemaleMd00007Body01_Lod0', 'Npc1FemaleMd00003Face']
101252	Uniformed Female NPC02 (White)		6002		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00007Body01_Lod0', 'Npc1FemaleMd00003Face']
101253	Uniformed Female NPC03 (White)		6002		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00007Body01_Lod0', 'Npc1FemaleMd00001Face']
101254	Uniformed Female NPC01 (Black)		6002		['Npc1FemaleMd00004Hair02_Lod0', 'Npc1FemaleMd00007Body02_Lod0', 'Npc1FemaleMd00003Face']
101255	Uniformed Female NPC02 (Black)		6002		['Npc1FemaleMd00001Hair05_Lod0', 'Npc1FemaleMd00007Body02_Lod0', 'Npc1FemaleMd00003Face']
101256	Uniformed Female NPC03 (Black)		6002		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00007Body02_Lod0', 'Npc1FemaleMd00001Face']
101257	Uniformed Female NPC01 (Pink)		6002		['Npc1FemaleMd00001Hair06_Lod0', 'Npc1FemaleMd00007Body03_Lod0', 'Npc1FemaleMd00003Face']
101258	Uniformed Female NPC02 (Pink)		6002		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00007Body03_Lod0', 'Npc1FemaleMd00003Face']
101259	Uniformed Female NPC03 (Pink)		6002		['Npc1FemaleMd00003Hair05_Lod0', 'Npc1FemaleMd00007Body03_Lod0', 'Npc1FemaleMd00001Face']
101260	Male Construct 1 (Ecosystem 2)		6086		['Npc1MaleMd00001Hair01_Lod0', 'Npc1MaleMd00003Body_Lod0', 'Npc1MaleMd00002Face_Lod0']
101261	Male Construct 2 (Ecosystem 2)		6086		['Npc1MaleMd00002Hair02_Lod0', 'Npc1MaleMd00003Body_Lod0', 'Npc1MaleMd00002Face_Lod0']
101262	Female Construct 1 (Ecosystem 2)		6085		['Npc1FemaleMd00001Hair01_Lod0', 'Npc1FemaleMd00003Body_Lod0', 'Npc1FemaleMd00002Face_Lod0']
101263	Female Construct 2 (Ecosystem 2)		6085		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00003Body_Lod0', 'Npc1FemaleMd00002Face_Lod0']
101264	Waiter 2 (Ecosystem 2)		6086		['Npc1MaleMd00004Hair_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101265	Waiter 3 (Ecosystem 2)		6086		['Npc1MaleMd00003Hair02_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101266	Waiter 4 (Ecosystem 2)		6086		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00004Body_Lod0', 'Npc1MaleMd00003Face']
101267	Waitress 1 (Ecosystem 2)		6085		['Npc1FemaleMd00004Hair01_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101268	Waitress 3 (Ecosystem 2)		6085		['Npc1FemaleMd00002Hair01_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101269	Waitress 5 (Ecosystem 2)		6085		['Npc1FemaleMd00004Hair02_Lod0', 'Npc1FemaleMd00004Body_Lod0', 'Npc1FemaleMd00003Face']
101270	Wanshi		6087		
101271	Heavy Artillery - Enemy Fire		7001		
101272	Heavy Artillery - CUB		7002		
101273	New Rosetta		6088		
101274	白色工程师服女2		6085		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00003Face']
101275	白色工程师服女3		6085		['Npc1FemaleMd00003Hair04_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101276	白色工程师服男2		6086		['Npc1MaleMd00002Hair03_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101277	白色工程师服男3		6086		['Npc1MaleMd00003Hair06_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00003Face']
101278	白色工程师服女4		6085		['Npc1FemaleMd00001Hair02_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00003Face']
101279	白色工程师服女5		6085		['Npc1FemaleMd00002Hair03_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101280	白色工程师服女6		6085		['Npc1FemaleMd00001Hair04_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00003Face']
101281	白色工程师服女7		6085		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00001Face']
101282	白色工程师服女8		6085		['Npc1FemaleMd00003Hair03_Lod0', 'Npc1FemaleMd00001Body_Lod0', 'Npc1FemaleMd00003Face']
101283	白色工程师服男4		6086		['Npc1MaleMd00002Hair03_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101284	白色工程师服男5		6086		['Npc1MaleMd00003Hair06_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00003Face']
101285	白色工程师服男6		6086		['Npc1MaleMd00002Hair04_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00001Face']
101286	白色工程师服男7		6086		['Npc1MaleMd00003Hair05_Lod0', 'Npc1MaleMd00001Body_Lod0', 'Npc1MaleMd00003Face']
101287	动力甲指挥官男		6089		
101288	动力甲指挥官女		6090		
101289	极地机兵NPC（主线用）		6091		
101290	极地机械兔NPC（主线用）		6092		
101291	假蜜纳Boss（主线用）		6093		
101292	Teddy		6094	110	
101293	Heavy Artillery - Chubby Coo Coo		7003		
101294	Heavy Artillery - Veteran		7004		
101295	Heavy Artillery - Fusion Turret		7005		
101298	White Dragon		6999		
101299	Military Drone NPC		6095		
101300	极地白熊NPC（主线用）		6096		
101301	Asimov		6097		
101302	白色贝雷帽人类士兵男1		6003		['Npc1MaleMd00006Hair01_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body01_Lod0']
101303	白色头盔人类士兵男1		6003		['Npc1MaleMd00005Hair01_Lod0', 'Npc1MaleMd00009Body01_Lod0']
101304	白色无帽士兵男1		6003		['Npc1MaleMd00002Hair01_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body01_Lod0']
101305	白色无帽士兵男2		6003		['Npc1MaleMd00003Hair02_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd00009Body01_Lod0']
101306	白色无帽士兵男3		6003		['Npc1MaleMd00002Hair03_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body01_Lod0']
101307	白色无帽士兵男4		6003		['Npc1MaleMd00003Hair04_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd00009Body01_Lod0']
101308	白色无帽士兵男5		6003		['Npc1MaleMd00002Hair05_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body01_Lod0']
101309	白色无帽士兵男6		6003		['Npc1MaleMd00003Hair05_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd00009Body01_Lod0']
101310	蓝色贝雷帽人类士兵男1		6003		['Npc1MaleMd00006Hair02_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body02_Lod0']
101311	蓝色头盔人类士兵男1		6003		['Npc1MaleMd00005Hair02_Lod0', 'Npc1MaleMd00009Body02_Lod0']
101312	蓝色无帽士兵男1		6003		['Npc1MaleMd00002Hair03_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body02_Lod0']
101313	蓝色无帽士兵男2		6003		['Npc1MaleMd00003Hair06_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd00009Body02_Lod0']
101314	蓝色无帽士兵男3		6003		['Npc1MaleMd00002Hair03_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body02_Lod0']
101315	蓝色无帽士兵男4		6003		['Npc1MaleMd00003Hair06_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd00009Body02_Lod0']
101316	蓝色无帽士兵男5		6003		['Npc1MaleMd00002Hair04_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body02_Lod0']
101317	蓝色无帽士兵男6		6003		['Npc1MaleMd00003Hair05_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd00009Body02_Lod0']
101318	绿色贝雷帽人类士兵男1		6003		['Npc1MaleMd00006Hair03_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd00009Body03_Lod0']
101319	绿色头盔人类士兵男1		6003		['Npc1MaleMd00005Hair03_Lod0', 'Npc1MaleMd00009Body03_Lod0']
101320	绿色无帽士兵男1		6003		['Npc1MaleMd00002Hair03_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body03_Lod0']
101321	绿色无帽士兵男2		6003		['Npc1MaleMd00003Hair01_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd00009Body03_Lod0']
101322	绿色无帽士兵男3		6003		['Npc1MaleMd00002Hair02_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body03_Lod0']
101323	绿色无帽士兵男4		6003		['Npc1MaleMd00003Hair04_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd00009Body03_Lod0']
101324	绿色无帽士兵男5		6003		['Npc1MaleMd00002Hair04_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd00009Body03_Lod0']
101325	绿色无帽士兵男6		6003		['Npc1MaleMd00003Hair06_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd00009Body03_Lod0']
101326	制服构造体士兵白1		6003		['Npc1MaleMd00007Hair01_Lod0', 'Npc1MaleMd00010Body01_Lod0']
101327	制服构造体士兵红1		6003		['Npc1MaleMd00007Hair02_Lod0', 'Npc1MaleMd00010Body02_Lod0']
101328	构造体士兵女长官金		6002		['Npc1FemaleMd00007Hair01_Lod0', 'Npc1FemaleMd00005Face01_Lod0', 'Npc1FemaleMd00010Body01_Lod0']
101329	构造体士兵女长官蓝		6002		['Npc1FemaleMd00007Hair01_Lod0', 'Npc1FemaleMd00005Face02_Lod0', 'Npc1FemaleMd00010Body02_Lod0']
101330	构造体士兵女长官银		6002		['Npc1FemaleMd00007Hair01_Lod0', 'Npc1FemaleMd00005Face03_Lod0', 'Npc1FemaleMd00010Body03_Lod0']
101331	白色贝雷帽人类士兵女1		6002		['Npc1FemaleMd00006Hair01_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body01_Lod0']
101332	白色头盔人类士兵女1		6002		['Npc1FemaleMd00005Hair01_Lod0', 'Npc1FemaleMd00009Body01_Lod0']
101333	白色无帽士兵女1		6002		['Npc1FemaleMd00001Hair02_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body01_Lod0']
101334	白色无帽士兵女2		6002		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00009Body01_Lod0']
101335	白色无帽士兵女3		6002		['Npc1FemaleMd00003Hair04_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body01_Lod0']
101336	白色无帽士兵女4		6002		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00009Body01_Lod0']
101337	白色无帽士兵女5		6002		['Npc1FemaleMd00003Hair03_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body01_Lod0']
101338	白色无帽士兵女6		6002		['Npc1FemaleMd00004Hair02_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00009Body01_Lod0']
101339	蓝色贝雷帽人类士兵女1		6002		['Npc1FemaleMd00006Hair02_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00009Body02_Lod0']
101340	蓝色头盔人类士兵女1		6002		['Npc1FemaleMd00005Hair02_Lod0', 'Npc1FemaleMd00009Body02_Lod0']
101341	蓝色无帽士兵女1		6002		['Npc1FemaleMd00001Hair02_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body02_Lod0']
101342	蓝色无帽士兵女2		6002		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00009Body02_Lod0']
101343	蓝色无帽士兵女3		6002		['Npc1FemaleMd00003Hair04_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body02_Lod0']
101344	蓝色无帽士兵女4		6002		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00009Body02_Lod0']
101345	蓝色无帽士兵女5		6002		['Npc1FemaleMd00003Hair03_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body02_Lod0']
101346	蓝色无帽士兵女6		6002		['Npc1FemaleMd00004Hair02_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00009Body02_Lod0']
101347	绿色贝雷帽人类士兵女1		6002		['Npc1FemaleMd00006Hair03_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body03_Lod0']
101348	绿色头盔人类士兵女1		6002		['Npc1FemaleMd00005Hair03_Lod0', 'Npc1FemaleMd00009Body03_Lod0']
101349	绿色无帽士兵女1		6002		['Npc1FemaleMd00001Hair02_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body03_Lod0']
101350	绿色无帽士兵女2		6002		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00009Body03_Lod0']
101351	绿色无帽士兵女3		6002		['Npc1FemaleMd00003Hair04_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body03_Lod0']
101352	绿色无帽士兵女4		6002		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00009Body03_Lod0']
101353	绿色无帽士兵女5		6002		['Npc1FemaleMd00003Hair03_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00009Body03_Lod0']
101354	绿色无帽士兵女6		6002		['Npc1FemaleMd00004Hair02_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00009Body03_Lod0']
101355	极地女NPC1		6002		['Npc1FemaleMd00002Hair02_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00011Body01_Lod0']
101356	极地女NPC2		6002		['Npc1FemaleMd00003Hair04_Lod0', 'Npc1FemaleMd00001Face', 'Npc1FemaleMd00011Body01_Lod0']
101357	极地女NPC3		6002		['Npc1FemaleMd00003Hair01_Lod0', 'Npc1FemaleMd00003Face', 'Npc1FemaleMd00011Body01_Lod0']
101358	极地男NPC1		6003		['Npc1MaleMd00002Hair03_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd000011Body01_Lod0']
101359	极地男NPC2		6003		['Npc1MaleMd00003Hair01_Lod0', 'Npc1MaleMd00001Face', 'Npc1MaleMd000011Body01_Lod0']
101360	极地男NPC3		6003		['Npc1MaleMd00002Hair02_Lod0', 'Npc1MaleMd00003Face', 'Npc1MaleMd000011Body01_Lod0']
101361	Photo Mode Crashed Kuroro (Black)		6098		
101362	Photo Mode Crashed Kuroro (White)		6099		
101363	Photo Mode 70 Special Kuroro		6100		
101364	猫1（三花）		6101		
101365	猫2（狸花）		6102		
101366	猫3（白猫）		6103		
