Id	Group	Name	Describe	IconType	Icon	Icon2	IconCustom	TimeOut	OnlyTrue	IsMySelf	AndOr	ForbidMoveType	MoveType	EffectType	EffectButton	SkillId	MissileId
613	111471	普攻	深痕-灯影剑舞	1	1			-1						[1]	[1]	[102406, 102407, 102408, 102409, 102410]	
614	111471	普攻	深痕-灯影剑舞	1	1			3000						[1]	[1]	[102406, 102407, 102408, 102409, 102410]	
615	111471	普攻	深痕-灯影剑舞	1	1			3000						[1]	[1]	[102406, 102407, 102408, 102409, 102410]	
616	111471	普攻	深痕-灯影剑舞	1	1			3000						[1]	[1]	[102406, 102407, 102408, 102409, 102410]	
617	111471	长按普攻	深痕-灯影剑舞	1	1			3000						[2]	[15]	[102420, 102428]	
618	111471	普攻	深痕-灯影剑舞	1	1			3000						[1]	[1]	[102421, 102429]	
619	111472	长按普攻	深痕-灯影剑舞	1	1			-1						[2]	[15]	[102420, 102428]	
620	111472	普攻	深痕-灯影剑舞	1	1			3000						[1]	[1]	[102421, 102429]	
621	111473	必杀	深痕-二段必杀	1	3			-1						[1]	[17]	[102435]	
622	111474	三消红球	琉璃-三消红球	1	101			-1	True	True				[1]	[1]	[112109]	
623	111475	三消蓝球	琉璃-三消蓝球	1	102			-1	True	True				[1]	[1]	[112112]	
624	111476	三消黄球	琉璃-三消黄球	1	103			-1	True	True				[1]	[1]	[112115]	
625	111477	普攻	琉璃-普攻	1	1			-1						[1]	[15]	[112101, 112130]	
626	111477	普攻	琉璃-普攻	1	1			3000						[1]	[15]	[112102]	
627	111477	普攻	琉璃-普攻	1	1			3000						[1]	[15]	[112103]	
628	111477	普攻	琉璃-普攻	1	1			3000						[1]	[15]	[112104]	
629	111477	普攻	琉璃-普攻	1	1			3000						[1]	[15]	[112105]	
630	111478	三消	琉璃-三消	1	99			-1						[1]	[1]	[112109, 112112, 112115]	
631	111478	三消	琉璃-三消	1	99			-1						[1]	[1]	[112109, 112112, 112115]	
632	111478	三消	琉璃-三消	1	99			-1						[1]	[1]	[112109, 112112, 112115]	
633	111479	长按普攻<b><color=#ff0000>等待受击</color></b>	琉璃-长按普攻	1	1			-1						[2]	[15]	[112124]	
634	111480	长按普攻<b><color=#ff0000>立即松开</color></b>	琉璃-长按普攻	1	1			-1						[2]	[15]	[112124]	
635	111480	三消	琉璃-三消	1	99			2000						[1]	[1]	[112126, 112127, 112128, 112132, 112133, 112134]	
636	111481	长按普攻<b><color=#ff0000>松开闪避</color></b>	琉璃-长按普攻	1	1			-1						[2]	[15]	[112124]	
637	111481	三消	琉璃-三消	1	99			3000						[1]	[1]	[112126, 112127, 112128, 112132, 112133, 112134]	
638	111482	必杀	琉璃-必杀	1	3			-1						[1]	[17]	[112131, 112116]	
639	111483	三消红球	超刻-三消红球	1	101			-1	True	True				[1]	[1]	[102150]	
640	111484	三消黄球	超刻-三消黄球	1	103			-1	True	True				[1]	[1]	[102155]	
641	111485	三消蓝球	超刻-三消蓝球	1	102			-1	True	True				[1]	[1]	[102113]	
642	111486	普攻	超刻-普攻	1	1			-1						[1]	[15]	[102101, 102125]	
643	111486	普攻	超刻-普攻	1	1			3000						[1]	[15]	[102102]	
644	111486	普攻	超刻-普攻	1	1			3000						[1]	[15]	[102103]	
645	111486	普攻	超刻-普攻	1	1			3000						[1]	[15]	[102104]	
646	111486	普攻	超刻-普攻	1	1			3000						[1]	[15]	[102105]	
647	111487	三消	超刻-三消	1	99			-1						[1]	[1]	[102150, 102155, 102113]	
648	111487	三消	超刻-三消	1	99			-1						[1]	[1]	[102150, 102155, 102113]	
649	111488	长按普攻	超刻-长按普攻	1	1			-1						[2]	[15]	[102162]	
650	111489	普攻	超刻-普攻返球	1	1			-1						[1]	[15]	[102142]	
651	111489	普攻	超刻-普攻返球	1	1			-1						[1]	[15]	[102142]	
652	111490	三消红球	超刻-三消	1	101			-1						[1]	[1]	[102110]	
653	111491	三消黄球	超刻-三消	1	103			-1						[1]	[1]	[102108]	
654	111492	长按普攻	超刻-长按普攻	1	1			-1						[2]	[15]	[102169]	
655	111493	三消蓝球	超刻-三消	1	102			-1						[1]	[1]	[102113]	
656	111493	长按普攻	超刻-长按普攻	1	1			-1						[2]	[15]	[102162]	
657	111493	三消	超刻-三消	1	99			-1						[1]	[1]	[102110, 102108]	
658	111493	三消	超刻-三消	1	99			-1						[1]	[1]	[102108, 102110]	
659	111493	普攻	超刻-普攻返球	1	1			-1						[1]	[15]	[102142]	
660	111493	三消	超刻-三消	1	99			-1						[1]	[1]	[102108, 102110]	
661	111494	界域崩解	超刻-必杀	1	3			-1						[1]	[17]	[102163]	
662	111495	时序终焉	超刻-必杀	1	3			-1						[1]	[17]	[102126]	
663	111496	三消	超刻-三消	1	99			-1						[1]	[1]	[102150]	
664	111496	三消	超刻-三消	1	99			-1						[1]	[1]	[102150]	
665	111496	空谴震罚	掣矩-技能教学	1	8			-1						[1]	[23]	[421303]	
666	111497	三消	超刻-三消	1	99			-1						[1]	[1]	[102150]	
667	111497	三消	超刻-三消	1	99			-1						[1]	[1]	[102150]	
668	111497	地擎振击	掣矩-技能教学	1	8			-1						[1]	[23]	[421308]	
669	111498	长按普攻	超刻-长按普攻	1	1			-1						[2]	[15]	[102162]	
670	111498	普攻	超刻-普攻返球	1	1			-1						[1]	[15]	[102142]	
671	111498	普攻	超刻-普攻返球	1	1			-1						[1]	[15]	[102142]	
672	111499	普攻	万华-普攻	1	1			-1						[1]	[15]	[101901, 101929]	
673	111499	普攻	万华-普攻	1	1			3000						[1]	[15]	[101902]	
674	111499	普攻	万华-普攻	1	1			3000						[1]	[15]	[101903]	
675	111499	普攻	万华-普攻	1	1			3000						[1]	[15]	[101904]	
676	111499	普攻	万华-普攻	1	1			3000						[1]	[15]	[101905]	
677	111500	三消红球	万华-红三消	1	101			-1	True	True				[1]	[1]	[101909]	
678	111501	三消黄球	万华-黄三消	1	103			-1	True	True				[1]	[1]	[101915]	
679	111502	三消蓝球	万华-蓝三消	1	102			-1	True	True				[1]	[1]	[101912]	
680	111503	三消	万华-混色	1	99			-1	True	True				[1]	[1]	[101909, 101915, 101912]	
681	111503	长按普攻	万华-混色	1	1			-1						[2]	[15]	[101916]	
682	111504	三消	万华-纯色	1	99			-1	True	True				[1]	[1]	[101909, 101915, 101912]	
683	111504	长按普攻	万华-纯色	1	1			-1						[2]	[15]	[101917, 101934, 101935]	
684	111505	必杀	万华-必杀	1	3			-1						[1]	[17]	[101919]	
685	111506	三消	万华-必杀核心	1	99			-1						[1]	[1]	[101918]	
686	111507	三消	万华-必杀核心	1	99			-1						[1]	[1]	[101918]	
687	111507	三消	万华-必杀核心	1	99			-1						[1]	[1]	[101918]	
688	111507	三消	万华-必杀核心	1	99			-1						[1]	[1]	[101918]	
689	111507	三消	万华-必杀核心	1	99			-1						[1]	[1]	[101918]	
690	111508	必杀	万华-必杀	1	3			-1						[1]	[17]	[101920]	
691	111509	必杀	瑰丽-赤魔	1	3			-1						[1]	[17]	[110318]	
692	111510	长按普攻	瑰丽-赤魔	1	1			-1						[2]	[15]	[110338]	
693	111510	超频球	瑰丽-核心斩	1	99			2000						[1]	[1]	[110339, 110340, 110341, 110335]	
694	111510	超频球	瑰丽-核心斩	1	99			2000						[1]	[1]	[110339, 110340, 110341, 110335]	
695	111510	超频球	瑰丽-核心斩	1	99			2000						[1]	[1]	[110339, 110340, 110341, 110335]	
696	111510	超频球	瑰丽-核心斩	1	99			2000						[1]	[1]	[110339, 110340, 110341, 110335]	
697	111511	必杀	瑰丽-极核心斩	1	3			-1						[1]	[17]	[110336, 110337]	
698	111512	三消蓝球	瑰丽-蓝三消	1	102			-1						[1]	[1]	[110311]	
699	111513	三消	万华-三消	1	99			-1						[1]	[1]	[101909, 101915, 101912]	
700	111513	三消	万华-三消	1	99			-1						[1]	[1]	[101909, 101915, 101912]	
701	111513	曲光虹吸	虹霁-技能教学	1	8			-1						[1]	[23]	[421405]	
702	111514	三消	万华-三消	1	99			-1						[1]	[1]	[101909, 101915, 101912]	
703	111514	三消	万华-三消	1	99			-1						[1]	[1]	[101909, 101915, 101912]	
704	111514	潋光曳行	虹霁-技能教学	1	8			-1						[1]	[23]	[421410]	
705	111515	三消	万华-混色	1	99			-1						[1]	[1]	[101909, 101915, 101912]	
706	111515	长按普攻	万华-混色	1	1			-1						[2]	[15]	[101916, 101917, 101934, 101935]	
707	111515	三消	万华-纯色	1	99			-1						[1]	[1]	[101909, 101915, 101912]	
708	111515	长按普攻	万华-纯色	1	1			-1						[2]	[15]	[101917, 101934, 101935, 101916]	
709	111516	必杀	万华-必杀	1	3			-1						[1]	[17]	[101919, 101916]	
710	111516	三消	万华-必杀核心	1	99			-1						[1]	[1]	[101918]	
711	111517	普攻	β-普攻	1	1			-1						[1]	[15]	[105206, 105201]	
712	111517	普攻	β-普攻	1	1			3000						[1]	[15]	[105202]	
713	111517	普攻	β-普攻	1	1			3000						[1]	[15]	[105203]	
714	111517	普攻	β-普攻	1	1			3000						[1]	[15]	[105204]	
715	111517	普攻	β-普攻	1	1			3000						[1]	[15]	[105205]	
716	111518	三消蓝球	β-蓝三消	1	102		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Luxiya21.png	-1	True	True				[1]	[1]	[105212, 105269, 105270]	
717	111519	长按闪避	β-居合	4	2			-1						[2]	[16]	[105231]	
718	111519	松开闪避	β-居合	1	2			-1						[2]	[16]	[105233, 105234, 105235]	
719	111520	点击必杀	β-一段必杀	1	3			-1						[1]	[17]	[105216]	
720	111521	三消红球	β-红三消	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Luxiya11.png	-1	True	True				[1]	[1]	[105264]	
721	111522	三消黄球	β-黄三消	1	103		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Luxiya31.png	-1	True	True				[1]	[1]	[105251]	
722	111523	三消蓝球	β-蓝三消	1	102		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Luxiya21.png	-1						[1]	[1]	[105212, 105269, 105270]	
723	111523	三消蓝球	β-蓝三消	1	102		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Luxiya21.png	-1						[1]	[1]	[105212, 105269, 105270]	
724	111523	点击必杀	β-一段必杀	1	3			-1						[1]	[17]	[105216]	
725	111524	普攻	β-普攻	1	1			-1						[1]	[15]	[105253, 105258]	
726	111524	普攻	β-普攻	1	1			3000						[1]	[15]	[105254]	
727	111524	普攻	β-普攻	1	1			3000						[1]	[15]	[105261]	
728	111524	普攻	β-普攻	1	1			3000						[1]	[15]	[105255]	
729	111524	<color=#ffda58>精准</color>普攻	β-剑气	1	1			3000						[1]	[15]	[105256, 105259, 105260]	
730	111525	三消黄球	β-黄三消	1	103			-1						[1]	[1]	[105251]	
731	111525	<color=#ffda58>精准</color>普攻	β-剑气	1	1			3000						[1]	[15]	[105256, 105259, 105260]	
732	111525	普攻	β-剑气	1	1			2000						[1]	[15]	[105256, 105259, 105260]	
733	111525	普攻	β-剑气	1	1			2000						[1]	[15]	[105256, 105259, 105260]	
734	111526	闪避	β-剑气	1	2			-1						[1]	[16]	[105243, 105244]	
735	111526	<color=#ffda58>精准</color>普攻	β-剑气	1	1			3000						[1]	[15]	[105256, 105259, 105260]	
736	111526	普攻	β-剑气	1	1			2000						[1]	[15]	[105256, 105259, 105260]	
737	111526	普攻	β-剑气	1	1			2000						[1]	[15]	[105256, 105259, 105260]	
738	111527	长按普攻	β-登龙斩	1	1			-1						[2]	[15]	[105245, 105246]	
739	111528	点击必杀	β-一段必杀	1	3			-1						[1]	[17]	[105236]	
740	111529	三消	β-三消	1	99			-1						[1]	[1]	[105212, 105269, 105270]	
741	111529	三消	β-三消	1	99			-1						[1]	[1]	[105212, 105269, 105270]	
742	111529	苍霆涌彻	坼霆-技能教学	1	8			-1						[1]	[23]	[421504]	
743	111530	三消	β-三消	1	99			-1						[1]	[1]	[105212, 105269, 105270]	
744	111530	三消	β-三消	1	99			-1						[1]	[1]	[105212, 105269, 105270]	
745	111530	寰矩轮转	坼霆-技能教学	1	8			-1						[1]	[23]	[421509]	
746	111531	宠物技能	β-居合	1	8			-1						[1]	[23]	[421509]	
747	111531	长按闪避	β-居合	4	2			-1						[2]	[16]	[105297]	
748	111531	松开闪避	β-居合	1	2			-1						[2]	[16]	[105294, 105295, 105298]	
749	111532	点击必杀	β-一段必杀	1	3			-1						[1]	[17]	[105216]	
750	111533	长按闪避松开	β-登龙斩	4	2			-1						[2]	[16]	[105242]	
751	111534	普攻	含英-普攻	1	1			-1						[1]	[15]	[111401]	
752	111534	普攻	含英-普攻	1	1			3000						[1]	[15]	[111402]	
753	111534	普攻	含英-普攻	1	1			3000						[1]	[15]	[111403]	
754	111534	普攻	含英-普攻	1	1			3000						[1]	[15]	[111404]	
755	111534	普攻	含英-普攻	1	1			3000						[1]	[15]	[111405]	
756	111535	三消红球	含英-红三消	1	101			-1	True	True				[1]	[1]	[111409]	
757	111536	三消黄球	含英-黄三消	1	103			-1	True	True				[1]	[1]	[111415]	
758	111537	三消蓝球	含英-蓝三消	1	102			-1	True	True				[1]	[1]	[111412]	
759	111538	三消	含英-三消	1	99			-1	True	True				[1]	[1]	[111409, 111415, 111412]	
760	111539	闪避	含英-闪避跳舞	1	2			-1						[1]	[16]	[111428, 111429, 111430, 111431]	
761	111540	普攻	含英-普攻强化	1	1			-1						[1]	[15]	[111406]	
762	111541	强化消球	含英-消球强化	1	99			-1						[1]	[1]	[111425, 111426, 111427]	
763	111542	三消	含英-必杀强化	1	99			-1	True	True				[1]	[1]	[111409, 111415, 111412, 111436, 111439, 111442, 111453, 111456]	
764	111542	三消	含英-必杀强化	1	99			3000						[1]	[1]	[111409, 111415, 111412, 111436, 111439, 111442, 111453, 111456]	
765	111542	闪避	含英-必杀强化	1	2			3000						[1]	[16]	[111428, 111429, 111430, 111431]	
766	111542	闪避	含英-必杀强化	1	2			3000						[1]	[16]	[111428, 111429, 111430, 111431]	
767	111542	必杀	含英-必杀强化	1	3			3000						[1]	[17]	[111424]	
768	111543	普攻	S21-普攻	1	1			-1						[1]	[15]	[131301]	
769	111543	普攻	S21-普攻	1	1			3000						[1]	[15]	[131302]	
770	111543	普攻	S21-普攻	1	1			3000						[1]	[15]	[131303]	
771	111543	普攻	S21-普攻	1	1			3000						[1]	[15]	[131304]	
772	111543	普攻	S21-普攻	1	1			3000						[1]	[15]	[131305]	
773	111544	三消红球	S21-红三消	1	101			-1	True	True				[1]	[1]	[131308]	
774	111545	三消黄球	S21-黄三消	1	103			-1	True	True				[1]	[1]	[131316]	
775	111546	三消蓝球	S21-蓝三消	1	102			-1	True	True				[1]	[1]	[131312]	
776	111547	三消	S21-普通追击	1	99			-1	True	True				[1]	[1]	[131308, 131316, 131312]	
777	111547	普攻	S21-普通追击	1	1			3000						[1]	[15]	[131318, 131320, 131322, 131319, 131321, 131323]	
778	111548	三消	S21-完美追击	1	99			-1	True	True				[1]	[1]	[131308, 131316, 131312]	
779	111548	<color=#FF0000>精准</color>普攻	S21-完美追击	1	1			2000						[1]	[15]	[131319, 131321, 131323]	
780	111549	三消	S21-狩猎时停	1	99			-1	True	True				[1]	[1]	[131308, 131316, 131312]	
781	111549	三消	S21-狩猎时停	1	99			2000						[1]	[1]		[13131915]
782	111550	<color=#FF0000>长按</color>普攻	S21-狂化攻击	1	99			-1						[1]	[1]	[131324, 131325]	
783	111550	普攻!	S21-狂化攻击	1	99			2000						[1]	[1]	[131324, 131325]	
784	111550	普攻!!	S21-狂化攻击	1	99			2000						[1]	[1]	[131324, 131325]	
785	111550	普攻!!!	S21-狂化攻击	1	99			2000						[1]	[1]	[131324, 131325]	
786	111550	普攻!!!!	S21-狂化攻击	1	99			2000						[1]	[1]	[131326]	
787	111551	三消	S21-完整输出	1	99			-1	True	True				[1]	[1]	[131308, 131316, 131312]	
788	111551	三消	S21-完整输出	1	99			2000						[1]	[1]		[13131915]
789	111551	<color=#FF0000>精准</color>普攻	S21-完整输出	1	1			2000						[1]	[15]	[131319, 131321, 131323]	
790	111551	三消	S21-完整输出	1	99			3000						[1]	[1]	[131309, 131313, 131317]	
791	111551	<color=#FF0000>精准</color>普攻	S21-完整输出	1	1			2000						[1]	[15]	[131318, 131319, 131320, 131321, 131322, 131323]	
792	111555	<color=#FF0000>长按</color>普攻	S21-完整输出	1	99			-1						[1]	[1]	[131324, 131325]	
793	111555	普攻!	S21-完整输出	1	99			2000						[1]	[1]	[131324, 131325]	
794	111555	普攻!!	S21-完整输出	1	99			2000						[1]	[1]	[131324, 131325]	
795	111555	普攻!!!	S21-完整输出	1	99			2000						[1]	[1]	[131324, 131325]	
796	111555	普攻!!!!	S21-完整输出	1	99			2000						[1]	[1]	[131326]	
797	111555	必杀	S21-完整输出	1	3			3000						[1]	[17]	[131329]	
798	111552	移动并攻击	脉冲-移动攻击	2	4	1		-1						[2, 1]	[51, 15]	[101527, 101536, 101537, 101538]	
799	111552	普攻	脉冲-移动攻击	1	99			2000						[1]	[1]	[101527, 101536, 101537, 101538]	
800	111552	普攻	脉冲-移动攻击	1	99			2000						[1]	[1]	[101527, 101536, 101537, 101538]	
801	111552	普攻	脉冲-移动攻击	1	99			2000						[1]	[1]	[101527, 101536, 101537, 101538]	
802	111552	普攻	脉冲-移动攻击	1	99			2000						[1]	[1]	[101527, 101536, 101537, 101538]	
803	111553	必杀	脉冲-三段必杀	1	3			-1						[1]	[17]		[10153228]
804	111553	必杀	脉冲-三段必杀	1	3			2000						[1]	[17]		[10153229]
805	111553	必杀	脉冲-三段必杀	1	3			2000						[1]	[17]		[10153230]
806	111554	<color=#ffda58>长按</color>普攻	脉冲-蓄力普攻	1	99			-1						[2]	[15]	[101529, 101530]	
807	111556	三消	冥牙-三消	1	99			-1						[1]	[1]	[131308]	
808	111556	三消	冥牙-三消	1	99			-1						[1]	[1]	[131308]	[13131915]
809	111556	锋牙噬咬	冥牙-技能教学	1	8			-1						[1]	[23]	[421602, 421603, 421604, 421605, 421606]	
810	111557	三消	冥牙-三消	1	99			-1						[1]	[1]	[131312]	
811	111557	三消	冥牙-三消	1	99			-1						[1]	[1]	[131312]	[13131915]
812	111557	离子禁域	冥牙-技能教学	1	8			-1						[1]	[23]	[421607, 421608, 421609, 421610, 421611]	
813	111558	三消红球	S21-红三消	1	101			-1						[1]	[1]	[131308]	
814	111558	<color=#FF0000>精准</color>普攻	S21-精准普攻	1	1			2000						[1]	[15]	[131319, 131321, 131323]	
815	111559	普攻	诺克提-普攻	1	1			-1						[1]	[15]	[130701]	
816	111559	普攻	诺克提-普攻	1	1			3000						[1]	[15]	[130702]	
817	111559	普攻	诺克提-普攻	1	1			3000						[1]	[15]	[130703]	
818	111559	普攻	诺克提-普攻	1	1			3000						[1]	[15]	[130704]	
819	111559	普攻	诺克提-普攻	1	1			3000						[1]	[15]	[130705]	
820	111560	三消红球	诺克提-红三消	1	101			-1	True	True				[1]	[1]	[130713]	
821	111561	三消黄球	诺克提-黄三消	1	103			-1	True	True				[1]	[1]	[130733]	
822	111562	三消蓝球	诺克提-蓝三消	1	102			-1	True	True				[1]	[1]	[130723]	
823	111563	闪避	诺克提-格挡	1	2			-1						[1]	[16]	[130742]	
824	111564	<color=#ffda58>长按</color>普攻	诺克提-蓄力普攻	1	99			-1						[2]	[15]	[130709]	
825	111564	<color=#ffda58>松开</color>普攻	诺克提-蓄力普攻	1	99			-1						[2]	[15]	[130706]	
826	111565	<color=#ffda58>长按</color>普攻	诺克提-蓄力普攻	1	99			-1						[2]	[15]	[130709]	
827	111565	<color=#ffda58>松开</color>普攻	诺克提-蓄力普攻	1	99			2000						[2]	[15]	[130706]	
828	111565	必杀	诺克提-必杀	1	3			3000						[1]	[17]	[130751]	
829	111566	三消红球	诺克提-红三消	1	101			-1						[1, 1, 1]	[2, 3, 4]	[130713]	
830	111566	<color=#ffda58>长按</color>普攻	诺克提-蓄力普攻	1	99			2000						[2]	[15]	[130714]	
831	111567	消除过载红球	诺克提-过载红	1	101			-1						[1]	[1]	[130715]	
832	111567	<color=#ffda58>长按</color>普攻	诺克提-蓄力普攻	1	99			2000						[2]	[15]	[130716]	
833	111568	消除爆弹红球	诺克提-爆弹红	1	101			-1						[1]	[1]	[130715]	
834	111568	<color=#ffda58>长按</color>普攻	诺克提-蓄力普攻	1	99			2000						[2]	[15]	[130716]	
835	111574	<color=#ffda58>长按</color>普攻	诺克提-蓄力普攻	1	99			-1						[2]	[15]	[130709]	
836	111574	<color=#ffda58>松开</color>普攻	诺克提-蓄力普攻	1	99			2000						[2]	[15]	[130706]	
837	111574	必杀	诺克提-一段必杀	1	3			2000						[1]	[17]	[130751]	
838	111569	消除过载红球	诺克提-爆弹红	1	101			-1						[1]	[1]	[130715]	
839	111569	<color=#ffda58>长按</color>普攻	诺克提-蓄力普攻	1	99			2000						[2]	[15]	[130716]	
840	111569	消除过载黄球	诺克提-爆弹黄	1	103			2000						[1]	[1]	[130735]	
841	111569	<color=#ffda58>长按</color>普攻	诺克提-蓄力普攻	1	99			2000						[2]	[15]	[130736]	
842	111569	消除过载蓝球	诺克提-爆弹蓝	1	102			2000						[1]	[1]	[130725]	
843	111569	<color=#ffda58>长按</color>普攻	诺克提-蓄力普攻	1	99			2000						[2]	[15]	[130726]	
844	111569	必杀	诺克提-二段必杀	1	3			-1						[1]	[17]	[130752]	
845	111570	三消红球	深红之渊-三消红	1	101			-1						[1]	[1]	[102209]	
846	111570	<color=#ffda58>长按</color>普攻	深红之渊-蓄力普攻	1	99			-1						[2]	[15]	[102233, 102232]	
847	111571	三消蓝球	深红之渊-蓝三消	1	102			-1						[1]	[1]	[102212]	
848	111571	三消红球	深红之渊-三消红	1	101			2000						[1]	[1]	[102209]	
849	111571	<color=#ffda58>长按</color>普攻	深红之渊-蓄力普攻	1	99			2000						[2]	[15]	[102233, 102232]	
850	111571	<color=#ffda58>松开</color>普攻	深红之渊-蓄力普攻	1	99			3000						[2]	[15]	[102239, 102236]	
851	111572	三消蓝球	深红之渊-蓝三消	1	102			-1						[1]	[1]	[102212]	
852	111572	三消红球	深红之渊-三消红	1	101			2000						[1]	[1]	[102209]	
853	111572	必杀	深红之渊一段必杀	1	3			2000						[1]	[17]	[102216]	
854	111572	<color=#ffda58>长按</color>普攻	深红之渊-蓄力普攻	1	99			5000						[2]	[15]	[199282]	[10221621, 10221622, 10221623]
855	111573	消除过载红球	诺克提-过载红	1	101			-1						[1]	[1]	[130715]	
856	111575	必杀	诺克提-二段必杀	1	3			-1						[1]	[17]	[130752]	
857	111576	普攻	回音-普攻	1	1			-1						[1]	[15]	[102801]	
858	111576	普攻	回音-普攻	1	1			2000						[1]	[15]	[102802]	
859	111576	普攻	回音-普攻	1	1			2000						[1]	[15]	[102808, 102803]	
860	111576	普攻	回音-普攻	1	1			2000						[1]	[15]	[102804]	
861	111577	三消红球	回音-红三消	1	101			-1	True	True				[1]	[1]	[102813]	
862	111578	三消黄球	回音-黄三消	1	103			-1	True	True				[1]	[1]	[102827]	
863	111579	三消蓝球	回音-蓝三消	1	102			-1	True	True				[1]	[1]	[102823, 102820]	
864	111580	<color=#ffda58>长按</color>普攻	回音-蓄力普攻	1	99			-1						[2]	[15]	[102830, 102805]	
865	111581	消除<color=#ffda58>密语球</color>	回音-密语红	1	99			-1						[1]	[1]	[102981]	
866	111582	闪避	回音-滑步弓	1	2			-1						[1]	[16]	[102848, 102849, 102850, 102851]	
867	111583	三消蓝球	回音-蓝三消	1	102			-1	True	True				[1]	[1]	[102823, 102820]	
868	111584	红球	回音-裁定合击	1	101			-1						[1]	[1]	[102831]	
869	111585	<color=#ffda58>长按</color>普攻	回音-蓄力普攻	1	99			-1						[2]	[15]	[102830, 102805]	
870	111585	消除<color=#ffda58>密语球</color>	回音-红	1	99			1000						[1]	[1]	[102981]	
871	111585	消除<color=#ffda58>密语球</color>	回音-蓝	1	99			1000						[1]	[1]	[102982]	
872	111585	消除<color=#ffda58>密语球</color>	回音-黄	1	99			1000						[1]	[1]	[102983]	
873	111585	消除<color=#ffda58>密语球</color>	回音-红	1	99			1000						[1]	[1]	[102984]	
874	111585	消除<color=#ffda58>密语球</color>	回音-蓝	1	99			1000						[1]	[1]	[102985]	
875	111585	消除<color=#ffda58>密语球</color>	回音-黄	1	99			1000						[1]	[1]	[102986, 102903]	
876	111586	三消红球	回音-红三消	1	101			-1	True	True				[1]	[1]	[102813]	
877	111586	三消蓝球	回音-蓝三消	1	102			2000	True	True				[1]	[1]	[102823]	
878	111586	三消黄球	回音-黄三消	1	103			2000	True	True				[1]	[1]	[102827]	
879	111587	三消	回音-三消	1	99			-1						[1]	[1]	[102813]	
880	111587	三消	回音-三消	1	99			-1						[1]	[1]	[102813]	[13131915]
881	111587	极夜幻射	回音-技能教学	1	8			-1						[1]	[23]	[421702, 421703, 421704, 421705, 421706]	
882	111588	三消	回音-三消	1	99			-1						[1]	[1]	[102823, 102820]	
883	111588	三消	回音-三消	1	99			-1						[1]	[1]	[102823, 102820]	[13131915]
884	111588	邃芒厉袭	回音-技能教学	1	8			-1						[1]	[23]	[421707, 421708, 421709, 421710, 421711]	
885	111589	消除红球	回音-红三消	1	101			8000						[1]	[1]	[102831]	
886	111590	必杀	回音-必杀	1	3			-1						[1]	[17]	[102839]	
887	111591	蓝球	回音-裁定合击	1	102			-1						[1]	[1]	[102831]	
888	111592	黄球	回音-裁定合击	1	103			-1						[1]	[1]	[102831]	
889	111593	消除红球	回音-红单消	1	101			-1						[1]	[1]	[102828, 102831]	
890	111593	必杀	回音-必杀	1	3			-1						[1]	[17]	[102839]	
891	111594	消除蓝球	回音-蓝单消	1	102			-1						[1]	[1]	[102828, 102831]	
892	111594	必杀	回音-必杀	1	3			-1						[1]	[17]	[102839]	
893	111595	消除黄球	回音-黄单消	1	103			-1						[1]	[1]	[102828, 102831]	
894	111595	必杀	回音-必杀	1	3			-1						[1]	[17]	[102839]	
895	111596	普攻	拉弥亚-普攻	1	1			-1						[1]	[15]	[113801, 113806]	
896	111596	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113802]	
897	111596	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113803]	
898	111596	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113804]	
899	111596	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113805]	
900	111597	三消黄球	拉弥亚-黄三消	1	103			-1	True	True				[1]	[2]	[113815]	
901	111598	三消蓝球	拉弥亚-蓝三消	1	102			-1	True	True				[1]	[2]	[113812]	
902	111599	必杀	拉弥亚-必杀	1	3			-1						[1]	[17]	[113816]	
903	111600	普攻	拉弥亚-普攻	1	1			-1						[1]	[15]	[113853, 113858]	
904	111600	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113854]	
905	111600	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113855]	
906	111600	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113856]	
907	111600	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113857]	
908	111600	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113859]	
909	111600	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113860]	
910	111600	普攻	拉弥亚-普攻	1	1			2000						[1]	[15]	[113861]	
911	111601	三消蓝球	拉弥亚-人鱼蓝三消	1	102			-1	True	True				[1]	[2]	[113880, 113887]	
912	111602	三消红球	拉弥亚-人鱼红三消	1	301			-1	True	True				[1]	[2]	[113876]	
913	111603	三消黄球	拉弥亚-黄三消	1	103			-1	True	True				[1]	[2]	[113815]	
914	111604	潮涌球	潮涌球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Lamiya0.png	-1	True					[1]	[1]	[113832, 113833]	
