Id	Content	BehaviorId	OptionShowTime	EmptySkipId	RepeatId	Options	SkipIds
40604	诶——不能这样改装帕瓦好可惜，但七实自己很厉害！下一个任务：潜入控制室！	Think_Jump_Idle	1500			['关于空岛', '关于夏天', '再见']	[40602, 40605, 40608]
40605	七实喜欢夏天，因为夏天有好玩的东西，不过七实觉得什么都好玩啦。	Jump_Happy	1500	40606			
40606	而且，夏天的七实是最强的！因为七实什么时候都很强！嗯？原来指挥官只是喜欢夏天。	Show_Serious	1500	40607			
40607	好！挑战对象是太阳！帕瓦就位！出发！开玩笑啦，还是和指挥官一起玩更有意思吧？	Jump_Happy	1500			['关于空岛', '关于夏天', '再见']	[40602, 40605, 40608]
40608	不玩了吗？七实一直都在这里哦！	SkyNpc_Common_PatrolEndtalk					
40701	嘘……害怕被认出来，别告诉别人……	Think_Scared	1500			['关于空岛', '关于夏天', '再见']	[40702, 40705, 40708]
40702	我看起来……也不像会在这里出现的样子吧……没关系，我能伪装好的……	Think_Idle	1500	40703			
40703	不过……还是在这里说说话就好了吧……靠近边缘会掉下去的……还是乖乖待在安全的地方比较好。	Think_Idle	1500	40704			
40704	这样一想来找你还真是……还要考虑待会怎么回去，不如就你来送我回去吧？真好，不用考虑躲起来的事情了。	Think_Happy	1500			['关于空岛', '关于夏天', '再见']	[40702, 40705, 40708]
40705	一提到夏天，很多人都想去游泳吧……成为这个样子之前，似乎没有学过游泳……	Think_Idle	1500	40706			
40706	现在已经不用特意去学了，什么时候都能安静地躲在水下……不会有人发现的……	Think_Idle	1500	40707			
40707	我说的和你想到的游泳一定不一样吧——嗯？我什么时候都不会和鱼讲话的。	Think_Cry	1500			['关于空岛', '关于夏天', '再见']	[40702, 40705, 40708]
40708	想要逃走……	SkyNpc_Common_Endtalk					
40801	你好，指挥官。	Stand_Idle	1500			['关于空岛', '关于夏天', '再见']	[40802, 40805, 40808]
40802	这里，有很大的商业潜力… …个人角度来说，可以在这里开设阿迪莱的商店。	Stand_Happy_Idle	1500	40803			
40803	……是说苏菲亚自己的感觉吗，我很喜欢这里，这里和天空很近，天空……很自由，感觉和宇宙不一样，而且很安静。	Stand_Idle	1500	40804			
40804	如果是和指挥官在一起的话，还会感觉到安心……指挥官，那里的话，似乎可以做成熟食店的区域。	Stand_Idle	1500			['关于空岛', '关于夏天', '再见']	[40802, 40805, 40808]
40805	以前对夏天的记忆很模糊，列车上的夏天……很闷热，容易让人中暑。如果太热的话，工作就会慢下来，无法完成。	Think_Close	1500	40806			
40806	我很喜欢吃冰淇淋，如果可以把冰淇淋机放在这边，就能和指挥官一起吃了。	Stand_Idle	1500	40807			
40807	这样算不算开始学会照顾别人……？如果指挥官来买冰淇淋的话，我可以给指挥官成本价。	Think_Idle	1500			['关于空岛', '关于夏天', '再见']	[40802, 40805, 40808]
40808	指挥官，慢走。	SkyNpc_Common_PatrolEndtalk					
40901	有什么能帮到您的吗，指挥官。	Stand_Idle	1500			['关于夏天', '关于罗塞塔', '再见']	[40902, 40905, 40908]
40902	北地的夏天，并不是想象中那样寒冷的。指挥官有去苔原上走过吗？	Talk_Idle	1500	40903			
40903	还有很多生物在那里呢，指挥官有看过北极狐吗？曾经有见过一家北极狐去捕猎……它们跑动的样子很可爱。一些胆子大一些的还会朝守林人的方向叫呢。	Think_Idle	1500	40904			
40904	不管是陆地，天空还是大海，大家都在努力地生活。有时间的话，一起去我的家乡看看吧，指挥官。	Stand_Idle	1500			['关于夏天', '关于罗塞塔', '再见']	[40902, 40905, 40908]
40905	到一个浮空的地方还要继续保持漂浮吗……总觉得有些怪怪的。这座岛在空中看起来也有些孤独……	Think_Idle	1500	40906			
40906	好在我已经习惯了这样的生活，如果一个人承担不走运的事情，就能坦然更多呢。	Stand_Idle	1500	40907			
40907	对不起！一不小心就讲了这么多……指挥官接下来要做什么呢？要我带指挥官在这里飞一小段吗？天空的感觉很好哦。	Stand_Happy_Idle	1500			['关于夏天', '关于罗塞塔', '再见']	[40902, 40905, 40908]
40908	再会，指挥官。	SkyNpc_Common_Endtalk					
41001	咦？是指挥官，21号正在“巡视领地”。	Jump_Idle	1500			['关于空岛', '关于夏天', '再见']	[41002, 41005, 41008]
41002	地面好远……21号并不害怕掉下去，但一直站在这上面，指挥官会不安全。	Think_Idle	1500	41003			
41003	诺克提去哪里了？21号揍他的时候就不会感觉有什么担心的了。如果从这里把他扔下去就更好。	Show_Idle	1500	41004			
41004	这样也算是“巡视领地”的一部分了吧，21号已经完全理解了这一点，指挥官。	Stand_Idle	1500			['关于空岛', '关于夏天', '再见']	[41002, 41005, 41008]
41005	夏天可以出去玩……不过21号除了薇拉和诺克提不知道要和谁一起。嗯……21号自己和自己玩也可以。	Think_Idle	1500	41006			
41006	嗯？指挥官要和21号一起吗？但21号没有学习过两个人一起玩的游戏，21号最擅长的双人游戏是“揍飞”。	Stand_Idle	1500	41007			
41007	不过，21号不想揍飞指挥官。指挥官，好人。好人，可以一起抢零食吃。	Talk_Idle	1500			['关于空岛', '关于夏天', '再见']	[41002, 41005, 41008]
41008	要再见了吗，再见，指挥官。	SkyNpc_Common_PatrolEndtalk					
50101	新年快乐，你也是带着“任务”来的吗？	Talk_Idle	800			['关于年货', '关于伙伴', '再见']	[50102, 50105, 50108]
50102	贾米拉说，九龙过春节的时候，有采购“年货”的习俗，让我过来参观，顺便选购一些回去。		800		50103	['关于年货', '再见']	[50102, 50108]
50103	但年货，具体是指什么呢？食物？用具？这个灯也是“年货”的一种吗？它看起来很精致，会不会很昂贵……		800		50104	['关于年货', '再见']	[50102, 50108]
50104	啊……你要送给我吗？多谢。		800			['关于伙伴', '再见']	[50105, 50108]
50105	小孩子联盟约好过几天聚会，我想给他们带一些“年货”，可以麻烦你帮我一起挑选吗？		800		50106	['关于伙伴', '再见']	[50105, 50108]
50106	食物……应该就可以吧。这个摊位上的糕是甜的，对面那家却是辣的，奇怪。		800		50107	['关于伙伴', '再见']	[50105, 50108]
50107	每种都买一点尝尝吧。你喜欢什么口味？我也给你买一份。		800			['关于年货', '再见']	[50102, 50108]
50108	再去那边看看吧，那边出售的是什么商品？	2024SpringNpc_Sufeiya_Endtalk					
50201	是你呀，新年好呀，恭喜发财！	Talk_Idle	800			['关于采购', '关于列车', '再见']	[50202, 50205, 50208]
50202	采购需要的技能可多了，首先你要有一双慧眼，学会挑选最好的货品；还要会讲价……你看，前面就有个摊位，我去给你示范一下。		800		50203	['关于采购', '再见']	[50202, 50208]
50203	学会了吗？砍价就要这样，先“腰斩”一半的价钱，再一点点往上加。		800		50204	['关于采购', '再见']	[50202, 50208]
50204	是不是第一次见到这么低的成交价？下次你也试试，能省下不少呢。		800			['关于列车', '再见']	[50205, 50208]
50205	列车的大伙也想趁着这个节日热闹热闹，一起来吧！		800		50206	['关于列车', '再见']	[50205, 50208]
50206	老话说到，春节之后，就是新的开始，新年新气象，所以，新年一定会更好的，对吧！		800		50207	['关于列车', '再见']	[50205, 50208]
50207	新的一年，我们一定能拓展出新的贸易区，连接起更多人，更多地区……嘿嘿，真是想想就高兴！		800			['关于采购', '再见']	[50202, 50208]
50208	哦？要走了吗？再见！要记得我教给你的砍价技巧！	2024SpringNpc_Changyu_Endtalk					
50301	您好，指挥官。接下来的一年，也请您多多关照了。	Talk_Idle	800			['关于假期', '关于礼物', '再见']	[50302, 50305, 50308]
50302	指挥官，听说这里出现了许多怪事，爆竹自燃，年兽伏击……真的会有年兽这样的生物吗？		800		50303	['关于假期', '再见']	[50302, 50308]
50303	无论如何，请遵守安全条例，正确燃放烟花爆竹，还要小心奇怪的生物……		800		50304	['关于假期', '再见']	[50302, 50308]
50304	呼，安全条例大概就是这些内容，假期也一定要注意安全啊，指挥官。		800			['关于礼物', '再见']	[50305, 50308]
50305	这些礼物是在那边买的，本来想着“只是逛逛，绝对不买”，但一圈走下来，总觉得这个很适合指挥官，那个很适合姐姐，还是不知不觉地买了很多……		800		50306	['关于礼物', '再见']	[50305, 50308]
50306	还有一部分姐姐帮我拿着，就在后面……		800		50307	['关于礼物', '再见']	[50305, 50308]
50307	啊，姐姐！对，对不起！我买太多了！		800			['关于假期', '再见']	[50302, 50308]
50308	指挥官，等你休息的时候，我们一起去那边逛逛吧。	2024SpringNpc_Yalisha_Endtalk					
50401	凑这么近做什么……你有东西要给我？	Talk_Idle	800			['关于汤圆', '关于雪花', '再见']	[50402, 50405, 50408]
50402	什么东西？汤圆？我勉强尝尝看……		800		50403	['关于汤圆', '再见']	[50402, 50408]
50403	烫！把那边那个……冰过的电解液拿来！		800		50404	['关于汤圆', '再见']	[50402, 50408]
50404	……吹凉之后再吃，倒是还不错。外皮软糯，馅料看似普通，但也还算别有风味……有趣。		800			['关于雪花', '再见']	[50405, 50408]
50405	不用帮我遮挡，我不冷，这些静从天上落下的雪花……很干净。		800		50406	['关于雪花', '再见']	[50405, 50408]
50406	但雪落在桌子上就融化了，有点可惜，不如我让这里再冷一些，留住它们……		800		50407	['关于雪花', '再见']	[50405, 50408]
50407	算了，还是保持现在这个温度吧，再冷下去，恐怕你承受不住那样的严寒。		800			['关于汤圆', '再见']	[50402, 50408]
50408	你先走吧，我再多坐一会。	2024SpringNpc_Luna_Endtalk					
50501	你在这里做什么？	Talk_Idle	800			['关于饮茶', '关于愿望', '再见']	[50502, 50505, 50508]
50502	这就是你为了庆祝新年，新买的茶叶？罐口怎么密封得这么紧？稍等……好了，帮你打开了。		800		50503	['关于饮茶', '再见']	[50502, 50508]
50503	九龙的茶道，繁琐而复杂，我并不精于此道，但也不介意在此品尝简单冲泡的饮品。		800		50504	['关于饮茶', '再见']	[50502, 50508]
50504	……嗯，还不错的味道。		800			['关于愿望', '再见']	[50505, 50508]
50505	新年愿望？不，我一向不许愿。想要的东西太多，会像沙子一样握不住。		800		50506	['关于愿望', '再见']	[50505, 50508]
50506	有些东西我绝不会放弃，有些东西也不会去刻意追逐。		800		50507	['关于愿望', '再见']	[50505, 50508]
50507	但如果是你的愿望……说出来，我也许会帮你实现。		800			['关于饮茶', '再见']	[50502, 50508]
50508	还会再见的。	2024SpringNpc_Luxiya_Endtalk					
50601	好巧，真是命运的相遇。	Talk_Idle	800			['关于展台', '关于团圆', '再见']	[50602, 50605, 50608]
50602	这个展台布置得不错嘛，听说今晚有……晚会？需要我上场表演吗？		800		50603	['关于展台', '再见']	[50602, 50608]
50603	我倒是有准备好的剧目。		800		50604	['关于展台', '再见']	[50602, 50608]
50604	当然，如果你愿意的话，我也可以私下为你单独表演……嗯哼？		800			['关于团圆', '再见']	[50605, 50608]
50605	家人团聚？真是欢乐的节目，但我不喜欢——想来一些更有趣的东西吗？		800		50606	['关于团圆', '再见']	[50605, 50608]
50606	比如，我现在带走你，我们跑去那群构造体谁都找不到的地方，一定十分精彩吧？		800		50607	['关于团圆', '再见']	[50605, 50608]
50607	或者，我现在为你表演我准备好的节目？那是一出无趣，老套，又无足轻重的可笑喜剧……想看看吗？哈，你的选择总会让我惊讶……		800			['关于展台', '再见']	[50602, 50608]
50608	啊，真是一场短暂的相遇……	2024SpringNpc_Luolan_Endtalk					
50701	应该没人能发现我吧？	Talk_Idle	800			['关于陪伴', '关于吃鱼', '再见']	[50702, 50705, 50708]
50702	你……你怎么神出鬼没的！偷看？没……没有啊！你不要乱说，我才没有在偷看你，我只是……我只是在看风景！对，看风景。		800		50703	['关于陪伴', '再见']	[50702, 50708]
50703	倒是你，怎么一个人跑到这种角落里来？		800		50704	['关于陪伴', '再见']	[50702, 50708]
50704	要……要是这会儿你不跟其他人在一起的话，我也不是不能陪陪你。		800			['关于吃鱼', '再见']	[50705, 50708]
50705	年年有鱼、年年有余……噫，这菜名，光是看着尾巴就开始疼了……		800		50706	['关于吃鱼', '再见']	[50705, 50708]
50706	话说回来，这些鱼的个头都好小，你要真的想吃，我可以专门帮你弄几网大的回来……		800		50707	['关于吃鱼', '再见']	[50705, 50708]
50707	吃人嘴短，到时候……啊不，没什么，你记得到时候感谢我就行。		800			['关于陪伴', '再见']	[50702, 50708]
50708	又要走吗……哦，还会回来啊，那我还在这里等你？	2024SpringNpc_Lamiya_Endtalk					
50801	指挥官，我们又一同走进了新的一年。	Talk_Idle	800			['关于时间', '关于礼物', '再见']	[50802, 50805, 50808]
50802	常听人说，时间是连续流动的河，不会因为庆祝新年而改变。		800		50803	['关于时间', '再见']	[50802, 50808]
50803	但对现在的我来说，有灰鸦小队在，有你在，这一天就不止是节日，更是相伴至今的纪念日。		800		50804	['关于时间', '再见']	[50802, 50808]
50804	这一年里灰鸦经历了很多艰难困苦，可没有什么能阻止我们，阻止我走向你。		800			['关于礼物', '再见']	[50805, 50808]
50805	指挥官，可以拆礼物了，最近的天气还是很冷，所以我选了一条围巾。		800		50806	['关于礼物', '再见']	[50805, 50808]
50806	选颜色的时候，我在店里犹豫了很久，最后还是选了最温暖的红色。		800		50807	['关于礼物', '再见']	[50805, 50808]
50807	至于上面的阿呆蛙……抱歉，这是我……		800			['关于时间', '关于礼物']	[50802, 50808]
50808	我拿到了一箱烟花，要不要现在就一起去广场？	2024SpringNpc_LuxiyaB_Endtalk					
50901	指挥官，这里。	Talk_Idle	800			['关于娱乐', '关于饮茶', '再见']	[50902, 50906, 50909]
50902	轮到你出牌了，指挥官。		800		50903	['关于娱乐', '再见']	[50902, 50909]
50903	我猜你手里还有几张比较小的牌，你确定现在要出这么大的底牌吗？		800		50904	['关于娱乐', '再见']	[50902, 50909]
50904	……我输了……不，我没有放水，只是确实没有想到还有这样出牌的方法。		800		50905	['关于娱乐', '再见']	[50902, 50909]
50905	惩罚就是……在头上贴这种纸片？嗯……		800			['关于饮茶', '再见']	[50906, 50909]
50906	指挥官，稍等一下，第二次滚水需要十五秒……三，二，一，好了，把杯子给我。		800		50907	['关于饮茶', '再见']	[50906, 50909]
50907	我特意学习了九龙的茶艺。书上说，需要严格把控茶水的冲泡时间，才能沏出最好的口感。		800		50908	['关于饮茶', '再见']	[50906, 50909]
50908	还喜欢这个味道吧？我记下了，下次的咖啡，可以适当替换成茶饮。		800			['关于娱乐', '再见']	[50902, 50909]
50909	指挥官，来尝尝另一种茶水吧。	2024SpringNpc_Li_Endtalk					
51001	我们一起喝杯茶吧。	Talk_Idle	800			['关于茶点', '关于赏花', '再见']	[51002, 51005, 51008]
51002	我找到了这只暖炉，可以和围在一起烤些茶点。		800		51003	['关于茶点', '再见']	[51002, 51008]
51003	嗯……这次和平时不一样，不是事先准备好的……因为我想和指挥官一起围在暖炉旁边，然后……再一起做出茶点。		800		51004	['关于茶点', '再见']	[51002, 51008]
51004	能和你一起做些什么，一直都是我的愿望，去年是这样，今年也是这样。		800			['关于赏花', '再见']	[51005, 51008]
51005	坐在这里，一抬头就能看见那些盛开的花了。		800		51006	['关于赏花', '再见']	[51005, 51008]
51006	你看，那边好像还藏着一棵白梅。		800		51007	['关于赏花', '再见']	[51005, 51008]
51007	我一直都期盼着能和指挥官一起在庭院里赏花，现在，这个愿望已经实现了。		800			['关于茶点', '再见']	[51002, 51008]
51008	指挥官，可以帮我折下一支白梅花吗？	2024SpringNpc_Lifu_Endtalk					
51101	请坐。	Talk_Idle	800			['关于春节', '关于假期', '再见']	[51102, 51105, 51108]
51102	春节是九龙重要的节日，每到这个时间，九龙人都会回到家人的身边团聚，庆贺新一年的到来。		800		51103	['关于春节', '再见']	[51102, 51108]
51103	除你之外，“家人”于我而言，已经是遥远的记忆。但转念思索，九龙又何尝不算是我的家？		800		51104	['关于春节', '再见']	[51102, 51108]
51104	这样，就已经足够。		800			['关于假期', '再见']	[51105, 51108]
51105	……你说得对，坐镇九龙重建工程许久，也许是时候该休息一下。		800		51106	['关于假期', '再见']	[51105, 51108]
51106	在这个节日相会，池边听雪，品茶赏花，听起来也不错。		800		51107	['关于假期', '再见']	[51105, 51108]
51107	不如，与我一同在这里享受片刻闲暇？		800			['关于春节', '再见']	[51102, 51108]
51108	有事情要忙吗？也好，去吧。	2024SpringNpc_Qu_Endtalk					
51201	一个、两个……又可以收进小金库了~	Talk_Idle	800			['关于红包', '关于比赛', '再见']	[51202, 51205, 51208]
51202	今年又收了好多新年红包，明明已经是大人了……		800		51203	['关于红包', '再见']	[51202, 51208]
51203	咦，你怎么在这里？你什么都没看见，对吧！		800		51204	['关于红包', '再见']	[51202, 51208]
51204	怎么你手里也拿着红包？是专门给我的？那……哈哈，那我还是会收下！多谢指挥官！		800			['关于比赛', '再见']	[51205, 51208]
51205	指挥官！你来得正好！这几天有大胃王比赛，和我搭档吧！		800		51206	['关于比赛', '再见']	[51205, 51208]
51206	比赛内容？是挑战最快速度吃完这条街上的所有摊位！要是我们拿到第一名，会有丰厚奖励！		800		51207	['关于比赛', '再见']	[51205, 51208]
51207	不要拒绝嘛，这也是九龙习俗哦，传说吃得越多明年就越红火……喂！是真的啦！真的是真的！		800			['关于红包', '关于比赛', '再见']	[51202, 51205, 51208]
51208	再见啦指挥官！下次一起尝尝别的小吃吧！	2024SpringNpc_Pulao_Endtalk					
51301	新春快乐，指挥官。	Talk_Idle	800			['关于春节', '关于食物', '再见']	[51302, 51305, 51308]
51302	九龙的春节啊……真是怀念。难得今年可以与你和蒲牢共同度过这个节日，真好。		800		51303	['关于春节', '再见']	[51302, 51308]
51303	遵循旧俗，我们来燃放爆竹吧，爆竹声声，碎红满地，灿若云锦，除旧迎新		800		51304	['关于春节', '再见']	[51302, 51308]
51304	爆竹驱散阴霾，指挥官，祝你新的一年，平安吉祥，事事顺心。		800			['关于食物', '再见']	[51305, 51308]
51305	虽然之前未必每年都能像这样平和地度过这个节日，但只要到这个时间，我总会亲手制作一些食物，分送给周围的朋友。		800		51306	['关于食物', '再见']	[51305, 51308]
51306	倒也不是什么九龙习俗，只是一种祝福吧，希望大家都能按照自己的心意，幸福快乐地生活下去。		800		51307	['关于食物', '再见']	[51305, 51308]
51307	指挥官，要尝尝看这份我亲手做的糕点吗？		800			['关于春节', '再见']	[51302, 51308]
51308	祈愿鸿钧运转，岁岁安康。	2024SpringNpc_Hanying_Endtalk					
51401	指挥官，今天你有什么特殊的安排吗？	Talk_Idle	800			['关于闲暇', '关于节日', '再见']	[51402, 51405, 51408]
51402	指挥官？我现在并没有任务，劳逸结合是必修课程，在这样的节日里，适当休息才能更好的放松下来。		800		51403	['关于闲暇', '再见']	[51402, 51408]
51403	要和我一起看这本书吗？《九龙年俗文化概观》，里面讲解了很多有趣的节日习俗，我想，你大概会和我一样，对这样的内容有些兴趣。		800		51404	['关于闲暇', '再见']	[51402, 51408]
51404	嗯，看得到这一边的屏幕吧？刚好，我们可以一起继续阅读下去。		800			['关于节日', '再见']	[51405, 51408]
51405	热闹的节日，也要注意安全。想去那边走走啊……需要我的陪同吗？		800		51406	['关于节日', '再见']	[51405, 51408]
51406	节日前，我思考了很多如何在这样的场合保护你的方案，但无论如何，似乎都不如我跟随在你身边更加妥当。		800		51407	['关于节日', '再见']	[51405, 51408]
51407	如果你允许的话，我们就出发吧。		800			['关于闲暇', '再见']	[51402, 51408]
51408	要离开了吗？好的，我就在这边等你。	2024SpringNpc_Kuluomu_Endtalk					
51501	指挥官，你来啦！	Talk_Idle	800			['关于烟花', '关于水池', '再见']	[51502, 51505, 51509]
51502	九龙的新年嘛，最值得期待的当然是放！烟！花！指挥官，我准备了好大一箱，快来！		800		51503	['关于烟花', '再见']	[51502, 51509]
51503	小心！我要点火了！你说——什么？我听不到……反了？什么反了……		800		51504	['关于烟花', '再见']	[51502, 51509]
51504	哇啊！怎么整箱烟花都飞出去了——指挥官小心！！		800			['关于水池', '再见']	[51505, 51509]
51505	看到那边的水池了吗？我已经研究过了，里面真的有鱼！		800		51506	['关于水池', '再见']	[51505, 51509]
51506	但刚刚万事在那边坐了半天，一条都没有钓上来！哈哈哈！		800		51507	['关于水池', '再见']	[51505, 51509]
51507	看他太可怜，我偷偷潜下去，捉到一条好大的，挂在他的鱼钩上了……		800		51508	['关于水池', '再见']	[51505, 51509]
51508	这也算是钓上来了吧！嘿嘿~		800			['关于烟花', '再见']	[51502, 51509]
51509	还有别的事吗？那，等下记得来找我玩！	2024SpringNpc_Shenwei_Endtalk					
51601	我在冬眠，不要打扰我……嗯？指挥官？	Talk_Idle	800			['关于许愿', '关于钓鱼', '再见']	[51602, 51605, 51608]
51602	唔，这几天还挺热闹的，似乎很多人在这许愿……大概这也是春节要做的事情之一吧。		800		51603	['关于许愿', '再见']	[51602, 51608]
51603	但这时候许愿，真的能带来好运吗？我大概不会使用这种方式来达成我自己的祈愿。		800		51604	['关于许愿', '再见']	[51602, 51608]
51604	但如果你愿意告诉我你的愿望，那……今天你的愿望就能实现也说不定……谁知道呢？		800			['关于钓鱼', '再见']	[51605, 51608]
51605	我完成了一项任务，耗费了我的全部精力，所以准备申请长期休眠。		800		51606	['关于钓鱼', '再见']	[51605, 51608]
51606	休眠之前，神威说这边有很有趣的活动，我才过来看看……		800		51607	['关于钓鱼', '再见']	[51605, 51608]
51607	钓鱼还算是一种不错的游戏，很安静，我喜欢。但……这个池子里，真的有鱼吗？		800			['关于许愿', '再见']	[51602, 51608]
51608	这就要走了吗？嗯……好吧，等你回来，随时喊我起来。	2024SpringNpc_Wanshi_Endtalk					
51701	指挥官！来尝尝看！	Talk_Idle	800			['关于口味', '关于假期', '再见']	[51702, 51705, 51708]
51702	你尝过刚才的鱼了吧，那是我做的，这样的大鱼，就要放大料。我放了辣椒和豆豉进去，怎么样，味道应该还不错。		800		51703	['关于口味', '再见']	[51702, 51708]
51703	我看过九龙的书，上面写了，过这个节日，一定要吃鱼，这样才能年年有余……		800		51704	['关于口味', '再见']	[51702, 51708]
51704	年年有余……嗯……大概就是每年都能吃到鱼的意思吧，听起来也还不赖，是吗？		800			['关于假期', '再见']	[51705, 51708]
51705	你怎么看起来还是匆匆忙忙的……难道还有什么任务吗？不会吧，空中花园不给指挥官放假的吗？！		800		51706	['关于假期', '再见']	[51705, 51708]
51706	没有别的任务啊……那就好，今天你就应该好好休息！在这个院子溜达溜达，散散心，今天就是应该偷懒的时间！		800		51707	['关于假期', '再见']	[51705, 51708]
51707	不许工作！我就在这边盯着你！		800			['关于口味', '再见']	[51702, 51708]
51708	这种大伙都聚在一起的感觉，似乎也不差。	2024SpringNpc_Kamu_Endtalk					
51801	指挥官，来和七实一起玩吧！	Talk_Idle	800			['关于堆雪人', '关于铲雪', '再见']	[51802, 51805, 51808]
51802	指挥官，昨晚下了好大的雪，地上都堆起来厚厚一层，这可是堆雪人的最好时机呀！快来快来，七实已经滚好一个雪球啦。		800		51803	['关于堆雪人', '再见']	[51802, 51808]
51803	眼睛、鼻子……都贴好啦，不如就给这个雪人起名叫“指挥官”吧！		800		51804	['关于堆雪人', '再见']	[51802, 51808]
51804	等等，你先别动，胡萝卜还不牢固……哎呀！“指挥官”的鼻子掉了！		800			['关于铲雪', '再见']	[51805, 51808]
51805	这是七实的最新发明！超级铲雪机！你看，小铲能把很重很重的雪都铲起来哦，就连石板地面都不在话下！		800		51806	['关于铲雪', '再见']	[51805, 51808]
51806	不过，小铲今天的首要目标还是——把指挥官铲走！		800		51807	['关于铲雪', '再见']	[51805, 51808]
51807	冲冲冲！指挥官！今天一整天都要陪着七实！		800			['关于堆雪人', '再见']	[51802, 51808]
51808	七实会好好保护“指挥官”的！	2024SpringNpc_Qishi_Endtalk					
51901	需要记录更多九龙节日习俗。	Talk_Idle	800			['关于鞭炮', '关于穿着', '再见']	[51902, 51905, 51908]
51902	这里是我准备的鞭炮，请点燃吧，指挥官。		800		51903	['关于鞭炮', '再见']	[51902, 51908]
51903	按照九龙年俗，放鞭炮是为了驱逐年兽，虽然我的资料库中显示并没有这种生物，但通过分析九龙的民俗资料，我认为这是一种驱逐灾厄，迎接美好的愿景。		800		51904	['关于鞭炮', '再见']	[51902, 51908]
51904	所以，请继续燃放鞭炮，无须担心地面清洁，我会处理妥当。		800			['关于穿着', '再见']	[51905, 51908]
51905	请放心，我的机体运行一切正常，不会被低温环境影响。		800		51906	['关于穿着', '再见']	[51905, 51908]
51906	但我观察到您的四肢末端温度较低……需要回去更换更加保暖的衣物吗？		800		51907	['关于穿着', '再见']	[51905, 51908]
51907	或者，您也可以选择握住我的手，我的机体拥有温度调节功能，我可以为您调节到更高的温度……这样，可以吗？		800			['关于鞭炮', '再见']	[51902, 51908]
51908	您先去忙吧，我会留在这里，搜集更多信息。	2024SpringNpc_Hakama_Endtalk					
52001	哦？是来祝我节日快乐吗？	Talk_Idle	800			['关于约定', '关于美食', '再见']	[52002, 52005, 52008]
52002	我说了今天会给你这个面子，你看，我可是准时来了。那么，你的诚意呢？		800		52003	['关于约定', '再见']	[52002, 52008]
52003	让我决定的话……就在这里与我独处一天，怎么样？		800		52004	['关于约定', '再见']	[52002, 52008]
52004	无聊？和你待在一起，当然不会无聊。或者，你的意思是，想做一些更“危险”的事？哼，那也不是不行，我奉陪到底。		800			['关于美食', '再见']	[52005, 52008]
52005	这里的糕点还不错，尤其是这个……只是这样看着做什么？拿着，这一份是给你的。		800		52006	['关于美食', '再见']	[52005, 52008]
52006	在这种悠闲时间里多尝尝吧，贪心一点也不是不行。等执行任务的时候，可没有机会吃到这些精致的小东西……		800		52007	['关于美食', '再见']	[52005, 52008]
52007	要再来一份吗？放心，没人敢在我面前嘲笑你。		800			['关于约定', '再见']	[52002, 52008]
52008	好了，去里面休息一下吧。	2024SpringNpc_Weila_Endtalk					
52101	我准备了很多好东西，你肯定喜欢！	Talk_Idle	800			['关于烟花', '关于“红色”', '再见']	[52102, 52105, 52108]
52102	我搞来了一份超级厉害的烟花，绝对让你看过就这辈子都忘不掉，来，试试看！		800		52103	['关于烟花', '再见']	[52102, 52108]
52103	咳、咳咳……怎么样？厉害吧！		800		52104	['关于烟花', '再见']	[52102, 52108]
52104	这种烟花可是被严格管制的，因为总被误以为是炸弹引来安保人员……喂，你的衣角怎么焦了？		800			['关于“红色”', '再见']	[52105, 52108]
52105	九龙这个节日还不错嘛！到处都红彤彤的，好像不自觉地买了很多东西，钱包大概已经亏空了……果然，已经没剩几个子了。		800		52106	['关于“红色”', '再见']	[52105, 52108]
52106	这还算多？只不过是红色的春联纸两沓、红色的福字一箱、红色的剪纸一百张……		800		52107	['关于“红色”', '再见']	[52105, 52108]
52107	怎么看都不够啊！果然，必须回去把休息室贴满才行！		800			['关于烟花', '再见']	[52102, 52108]
52108	哈哈哈！我还有一个更厉害的烟花！等下偷偷来找我！	2024SpringNpc_Nuoketi_Endtalk					
52201	新年快乐，红包拿来——薇拉教我这么说的。	Talk_Idle	800			['关于秋千', '关于节日的气味', '再见']	[52202, 52205, 52208]
52202	……秋千很好玩，但刚才21号从秋千，飞到对面的草坪里了，薇拉说21号身上全是泥，不清理干净，不准回休息室……唔，好像也没那么好玩了。		800		52203	['关于秋千', '再见']	[52202, 52208]
52203	但如果你想帮21号推秋千的话，21号愿意再玩一次。		800		52204	['关于秋千', '再见']	[52202, 52208]
52204	荡得高一点……再推高一点，再高一点——呜嗷嗷，起飞！		800			['关于节日的气味', '再见']	[52205, 52208]
52205	21号喜欢这个节日，空气中有很多气味，很安心，21号把它们都收集下来了，21号可以分享给你。		800		52206	['关于节日的气味', '再见']	[52205, 52208]
52206	这是花，香的，这是雪花，没有味道……唔，已经不见了。		800		52207	['关于节日的气味', '再见']	[52205, 52208]
52207	没关系，还有这个，这是刚刚捡的鞭炮……为什么又站得那么远？		800			['关于秋千', '再见']	[52202, 52208]
52208	附近没有危险，你为什么要回去拿防护服？	2024SpringNpc_21_Endtalk					
52301	邦比娜塔……也喜欢这个节日。	Talk_Idle	800			['关于下雪', '关于礼物', '再见']	[52302, 52305, 52308]
52302	唔，邦比娜塔在看雪花……		800		52303	['关于下雪', '再见']	[52302, 52308]
