StageId	Type	Name	Description	Icon	StoryIcon	BgmId	AmbientSound	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId	NormalEventId	PreEventId	ClearEventId	DisappearCondition	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	FirstRequireActionPoint	FinishRequireActionPoint	CharacterLimitType	CareerSuggestType	AISuggestType	LimitBuffId	PassTimeLimit	PreStageId	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId	TeamExp	FirstTeamExp	FinishTeamExp	CardExp	FirstCardExp	FinishCardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryIds	BeginConditions	EndStoryIds	EndConditions	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc	DescEventId	SettleLoseTipId	SuggestedConditionId	ForceConditionId	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId	UrgentEventId	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType	MultiChallengeId	Restartable	ResetHpCount	StoryUiStyle	OnlineMsgId	ForceAllyEffect	DisableDeadEffect	HideAction	Ability	GeneralSkillIds	NextStageId
13010616	11	谁是第一	可不能让……那个勇敢的士兵，一直抢在我的前面了。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07.png		101					1						1	1											1		[13010615]		13010116	13010116		13010116								1			1	['JZ10806BA']					3						True		2	1	[2005]				2	Rectangle			[1, 2, 3]											
13010620	11	绿洲小队	从今天开始，绿洲小队由我来指挥，这是布鲁斯……最后下达的命令！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07.png		101					1	[130106150]					1	1											1		[13010615]													1			1	['JZ10807BA']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13011111	11	撤退行动	在运载机成功与空中花园完成对接之前，人类的“火炬”就握在你们手中了。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07B.png		101					1						1	1											1				13010111	13010111		13010111								1			1	['JZ10801BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011112]
13011112	11	回忆往事	布鲁斯和我不同，如果您能再多与他相处，您会为他而骄傲的。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07B.png		101					1						1	1											1		[13011111]		13010112	13010112		13010112								1			1	['JZ10802BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011113]
13011113	11	入侵机场	我的后背就交给您了，西里尔大尉！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabDubian01B.png		101					1						1	1											1		[13011112]		13010113	13010113		13010113								1			1	['JZ10803BS']					3						True		2	1	[2116]				1	Rectangle			[1, 2, 3]											[13011114]
13011114	11	突然袭击	指挥中心！为什么会有导弹袭击！？！？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07B.png		101					1						1	1											1		[13011113]		13010114	13010114		13010114								1			1	['JZ10804BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011115]
13011115	11	冰火交锋	就算是为了布鲁斯，我也会在这片陆地上一直战斗下去！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabDubian02B.png		101					1						1	1											1		[13011114]		13010115	13010115		13010115								1			1	['JZ10805BS']		['JZ10805ES']			3						True		2	1	[2116]				1	Rectangle			[1, 2, 3]											[13011116]
13011116	11	最终抉择	渡边，我代表空中花园，感谢你为全人类无私的付出。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07B.png		101					1						1	1											1		[13011115]		13010116	13010116		13010116								1			1	['JZ10806BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011120]
13011120	11	寻找绿洲	他在漫天黄沙中步履艰难地，朝着“绿洲”的方向走去。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab07B.png		101					1	[130111150]					1	1											1		[13011116]													1			1	['JZ10807BS']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13010701	11	比安卡·零度	信仰的力量，是无穷的。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png		101					1						1	1					30						1				130107010		130701			30			50			2									3	['击毁所有感染体。', '注意构造体阵容搭配。']							2	1			2	2	1	Rectangle			[1, 2, 3]											
13010702		信仰的力量Ⅱ	信仰的力量，是无穷的。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png		101					1						1	1					30						1				130107020		130702			30			50			2									3	['击毁所有感染体。', '注意构造体阵容搭配。']							2	1			2	2	1	Rectangle			[1, 2, 3]											
13010703		信仰的力量Ⅲ	信仰的力量，是无穷的。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png		101					1						1	1					30						1				130107030		130703			30			50			2									3	['击毁所有感染体。', '注意构造体阵容搭配。']							2	1			2	2	1	Rectangle			[1, 2, 3]											
13010711	11	降福于此	很快会有人来到这里，帮助大家，将大家带到安全的地方。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab05.png		101					1						1	1											1				13010111	13010111		13010111								1			1	['JZ10401BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13010712]
13010712	11	被遗忘的教堂	越来越多的人们聚集到坐落在极北之地，雪原之上的雪原教堂。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab05.png		101					1						1	1											1		[13010711]		13010112	13010112		13010112								1			1	['JZ10402BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13010713]
13010713	11	祈祷与信仰	我愿意……付出一切，乃至我的生命。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab05.png		101					1						1	1											1		[13010712]		13010113	13010113		13010113								1			1	['JZ10403BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13010714]
13010714	11	进入光明	趁风雪还未卷起，带领大家到神能看到的地方吧。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab05.png		101					1						1	1											1		[13010713]		13010114	13010114		13010114								1			1	['JZ10404BA']					3						True		2	1	[2006]				2	Rectangle			[1, 2, 3]											[13010715]
13010715	11	庇护与裁决	做好觉悟吧，你们的罪恶，将由我来裁决！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabBianka01.png		101					1						1	1											1		[13010714]		13010115	13010115		13010115								1			1	['JZ10405BA']		['JZ10405EA']			3						True		2	1	[2006]				1	Rectangle			[1, 2, 3]											[13010716]
13010716	11	雪落之声	遵循你的内心做出选择，我的孩子。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabBianka02.png		101					1						1	1											1		[13010715]		13010116	13010116		13010116								1			1	['JZ10406BA']		['JZ10406EA']			3						True		2	1	[2006]				1	Rectangle			[1, 2, 3]											[13010720]
13010720	11	我已非我	神啊，倘若我已非我，我心甘情愿接受所有的审判和裁决。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab05.png		101					1	[130107160]					1	1											1		[13010716]													1			1	['JZ10407BA']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13011311	11	百合	托比一边说着，一边将物资递到比安卡的面前，在物资盒的上方，躺着一朵无瑕的百合花。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab05B.png		104					1						1	1											1				13010111	13010111		13010111								1			1	['JZ10401BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011312]
13011312	11	不情之请	夜晚的宁静，被回廊深处传来的一阵脚步声打破。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabBianka01B.png		104	301	20004			1						1	1											1		[13011311]		13010112	13010112		13010112								1			1	['JZ10402BS']		['JZ10402ES']			3						True		2	1	[2006]				1	Rectangle			[1, 2, 3]											[13011313]
13011313	11	代达罗斯	自我介绍一下，我是代达罗斯安保公司的董事长，文。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab05B.png		104		20004			1						1	1											1		[13011312]		13010113	13010113		13010113								1			1	['JZ10403BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011314]
13011314	11	梦想	嗯，就保持这样继续前进吧，我想很快，就能实现你的梦想了。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab05B.png		104		20004			1						1	1											1		[13011313]		13010114	13010114		13010114								1			1	['JZ10404BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011315]
13011315	11	真相	随着仓库内部的灯光逐渐亮起，比安卡看到，这间用来存放公司商品的仓库，站满了被拘束装置控制着的构造体。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabBianka02B.png		104	308	20004			1						1	1											1		[13011314]		13010115	13010115		13010115								1			1	['JZ10405BS']					3						True		2	1	[5005]				1	Rectangle			[1, 2, 3]											[13011316, 13011320]
13011316	11	终局	一切都结束了，稍微休息下吧……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab05B.png		104		20004			1						1	1											1		[13011315]		13010116	13010116		13010116								1			1	['JZ10406BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											
13011320	11	邀请	我像你这么大的时候也走过不少弯路，但是那些经历我并不后悔。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab05B.png		104		20004			1	[130113150]					1	1											1		[13011315]													1			1	['JZ10407BS']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13010801	11	神威·重能	手中的武器，便是我强大的证明。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png		101					1						1	1					30						1				130108010		130801			30			50			2									3	['击毁所有感染体。', '注意构造体阵容搭配。']							2	1			2	2	1	Rectangle			[1, 2, 3]											
13010802		锋利大剑Ⅱ	手中的武器，便是我强大的证明。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png		101					1						1	1					30						1				130108020		130802			30			50			2									3	['击毁所有感染体。', '注意构造体阵容搭配。']							2	1			2	2	1	Rectangle			[1, 2, 3]											
13010803		锋利大剑Ⅲ	手中的武器，便是我强大的证明。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png		101					1						1	1					30						1				130108030		130803			30			50			2									3	['击毁所有感染体。', '注意构造体阵容搭配。']							2	1			2	2	1	Rectangle			[1, 2, 3]											
13010811	11	叽叽喳喳	即将下发大型任务时，总会很兴奋。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab08.png		101					1						1	1											1				13010111	13010111		13010111								1			1	['JZ10601BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13010812]
13010812	11	第一小队	执行者部队第一小队，是战斗力最强的小队。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab08.png		101					1						1	1											1		[13010811]		13010112	13010112		13010112								1			1	['JZ10602BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13010813]
13010813	11	战斗型构造体	仿佛不知疲劳的战斗，或许才是战斗型构造体的意义。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab08.png		101					1						1	1											1		[13010812]		13010113	13010113		13010113								1			1	['JZ10603BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13010814]
13010814	11	大型剿灭任务	这是一场大型的，对感染体的剿灭任务。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabShenwei01.png		101					1						1	1											1		[13010813]		13010114	13010114		13010114								1			1			['JZ10604EA']			3						True		2	1	[2007]				1	Rectangle			[1, 2, 3]											[13010815]
13010815	11	进退维谷	战斗中的构造体，收到不同的执行命令——每个人都不同。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabShenwei02.png		101					1						1	1											1		[13010814]		13010115	13010115		13010115								1			1	['JZ10605BA']					3						True		2	1	[2007]				1	Rectangle			[1, 2, 3]											[13010816, 13010820]
13010816	11	永别的火花	夕阳如血，掺杂着能源液与零件的火花，和不再相见的朋友。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab08.png		101					1						1	1											1		[13010815]		13010116	13010116		13010116								1			1	['JZ10606BA']					3						True		2	1	[2007]				2	Rectangle			[1, 2, 3]											
13010820	11	内心深处的阴暗面	嘘，你不用害怕，也不必知道我是谁……你……终将成为我。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab08.png		101					1	[130108150]					1	1											1		[13010815]													1			1	['JZ10607BA']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13011201	11	艾拉·溢彩	手中的武器，便是我强大的证明。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png		101					1						1	1					30						1				130109010		130901			30			50			2									3	['击毁所有感染体。', '注意构造体阵容搭配。']							2	1			2	2	1	Rectangle			[1, 2, 3]											
13011211	11	色彩	梅卡为画布前的艾拉带来了出游的消息，这让艾拉十分期待。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab09.png		101					1						1	1											1				13010111	13010111		13010111								1			1	['JZ10901BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011212]
13011212	11	开幕	在孩子们的喧闹声中，古老的经典戏剧将被非人之物所再现。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabAila01.png		101					1			[130112121]			1	1											1		[13011211]		13010112	13010112		13010112								1			1	['JZ10902BA']		['JZ10902EA']			3						True		2	1	[2117]				1	Rectangle			[1, 2, 3]											[13011213]
13011213	11	朋友	因为《暴风雨》，艾拉的生活中多了一位知音的身影。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab09.png		101					1						1	1											1		[13011212]		13010113	13010113		13010113								1			1	['JZ10903BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011214]
13011214	11	信笺	正当艾拉为了展览而奔波的时候，她却收到了意外的消息。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabAila02.png		101					1			[130112120]			1	1											1		[13011213]		13010114	13010114		13010114								1			1	['JZ10904BA']		['JZ10904EA']			3						True		2	1	[2117]				1	Rectangle			[1, 2, 3]											[13011215]
13011215	11	赠礼	艾拉收到了来自赛琳娜的‘礼物’，这让她的心境出现了些微变化。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab09.png		101					1						1	1											1		[13011214]		13010115	13010115		13010115								1			1	['JZ10905BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011216, 13011220]
13011216	11	诀别	留下了一幅未完的画作，下定决心的艾拉独自出发了。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab09.png		101					1						1	1											1		[13011215]		13010116	13010116		13010116								1			1	['JZ10906BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											
13011220	11	另一人	被感染体包围的赛琳娜，她的心中到底在想些什么呢？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab09.png		101					1	[130112140]					1	1											1		[13011215]													1			1	['JZ10907BA']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13011401	11	苏菲亚·银牙	手中的武器，便是我强大的证明。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png		13	317	20004			1						1	1					30						1				130110010		131001			30			50			2									3	['击毁所有感染体。', '注意构造体阵容搭配。']							2	1			2	2	1	Rectangle			[1, 2, 3]											
13011411	11	鬣狗	冒死偷来的口粮，不知道明天是否还安全的避难所…这便是被称为“鬣狗”的少女眼中世界的模样。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab10.png		13		20004			1						1	1											1				13010111	13010111		13010111								1			1	['JZ11101BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011412]
13011412	11	扳手	避难所外的喧闹吸引了“鬣狗”的注意力，也许今天会稍微有些不一样？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab10.png		13		20004			1						1	1											1		[13011411]		13010112	13010112		13010112								1			1	['JZ11102BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011413]
13011413	11	苏菲亚	“鬣狗”不再是“鬣狗”，她变得柔软，变得可爱。一切皆因……“家庭”。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab10.png		13		20004			1						1	1											1		[13011412]		13010113	13010113		13010113								1			1	['JZ11103BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011414]
13011414	11	灾厄	一切转瞬即逝，几个小时间所有人的命运就此改变。他们中的大多数再也看不到第二天的太阳。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabSufeiya01.png		13		20004			1			[130114140]			1	1											1		[13011413]		13010114	13010114		13010114								1			1	['JZ11104BA']					3						True		2	1	[5006]				1	Rectangle			[1, 2, 3]											[13011415]
13011415	11	仇敌	烫金的信笺指明了仇恨的方向，只是一切真就如此单纯？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab10.png		13		20004			1						1	1											1		[13011414]		13010115	13010115		13010115								1			1	['JZ11105BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011416]
13011416	11	真相	真相，改变了一切。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabSufeiya02.png		13		20004			1			[130114140]			1	1											1		[13011415]		13010116	13010116		13010116								1			1	['JZ11106BA']		['JZ11106EA']			3						True		2	1	[5006]				1	Rectangle			[1, 2, 3]											[13011420]
13011420	11	那之后的某日	一封带有阿迪莱火漆印的书信放在了哈桑议长的办公桌上…	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab10.png		13		20004			1	[130114160]					1	1											1		[13011416]													1			1	['JZ11107BA']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13011501	11	库洛姆·弧光	严于律己，不断努力。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png		16		20006			1						1	1					30						1				130111010		131101			30			50			2									3	['击毁所有感染体。', '注意构造体阵容搭配。']							2	1			2	2	2	Rectangle			[1, 2, 3]											
13011511	11	第一名	啧，怎么什么好事都让他给占了啊？	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab11.png		16	307	20006			1						1	1											1				13010111	13010111		13010111								1			1	['JZ11201BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011512]
13011512	11	对谈	聪明人就该明白什么时候该做什么事情，着手当下，着眼未来。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab11.png		16		20006			1						1	1											1		[13011511]		13010112	13010112		13010112								1			1	['JZ11202BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011513]
13011513	11	链接	请尽快断开意识链接，已超过链接限定阈值，持续链接将会造成意识损伤！	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab11.png		16		20006			1						1	1											1		[13011512]		13010113	13010113		13010113								1			1	['JZ11203BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011514]
13011514	11	得意之作	你的钽-193共聚物适配性简直完美，生体数据也很漂亮，看起来成功几率很高呢。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab11.png		16		20006			1						1	1											1		[13011513]		13010114	13010114		13010114								1			1	['JZ11204BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011515]
13011515	11	可利用的	不过不论是成为刀刃，还是执掌刀刃的人，决心上战场，命运就是一致的。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabKuluomu01.png		16	307	20006			1						1	1											1		[13011514]		13010115	13010115		13010115								1			1	['JZ11205BA']		['JZ11205EA']			3						True		2	1	[8020]				1	Rectangle			[1, 2, 3]											[13011516]
13011516	11	队长	队长，快跟上来呀。我们一起走吧。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabKuluomu02.png		16	302	20006			1			[130115151, 130115152, 130115153]			1	1											1		[13011515]		13010116	13010116		13010116								1			1	['JZ11206BA']		['JZ11206EA']			3						True		2	1	[8020, 7005]				1	Rectangle			[1, 2, 3]											[13011520]
13011520	11	疤瘀	战士不应该畏惧伤口和流血。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab11.png		16		20006			1	[130115160]					1	1											1		[13011516]													1			1	['JZ11207BA']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13011611	11	你的名字	这是我——露西亚和那个人的相遇。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01C.png		16	307	20006			1						1	1											1				13010111	13010111		13010111								1			1	['JZ10201BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011612]
13011612	11	朦胧	从指挥官身上我学会了很多东西……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01C.png		16		20006			1						1	1											1		[13011611]		13010112	13010112		13010112								1			1	['JZ10202BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011613]
13011613	11	灰鸦	我，里，丽芙，再加上指挥官，这就是灰鸦小队。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01C.png		16		20006			1						1	1											1		[13011612]		13010113	13010113		13010113								1			1	['JZ10203BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011614]
13011614	11	阿尔法	偶尔……我会想起关于“露西亚”的事情。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLuxiya01C.png		16		20006			1						1	1											1		[13011613]		13010114	13010114		13010114								1			1	['JZ10204BS']		['JZ10204ES']			3						True		2	1	[1123]				1	Rectangle			[1, 2, 3]											[13011615]
13011615	11	意志双剑	种种的一切都如此让人惋惜，所以我才要继续前进。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLuxiya02C.png		16	307	20006			1						1	1											1		[13011614]		13010115	13010115		13010115								1			1	['JZ10205BS']		['JZ10205ES']			3						True		2	1	[1131]				1	Rectangle			[1, 2, 3]											[13011616, 13011620]
13011616	11	觉悟	成为我的刀刃吧，鸦羽。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01C.png		16	302	20006			1						1	1											1		[13011615]		13010116	13010116		13010116								1			1	['JZ10206BS']					3						True		2	1					2	Rectangle			[1, 2, 3]											
13011620	11	珍藏的记忆	深藏于某处的，与指挥官的对谈。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab01C.png		16		20006			1	[130116150]					1	1											1		[13011615]													1			1	['JZ10207BS']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13011701	11	薇拉·瑰丽	严于律己，不断努力。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabChallenge.png		111		10101			1						1	1					30						1				130112010		131201			30			50			2									3	['击毁所有感染体。', '注意构造体阵容搭配。']							2	1			2	2	2	Rectangle			[1, 2, 3]											
13011711	11	红发死神	‘喂，那个红发的女人……是死神没错吧？’	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab12.png		16	307	10101			1						1	1											1					13011211		13011211								1			1	['JZ11301BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011712]
13011712	11	构造体薇拉	在医疗站中间薇拉决定举起自己的手，前往战场。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab12.png		16		10101			1						1	1											1		[13011711]			13011212		13011212								1			1	['JZ11302BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011713]
13011713	11	撤离	就如她预料的一样，自己的小队被全灭了。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabWeila01.png		112		10101			1						1	1											1		[13011712]			13011213		13011213								1			1	['JZ11303BA']					3						True		2	1	[9000]				1	Rectangle			[1, 2, 3]											[13011714]
13011714	11	漆黑之中	因为死神之名与人争执，薇拉被关到了黑屋之中。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab12.png		16		10101			1						1	1											1		[13011713]			13011214		13011214								1			1	['JZ11304BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011715]
13011715	11	迎接痛苦	薇拉决定不再按照别人的指示，而是遵从自己的内心而行动，她要保护这座被上面抛弃的城市。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab12.png		16	307	10101			1						1	1											1		[13011714]			13011215		13011215								1			1	['JZ11305BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011716]
13011716	11	在苦闷之间	感染体的洪流将薇拉和其他人淹没，她在痛苦之中明白到了自己该做的事情。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabWeila02.png		111	302	10101			1						1	1											1		[13011715]			13011216		13011216								1			1	['JZ11306BA']		['JZ11306EA']			3						True		2	1	[9000]				1	Rectangle			[1, 2, 3]											[13011720]
13011720	11	档案‘苦刑之女’	夺走提法的痛苦，就是薇拉唯一能做的事。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab12.png		16		10101			1	[130117160]					1	1											1		[13011716]													1			1	['JZ11307BA']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13011811	11	前夜	按照师傅的嘱托，卡穆接受了血清注射，成为了黑野的士兵。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab13.png		16	307	10101			1						1	1											1					13010111		13010111								1			1	['JZ15101BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011812]
13011812	11	士兵	卡穆的部队是在外游击的部队，在那些任务之中，他们认识到这个世界的残酷。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab13.png		16		10101			1						1	1											1		[13011811]			13010112		13010112								1			1	['JZ15102BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011813]
13011813	11	契约	队伍中间出现就算用血清也无法救回的情况，在交接之间，卡穆似乎察觉到了什么。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab13.png		16		10101			1						1	1											1		[13011812]			13010113		13010113								1			1	['JZ15103BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011814]
13011814	11	焚毁	需要焚毁的不仅有被感染体占领的城市，还有‘感染体’本身。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabKamu01.png		111		10101			1						1	1											2		[13011813]			13010114		13010114								1			1	['JZ15104BA']		['JZ15104EA']			3						True		2	1	[9012]				1	Rectangle			[1, 2, 3]											[13011815]
13011815	11	爬行	带着愤怒和怨恨，卡穆等人握紧武器，向黑野的所在出发。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab13.png		16	307	10101			1						1	1											1		[13011814]			13010115		13010115								1			1	['JZ15105BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011816]
13011816	11	复仇者	这是构造体与感染体的战斗，被火焰包围，全部的一切都陷入了黑暗。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabKamu02.png		112	302	10101			1			[130118140]			1	1											2		[13011815]			13010116		13010116								1			1	['JZ15106BA']		['JZ15106EA']			3						True		2	1	[9012]				1	Rectangle			[1, 2, 3]											[13011820]
13011820	11	神威	‘让我见识一下你的生存之道吧，神威。’	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab13.png		16		10101			1	[130118160]					1	1											1		[13011816]													1			1	['JZ15107BA']					3						True		2	1					3	Rectangle			[1, 2, 3]											
13011911	11	雪林少女	祈祷吧……生于雪林的你，请不要忘记对生命的敬畏。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab14.png		7		20009			1						1	1																13010111		13010111								1			1	['JZ11401BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011912]
13011912	11	成为平凡	凭着内心的善良，为了他人而战，曾置于掌心的你也终将长大成人。	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTabLuosaita01.png		7		20009			1			[130119121, 130119122, 130119123]			1	1													[13011911]			13010112		13010112								1			1	['JZ11402BA']		['JZ11402EA']			3						True		2	1	[1132]				1	Rectangle			[1, 2, 3]											[13011913]
13011913	11	唯一的机会	这是唯一的机会，能够让你作为一个普通的少女活下去……	Assets/Product/Texture/Image/UiFubenPrequelTab/PrequelTab14.png		7		20009			1						1	1													[13011912]			13010113		13010113								1			1	['JZ11403BA']					3						True		2	1					2	Rectangle			[1, 2, 3]											[13011914]
