Id	TimeId	Name	FullScreenBg	PrefabPath	BtnBg	Type	RoundDays	SubRoundId	OpenLevel	OpenStage	PreSignId	CreateTimeId	IsShowWhenDayOver	IsShowWhenSignOver	ReissueRewardMailId
99	42953	眠于厄寐之境-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgV400.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainV400.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelV400.png	2	[7]	[1096]	20						
100	42954	伴明荣序-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgBirthday3V400.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainBirthday3V400.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelBirthday3V400.png	2	[3]	[1097]							
101	42955	星落汪洋-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgBirthday14V400.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainBirthday14V400.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelBirthday14V400.png	2	[7, 7]	[1098, 1099]							
102	43502	推想视限-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgV401.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainV401.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelV401.png	2	[7]	[1100]	20						
103	43503	时轨崭列-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgNewYearV401.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainNewYearV401.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelNewYearV401.png	2	[3]	[1101]							
104	44551	冬冕的凋亡-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgV402.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainV402.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelV402.png	2	[7]	[1102]	20						
105	44552	福韶祈岁-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgCnNewYearV402.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainNewYearV402.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelCnNewYearV402.png	2	[3]	[1103]							
106	24	七日馈赠-礼包	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseWeekCardV306.png	Assets/Product/Ui/ComponentPrefab/Sign/SignWeekCardV306.prefab	Assets/Product/Texture/Image/UiActivityBase/UiActivityBaseLabelWeekCardV306.png	4	[7]	[201]						True	
107	45911	烈日将烬-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgYureV404.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainYureV404.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelYureV404.png	2	[3]	[1201]							
108	45110	更美好的明天-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgV403.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainV403.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelV403.png	2	[7]	[1104]	20						
109		烈日将烬-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgV403.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainV403.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelV403.png	2	[7]	[1105]	20						
110		晴朗假日-签到	Assets/Product/Texture/Image/UiActivityBase/SignBgCnNewYearV402.png	Assets/Product/Ui/ComponentPrefab/Sign/SignMainNewYearV402.prefab	Assets/Product/Texture/Image/UiActivityBase/SignLabelCnNewYearV402.png	2	[3]	[1106]							
